CHANNEL,LOAD_DATA_TS,SERVICE_UNIQUE_ID                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  <endrec>
"1002","","937358016"<endrec>
"1002","","937358019"<endrec>
"1002","","937358025"<endrec>
"1002","","937359065"<endrec>
"1002","","937359104"<endrec>
"1002","","937360021"<endrec>
"1002","","937364010"<endrec>
"1002","","937364036"<endrec>
"1002","","937365153"<endrec>
"1002","","937366298"<endrec>
"1002","","937366321"<endrec>
"1002","","937366322"<endrec>
"1002","","937366325"<endrec>
"1002","","937366333"<endrec>
"1002","","937366354"<endrec>
"1002","","937368377"<endrec>
"1002","","937369423"<endrec>
"1002","","937370434"<endrec>
"1002","","937371435"<endrec>
"1002","","937371504"<endrec>
"1002","","937371506"<endrec>
"1002","","937371516"<endrec>
"1002","","937371568"<endrec>
"1002","","937371569"<endrec>
"1002","","937371570"<endrec>
"1002","","937371588"<endrec>
"1002","","937371594"<endrec>
"1002","","937374441"<endrec>
"1002","","937375472"<endrec>
"1002","","937375473"<endrec>
"1002","","937375474"<endrec>
"1002","","937375483"<endrec>
"1002","","937375492"<endrec>
"1002","","937375501"<endrec>
"1002","","937375516"<endrec>
"1002","","937376595"<endrec>
"1002","","937377455"<endrec>
"1002","","937377473"<endrec>
"1002","","937378441"<endrec>
"1002","","937381589"<endrec>
"1002","","937381610"<endrec>
"1002","","937383559"<endrec>
"1002","","937383567"<endrec>
"1002","","937383571"<endrec>
"1002","","937385552"<endrec>
"1002","","937385553"<endrec>
"1002","","937385554"<endrec>
"1002","","937385562"<endrec>
"1002","","937385563"<endrec>
"1002","","937388580"<endrec>
"1002","","937388581"<endrec>
"1002","","937389570"<endrec>
"1002","","937389587"<endrec>
"1002","","937389589"<endrec>
"1002","","937390573"<endrec>
"1002","","937390574"<endrec>
"1002","","937391579"<endrec>
"1002","","937392589"<endrec>
"1002","","937392636"<endrec>
"1002","","937392637"<endrec>
"1002","","937392663"<endrec>
"1002","","937392664"<endrec>
"1002","","937392670"<endrec>
"1002","","937392719"<endrec>
"1002","","937392758"<endrec>
"1002","","937392764"<endrec>
"1002","","937392765"<endrec>
"1002","","937392811"<endrec>
"1002","","937392812"<endrec>
"1002","","937392846"<endrec>
"1002","","937392847"<endrec>
"1002","","937392848"<endrec>
"1002","","937392849"<endrec>
"1002","","937392850"<endrec>
"1002","","937392851"<endrec>
"1002","","937392852"<endrec>
"1002","","937392853"<endrec>
"1002","","937392854"<endrec>
"1002","","937392855"<endrec>
"1002","","937392908"<endrec>
"1002","","937396937"<endrec>
"1002","","937396941"<endrec>
"1002","","937398935"<endrec>
"1002","","937401929"<endrec>
"1002","","937401930"<endrec>
"1002","","937401932"<endrec>
"1002","","937402936"<endrec>
"1002","","937402937"<endrec>
"1002","","937403936"<endrec>
"1002","","937404980"<endrec>
"1002","","937404985"<endrec>
"1002","","937404986"<endrec>
"1002","","937404987"<endrec>
"1002","","937404988"<endrec>
"1002","","937404989"<endrec>
"1002","","937408011"<endrec>
"1002","","937408027"<endrec>
"1002","","937408029"<endrec>
"1002","","937408039"<endrec>
"1002","","937410018"<endrec>
"1002","","937410032"<endrec>
"1002","","937410035"<endrec>
"1002","","937410037"<endrec>
"1002","","937411036"<endrec>
"1002","","937413022"<endrec>
"1002","","937413023"<endrec>
"1002","","937413029"<endrec>
"1002","","937413053"<endrec>
"1002","","937413054"<endrec>
"1002","","937414067"<endrec>
"1002","","937414069"<endrec>
"1002","","937414072"<endrec>
"1002","","937414076"<endrec>
"1002","","937414089"<endrec>
"1002","","937414092"<endrec>
"1002","","937414120"<endrec>
"1002","","937414132"<endrec>
"1002","","937415106"<endrec>
"1002","","937415249"<endrec>
"1002","","937415259"<endrec>
"1002","","937415260"<endrec>
"1002","","937415263"<endrec>
"1002","","937416067"<endrec>
"1002","","937416087"<endrec>
"1002","","937416088"<endrec>
"1002","","937416105"<endrec>
"1002","","937416106"<endrec>
"1002","","937417101"<endrec>
