CREATE_OPER_ID,CREATE_TIME,ISENABLED,MODIFY_OPER_ID,MODIFY_TIME,OBJECT_CATEGORY,OBJECT_VALUE,ORGANIZATION_MAPPING,ORG_ROLE_ID                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           <endrec>
"","","1","","","1","IC_AddGroupMemberWorkflow","6","10010005"<endrec>
