APPLYDATE,CREATE_OPER_ID,CREATE_OPER_TIME,DESCRIPTION,EFFECTIVEMODE,EXPIREDATE,IDENTITY_TYPE,LAST_OPER_ID,LAST_OPER_TIME,LOAD_DATA_TS,NAME,PROFILE_ID,STATUS,UNIQUE_ID                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  <endrec>
"2015-12-30 06:38:28.734000","203000000000010811","2015-12-30 06:38:01.537000","IBM Test Charge Profile","1","2099-12-31 23:59:59.000000","1000","203000000000010811","2015-12-30 06:38:28.739000","","IBM Test Charge Profile","20235","30","937178506"<endrec>
"2015-12-30 08:11:07.686000","203000000000010811","2015-12-30 08:10:29.368000","IBM Test Charge Profile1","1","2099-12-31 23:59:59.000000","1000","203000000000010811","2015-12-30 08:11:07.692000","","IBM Test Charge Profile1","20236","30","937178509"<endrec>
"2015-12-30 09:46:40.618000","203000000000010811","2015-12-30 09:46:11.418000","ibm test charge profile2","1","2015-12-30 10:20:11.696000","1000","203000000000010811","2015-12-30 10:20:11.729000","","ibm test charge profile2","20237","50","937178517"<endrec>
"2015-12-30 09:51:06.831000","203000000000010811","2015-12-30 09:50:54.082000","ibm test charge profile3","1","2015-12-30 10:16:30.568000","1000","203000000000010811","2015-12-30 10:16:30.572000","","ibm test charge profile3","20238","50","937178519"<endrec>
"2015-12-30 10:20:11.696000","203000000000010811","2015-12-30 09:59:56.353000","ibm test charge profile2","1","2018-05-17 13:43:58.905000","1000","203000000000025034","2018-05-17 13:43:58.906000","","ibm test charge profile2","20237","50","937178520"<endrec>
"2015-12-30 10:16:30.568000","203000000000010811","2015-12-30 10:16:20.795000","ibm test charge profile3","1","2016-02-25 06:10:52.251000","1000","203000000000010806","2016-02-25 06:10:52.255000","","ibm test charge profile3","20238","50","937178521"<endrec>
"2016-01-04 07:24:17.357000","203000000000013608","2016-01-04 07:24:05.030000","TZ Default Organisation Charges","1","2016-01-04 10:06:22.698000","5000","203000000000013608","2016-01-04 10:06:22.712000","","TZ Default Organisation Charges","20134","50","937178555"<endrec>
"2016-01-04 10:06:22.698000","203000000000013608","2016-01-04 10:06:11.118000","TZ Default Organisation Charges","1","2016-01-04 10:35:36.213000","5000","203000000000013608","2016-01-04 10:35:36.236000","","TZ Default Organisation Charges","20134","50","937178568"<endrec>
"2016-01-04 10:35:36.213000","203000000000013608","2016-01-04 10:25:43.237000","TZ Default Organisation Charges","1","2016-01-05 09:08:31.385000","5000","203000000000013608","2016-01-05 09:08:31.389000","","TZ Default Organisation Charges","20134","50","937178570"<endrec>
"2016-01-05 09:08:31.385000","203000000000013608","2016-01-05 09:08:20.278000","TZ Default Organisation Charges","1","2016-01-05 10:22:11.653000","5000","203000000000013608","2016-01-05 10:22:11.656000","","TZ Default Organisation Charges","20134","50","937178589"<endrec>
"2016-01-05 10:22:11.653000","203000000000013608","2016-01-05 10:22:01.636000","TZ Default Organisation Charges","1","2016-01-05 10:41:11.072000","5000","203000000000013608","2016-01-05 10:41:11.097000","","TZ Default Organisation Charges","20134","50","937178604"<endrec>
"2016-01-05 10:41:11.072000","203000000000013608","2016-01-05 10:40:57.438000","TZ Default Organisation Charges","1","2016-01-14 13:28:32.349000","5000","203000000000010806","2016-01-14 13:28:32.354000","","TZ Default Organisation Charges","20134","50","937178608"<endrec>
"2016-01-11 08:59:47.879000","203000000000010806","2016-01-11 08:02:38.802000","B2C off-net","1","2099-12-31 23:59:59.000000","5000","203000000000010806","2016-01-11 08:59:47.882000","","B2C off-net","20239","30","937178667"<endrec>
"2016-01-14 13:28:32.349000","203000000000010806","2016-01-14 13:28:19.764000","TZ Default Organisation Charges","1","2016-03-03 09:45:41.548000","5000","203000000000013202","2016-03-03 09:45:41.551000","","TZ Default Organisation Charges","20134","50","937178697"<endrec>
"2016-02-01 12:02:06.089000","203000000000012204","2016-02-01 12:01:23.844000","Default Customer Charge Profile","1","2016-02-01 12:12:38.850000","1000","203000000000012204","2016-02-01 12:12:38.853000","","Default Customer Charge Profile","20002","50","937181462"<endrec>
"2016-02-01 12:12:38.850000","203000000000012204","2016-02-01 12:12:04.583000","Default Customer Charge Profile","1","2016-02-24 09:08:10.999000","1000","203000000000010806","2016-02-24 09:08:11.005000","","Default Customer Charge Profile","20002","50","937181463"<endrec>
"2016-02-09 07:36:56.352000","203000000000011311","2016-02-09 07:36:06.615000","Default Customer Charge Profile","1","2016-02-09 12:41:52.317000","1000","203000000000011311","2016-02-09 12:41:52.350000","","IBM_Default Customer Charge Profile1_Dynamic","20204","50","937182462"<endrec>
"2016-02-09 10:14:39.731000","203000000000011311","2016-02-09 10:13:57.749000","IBM_Default Customer Charge Profile2_Dynamic","1","2016-12-19 09:33:29.759000","1000","203000000000010811","2016-12-19 09:33:29.760000","","IBM_Default Customer Charge Profile2_Dynamic","20205","50","937182464"<endrec>
"2016-02-09 12:41:52.317000","203000000000011311","2016-02-09 12:09:13.820000","Default Customer Charge Profile","1","2016-02-09 12:59:02.448000","1000","203000000000011311","2016-02-09 12:59:02.555000","","IBM_Default Customer Charge Profile1_Dynamic","20204","50","937182465"<endrec>
"2016-02-09 12:59:02.448000","203000000000011311","2016-02-09 12:58:21.464000","Default Customer Charge Profile","1","2016-02-25 06:46:41.530000","1000","203000000000012602","2016-02-25 06:46:41.534000","","IBM_Default Customer Charge Profile1_Dynamic","20204","50","937182467"<endrec>
"2016-02-15 08:11:26.168000","203000000000010806","2016-02-15 08:11:08.890000","","1","2016-06-07 11:24:14.168000","5000","203000000000014908","2016-06-07 11:24:14.170000","","AgentProductCharge","20154","50","937182489"<endrec>
"2016-02-24 09:08:10.999000","203000000000010806","2016-02-24 09:05:55.521000","Default Customer Charge Profile","1","1999-12-31 23:59:59.000000","1000","203000000000012204","2016-06-07 19:07:05.064000","","Default Customer Charge Profile","20002","50","937183481"<endrec>
"2016-02-24 09:16:28.507000","203000000000010806","2016-02-24 09:15:48.006000","TZ Default Customer Charges","1","2016-02-25 05:53:10.122000","1000","203000000000010806","2016-02-25 05:53:10.125000","","TZ Default Customer Charges","20132","50","937183482"<endrec>
"2016-02-25 05:53:10.122000","203000000000010806","2016-02-25 05:52:58.547000","TZ Default Customer Charges","1","2016-11-28 14:01:36.981000","1000","203000000000014906","2016-11-28 14:01:36.983000","","TZ Default Customer Charges","20132","50","937183483"<endrec>
"2016-02-25 06:10:52.251000","203000000000010806","2016-02-25 06:10:10.438000","ibm test charge profile3","1","2017-01-02 12:04:32.028000","1000","203000000000014911","2017-01-02 12:04:32.029000","","ibm test charge profile3","20238","50","937183484"<endrec>
"2016-02-25 06:46:41.530000","203000000000012602","2016-02-25 06:44:02.429000","Default Customer Charge Profile","1","2016-02-26 11:35:23.734000","1000","203000000000010806","2016-02-26 11:35:23.738000","","IBM_Default Customer Charge Profile1_Dynamic","20204","50","937183485"<endrec>
"2016-02-26 11:35:23.734000","203000000000010806","2016-02-26 11:35:01.551000","Default Customer Charge Profile","1","2016-04-04 08:42:38.545000","1000","203000000000012907","2016-04-04 08:42:38.548000","","IBM_Default Customer Charge Profile1_Dynamic","20204","50","937183493"<endrec>
"2016-03-03 09:45:41.548000","203000000000013202","2016-03-03 09:45:17.298000","TZ Default Organisation Charges","1","2016-03-14 08:02:13.034000","5000","203000000000013202","2016-03-14 08:02:13.038000","","TZ Default Organisation Charges","20134","50","937183507"<endrec>
"2016-03-14 08:02:13.034000","203000000000013202","2016-03-14 08:01:58.526000","TZ Default Organisation Charges","1","2016-03-16 11:31:24.914000","5000","203000000000013202","2016-03-16 11:31:24.935000","","TZ Default Organisation Charges","20134","50","937185531"<endrec>
"2016-03-16 11:31:24.914000","203000000000013202","2016-03-16 11:30:17.661000","TZ Default Organisation Charges","1","2016-04-05 05:39:59.469000","5000","203000000000013022","2016-04-05 05:39:59.472000","","TZ Default Organisation Charges","20134","50","937185546"<endrec>
"2016-03-26 07:57:27.927000","203000000000011203","2016-03-26 07:57:28.038000","Test_of_Edit_Charge_Profile","1","2099-12-31 23:59:59.000000","1000","203000000000011203","2016-03-26 07:57:28.038000","","Test_of_Edit_Charge_Profile","20244","10","937187532"<endrec>
"2016-04-01 09:13:34.606000","203000000000013506","2016-04-01 08:59:29.289000","IBM_Default Customer Charge Profile3_Dynamic","1","2099-12-31 23:59:59.000000","1000","203000000000013506","2016-04-01 09:13:34.693000","","IBM_Default Customer Charge Profile3_Dynamic","20206","30","937189532"<endrec>
"2016-04-01 11:20:55.665000","203000000000013506","2016-04-01 11:20:38.408000","","1","2099-12-31 23:59:59.000000","1000","203000000000013506","2016-04-01 11:20:55.668000","","IBM_Dynamic_Test","20254","30","937189534"<endrec>
"2016-04-01 12:50:14.845000","203000000000013022","2016-04-01 12:48:55.023000","Default Customer Charge Profile","1","2016-04-07 13:13:34.234000","1000","203000000000013506","2016-04-07 13:13:34.243000","","Default Customer Charge Profile","20002","50","937189535"<endrec>
"2016-04-04 08:42:38.545000","203000000000012907","2016-04-04 08:42:17.959000","Default Customer Charge Profile","1","2016-04-04 11:05:24.868000","1000","203000000000012907","2016-04-04 11:05:24.873000","","IBM_Default Customer Charge Profile1_Dynamic","20204","50","937190530"<endrec>
"2016-04-04 11:05:24.868000","203000000000012907","2016-04-04 11:04:20.676000","Default Customer Charge Profile","1","2016-04-04 11:17:04.012000","1000","203000000000012907","2016-04-04 11:17:04.015000","","IBM_Default Customer Charge Profile1_Dynamic","20204","50","937190538"<endrec>
"2016-04-04 11:17:04.012000","203000000000012907","2016-04-04 11:16:46.853000","Default Customer Charge Profile","1","2016-04-04 12:56:36.441000","1000","203000000000012907","2016-04-04 12:56:36.443000","","IBM_Default Customer Charge Profile1_Dynamic","20204","50","937190539"<endrec>
"2016-04-04 12:56:36.441000","203000000000012907","2016-04-04 12:56:20.061000","Default Customer Charge Profile","1","2016-04-04 13:38:51.281000","1000","203000000000012907","2016-04-04 13:38:51.284000","","IBM_Default Customer Charge Profile1_Dynamic","20204","50","937190541"<endrec>
"2016-04-04 13:38:51.281000","203000000000012907","2016-04-04 13:38:35.993000","Default Customer Charge Profile","1","2016-04-04 14:01:19.455000","1000","203000000000012907","2016-04-04 14:01:19.458000","","IBM_Default Customer Charge Profile1_Dynamic","20204","50","937190544"<endrec>
"2016-04-04 14:01:19.455000","203000000000012907","2016-04-04 14:01:02.260000","Default Customer Charge Profile","1","2016-04-04 14:13:47.995000","1000","203000000000012907","2016-04-04 14:13:47.998000","","IBM_Default Customer Charge Profile1_Dynamic","20204","50","937190545"<endrec>
"2016-04-04 14:13:47.995000","203000000000012907","2016-04-04 14:13:32.626000","Default Customer Charge Profile","1","2016-04-04 14:19:16.858000","1000","203000000000012907","2016-04-04 14:19:16.861000","","IBM_Default Customer Charge Profile1_Dynamic","20204","50","937190546"<endrec>
"2016-04-04 14:19:16.858000","203000000000012907","2016-04-04 14:18:41.489000","Default Customer Charge Profile","1","2016-04-12 12:35:05.427000","1000","203000000000011311","2016-04-12 12:35:05.430000","","IBM_Default Customer Charge Profile1_Dynamic","20204","50","937190548"<endrec>
"2016-04-05 05:39:59.469000","203000000000013022","2016-04-05 05:39:45.840000","TZ Default Organisation Charges","1","2016-04-05 07:58:22.977000","5000","203000000000013022","2016-04-05 07:58:22.980000","","TZ Default Organisation Charges","20134","50","937190566"<endrec>
"2016-04-05 07:58:22.977000","203000000000013022","2016-04-05 07:58:11.828000","TZ Default Organisation Charges","1","2016-04-22 13:17:35.970000","5000","203000000000010806","2016-04-22 13:17:35.974000","","TZ Default Organisation Charges","20134","50","937190567"<endrec>
"2016-04-07 13:13:34.234000","203000000000013506","2016-04-07 13:13:14.341000","Default Customer Charge Profile","1","2016-04-08 09:58:03.031000","1000","203000000000013022","2016-04-08 09:58:03.051000","","Default Customer Charge Profile","20002","50","937192552"<endrec>
"2016-04-08 09:58:03.031000","203000000000013022","2016-04-08 09:55:23.951000","Default Customer Charge Profile","1","2099-12-31 23:59:59.000000","1000","203000000000013022","2016-04-08 09:58:03.287000","","Default Customer Charge Profile","20002","50","937193533"<endrec>
"2016-04-11 08:33:08.824000","203000000000013022","2016-04-11 08:32:58.918000","customer test charge profile","1","2016-04-22 13:34:52.158000","1000","203000000000013022","2016-04-22 13:34:52.161000","","customer test charge profile","20264","50","937195533"<endrec>
"2016-04-12 12:35:05.427000","203000000000011311","2016-04-12 12:34:50.551000","Default Customer Charge Profile","1","2016-04-12 12:42:23.022000","1000","203000000000011311","2016-04-12 12:42:23.028000","","IBM_Default Customer Charge Profile1_Dynamic","20204","50","937195556"<endrec>
"2016-04-12 12:42:23.022000","203000000000011311","2016-04-12 12:41:41.161000","Default Customer Charge Profile","1","2016-04-13 09:30:46.926000","1000","203000000000010806","2016-04-13 09:30:46.929000","","IBM_Default Customer Charge Profile1_Dynamic","20204","50","937195557"<endrec>
"2016-04-13 09:30:46.926000","203000000000010806","2016-04-13 09:30:28.087000","Default Customer Charge Profile","1","2016-04-26 11:49:01.592000","1000","203000000000011311","2016-04-26 11:49:01.615000","","IBM_Default Customer Charge Profile1_Dynamic","20204","50","937195585"<endrec>
"2016-04-22 13:17:35.970000","203000000000010806","2016-04-22 13:17:26.499000","TZ Default Organisation Charges","1","2016-04-22 13:40:13.863000","5000","203000000000011311","2016-04-22 13:40:13.866000","","TZ Default Organisation Charges","20134","50","937197621"<endrec>
"2016-04-22 13:34:52.158000","203000000000013022","2016-04-22 13:34:02.362000","customer test charge profile","1","2016-06-02 10:01:27.735000","1000","203000000000013022","2016-06-02 10:01:27.738000","","customer test charge profile","20264","50","937197623"<endrec>
"2016-04-22 13:40:13.863000","203000000000011311","2016-04-22 13:40:03.143000","TZ Default Organisation Charges","1","2016-04-22 14:03:16.202000","5000","203000000000013022","2016-04-22 14:03:16.205000","","TZ Default Organisation Charges","20134","50","937197624"<endrec>
"2016-06-02 10:01:27.735000","203000000000013022","2016-04-22 13:48:43.815000","customer test charge profile","1","2016-06-02 10:56:47.469000","1000","203000000000013022","2016-06-02 10:56:47.473000","","customer test charge profile","20264","50","937197626"<endrec>
"2016-04-22 14:03:16.202000","203000000000013022","2016-04-22 14:01:26.133000","TZ Default Organisation Charges","1","2016-04-23 10:59:01.190000","5000","203000000000013022","2016-04-23 10:59:01.192000","","TZ Default Organisation Charges","20134","50","937197628"<endrec>
"2016-04-23 10:59:01.190000","203000000000013022","2016-04-23 10:57:45.630000","TZ Default Organisation Charges","1","2016-04-26 09:23:35.805000","5000","203000000000010806","2016-04-26 09:23:35.808000","","TZ Default Organisation Charges","20134","50","937197639"<endrec>
"2016-04-26 08:09:32.163000","203000000000010806","2016-04-26 08:09:23.971000","Default Organization Charge Profile","1","2016-06-07 11:27:25.174000","5000","203000000000014908","2016-06-07 11:27:25.177000","","Default Organization Charge Profile","20013","50","937197678"<endrec>
"2016-04-26 09:23:35.805000","203000000000010806","2016-04-26 09:23:25.334000","TZ Default Organisation Charges","1","2016-04-26 11:35:11.293000","5000","203000000000013022","2016-04-26 11:35:11.297000","","TZ Default Organisation Charges","20134","50","937197682"<endrec>
"2016-04-26 11:35:11.293000","203000000000013022","2016-04-26 11:34:59.374000","TZ Default Organisation Charges","1","2016-04-28 10:47:54.152000","5000","203000000000013022","2016-04-28 10:47:54.156000","","TZ Default Organisation Charges","20134","50","937197692"<endrec>
"2016-04-26 11:49:01.592000","203000000000011311","2016-04-26 11:48:26.456000","Default Customer Charge Profile","1","2016-06-24 07:28:52.201000","1000","203000000000011311","2016-06-24 07:28:52.203000","","IBM_Default Customer Charge Profile1_Dynamic","20204","50","937197693"<endrec>
"2016-04-28 10:47:54.152000","203000000000013022","2016-04-28 10:47:44.103000","TZ Default Organisation Charges","1","2016-05-02 12:19:23.750000","5000","203000000000010811","2016-05-02 12:19:23.757000","","TZ Default Organisation Charges","20134","50","937197747"<endrec>
"2016-05-02 12:19:23.750000","203000000000010811","2016-05-02 12:19:01.188000","TZ Default Organisation Charges","1","2016-06-22 12:44:52.767000","5000","203000000000014102","2016-06-22 12:44:52.770000","","TZ Default Organisation Charges","20134","50","937197813"<endrec>
"2016-06-07 19:07:05.061000","203000000000014908","2016-05-24 03:58:24.603000","Default Customer Charge Profile","1","2016-07-20 17:09:51.385000","1000","203000000000013818","2016-07-20 17:09:51.388000","","Default Customer Charge Profile","20002","50","937205565"<endrec>
"2016-06-02 10:56:47.469000","203000000000013022","2016-06-02 10:56:39.007000","customer test charge profile","1","2016-06-07 13:30:06.472000","1000","203000000000013022","2016-06-07 13:30:06.474000","","customer test charge profile","20264","50","937208570"<endrec>
"2016-06-07 13:30:06.472000","203000000000013022","2016-06-06 20:52:17.698000","customer test charge profile","1","2016-07-18 07:59:40.166000","1000","203000000000014908","2016-07-18 07:59:40.170000","","customer test charge profile","20264","50","937210598"<endrec>
"2016-06-06 21:45:34.484000","203000000000010806","2016-06-06 21:45:14.339000","Group Pay Bill","1","2016-06-21 14:12:48.111000","7000","203000000000010811","2016-06-21 14:12:48.114000","","Group Pay Bill","20274","50","937210604"<endrec>
"2016-06-07 11:24:14.168000","203000000000014908","2016-06-07 11:23:55.658000","","1","2017-06-26 06:19:23.484000","5000","203000000000014911","2017-06-26 06:19:23.485000","","AgentProductCharge","20154","50","937210626"<endrec>
"2016-06-07 11:26:32.614000","203000000000014908","2016-06-07 11:26:17.692000","B2CCustomerDepositDynamicCharge","1","2016-11-07 11:54:33.311000","5000","203000000000014911","2016-11-07 11:54:33.313000","","B2CCustomerDepositDynamicCharge","20216","50","937210627"<endrec>
"2016-06-07 11:27:25.174000","203000000000014908","2016-06-07 11:27:08.953000","Default Organization Charge Profile","1","2016-06-23 14:42:32.030000","5000","203000000000011311","2016-06-23 14:42:32.034000","","Default Organization Charge Profile","20013","50","937210628"<endrec>
"2016-06-21 14:12:48.111000","203000000000010811","2016-06-21 14:12:40.344000","Group Pay Bill","1","2016-06-21 14:26:59.104000","7000","203000000000010811","2016-06-21 14:26:59.107000","","Group Pay Bill","20274","50","937213627"<endrec>
"2016-06-21 14:26:59.104000","203000000000010811","2016-06-21 14:26:49.376000","Group Pay Bill","1","2016-06-22 08:32:08.628000","7000","203000000000010811","2016-06-22 08:32:08.631000","","Group Pay Bill","20274","50","937213633"<endrec>
"2016-06-22 08:32:08.628000","203000000000010811","2016-06-22 08:32:00.872000","Group Pay Bill","1","2016-09-05 14:52:21.159000","7000","203000000000013022","2016-09-05 14:52:21.162000","","Group Pay Bill","20274","50","937214549"<endrec>
"2016-06-22 12:05:51.879000","203000000000014102","2016-06-22 12:05:14.891000","","1","2017-01-09 07:33:26.075000","5000","203000000000014909","2017-01-09 07:33:26.076000","","Org Buy Airtime for customer","20284","50","937214560"<endrec>
"2016-06-22 12:44:52.767000","203000000000014102","2016-06-22 12:42:10.517000","TZ Default Organisation Charges","1","2016-06-22 12:54:55.057000","5000","203000000000014102","2016-06-22 12:54:55.060000","","TZ Default Organisation Charges","20134","50","937214561"<endrec>
"2016-06-22 12:54:55.057000","203000000000014102","2016-06-22 12:54:42.793000","TZ Default Organisation Charges","1","2016-06-22 13:00:44.715000","5000","203000000000014102","2016-06-22 13:00:44.718000","","TZ Default Organisation Charges","20134","50","937214562"<endrec>
"2016-06-22 13:00:44.715000","203000000000014102","2016-06-22 12:58:57.110000","TZ Default Organisation Charges","1","2016-06-23 10:44:14.939000","5000","203000000000011311","2016-06-23 10:44:14.941000","","TZ Default Organisation Charges","20134","50","937214563"<endrec>
"2016-06-23 10:44:14.939000","203000000000011311","2016-06-23 10:44:00.381000","TZ Default Organisation Charges","1","2016-06-23 10:47:52.387000","5000","203000000000011311","2016-06-23 10:47:52.390000","","TZ Default Organisation Charges","20134","50","937214577"<endrec>
"2016-06-23 10:47:52.387000","203000000000011311","2016-06-23 10:47:42.886000","TZ Default Organisation Charges","1","2016-06-23 12:02:33.362000","5000","203000000000011311","2016-06-23 12:02:33.365000","","TZ Default Organisation Charges","20134","50","937214578"<endrec>
"2016-06-23 12:02:33.362000","203000000000011311","2016-06-23 12:02:18.986000","TZ Default Organisation Charges","1","2016-06-23 12:04:25.496000","5000","203000000000011311","2016-06-23 12:04:25.523000","","TZ Default Organisation Charges","20134","50","937214583"<endrec>
"2016-06-23 12:04:25.496000","203000000000011311","2016-06-23 12:03:52.398000","TZ Default Organisation Charges","1","2016-06-23 12:16:57.512000","5000","203000000000011311","2016-06-23 12:16:57.515000","","TZ Default Organisation Charges","20134","50","937214584"<endrec>
"2016-06-23 12:16:57.512000","203000000000011311","2016-06-23 12:16:45.045000","TZ Default Organisation Charges","1","2016-06-23 12:39:01.000000","5000","203000000000011311","2016-06-23 12:39:01.004000","","TZ Default Organisation Charges","20134","50","937214585"<endrec>
"2016-06-23 12:39:01.000000","203000000000011311","2016-06-23 12:38:00.355000","TZ Default Organisation Charges","1","2016-06-23 12:59:54.382000","5000","203000000000011310","2016-06-23 12:59:54.384000","","TZ Default Organisation Charges","20134","50","937214586"<endrec>
"2016-06-23 12:59:54.382000","203000000000011310","2016-06-23 12:59:28.951000","TZ Default Organisation Charges","1","2016-06-23 13:14:41.028000","5000","203000000000011311","2016-06-23 13:14:41.048000","","TZ Default Organisation Charges","20134","50","937214587"<endrec>
"2016-06-23 13:14:41.028000","203000000000011311","2016-06-23 13:14:25.123000","TZ Default Organisation Charges","1","2016-06-23 13:30:21.804000","5000","203000000000011311","2016-06-23 13:30:21.808000","","TZ Default Organisation Charges","20134","50","937214589"<endrec>
"2016-06-23 13:30:21.804000","203000000000011311","2016-06-23 13:30:08.744000","TZ Default Organisation Charges","1","2016-06-23 13:37:28.393000","5000","203000000000011310","2016-06-23 13:37:28.396000","","TZ Default Organisation Charges","20134","50","937214591"<endrec>
"2016-06-23 13:37:28.393000","203000000000011310","2016-06-23 13:37:12.128000","TZ Default Organisation Charges","1","2016-06-23 13:48:20.166000","5000","203000000000011311","2016-06-23 13:48:20.186000","","TZ Default Organisation Charges","20134","50","937214592"<endrec>
"2016-06-23 13:48:20.166000","203000000000011311","2016-06-23 13:47:46.203000","TZ Default Organisation Charges","1","2016-06-23 14:15:49.916000","5000","203000000000011311","2016-06-23 14:15:49.918000","","TZ Default Organisation Charges","20134","50","937214593"<endrec>
"2016-06-23 14:15:49.916000","203000000000011311","2016-06-23 14:15:35.841000","TZ Default Organisation Charges","1","2016-07-15 04:03:50.239000","5000","203000000000014908","2016-07-15 04:03:50.242000","","TZ Default Organisation Charges","20134","50","937214594"<endrec>
"2016-06-23 14:42:32.030000","203000000000011311","2016-06-23 14:39:03.114000","Default Organization Charge Profile","1","2016-06-24 06:51:47.760000","5000","203000000000011311","2016-06-24 06:51:47.762000","","Default Organization Charge Profile","20013","50","937214595"<endrec>
"2016-06-24 06:51:47.760000","203000000000011311","2016-06-24 06:51:34.651000","Default Organization Charge Profile","1","2016-06-24 08:12:13.491000","5000","203000000000011311","2016-06-24 08:12:13.494000","","Default Organization Charge Profile","20013","50","937214602"<endrec>
"2016-06-24 07:28:52.201000","203000000000011311","2016-06-24 07:28:35.830000","Default Customer Charge Profile","1","2016-06-24 07:36:50.431000","1000","203000000000011311","2016-06-24 07:36:50.434000","","IBM_Default Customer Charge Profile1_Dynamic","20204","50","937214603"<endrec>
"2016-06-24 07:36:50.431000","203000000000011311","2016-06-24 07:35:06.562000","Default Customer Charge Profile","1","2016-07-15 10:12:25.025000","1000","203000000000014908","2016-07-15 10:12:25.027000","","IBM_Default Customer Charge Profile1_Dynamic","20204","50","937214604"<endrec>
"2016-06-24 08:12:13.491000","203000000000011311","2016-06-24 08:11:49.272000","Default Organization Charge Profile","1","2016-06-24 08:28:38.144000","5000","203000000000011311","2016-06-24 08:28:38.147000","","Default Organization Charge Profile","20013","50","937214606"<endrec>
"2016-06-24 08:28:38.144000","203000000000011311","2016-06-24 08:28:10.116000","Default Organization Charge Profile","1","2016-06-24 09:40:32.138000","5000","203000000000011311","2016-06-24 09:40:32.141000","","Default Organization Charge Profile","20013","50","937214607"<endrec>
"2016-06-24 09:40:32.138000","203000000000011311","2016-06-24 09:40:07.760000","Default Organization Charge Profile","1","2016-06-24 11:25:29.705000","5000","203000000000011311","2016-06-24 11:25:29.707000","","Default Organization Charge Profile","20013","50","937214611"<endrec>
"2016-06-24 11:25:29.705000","203000000000011311","2016-06-24 11:24:55.645000","Default Organization Charge Profile","1","2016-06-24 11:53:08.175000","5000","203000000000011311","2016-06-24 11:53:08.178000","","Default Organization Charge Profile","20013","50","937214612"<endrec>
"2016-06-24 11:53:08.175000","203000000000011311","2016-06-24 11:52:37.015000","Default Organization Charge Profile","1","2016-06-24 12:20:14.362000","5000","203000000000011311","2016-06-24 12:20:14.364000","","Default Organization Charge Profile","20013","50","937214615"<endrec>
"2016-06-24 12:20:14.362000","203000000000011311","2016-06-24 12:19:34.829000","Default Organization Charge Profile","1","2016-12-08 07:59:36.618000","5000","203000000000017202","2016-12-08 07:59:36.620000","","Default Organization Charge Profile","20013","50","937214616"<endrec>
"2016-07-15 10:12:25.025000","203000000000015710","2016-07-07 12:00:37.337000","Default Customer Charge Profile","1","2016-07-18 07:55:23.513000","1000","203000000000014908","2016-07-18 07:55:23.515000","","IBM_Default Customer Charge Profile1_Dynamic","20204","50","937215686"<endrec>
"2016-07-07 14:31:14.719000","203000000000010806","2016-07-07 14:30:54.349000","Automation_Charge Profile1_Dynamic","1","2016-07-18 07:52:26.784000","1000","203000000000014908","2016-07-18 07:52:26.787000","","Automation_Charge Profile1_Dynamic","20294","50","937215688"<endrec>
"2016-12-23 06:27:54.116000","203000000000013039","2016-07-07 16:03:13.419000","Automation_Charge Profile2_Dynamic","1","2099-12-31 23:59:59.000000","1000","203000000000016004","2016-12-23 06:27:54.180000","","Automation_Charge Profile2_Dynamic","20295","10","937215693"<endrec>
"2016-07-15 04:03:50.239000","203000000000014908","2016-07-15 04:03:36.356000","TZ Default Organisation Charges","1","2016-07-15 05:00:06.092000","5000","203000000000014908","2016-07-15 05:00:06.095000","","TZ Default Organisation Charges","20134","50","937216580"<endrec>
"2016-07-15 05:00:06.092000","203000000000014908","2016-07-15 04:59:50.462000","TZ Default Organisation Charges","1","2016-07-15 05:15:06.178000","5000","203000000000014908","2016-07-15 05:15:06.181000","","TZ Default Organisation Charges","20134","50","937216586"<endrec>
"2016-07-15 05:15:06.178000","203000000000014908","2016-07-15 05:14:47.080000","TZ Default Organisation Charges","1","2016-07-15 05:32:29.152000","5000","203000000000014908","2016-07-15 05:32:29.155000","","TZ Default Organisation Charges","20134","50","937216589"<endrec>
"2016-07-15 05:32:29.152000","203000000000014908","2016-07-15 05:32:01.407000","TZ Default Organisation Charges","1","2016-07-15 05:41:57.328000","5000","203000000000014908","2016-07-15 05:41:57.330000","","TZ Default Organisation Charges","20134","50","937216590"<endrec>
"2016-07-15 05:41:57.328000","203000000000014908","2016-07-15 05:37:09.662000","TZ Default Organisation Charges","1","2016-07-15 06:44:37.884000","5000","203000000000014908","2016-07-15 06:44:37.899000","","TZ Default Organisation Charges","20134","50","937216591"<endrec>
"2016-07-15 06:44:37.884000","203000000000014908","2016-07-15 06:44:24.936000","TZ Default Organisation Charges","1","2016-07-19 08:59:13.061000","5000","203000000000014908","2016-07-19 08:59:13.063000","","TZ Default Organisation Charges","20134","50","937216592"<endrec>
"2016-07-15 10:29:37.773000","203000000000014908","2016-07-15 10:29:30.336000","Default Group Charge Profile","1","2016-07-15 10:37:24.283000","7000","203000000000014908","2016-07-15 10:37:24.285000","","Default Group Charge Profile","20304","50","937216606"<endrec>
"2016-07-15 10:37:24.283000","203000000000014908","2016-07-15 10:37:15.478000","Default Group Charge Profile","1","2016-07-18 08:54:36.023000","7000","203000000000014908","2016-07-18 08:54:36.026000","","Default Group Charge Profile","20304","50","937216607"<endrec>
