PARA_ID,POLICY_ID,TEP_POLICY_UNIQUE_ID                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  <endrec>
"CreditIdentityType","15003","937415087"<endrec>
"CreditIdentityType","15003","937415096"<endrec>
"CreditIdentityType","15012","937417078"<endrec>
"CreditIdentityType","15012","937417079"<endrec>
"CreditIdentityType","15012","937417080"<endrec>
"CreditIdentityType","15012","937417081"<endrec>
"CreditIdentityType","15026","937462479"<endrec>
"CreditIdentityType","15003","937462489"<endrec>
"CreditIdentityType","15026","937465444"<endrec>
"CreditIdentityType","15026","937465454"<endrec>
"CreditIdentityType","15026","937465456"<endrec>
"CreditIdentityType","15026","937465458"<endrec>
"CreditIdentityType","15026","937465459"<endrec>
"CreditIdentityType","15026","937465462"<endrec>
"CreditIdentityType","15026","937465464"<endrec>
"CreditIdentityType","15029","937471577"<endrec>
"CreditIdentityType","15003","937510085"<endrec>
"CreditIdentityType","15003","937611779"<endrec>
"CreditIdentityType","15003","937611780"<endrec>
"CreditIdentityType","15003","937611781"<endrec>
"CreditIdentityType","15003","937612760"<endrec>
"CreditIdentityType","15062","937612766"<endrec>
"CreditIdentityType","15062","937612767"<endrec>
"CreditIdentityType","15063","937612810"<endrec>
"CreditIdentityType","15003","937612863"<endrec>
"CreditIdentityType","15003","937612864"<endrec>
"CreditIdentityType","15003","937641841"<endrec>
"CreditIdentityType","15075","937641851"<endrec>
"CreditIdentityType","15003","937641888"<endrec>
"CreditIdentityType","15003","937641889"<endrec>
"CreditIdentityType","15003","937641893"<endrec>
"CreditIdentityType","15003","937641896"<endrec>
"CreditIdentityType","15003","937641897"<endrec>
"CreditIdentityType","15003","937641899"<endrec>
"CreditIdentityType","15003","937641900"<endrec>
"CreditIdentityType","15003","937707804"<endrec>
"CreditIdentityType","15003","937707805"<endrec>
"CreditMSISDN","10003","937251694"<endrec>
"CreditMSISDN","11001","937253778"<endrec>
"CreditMSISDN","12001","937254859"<endrec>
"CreditMSISDN","11001","937265772"<endrec>
"CreditMSISDN","11001","937265780"<endrec>
"CreditMSISDN","15003","937335884"<endrec>
"CreditMSISDN","15003","937415079"<endrec>
"CreditMSISDN","15003","937415087"<endrec>
"CreditMSISDN","15003","937415096"<endrec>
"CreditMSISDN","15012","937417078"<endrec>
"CreditMSISDN","15012","937417079"<endrec>
"CreditMSISDN","15012","937417080"<endrec>
"CreditMSISDN","15012","937417081"<endrec>
"CreditMSISDN","4002","937433222"<endrec>
"CreditMSISDN","4002","937433225"<endrec>
"CreditMSISDN","4002","937445269"<endrec>
"CreditMSISDN","15026","937462479"<endrec>
"CreditMSISDN","15003","937462489"<endrec>
"CreditMSISDN","15026","937465444"<endrec>
"CreditMSISDN","15026","937465454"<endrec>
"CreditMSISDN","15026","937465456"<endrec>
"CreditMSISDN","15026","937465458"<endrec>
"CreditMSISDN","15026","937465459"<endrec>
"CreditMSISDN","15026","937465462"<endrec>
"CreditMSISDN","15026","937465464"<endrec>
"CreditMSISDN","15026","937465469"<endrec>
"CreditMSISDN","15028","937470544"<endrec>
"CreditMSISDN","15028","937470654"<endrec>
"CreditMSISDN","15028","937470655"<endrec>
"CreditMSISDN","15028","937470656"<endrec>
"CreditMSISDN","15029","937471577"<endrec>
"CreditMSISDN","15035","937477562"<endrec>
"CreditMSISDN","15026","937510019"<endrec>
"CreditMSISDN","15026","937510029"<endrec>
"CreditMSISDN","15036","937515921"<endrec>
"CreditMSISDN","15036","937520727"<endrec>
"CreditMSISDN","15036","937527748"<endrec>
"CreditMSISDN","15036","937527749"<endrec>
"CreditMSISDN","15036","937529726"<endrec>
"CreditMSISDN","15045","937531726"<endrec>
"CreditMSISDN","15046","937531735"<endrec>
"CreditMSISDN","15026","937551789"<endrec>
"CreditMSISDN","15036","937583802"<endrec>
"CreditMSISDN","15062","937612766"<endrec>
"CreditMSISDN","15062","937612767"<endrec>
"CreditMSISDN","15063","937612810"<endrec>
"CreditMSISDN","15064","937612844"<endrec>
"CreditMSISDN","15073","937641840"<endrec>
"CreditMSISDN","15075","937641851"<endrec>
"CreditMSISDN","15003","937641888"<endrec>
"CreditMSISDN","15003","937641889"<endrec>
"CreditMSISDN","15003","937641893"<endrec>
"CreditMSISDN","15003","937641896"<endrec>
"CreditMSISDN","15003","937641897"<endrec>
"CreditMSISDN","15003","937641899"<endrec>
"CreditMSISDN","15003","937641900"<endrec>
"CreditMSISDN","15003","937707804"<endrec>
"CreditMSISDN","15003","937707805"<endrec>
"CreditOrganizationName","11001","937253778"<endrec>
"CreditOrganizationName","12001","937254859"<endrec>
"CreditOrganizationName","11001","937265772"<endrec>
"CreditOrganizationName","11001","937265780"<endrec>
"CreditOrganizationName","15003","937415087"<endrec>
"CreditOrganizationName","15003","937415096"<endrec>
"CreditOrganizationName","15012","937417078"<endrec>
"CreditOrganizationName","15012","937417079"<endrec>
"CreditOrganizationName","15012","937417080"<endrec>
"CreditOrganizationName","15012","937417081"<endrec>
"CreditOrganizationName","15003","937462489"<endrec>
"CreditOrganizationName","15029","937471577"<endrec>
"CreditOrganizationName","15037","937481655"<endrec>
"CreditOrganizationName","15037","937510057"<endrec>
"CreditOrganizationName","15037","937510059"<endrec>
"CreditOrganizationName","15036","937515912"<endrec>
"CreditOrganizationName","15036","937515921"<endrec>
"CreditOrganizationName","15036","937520727"<endrec>
"CreditOrganizationName","15036","937527748"<endrec>
"CreditOrganizationName","15036","937527749"<endrec>
"CreditOrganizationName","15036","937529726"<endrec>
"CreditOrganizationName","15036","937583802"<endrec>
"CreditOrganizationName","15062","937612766"<endrec>
"CreditOrganizationName","15062","937612767"<endrec>
"CreditOrganizationName","15063","937612810"<endrec>
"CreditOrganizationName","15075","937641851"<endrec>
"CreditOrganizationName","15003","937641888"<endrec>
"CreditOrganizationName","15003","937641889"<endrec>
"CreditOrganizationName","15003","937641893"<endrec>
"CreditOrganizationName","15003","937641896"<endrec>
"CreditOrganizationName","15003","937641897"<endrec>
"CreditOrganizationName","15003","937641899"<endrec>
"CreditOrganizationName","15003","937641900"<endrec>
"CreditOrganizationName","15003","937707804"<endrec>
"CreditOrganizationName","15003","937707805"<endrec>
"CreditSegmentID","15062","937612766"<endrec>
"CreditSegmentID","15062","937612767"<endrec>
"CreditSegmentID","15063","937612810"<endrec>
"CreditSegmentID","15075","937641851"<endrec>
"CreditSegmentID","15003","937641888"<endrec>
"CreditSegmentID","15003","937641889"<endrec>
"CreditSegmentID","15003","937641893"<endrec>
"CreditSegmentID","15003","937641896"<endrec>
"CreditSegmentID","15003","937641897"<endrec>
"CreditSegmentID","15003","937641899"<endrec>
"CreditSegmentID","15003","937641900"<endrec>
"CreditSegmentID","2001","937707776"<endrec>
"CreditSegmentID","2001","937707778"<endrec>
"CreditSegmentID","2001","937707785"<endrec>
"CreditSegmentID","15003","937707804"<endrec>
"CreditSegmentID","15003","937707805"<endrec>
"CreditShortCode","9001","937250744"<endrec>
"CreditShortCode","11001","937253778"<endrec>
"CreditShortCode","12001","937254859"<endrec>
"CreditShortCode","11001","937265772"<endrec>
"CreditShortCode","11001","937265780"<endrec>
"CreditShortCode","15003","937415087"<endrec>
"CreditShortCode","15003","937415096"<endrec>
"CreditShortCode","15012","937417078"<endrec>
"CreditShortCode","15012","937417079"<endrec>
"CreditShortCode","15012","937417080"<endrec>
"CreditShortCode","15012","937417081"<endrec>
"CreditShortCode","15003","937462489"<endrec>
"CreditShortCode","15029","937471577"<endrec>
"CreditShortCode","15035","937477562"<endrec>
"CreditShortCode","15036","937515912"<endrec>
"CreditShortCode","15036","937515921"<endrec>
"CreditShortCode","15036","937520727"<endrec>
"CreditShortCode","15036","937527748"<endrec>
"CreditShortCode","15036","937527749"<endrec>
"CreditShortCode","15036","937529726"<endrec>
"CreditShortCode","15046","937531735"<endrec>
"CreditShortCode","15036","937583802"<endrec>
"CreditShortCode","15062","937612766"<endrec>
"CreditShortCode","15062","937612767"<endrec>
"CreditShortCode","15063","937612810"<endrec>
"CreditShortCode","15064","937612844"<endrec>
"CreditShortCode","15075","937641851"<endrec>
"CreditShortCode","15003","937641888"<endrec>
"CreditShortCode","15003","937641889"<endrec>
"CreditShortCode","15003","937641893"<endrec>
"CreditShortCode","15003","937641896"<endrec>
"CreditShortCode","15003","937641897"<endrec>
"CreditShortCode","15003","937641899"<endrec>
"CreditShortCode","15003","937641900"<endrec>
"CreditShortCode","15003","937707804"<endrec>
"CreditShortCode","15003","937707805"<endrec>
"CurBalanceCredit","15062","937612766"<endrec>
"CurBalanceCredit","15062","937612767"<endrec>
"CurBalanceCredit","15063","937612810"<endrec>
"CurBalanceCredit","15075","937641851"<endrec>
"CurBalanceCredit","15003","937641888"<endrec>
"CurBalanceCredit","15003","937641889"<endrec>
"CurBalanceCredit","15003","937641893"<endrec>
"CurBalanceCredit","15003","937641896"<endrec>
"CurBalanceCredit","15003","937641897"<endrec>
"CurBalanceCredit","15003","937641899"<endrec>
"CurBalanceCredit","15003","937641900"<endrec>
"CurBalanceCredit","15003","937707804"<endrec>
"CurBalanceCredit","15003","937707805"<endrec>
"CurBalanceDebit","15062","937612766"<endrec>
"CurBalanceDebit","15062","937612767"<endrec>
"CurBalanceDebit","15063","937612810"<endrec>
"CurBalanceDebit","15075","937641851"<endrec>
"CurBalanceDebit","15003","937641888"<endrec>
"CurBalanceDebit","15003","937641889"<endrec>
"CurBalanceDebit","15003","937641893"<endrec>
"CurBalanceDebit","15003","937641896"<endrec>
"CurBalanceDebit","15003","937641897"<endrec>
"CurBalanceDebit","15003","937641899"<endrec>
"CurBalanceDebit","15003","937641900"<endrec>
"CurBalanceDebit","15003","937707804"<endrec>
"CurBalanceDebit","15003","937707805"<endrec>
"Currency","7001","937215725"<endrec>
"Currency","11001","937253778"<endrec>
"Currency","12001","937254859"<endrec>
"Currency","11001","937265772"<endrec>
"Currency","11001","937265780"<endrec>
"Currency","15003","937415087"<endrec>
"Currency","15003","937415096"<endrec>
"Currency","15012","937417078"<endrec>
"Currency","15012","937417079"<endrec>
"Currency","15012","937417080"<endrec>
"Currency","15012","937417081"<endrec>
"Currency","15026","937462479"<endrec>
"Currency","15003","937462489"<endrec>
"Currency","15026","937465444"<endrec>
"Currency","15026","937465454"<endrec>
"Currency","15026","937465456"<endrec>
"Currency","15026","937465458"<endrec>
"Currency","15026","937465459"<endrec>
"Currency","15026","937465462"<endrec>
"Currency","15026","937465464"<endrec>
"Currency","15026","937465469"<endrec>
"Currency","15025","937504733"<endrec>
"Currency","15026","937510019"<endrec>
"Currency","15026","937510029"<endrec>
"Currency","15036","937515912"<endrec>
"Currency","15036","937515921"<endrec>
"Currency","15036","937520727"<endrec>
"Currency","15036","937527748"<endrec>
"Currency","15036","937527749"<endrec>
"Currency","15036","937529726"<endrec>
"Currency","15045","937531726"<endrec>
"Currency","15026","937551789"<endrec>
"Currency","15036","937583802"<endrec>
"Currency","15003","937611779"<endrec>
"Currency","15003","937611780"<endrec>
"Currency","15003","937611781"<endrec>
"Currency","15025","937611782"<endrec>
"Currency","15003","937612760"<endrec>
"Currency","15062","937612766"<endrec>
"Currency","15062","937612767"<endrec>
"Currency","15063","937612810"<endrec>
"Currency","15003","937612863"<endrec>
"Currency","15003","937612864"<endrec>
"Currency","15003","937641841"<endrec>
"Currency","15075","937641851"<endrec>
"Currency","15003","937641888"<endrec>
"Currency","15003","937641889"<endrec>
"Currency","15003","937641893"<endrec>
"Currency","15003","937641896"<endrec>
"Currency","15003","937641897"<endrec>
"Currency","15003","937641899"<endrec>
"Currency","15003","937641900"<endrec>
"Currency","15003","937707804"<endrec>
"Currency","15003","937707805"<endrec>
"Date/Timestamp","2001","937167337"<endrec>
"Date/Timestamp","3001","937178522"<endrec>
"Date/Timestamp","3001","937178528"<endrec>
"Date/Timestamp","3001","937178550"<endrec>
"Date/Timestamp","3001","937178552"<endrec>
"Date/Timestamp","3002","937178553"<endrec>
"Date/Timestamp","3003","937178577"<endrec>
"Date/Timestamp","3001","937178579"<endrec>
"Date/Timestamp","3003","937178582"<endrec>
"Date/Timestamp","3003","937178583"<endrec>
"Date/Timestamp","3003","937178584"<endrec>
"Date/Timestamp","2001","937178637"<endrec>
"Date/Timestamp","3003","937182475"<endrec>
"Date/Timestamp","2001","937182483"<endrec>
"Date/Timestamp","4002","937182492"<endrec>
"Date/Timestamp","4002","937182496"<endrec>
"Date/Timestamp","4002","937182502"<endrec>
"Date/Timestamp","4005","937182506"<endrec>
"Date/Timestamp","4006","937182520"<endrec>
"Date/Timestamp","2001","937182531"<endrec>
"Date/Timestamp","5001","937187535"<endrec>
"Date/Timestamp","5001","937208572"<endrec>
"Date/Timestamp","3002","937210721"<endrec>
"Date/Timestamp","3003","937210722"<endrec>
"Date/Timestamp","5001","937210723"<endrec>
"Date/Timestamp","6001","937210731"<endrec>
"Date/Timestamp","4002","937210732"<endrec>
"Date/Timestamp","5001","937210736"<endrec>
"Date/Timestamp","8001","937220661"<endrec>
"Date/Timestamp","3003","937243688"<endrec>
"Date/Timestamp","11001","937253778"<endrec>
"Date/Timestamp","12001","937254859"<endrec>
"Date/Timestamp","12002","937254905"<endrec>
"Date/Timestamp","12002","937254913"<endrec>
"Date/Timestamp","12002","937254920"<endrec>
"Date/Timestamp","12002","937258721"<endrec>
"Date/Timestamp","13001","937265720"<endrec>
"Date/Timestamp","13001","937265729"<endrec>
"Date/Timestamp","13001","937265731"<endrec>
"Date/Timestamp","13001","937265749"<endrec>
"Date/Timestamp","13001","937265751"<endrec>
"Date/Timestamp","13001","937265756"<endrec>
"Date/Timestamp","13001","937265757"<endrec>
"Date/Timestamp","13001","937265758"<endrec>
"Date/Timestamp","11001","937265772"<endrec>
"Date/Timestamp","12002","937265773"<endrec>
"Date/Timestamp","13001","937265775"<endrec>
"Date/Timestamp","13001","937265776"<endrec>
"Date/Timestamp","13001","937265777"<endrec>
"Date/Timestamp","13001","937265779"<endrec>
"Date/Timestamp","11001","937265780"<endrec>
"Date/Timestamp","13001","937265783"<endrec>
"Date/Timestamp","13001","937265785"<endrec>
"Date/Timestamp","13001","937265788"<endrec>
"Date/Timestamp","13001","937267816"<endrec>
"Date/Timestamp","13001","937267817"<endrec>
"Date/Timestamp","3003","937273818"<endrec>
"Date/Timestamp","3001","937273819"<endrec>
"Date/Timestamp","3003","937273828"<endrec>
"Date/Timestamp","3001","937402944"<endrec>
"Date/Timestamp","3001","937407023"<endrec>
"Date/Timestamp","15003","937415087"<endrec>
"Date/Timestamp","15003","937415096"<endrec>
"Date/Timestamp","6001","937415113"<endrec>
"Date/Timestamp","6001","937415114"<endrec>
"Date/Timestamp","15010","937415129"<endrec>
"Date/Timestamp","3001","937415132"<endrec>
"Date/Timestamp","3001","937415139"<endrec>
"Date/Timestamp","15012","937417078"<endrec>
"Date/Timestamp","15012","937417079"<endrec>
"Date/Timestamp","15012","937417080"<endrec>
"Date/Timestamp","15012","937417081"<endrec>
"Date/Timestamp","3003","937418164"<endrec>
"Date/Timestamp","4002","937433222"<endrec>
"Date/Timestamp","4002","937433225"<endrec>
"Date/Timestamp","3001","937445267"<endrec>
"Date/Timestamp","4002","937445269"<endrec>
"Date/Timestamp","3002","937462321"<endrec>
"Date/Timestamp","15025","937462360"<endrec>
"Date/Timestamp","3001","937462477"<endrec>
"Date/Timestamp","15003","937465457"<endrec>
"Date/Timestamp","15003","937465463"<endrec>
"Date/Timestamp","15026","937465469"<endrec>
"Date/Timestamp","15037","937481655"<endrec>
"Date/Timestamp","3001","937492625"<endrec>
"Date/Timestamp","15003","937492626"<endrec>
"Date/Timestamp","15003","937496791"<endrec>
"Date/Timestamp","15042","937496835"<endrec>
"Date/Timestamp","15025","937504733"<endrec>
"Date/Timestamp","15044","937509982"<endrec>
"Date/Timestamp","15003","937509990"<endrec>
"Date/Timestamp","15042","937509995"<endrec>
"Date/Timestamp","15003","937510012"<endrec>
"Date/Timestamp","15026","937510019"<endrec>
"Date/Timestamp","15026","937510029"<endrec>
"Date/Timestamp","15037","937510057"<endrec>
"Date/Timestamp","15037","937510059"<endrec>
"Date/Timestamp","15045","937531726"<endrec>
"Date/Timestamp","3001","937551727"<endrec>
"Date/Timestamp","15026","937551789"<endrec>
"Date/Timestamp","15025","937611782"<endrec>
"Date/Timestamp","15062","937612766"<endrec>
"Date/Timestamp","15062","937612767"<endrec>
"Date/Timestamp","15063","937612810"<endrec>
"Date/Timestamp","15003","937641841"<endrec>
"Date/Timestamp","15075","937641851"<endrec>
"Date/Timestamp","15003","937641888"<endrec>
"Date/Timestamp","15003","937641889"<endrec>
"Date/Timestamp","15003","937641893"<endrec>
"Date/Timestamp","15003","937641896"<endrec>
"Date/Timestamp","15003","937641897"<endrec>
"Date/Timestamp","15003","937641899"<endrec>
"Date/Timestamp","15003","937641900"<endrec>
"Date/Timestamp","3001","937707768"<endrec>
"Date/Timestamp","2001","937707776"<endrec>
"Date/Timestamp","2001","937707778"<endrec>
"Date/Timestamp","2001","937707785"<endrec>
"Date/Timestamp","3001","937707800"<endrec>
"Date/Timestamp","15077","937707801"<endrec>
"Date/Timestamp","15003","937707804"<endrec>
"Date/Timestamp","15003","937707805"<endrec>
"DebitAccountBalanceList","15003","937496791"<endrec>
"DebitAccountBalanceList","15042","937496835"<endrec>
"DebitAccountBalanceList","15003","937509990"<endrec>
"DebitAccountBalanceList","15042","937509995"<endrec>
"DebitAccountBalanceList","15003","937510012"<endrec>
"DebitAccountBalanceList","15036","937515921"<endrec>
"DebitAccountBalanceList","15036","937520727"<endrec>
"DebitAccountBalanceList","15036","937527748"<endrec>
"DebitAccountBalanceList","15036","937527749"<endrec>
"DebitAccountBalanceList","15036","937529726"<endrec>
"DebitAccountBalanceList","15036","937583802"<endrec>
"DebitAccountBalanceList","15062","937612766"<endrec>
"DebitAccountBalanceList","15062","937612767"<endrec>
"DebitAccountBalanceList","15063","937612810"<endrec>
"DebitAccountBalanceList","15073","937641840"<endrec>
"DebitAccountBalanceList","15075","937641851"<endrec>
"DebitAccountBalanceList","15003","937641888"<endrec>
"DebitAccountBalanceList","15003","937641889"<endrec>
"DebitAccountBalanceList","15003","937641893"<endrec>
"DebitAccountBalanceList","15003","937641896"<endrec>
"DebitAccountBalanceList","15003","937641897"<endrec>
"DebitAccountBalanceList","15003","937641899"<endrec>
"DebitAccountBalanceList","15003","937641900"<endrec>
"DebitAccountBalanceList","15003","937707804"<endrec>
"DebitAccountBalanceList","15003","937707805"<endrec>
"DebitGroupName","11001","937253778"<endrec>
"DebitGroupName","12001","937254859"<endrec>
"DebitGroupName","11001","937265772"<endrec>
"DebitGroupName","11001","937265780"<endrec>
"DebitGroupName","15003","937415087"<endrec>
"DebitGroupName","15003","937415096"<endrec>
"DebitGroupName","15012","937417078"<endrec>
"DebitGroupName","15012","937417079"<endrec>
"DebitGroupName","15012","937417080"<endrec>
"DebitGroupName","15012","937417081"<endrec>
"DebitGroupName","15062","937612766"<endrec>
"DebitGroupName","15062","937612767"<endrec>
"DebitGroupName","15063","937612810"<endrec>
"DebitGroupName","15074","937641842"<endrec>
"DebitGroupName","15075","937641851"<endrec>
"DebitGroupName","15003","937641888"<endrec>
"DebitGroupName","15003","937641889"<endrec>
"DebitGroupName","15003","937641893"<endrec>
"DebitGroupName","15003","937641896"<endrec>
"DebitGroupName","15003","937641897"<endrec>
"DebitGroupName","15003","937641899"<endrec>
"DebitGroupName","15003","937641900"<endrec>
"DebitGroupName","15003","937707804"<endrec>
"DebitGroupName","15003","937707805"<endrec>
"DebitIdentityId","11001","937253778"<endrec>
"DebitIdentityId","12001","937254859"<endrec>
"DebitIdentityId","11001","937265772"<endrec>
"DebitIdentityId","11001","937265780"<endrec>
"DebitIdentityId","15003","937415087"<endrec>
"DebitIdentityId","15003","937415096"<endrec>
"DebitIdentityId","15012","937417078"<endrec>
"DebitIdentityId","15012","937417079"<endrec>
"DebitIdentityId","15012","937417080"<endrec>
"DebitIdentityId","15012","937417081"<endrec>
"DebitIdentityId","15026","937462479"<endrec>
"DebitIdentityId","15026","937465444"<endrec>
"DebitIdentityId","15026","937465454"<endrec>
"DebitIdentityId","15026","937465456"<endrec>
"DebitIdentityId","15026","937465458"<endrec>
"DebitIdentityId","15026","937465459"<endrec>
"DebitIdentityId","15026","937465462"<endrec>
"DebitIdentityId","15026","937465464"<endrec>
"DebitIdentityId","15062","937612766"<endrec>
"DebitIdentityId","15062","937612767"<endrec>
"DebitIdentityId","15063","937612810"<endrec>
"DebitIdentityId","15075","937641851"<endrec>
"DebitIdentityId","15003","937641888"<endrec>
"DebitIdentityId","15003","937641889"<endrec>
"DebitIdentityId","15003","937641893"<endrec>
"DebitIdentityId","15003","937641896"<endrec>
"DebitIdentityId","15003","937641897"<endrec>
"DebitIdentityId","15003","937641899"<endrec>
"DebitIdentityId","15003","937641900"<endrec>
"DebitIdentityId","15003","937707804"<endrec>
"DebitIdentityId","15003","937707805"<endrec>
"DebitIdentityType","11001","937253778"<endrec>
"DebitIdentityType","12001","937254859"<endrec>
"DebitIdentityType","11001","937265772"<endrec>
"DebitIdentityType","11001","937265780"<endrec>
"DebitIdentityType","15003","937415087"<endrec>
"DebitIdentityType","15003","937415096"<endrec>
"DebitIdentityType","15012","937417078"<endrec>
"DebitIdentityType","15012","937417079"<endrec>
"DebitIdentityType","15012","937417080"<endrec>
"DebitIdentityType","15012","937417081"<endrec>
"DebitIdentityType","15003","937462489"<endrec>
"DebitIdentityType","15036","937515921"<endrec>
"DebitIdentityType","15036","937520727"<endrec>
"DebitIdentityType","15036","937527748"<endrec>
"DebitIdentityType","15036","937527749"<endrec>
"DebitIdentityType","15036","937529726"<endrec>
"DebitIdentityType","15036","937583802"<endrec>
"DebitIdentityType","15062","937612766"<endrec>
"DebitIdentityType","15062","937612767"<endrec>
"DebitIdentityType","15063","937612810"<endrec>
"DebitIdentityType","15075","937641851"<endrec>
"DebitIdentityType","15003","937641888"<endrec>
"DebitIdentityType","15003","937641889"<endrec>
"DebitIdentityType","15003","937641893"<endrec>
"DebitIdentityType","15003","937641896"<endrec>
"DebitIdentityType","15003","937641897"<endrec>
"DebitIdentityType","15003","937641899"<endrec>
"DebitIdentityType","15003","937641900"<endrec>
"DebitIdentityType","15003","937707804"<endrec>
"DebitIdentityType","15003","937707805"<endrec>
"DebitMSISDN","10001","937251690"<endrec>
"DebitMSISDN","11001","937253778"<endrec>
"DebitMSISDN","12001","937254859"<endrec>
"DebitMSISDN","11001","937265772"<endrec>
"DebitMSISDN","11001","937265780"<endrec>
"DebitMSISDN","15003","937415087"<endrec>
"DebitMSISDN","15003","937415096"<endrec>
"DebitMSISDN","6001","937415114"<endrec>
"DebitMSISDN","15012","937417078"<endrec>
"DebitMSISDN","15012","937417079"<endrec>
"DebitMSISDN","15012","937417080"<endrec>
"DebitMSISDN","15012","937417081"<endrec>
"DebitMSISDN","15003","937462489"<endrec>
"DebitMSISDN","15026","937465454"<endrec>
"DebitMSISDN","15026","937465456"<endrec>
"DebitMSISDN","15026","937465458"<endrec>
"DebitMSISDN","15026","937465459"<endrec>
"DebitMSISDN","15026","937465462"<endrec>
"DebitMSISDN","15026","937465464"<endrec>
"DebitMSISDN","15028","937470544"<endrec>
"DebitMSISDN","15028","937470654"<endrec>
"DebitMSISDN","15028","937470655"<endrec>
"DebitMSISDN","15028","937470656"<endrec>
"DebitMSISDN","15037","937481655"<endrec>
"DebitMSISDN","15037","937510057"<endrec>
"DebitMSISDN","15037","937510059"<endrec>
"DebitMSISDN","15036","937515912"<endrec>
"DebitMSISDN","15036","937515921"<endrec>
"DebitMSISDN","15036","937520727"<endrec>
"DebitMSISDN","15036","937527748"<endrec>
"DebitMSISDN","15036","937527749"<endrec>
"DebitMSISDN","15036","937529726"<endrec>
"DebitMSISDN","15036","937583802"<endrec>
"DebitMSISDN","15062","937612766"<endrec>
"DebitMSISDN","15062","937612767"<endrec>
"DebitMSISDN","15063","937612810"<endrec>
"DebitMSISDN","15073","937641840"<endrec>
"DebitMSISDN","15075","937641851"<endrec>
"DebitMSISDN","15003","937641888"<endrec>
"DebitMSISDN","15003","937641889"<endrec>
"DebitMSISDN","15003","937641893"<endrec>
"DebitMSISDN","15003","937641896"<endrec>
"DebitMSISDN","15003","937641897"<endrec>
"DebitMSISDN","15003","937641899"<endrec>
"DebitMSISDN","15003","937641900"<endrec>
"DebitMSISDN","15003","937707804"<endrec>
"DebitMSISDN","15003","937707805"<endrec>
"DebitOrganizationName","11001","937253778"<endrec>
"DebitOrganizationName","12001","937254859"<endrec>
"DebitOrganizationName","11001","937265772"<endrec>
"DebitOrganizationName","11001","937265780"<endrec>
"DebitOrganizationName","15003","937415087"<endrec>
"DebitOrganizationName","15003","937415096"<endrec>
"DebitOrganizationName","15012","937417078"<endrec>
"DebitOrganizationName","15012","937417079"<endrec>
"DebitOrganizationName","15012","937417080"<endrec>
"DebitOrganizationName","15012","937417081"<endrec>
"DebitOrganizationName","15003","937462489"<endrec>
"DebitOrganizationName","15062","937612766"<endrec>
"DebitOrganizationName","15062","937612767"<endrec>
"DebitOrganizationName","15063","937612810"<endrec>
"DebitOrganizationName","15075","937641851"<endrec>
"DebitOrganizationName","15003","937641888"<endrec>
"DebitOrganizationName","15003","937641889"<endrec>
"DebitOrganizationName","15003","937641893"<endrec>
"DebitOrganizationName","15003","937641896"<endrec>
"DebitOrganizationName","15003","937641897"<endrec>
"DebitOrganizationName","15003","937641899"<endrec>
"DebitOrganizationName","15003","937641900"<endrec>
"DebitOrganizationName","15003","937707804"<endrec>
"DebitOrganizationName","15003","937707805"<endrec>
"DebitSegmentID","15062","937612766"<endrec>
"DebitSegmentID","15062","937612767"<endrec>
"DebitSegmentID","15063","937612810"<endrec>
"DebitSegmentID","15075","937641851"<endrec>
"DebitSegmentID","15003","937641888"<endrec>
"DebitSegmentID","15003","937641889"<endrec>
"DebitSegmentID","15003","937641893"<endrec>
"DebitSegmentID","15003","937641896"<endrec>
"DebitSegmentID","15003","937641897"<endrec>
"DebitSegmentID","15003","937641899"<endrec>
"DebitSegmentID","15003","937641900"<endrec>
"DebitSegmentID","15003","937707804"<endrec>
"DebitSegmentID","15003","937707805"<endrec>
"DebitShortCode","11001","937253778"<endrec>
"DebitShortCode","12001","937254859"<endrec>
"DebitShortCode","11001","937265772"<endrec>
"DebitShortCode","11001","937265780"<endrec>
"DebitShortCode","15003","937415087"<endrec>
"DebitShortCode","15003","937415096"<endrec>
"DebitShortCode","15012","937417078"<endrec>
"DebitShortCode","15012","937417079"<endrec>
"DebitShortCode","15012","937417080"<endrec>
"DebitShortCode","15012","937417081"<endrec>
"DebitShortCode","15003","937462489"<endrec>
"DebitShortCode","15062","937612766"<endrec>
"DebitShortCode","15062","937612767"<endrec>
"DebitShortCode","15063","937612810"<endrec>
"DebitShortCode","15075","937641851"<endrec>
"DebitShortCode","15003","937641888"<endrec>
"DebitShortCode","15003","937641889"<endrec>
"DebitShortCode","15003","937641893"<endrec>
"DebitShortCode","15003","937641896"<endrec>
"DebitShortCode","15003","937641897"<endrec>
"DebitShortCode","15003","937641899"<endrec>
"DebitShortCode","15003","937641900"<endrec>
"DebitShortCode","15003","937707804"<endrec>
"DebitShortCode","15003","937707805"<endrec>
"IMTMMTransactionID","15062","937612766"<endrec>
"IMTMMTransactionID","15062","937612767"<endrec>
"IMTMMTransactionID","15063","937612810"<endrec>
"IMTMMTransactionID","15075","937641851"<endrec>
"IMTMMTransactionID","15003","937641888"<endrec>
"IMTMMTransactionID","15003","937641889"<endrec>
"IMTMMTransactionID","15003","937641893"<endrec>
"IMTMMTransactionID","15003","937641896"<endrec>
"IMTMMTransactionID","15003","937641897"<endrec>
"IMTMMTransactionID","15003","937641899"<endrec>
