CONTENT,ID,LANG,NAME                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    <endrec>
"kuondoa Fedha","0","sw_KE","CUSTOMER:Withdraw Cash"<endrec>
"Kutoa kwa ATM","0","sw_KE","CUSTOMER:Withdraw Cash/From ATM"<endrec>
"Toa pesa","0","sw_KE","CUSTOMER:Withdraw Cash/From Agent"<endrec>
"Request Withdrawal Voucher","0","sw_KE","CUSTOMER:Withdraw Cash/Request Withdrawal Voucher"<endrec>
"Transfer from M-Pesa to Bank","0","sw_KE","CUSTOMER:Withdraw e-Money/Transfer from M-Pesa to Bank"<endrec>
"group","0","sw_KE","CUSTOMER:group"<endrec>
"Apply Group Voucher","0","sw_KE","CUSTOMER:group/Apply Group Voucher"<endrec>
"Apply Group ATM Deposit Voucher(Value)","0","sw_KE","CUSTOMER:group/Apply Group Voucher/Apply Group ATM Deposit Voucher(Value)"<endrec>
"Group ATM Deposit Voucher(Valueless)","0","sw_KE","CUSTOMER:group/Apply Group Voucher/Apply Group ATM Deposit Voucher(Valueless)"<endrec>
"Group ATM Withdraw Voucher(value)","0","sw_KE","CUSTOMER:group/Apply Group Voucher/Apply Group ATM Withdraw Voucher(value)"<endrec>
"Apply Group ATM Withdraw Voucher(valueless)","0","sw_KE","CUSTOMER:group/Apply Group Voucher/Apply Group ATM Withdraw Voucher(valueless)"<endrec>
"Apply Group Buy Goods Voucher","0","sw_KE","CUSTOMER:group/Apply Group Voucher/Apply Group Buy Goods Voucher"<endrec>
"Customer Apply Group Deposit Voucher","0","sw_KE","CUSTOMER:group/Apply Group Voucher/Apply Group Deposit Voucher"<endrec>
"Apply Group Withdraw Voucher","0","sw_KE","CUSTOMER:group/Apply Group Voucher/Apply Group Withdraw Voucher"<endrec>
"Cancel Standing Order Schedule by group","0","sw_KE","CUSTOMER:group/Cancel Standing Order Schedule by group"<endrec>
"Create Standing Order Schedule For Pay Bill  By Group","0","sw_KE","CUSTOMER:group/Create Standing Order Schedule For Pay Bill  By Group"<endrec>
"Group operation","0","sw_KE","CUSTOMER:group/Group operation"<endrec>
"Add member for Group","0","sw_KE","CUSTOMER:group/Group operation/Add member for Group"<endrec>
"Change member Role","0","sw_KE","CUSTOMER:group/Group operation/Change member Role"<endrec>
"Create Group","0","sw_KE","CUSTOMER:group/Group operation/Create Group"<endrec>
"Group Query 3rd Buy Goods","0","sw_KE","CUSTOMER:group/Group operation/Group Query 3rd Buy Goods"<endrec>
"GroupQuery 3rd Bill","0","sw_KE","CUSTOMER:group/Group operation/GroupQuery 3rd Bill"<endrec>
"Query Group Account Balance","0","sw_KE","CUSTOMER:group/Group operation/Query Group Account Balance"<endrec>
"Query Group List","0","sw_KE","CUSTOMER:group/Group operation/Query Group List"<endrec>
"Query Group Mini Statement","0","sw_KE","CUSTOMER:group/Group operation/Query Group Mini Statement"<endrec>
"Remove member for Group","0","sw_KE","CUSTOMER:group/Group operation/Remove member for Group"<endrec>
"Transactions","0","sw_KE","CUSTOMER:group/Transactions"<endrec>
"Approve Transaction","0","sw_KE","CUSTOMER:group/Transactions/Approve Transaction"<endrec>
"Group P2G Transfer","0","sw_KE","CUSTOMER:group/Transactions/Customer transfer to Group"<endrec>
"Group Pay Bill","0","sw_KE","CUSTOMER:group/Transactions/Group Pay Bill"<endrec>
"Group Qeury 3rd Bill and Payment","0","sw_KE","CUSTOMER:group/Transactions/Group Qeury 3rd Bill and Payment"<endrec>
"Group Query 3rd Buy Goods and Payment","0","sw_KE","CUSTOMER:group/Transactions/Group Query 3rd Buy Goods and Payment"<endrec>
"Group Transfer from Bank to M-Pesa","0","sw_KE","CUSTOMER:group/Transactions/Group Transfer from Bank to M-Pesa"<endrec>
"Group Transfer from M-Pesa to Bank","0","sw_KE","CUSTOMER:group/Transactions/Group Transfer from M-Pesa to Bank"<endrec>
"Group Transfer to Group","0","sw_KE","CUSTOMER:group/Transactions/Group Transfer to Group"<endrec>
"Group transfer to group member","0","sw_KE","CUSTOMER:group/Transactions/Group transfer to group member"<endrec>
"SZ_Approval Test","0","sw_KE","CUSTOMER:group/Transactions/SZ_Approval Test"<endrec>
"View Standing Order Schedule By Group","0","sw_KE","CUSTOMER:group/View Standing Order Schedule By Group"<endrec>
"send money","0","sw_KE","CUSTOMER:send money"<endrec>
"send money","0","sw_KE","CUSTOMER:send money/send money"<endrec>
"sm100","0","sw_KE","CUSTOMER:send money/sm100"<endrec>
"Org Apply ATM Deposit Voucher","0","sw_KE","TILL:ATM Deposit Voucher"<endrec>
"Org Apply ATM Withdrawal Voucher","0","sw_KE","TILL:ATM Withdraw Voucher"<endrec>
"Amilisha sehemu ya kulipia","0","sw_KE","TILL:Activate Till"<endrec>
"Amilisha sehemu ya kulipia","0","sw_KE","TILL:Active Till"<endrec>
"Add Group Member","0","sw_KE","TILL:Add Group Member"<endrec>
"Agent Upgrade Customer","0","sw_KE","TILL:Agent Upgrade Customer"<endrec>
"B2B","0","sw_KE","TILL:B2B"<endrec>
"B2B Pay bill via org float","0","sw_KE","TILL:B2B/B2B Pay bill via org float"<endrec>
"Create Bank Account","0","sw_KE","TILL:Bank Account/Create Bank Account"<endrec>
"Delete Bank Account","0","sw_KE","TILL:Bank Account/Delete Bank Account"<endrec>
"Query Bank Account","0","sw_KE","TILL:Bank Account/Query Bank Account"<endrec>
"Bundle","0","sw_KE","TILL:Bundle"<endrec>
"Subscribe Bundle","0","sw_KE","TILL:Bundle/Subscribe Bundle"<endrec>
"View Bundles","0","sw_KE","TILL:Bundle/View Bundles"<endrec>
"Uwekaji pesa za biashara","0","sw_KE","TILL:Business Deposit"<endrec>
"Applies a voucher for business deposit","0","sw_KE","TILL:Business Deposit/Applies a voucher for business deposit"<endrec>
"Initiates business deposit","0","sw_KE","TILL:Business Deposit/Initiates business deposit"<endrec>
"Redeems a business deposit voucher","0","sw_KE","TILL:Business Deposit/Redeems a business deposit voucher"<endrec>
"Business Pay Bill","0","sw_KE","TILL:Business Pay Bill"<endrec>
"Huduma za biashara","0","sw_KE","TILL:Business Withdraw"<endrec>
"Applies a voucher for business withdraw","0","sw_KE","TILL:Business Withdraw/Applies a voucher for business withdraw"<endrec>
"Uondoaji wa pesa za biashara","0","sw_KE","TILL:Business Withdraw/Business Withdrawal"<endrec>
"Uondoaji wa pesa za biashara","0","sw_KE","TILL:Business Withdraw/Initiates business withdraw"<endrec>
"Redeems a business withdraw voucher","0","sw_KE","TILL:Business Withdraw/Redeems a business withdraw voucher"<endrec>
"CCH Request Transaction Reversal","0","sw_KE","TILL:CCH Request Transaction Reversal"<endrec>
"CCH for Customer","0","sw_KE","TILL:CCH for Customer"<endrec>
"CCH Add Group Member","0","sw_KE","TILL:CCH for Customer/CCH Add Group Member"<endrec>
"CCH Change Customer KYC","0","sw_KE","TILL:CCH for Customer/CCH Change Customer KYC"<endrec>
"CCH Change Group Member Role","0","sw_KE","TILL:CCH for Customer/CCH Change Group Member Role"<endrec>
"CCH Create Group","0","sw_KE","TILL:CCH for Customer/CCH Create Group"<endrec>
"CCH Identify Customer","0","sw_KE","TILL:CCH for Customer/CCH Identify Customer"<endrec>
"CCH Remove Group Member","0","sw_KE","TILL:CCH for Customer/CCH Remove Group Member"<endrec>
"Card Actions","0","sw_KE","TILL:Card Actions"<endrec>
"Org Activate Card","0","sw_KE","TILL:Card Actions/Activate Card/Org Activate Card"<endrec>
"Org Cancel Card","0","sw_KE","TILL:Card Actions/Cancel Card/Org Cancel Card"<endrec>
"Register Card","0","sw_KE","TILL:Card Actions/Register Card"<endrec>
"Org Register Card","0","sw_KE","TILL:Card Actions/Register Card/Org Register Card"<endrec>
"Change Organization Advertisement","0","sw_KE","TILL:Change Organization Advertisement"<endrec>
"Create Lite Customer","0","sw_KE","TILL:Create Lite Customer"<endrec>
"Create Loyalty Consumer Account","0","sw_KE","TILL:Create Loyalty Consumer Account"<endrec>
"Create Org Loyalty Account","0","sw_KE","TILL:Create Org Loyalty Account"<endrec>
"Huduma za wateja","0","sw_KE","TILL:Customer Services"<endrec>
"Kusanya DOB","0","sw_KE","TILL:Customer Services/Collect DoB"<endrec>
"Tambua mteja","0","sw_KE","TILL:Customer Services/Identify Customer"<endrec>
"Issue Refund","0","sw_KE","TILL:Customer Services/Issue Refund"<endrec>
"Ombi la kurudisha pesa","0","sw_KE","TILL:Customer Services/Request Reversal"<endrec>
"Tuma PIN ya kuanzisha","0","sw_KE","TILL:Customer Services/Send Start Key"<endrec>
"Fungua PIN","0","sw_KE","TILL:Customer Services/Unlock PIN"<endrec>
"Update Customer KYC","0","sw_KE","TILL:Customer Services/Update Customer KYC"<endrec>
"Weka pesa","0","sw_KE","TILL:Deposit"<endrec>
"Deposit Money 2 Factor First Name","0","sw_KE","TILL:Deposit Money 2 Factor First Name"<endrec>
"Deposit Money 2 facor second name","0","sw_KE","TILL:Deposit Money 2 Factor First Name/Deposit Money 2 facor second name"<endrec>
"Deposit e-Money","0","sw_KE","TILL:Deposit e-Money"<endrec>
"Transfer from Bank to M-Pesa","0","sw_KE","TILL:Deposit e-Money/Transfer from Bank to M-Pesa"<endrec>
"Direct Debit","0","sw_KE","TILL:Direct Debit"<endrec>
"Activate Direct Debit","0","sw_KE","TILL:Direct Debit/Activate Direct Debit"<endrec>
"Organization Activate Direct Debit Mandate","0","sw_KE","TILL:Direct Debit/Activate Direct Debit/Organization Activate Direct Debit Mandate"<endrec>
"Cancel Direct Debit Mandate","0","sw_KE","TILL:Direct Debit/Cancel Direct Debit Mandate"<endrec>
"Cancel Direct Debit Mandate By Payee","0","sw_KE","TILL:Direct Debit/Cancel Direct Debit Mandate/Cancel Direct Debit Mandate By Payee"<endrec>
"Cancel Direct Debit Mandate By Payer","0","sw_KE","TILL:Direct Debit/Cancel Direct Debit Mandate/Cancel Direct Debit Mandate By Payer"<endrec>
"Create Direct Debit Mandate","0","sw_KE","TILL:Direct Debit/Create Direct Debit Mandate"<endrec>
"Create Direct Debit Mandate by Organization","0","sw_KE","TILL:Direct Debit/Create Direct Debit Mandate/Create Direct Debit Mandate by Organization"<endrec>
"Create Direct Debit Mandate by Payee","0","sw_KE","TILL:Direct Debit/Create Direct Debit Mandate/Create Direct Debit Mandate by Payee"<endrec>
"Edit Direct Debit Mandate","0","sw_KE","TILL:Direct Debit/Edit Direct Debit Mandate"<endrec>
"Edit Direct Debit Mandate By Payee","0","sw_KE","TILL:Direct Debit/Edit Direct Debit Mandate/Edit Direct Debit Mandate By Payee"<endrec>
"Edit Direct Debit Mandate By Payer","0","sw_KE","TILL:Direct Debit/Edit Direct Debit Mandate/Edit Direct Debit Mandate By Payer"<endrec>
"Initiate Direct Debit Transaction","0","sw_KE","TILL:Direct Debit/Initiate Direct Debit Transaction"<endrec>
"Reactivate Direct Debit Mandate","0","sw_KE","TILL:Direct Debit/Reactivate Direct Debit Mandate"<endrec>
"Reactivate Direct Debit Mandate By Payee","0","sw_KE","TILL:Direct Debit/Reactivate Direct Debit Mandate/Reactivate Direct Debit Mandate By Payee"<endrec>
"Reactivate Direct Debit Mandate By Payer","0","sw_KE","TILL:Direct Debit/Reactivate Direct Debit Mandate/Reactivate Direct Debit Mandate By Payer"<endrec>
"View Direct Debit Mandate","0","sw_KE","TILL:Direct Debit/View Direct Debit Mandate"<endrec>
"View Direct Debit Mandate By Payee","0","sw_KE","TILL:Direct Debit/View Direct Debit Mandate/View Direct Debit Mandate By Payee"<endrec>
"View Direct Debit Mandate By Payer","0","sw_KE","TILL:Direct Debit/View Direct Debit Mandate/View Direct Debit Mandate By Payer"<endrec>
"FX","0","sw_KE","TILL:FX"<endrec>
"Foreign Exchange","0","sw_KE","TILL:FX/Foreign Exchange"<endrec>
"Organization Buy Foreign Currency","0","sw_KE","TILL:FX/Foreign Exchange/Organization Buy Foreign Currency"<endrec>
"Organization Buy Foreign Currency Indirect","0","sw_KE","TILL:FX/Foreign Exchange/Organization Buy Foreign Currency Indirect"<endrec>
"Organization Sell Foreign Currency","0","sw_KE","TILL:FX/Foreign Exchange/Organization Sell Foreign Currency"<endrec>
"Organization Sell Foreign Currency Indirect","0","sw_KE","TILL:FX/Foreign Exchange/Organization Sell Foreign Currency Indirect"<endrec>
"Payment With Foreign Exchange","0","sw_KE","TILL:FX/Payment With Foreign Exchange"<endrec>
"Receiving With Foreign Exchange","0","sw_KE","TILL:FX/Receiving With Foreign Exchange"<endrec>
"Usimamizi wa pesa za shughuli","0","sw_KE","TILL:Float Administration"<endrec>
"Tuma pesa","0","sw_KE","TILL:Float Administration/Move Float"<endrec>
"Baki ya pesa za shughuli","0","sw_KE","TILL:Float Balance"<endrec>
"Kiasi chote","0","sw_KE","TILL:Float Balance/All Stores"<endrec>
"Kiasi kimoja","0","sw_KE","TILL:Float Balance/One Store"<endrec>
"Peana pesa","0","sw_KE","TILL:Give Cash"<endrec>
"Group","0","sw_KE","TILL:Group"<endrec>
"Buy Goods from Group","0","sw_KE","TILL:Group/Buy Goods from Group"<endrec>
"Group Approval","0","sw_KE","TILL:Group/Group Approval"<endrec>
"Group Buy Goods with Voucher","0","sw_KE","TILL:Group/Group Buy Goods with Voucher"<endrec>
"Group Deposit with Voucher","0","sw_KE","TILL:Group/Group Deposit with Voucher"<endrec>
"Group Manage","0","sw_KE","TILL:Group/Group Manage"<endrec>
"CCH Add Group Member","0","sw_KE","TILL:Group/Group Manage/CCH Add Group Member"<endrec>
"Change Group Member Role","0","sw_KE","TILL:Group/Group Manage/Change Group Member Role"<endrec>
"Create Group","0","sw_KE","TILL:Group/Group Manage/Create Group"<endrec>
"Remove Group Member","0","sw_KE","TILL:Group/Group Manage/Remove Group Member"<endrec>
"Organization Withdrawal from Group","0","sw_KE","TILL:Group/Organization Withdrawal from Group"<endrec>
"Transfer funds to Group Account","0","sw_KE","TILL:Group/Transfer funds to Group Account"<endrec>
"Initiate Inter-Org Account Transfer","0","sw_KE","TILL:Initiate Inter-Org Account Transfer"<endrec>
"Organization Intra-Account Transfer For Org float to Working Account","0","sw_KE","TILL:Initiate Inter-Org Account Transfer/Operator Commission payable accounts Transfer"<endrec>
"Initiate Intra-Org Account Transfer","0","sw_KE","TILL:Initiate Intra-Org Account Transfer"<endrec>
"Operator from float to working account transfer","0","sw_KE","TILL:Initiate Intra-Org Account Transfer/Operator from float to working account transfer"<endrec>
"Operator from working to float account transfer","0","sw_KE","TILL:Initiate Intra-Org Account Transfer/Operator from working to float account transfer"<endrec>
"Organization Float Intra transfer","0","sw_KE","TILL:Initiate Intra-Org Account Transfer/Organization Float Intra transfer"<endrec>
"Initiate Reversal Request","0","sw_KE","TILL:Initiate Reversal Request"<endrec>
"Initiate Reversal Transaction","0","sw_KE","TILL:Initiate Reversal Transaction"<endrec>
"Loyalty","0","sw_KE","TILL:Loyalty"<endrec>
"Create Customer Loyalty Account","0","sw_KE","TILL:Loyalty/Create Customer Loyalty Account"<endrec>
"Issue Loyalty Point to Consumer","0","sw_KE","TILL:Loyalty/Issue Loyalty Point to Consumer"<endrec>
"Operator Query Consumer Loyalty Account","0","sw_KE","TILL:Loyalty/Operator Query Consumer Loyalty Account"<endrec>
"Operator Query Consumer Loyalty Statement","0","sw_KE","TILL:Loyalty/Operator Query Consumer Loyalty Statement"<endrec>
"Operator Query Loyalty Account","0","sw_KE","TILL:Loyalty/Operator Query Loyalty Account"<endrec>
"Loyalty Point Consumer Account","0","sw_KE","TILL:Loyalty/Operator Query Loyalty Account/Loyalty Point Consumer Account"<endrec>
"Loyalty Point Provider Account","0","sw_KE","TILL:Loyalty/Operator Query Loyalty Account/Loyalty Point Provider Account"<endrec>
"Operator Query Loyalty Statement","0","sw_KE","TILL:Loyalty/Operator Query Loyalty Statement"<endrec>
"Rdeem Loyalty Points","0","sw_KE","TILL:Loyalty/Rdeem Loyalty Points"<endrec>
"M-shwari","0","sw_KE","TILL:M-shwari"<endrec>
"Activate Account","0","sw_KE","TILL:M-shwari/Activate Account"<endrec>
"Deposit and Withdraw","0","sw_KE","TILL:M-shwari/Deposit and Withdraw"<endrec>
"Send to Bank","0","sw_KE","TILL:M-shwari/Deposit and Withdraw/Send to Bank"<endrec>
"Withdraw from bank","0","sw_KE","TILL:M-shwari/Deposit and Withdraw/Withdraw from bank"<endrec>
"Loan","0","sw_KE","TILL:M-shwari/Loan"<endrec>
"Pay Loan","0","sw_KE","TILL:M-shwari/Loan/Pay Loan"<endrec>
"Pay Loan from Savings","0","sw_KE","TILL:M-shwari/Loan/Pay Loan from Savings"<endrec>
"Request Loan","0","sw_KE","TILL:M-shwari/Loan/Request Loan"<endrec>
"Query","0","sw_KE","TILL:M-shwari/Query"<endrec>
"Bank Balance","0","sw_KE","TILL:M-shwari/Query/Bank Balance"<endrec>
"FSI Mini Statement","0","sw_KE","TILL:M-shwari/Query/FSI Mini Statement"<endrec>
"Loan Limit","0","sw_KE","TILL:M-shwari/Query/Loan Limit"<endrec>
"Loan Mini Statement","0","sw_KE","TILL:M-shwari/Query/Loan Mini Statement"<endrec>
"Terms and Conditions","0","sw_KE","TILL:M-shwari/Terms and Conditions"<endrec>
"Hawilisha pesa","0","sw_KE","TILL:Move Money"<endrec>
"Kutoka pesa za shughuli","0","sw_KE","TILL:Move Money/From Float"<endrec>
"From Merchant","0","sw_KE","TILL:Move Money/From Merchant"<endrec>
"Kutoka kazi","0","sw_KE","TILL:Move Money/From Working"<endrec>
"Akaunti yangu","0","sw_KE","TILL:My Account"<endrec>
"Mwito wa Usaidizi","0","sw_KE","TILL:My Account/Call Support"<endrec>
"Badilisha PIN","0","sw_KE","TILL:My Account/Change PIN"<endrec>
"Lugha","0","sw_KE","TILL:My Account/Language"<endrec>
"MiniStatement","0","sw_KE","TILL:My Account/MiniStatement"<endrec>
"Msaidizi mpya","0","sw_KE","TILL:My Account/New Assistant"<endrec>
"Ondoa msaidizi","0","sw_KE","TILL:My Account/Remove Assistant"<endrec>
"Neno la Siri","0","sw_KE","TILL:My Account/Secret Word"<endrec>
"Onyesha baki","0","sw_KE","TILL:My Account/Show Balance"<endrec>
"Fanya upya Menyu ya mahala pa kulipa","0","sw_KE","TILL:My Account/Update Till Menu"<endrec>
"Mteja Mpya","0","sw_KE","TILL:New Customer"<endrec>
"OTC Service","0","sw_KE","TILL:OTC Service"<endrec>
"Capture/Register OTC Customer","0","sw_KE","TILL:OTC Service/Capture/Register OTC Customer"<endrec>
"IMT Send","0","sw_KE","TILL:OTC Service/IMT Send"<endrec>
"Pay Bill","0","sw_KE","TILL:OTC Service/Pay Bill"<endrec>
"Perform OTC Service","0","sw_KE","TILL:OTC Service/Perform OTC Service"<endrec>
"Airtime Purchase by OTC voucher","0","sw_KE","TILL:OTC Service/Perform OTC Service/Airtime Purchase by OTC voucher"<endrec>
"IMT Send Query Quote","0","sw_KE","TILL:OTC Service/Perform OTC Service/IMT Send Query Quote"<endrec>
"IMT Send by OTC voucher","0","sw_KE","TILL:OTC Service/Perform OTC Service/IMT Send by OTC voucher"<endrec>
"Pay Bill By OTC Voucher","0","sw_KE","TILL:OTC Service/Perform OTC Service/Pay Bill By OTC Voucher"<endrec>
"Perform OTC without Voucher","0","sw_KE","TILL:OTC Service/Perform OTC without Voucher"<endrec>
"Airtime Purchase","0","sw_KE","TILL:OTC Service/Perform OTC without Voucher/Airtime Purchase"<endrec>
"OTC Pay Bill","0","sw_KE","TILL:OTC Service/Perform OTC without Voucher/OTC Pay Bill"<endrec>
"Operator Close Account","0","sw_KE","TILL:Operator Close Account"<endrec>
"Operator Create Account","0","sw_KE","TILL:Operator Create Account"<endrec>
"Huduma za Opareta","0","sw_KE","TILL:Operator Services"<endrec>
"Tambua msaidizi","0","sw_KE","TILL:Operator Services/Identify Assistant"<endrec>
"Tuma PIN ya kuanzisha","0","sw_KE","TILL:Operator Services/Send Start Key"<endrec>
"Fungua PIN","0","sw_KE","TILL:Operator Services/Unlock PIN"<endrec>
"Update Operator KYC","0","sw_KE","TILL:Operator Services/Update Operator KYC"<endrec>
"Org Intra_Account Transfer","0","sw_KE","TILL:Org Intra_Account Transfer"<endrec>
"Transfer from org float to Working account","0","sw_KE","TILL:Org Intra_Account Transfer/Transfer from org float to Working account"<endrec>
"Transfer from org float to org float","0","sw_KE","TILL:Org Intra_Account Transfer/Transfer from org float to org float"<endrec>
"Org Query 3rd Buy Goods","0","sw_KE","TILL:Org Query 3rd Buy Goods"<endrec>
"Org Query 3rd Buy Goods and Payment","0","sw_KE","TILL:Org Query 3rd Buy Goods and Payment"<endrec>
"OrgOperator Self Update KYC","0","sw_KE","TILL:OrgOperator Self Update KYC"<endrec>
"OrgQuery3rdBill","0","sw_KE","TILL:OrgQuery3rdBill"<endrec>
"Orgazination Query 3rd Bill","0","sw_KE","TILL:Orgazination Query 3rd Bill"<endrec>
"Purchase Airtime","0","sw_KE","TILL:Purchase Airtime"<endrec>
"Organization Etopup","0","sw_KE","TILL:Purchase Airtime/Organization Etopup"<endrec>
"Query 3rd Bill And Payment","0","sw_KE","TILL:Query 3rd Bill And Payment"<endrec>
"Mteja Mpya","0","sw_KE","TILL:Register a Customer"<endrec>
"Reminder","0","sw_KE","TILL:Reminder"<endrec>
"Cancel Schedule","0","sw_KE","TILL:Reminder/Cancel Schedule"<endrec>
"Create Schedul","0","sw_KE","TILL:Reminder/Create Schedule"<endrec>
"Transfer From Bank To M-PESA","0","sw_KE","TILL:Reminder/Create Schedule/Transfer From Bank To M-PESA"<endrec>
"Transfer From M-PESA To Bank","0","sw_KE","TILL:Reminder/Create Schedule/Transfer From M-PESA To Bank"<endrec>
"pay bill","0","sw_KE","TILL:Reminder/Create Schedule/pay bill"<endrec>
"Initiate Organization Transaction by Reminder","0","sw_KE","TILL:Reminder/Initiate Organization Transaction by Reminder"<endrec>
"View Schedule","0","sw_KE","TILL:Reminder/View Schedule"<endrec>
"Saving Plan","0","sw_KE","TILL:Saving Plan"<endrec>
"Subscribe Saving Plan For Customer","0","sw_KE","TILL:Saving Plan/Subscribe Saving Plan For Customer"<endrec>
"Subscribe Saving Plan For Group","0","sw_KE","TILL:Saving Plan/Subscribe Saving Plan For Group"<endrec>
"Subscribe Saving Plan For Org","0","sw_KE","TILL:Saving Plan/Subscribe Saving Plan For Org"<endrec>
"UnSubscribe Saving Plan For Customer","0","sw_KE","TILL:Saving Plan/UnSubscribe Saving Plan For Customer"<endrec>
"UnSubscribe Saving Plan For Group","0","sw_KE","TILL:Saving Plan/UnSubscribe Saving Plan For Group"<endrec>
"UnSubscribe Saving Plan For Org","0","sw_KE","TILL:Saving Plan/UnSubscribe Saving Plan For Org"<endrec>
"Self Service","0","sw_KE","TILL:Self Service"<endrec>
"Query Transaction Via Receipt No","0","sw_KE","TILL:Self Service/Query Transaction Via Receipt No"<endrec>
"Sell Airtime","0","sw_KE","TILL:Sell Airtime"<endrec>
"Sell Airtime via org float","0","sw_KE","TILL:Sell Airtime/Sell Airtime via org float"<endrec>
"Standing Order","0","sw_KE","TILL:Standing Order"<endrec>
"Create Org Standing Order Schedule","0","sw_KE","TILL:Standing Order/Create Org Standing Order Schedule"<endrec>
"pay bill","0","sw_KE","TILL:Standing Order/Create Org Standing Order Schedule/pay bill"<endrec>
"View Standing Order Schedule","0","sw_KE","TILL:Standing Order/View Standing Order Schedule"<endrec>
"Transfer to owner","0","sw_KE","TILL:Transfer to owner"<endrec>
"Two Part Payment","0","sw_KE","TILL:Two Part Payment"<endrec>
"Two Part Payment Org Confirm","0","sw_KE","TILL:Two Part Payment/Two Part Payment Org Confirm"<endrec>
"Two Part Voucher Redeeming","0","sw_KE","TILL:Two Part Payment/Two Part Voucher Redeeming"<endrec>
"Voucher","0","sw_KE","TILL:Voucher"<endrec>
"Cancel","0","sw_KE","TILL:Voucher/Cancel"<endrec>
"Create","0","sw_KE","TILL:Voucher/Create"<endrec>
"Issue","0","sw_KE","TILL:Voucher/Issue"<endrec>
"Apply/Issue Voucher","0","sw_KE","TILL:Voucher/Issue/Apply/Issue Voucher"<endrec>
"Buy Ticket Using Voucher","0","sw_KE","TILL:Voucher/Issue/Buy Ticket Using Voucher"<endrec>
"Create/Issue Coupon","0","sw_KE","TILL:Voucher/Issue/Create/Issue Coupon"<endrec>
"Org Apply ATM Withdrawal Voucher for Group","0","sw_KE","TILL:Voucher/Issue/Org Apply ATM Withdrawal Voucher for Group"<endrec>
"Redeem","0","sw_KE","TILL:Voucher/Redeem"<endrec>
"Redeem Coupon","0","sw_KE","TILL:Voucher/Redeem/Redeem Coupon"<endrec>
"Redeem Deposit Voucher","0","sw_KE","TILL:Voucher/Redeem/Redeem Deposit Voucher"<endrec>
"Redeem Issued Voucher","0","sw_KE","TILL:Voucher/Redeem/Redeem Issued Voucher"<endrec>
"Redeem Ticket Voucher","0","sw_KE","TILL:Voucher/Redeem/Redeem Ticket Voucher"<endrec>
"Withdraw Money","0","sw_KE","TILL:Withdraw Money"<endrec>
"Redeem Withdraw Voucher","0","sw_KE","TILL:Withdraw Money/Customer Withdrawal"<endrec>
"Withdraw e-Money","0","sw_KE","TILL:Withdraw e-Money"<endrec>
"Organization Withdrawal From M-PESA","0","sw_KE","TILL:Withdraw e-Money/Organization Withdrawal From M-PESA"<endrec>
"Transfer from M-Pesa to Bank","0","sw_KE","TILL:Withdraw e-Money/Transfer from M-Pesa to Bank"<endrec>
"Change Language","0","sw_KE","UNREGCUSTOMER:Change Language"<endrec>
"Unregister Customer Registration swahili","0","sw_KE","UNREGCUSTOMER:Help"<endrec>
"Register(Shahil)","0","sw_KE","UNREGCUSTOMER:Register"<endrec>
"UMCVariableSecure1","1","en","UMCVariableSecure1"<endrec>
"UMCVariableSecure1","1","en_KE","UMCVariableSecure1"<endrec>
"UMCVariableSecure1","1","sw_KE","UMCVariableSecure1"<endrec>
"Reminder","1000","en","DISPLAY_SUBMENU_PROMPT"<endrec>
"Reminder","1000","en_KE","DISPLAY_SUBMENU_PROMPT"<endrec>
"Reminder","1000","sw_KE","DISPLAY_SUBMENU_PROMPT"<endrec>
"Customer Intra_Account Transfer","10002","en","DISPLAY_SUBMENU_PROMPT"<endrec>
"Customer Intra_Account Transfer","10002","en_KE","DISPLAY_SUBMENU_PROMPT"<endrec>
"Customer Intra_Account Transfer","10002","sw_KE","DISPLAY_SUBMENU_PROMPT"<endrec>
"Create Reminder Schedule","1001","en","DISPLAY_SUBMENU_PROMPT"<endrec>
"Create Reminder Schedule","1001","en_KE","DISPLAY_SUBMENU_PROMPT"<endrec>
"Create Reminder Schedule","1001","sw_KE","DISPLAY_SUBMENU_PROMPT"<endrec>
"Org Intra_Account Transfer","10201","en","DISPLAY_SUBMENU_PROMPT"<endrec>
"Org Intra_Account Transfer","10201","en_KE","DISPLAY_SUBMENU_PROMPT"<endrec>
"Org Intra_Account Transfer","10201","sw_KE","DISPLAY_SUBMENU_PROMPT"<endrec>
"Purchase Airtime","1651","en","DISPLAY_SUBMENU_PROMPT"<endrec>
"Purchase Airtime","1651","en_KE","DISPLAY_SUBMENU_PROMPT"<endrec>
"Purchase Airtime","1651","sw_KE","DISPLAY_SUBMENU_PROMPT"<endrec>
"Issue","177","en","DISPLAY_SUBMENU_PROMPT"<endrec>
"Issue","177","en_KE","DISPLAY_SUBMENU_PROMPT"<endrec>
"Issue","177","sw_KE","DISPLAY_SUBMENU_PROMPT"<endrec>
"Redeem","178","en","DISPLAY_SUBMENU_PROMPT"<endrec>
"Redeem","178","en_KE","DISPLAY_SUBMENU_PROMPT"<endrec>
"Redeem","178","sw_KE","DISPLAY_SUBMENU_PROMPT"<endrec>
"Cancel","179","en","DISPLAY_SUBMENU_PROMPT"<endrec>
"Cancel","179","en_KE","DISPLAY_SUBMENU_PROMPT"<endrec>
