CONTENT,ID,LANG,NAME                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    <endrec>
"Cancel","179","sw_KE","DISPLAY_SUBMENU_PROMPT"<endrec>
"Reminder","2000","en","DISPLAY_SUBMENU_PROMPT"<endrec>
"Reminder","2000","en_KE","DISPLAY_SUBMENU_PROMPT"<endrec>
"Reminder","2000","sw_KE","DISPLAY_SUBMENU_PROMPT"<endrec>
"Initiate Intra-Org Account Transfer","20003","en","DISPLAY_SUBMENU_PROMPT"<endrec>
"Initiate Intra-Org Account Transfer","20003","en_KE","DISPLAY_SUBMENU_PROMPT"<endrec>
"Initiate Intra-Org Account Transfer","20003","sw_KE","DISPLAY_SUBMENU_PROMPT"<endrec>
"Initiate Inter-Org Account Transfer","20007","en","DISPLAY_SUBMENU_PROMPT"<endrec>
"Initiate Inter-Org Account Transfer","20007","en_KE","DISPLAY_SUBMENU_PROMPT"<endrec>
"Initiate Inter-Org Account Transfer","20007","sw_KE","DISPLAY_SUBMENU_PROMPT"<endrec>
"Agent account","20101","en","DISPLAY_SUBMENU_PROMPT"<endrec>
"Agent account","20101","en_KE","DISPLAY_SUBMENU_PROMPT"<endrec>
"Akaunti ya ajenti","20101","sw_KE","DISPLAY_SUBMENU_PROMPT"<endrec>
"Customer Services","20113","en","DISPLAY_SUBMENU_PROMPT"<endrec>
"Customer Services","20113","en_KE","DISPLAY_SUBMENU_PROMPT"<endrec>
"Huduma Wateja","20113","sw_KE","DISPLAY_SUBMENU_PROMPT"<endrec>
"Operator care","20188","en","DISPLAY_SUBMENU_PROMPT"<endrec>
"Operator care","20188","en_KE","DISPLAY_SUBMENU_PROMPT"<endrec>
"Huduma Ajenti","20188","sw_KE","DISPLAY_SUBMENU_PROMPT"<endrec>
"OTC Service","20301","en","DISPLAY_SUBMENU_PROMPT"<endrec>
"OTC Service","20301","en_KE","DISPLAY_SUBMENU_PROMPT"<endrec>
"OTC Service","20301","sw_KE","DISPLAY_SUBMENU_PROMPT"<endrec>
"International Money Transfer","20325","en","DISPLAY_SUBMENU_PROMPT"<endrec>
"International Money Transfer","20325","en_KE","DISPLAY_SUBMENU_PROMPT"<endrec>
"International Money Transfer","20325","sw_KE","DISPLAY_SUBMENU_PROMPT"<endrec>
"Buy Airtime","20512","en","DISPLAY_SUBMENU_PROMPT"<endrec>
"Buy Airtime","20512","en_KE","DISPLAY_SUBMENU_PROMPT"<endrec>
"Nunua mjazo wa simu","20512","sw_KE","DISPLAY_SUBMENU_PROMPT"<endrec>
"Float Balance","20518","en","DISPLAY_SUBMENU_PROMPT"<endrec>
"Float Balance","20518","en_KE","DISPLAY_SUBMENU_PROMPT"<endrec>
"Baki ya pesa za shughuli","20518","sw_KE","DISPLAY_SUBMENU_PROMPT"<endrec>
"Float Administration","20521","en","DISPLAY_SUBMENU_PROMPT"<endrec>
"Float Administration","20521","en_KE","DISPLAY_SUBMENU_PROMPT"<endrec>
"Usimamizi wa pesa za shughuli","20521","sw_KE","DISPLAY_SUBMENU_PROMPT"<endrec>
"Move Money","20523","en","DISPLAY_SUBMENU_PROMPT"<endrec>
"Move Money","20523","en_KE","DISPLAY_SUBMENU_PROMPT"<endrec>
"Hawilisha pesa","20523","sw_KE","DISPLAY_SUBMENU_PROMPT"<endrec>
"Perform OTC Service","21413","en","DISPLAY_SUBMENU_PROMPT"<endrec>
"Perform OTC Service","21413","en_KE","DISPLAY_SUBMENU_PROMPT"<endrec>
"Perform OTC Service","21413","sw_KE","DISPLAY_SUBMENU_PROMPT"<endrec>
"Deposit","21501","en","DISPLAY_SUBMENU_PROMPT"<endrec>
"Deposit","21501","en_KE","DISPLAY_SUBMENU_PROMPT"<endrec>
"Deposit","21501","sw_KE","DISPLAY_SUBMENU_PROMPT"<endrec>
"Voucher","2215","en","DISPLAY_SUBMENU_PROMPT"<endrec>
"Voucher","2215","en_KE","DISPLAY_SUBMENU_PROMPT"<endrec>
"Voucher","2215","sw_KE","DISPLAY_SUBMENU_PROMPT"<endrec>
"Voucher","2216","en","DISPLAY_SUBMENU_PROMPT"<endrec>
"Voucher","2216","en_KE","DISPLAY_SUBMENU_PROMPT"<endrec>
"Voucher","2216","sw_KE","DISPLAY_SUBMENU_PROMPT"<endrec>
"Two factor about","22340","en","DISPLAY_SUBMENU_PROMPT"<endrec>
"Two factor about","22340","en_KE","DISPLAY_SUBMENU_PROMPT"<endrec>
"Two factor about","22340","sw_KE","DISPLAY_SUBMENU_PROMPT"<endrec>
"Deposit Money 2 Factor First Name","22370","en","DISPLAY_SUBMENU_PROMPT"<endrec>
"Deposit Money 2 Factor First Name","22370","en_KE","DISPLAY_SUBMENU_PROMPT"<endrec>
"Deposit Money 2 Factor First Name","22370","sw_KE","DISPLAY_SUBMENU_PROMPT"<endrec>
"Group","22512","en","DISPLAY_SUBMENU_PROMPT"<endrec>
"Group","22512","en_KE","DISPLAY_SUBMENU_PROMPT"<endrec>
"Group","22512","sw_KE","DISPLAY_SUBMENU_PROMPT"<endrec>
"group","22550","en","DISPLAY_SUBMENU_PROMPT"<endrec>
"group","22550","en_KE","DISPLAY_SUBMENU_PROMPT"<endrec>
"group","22550","sw_KE","DISPLAY_SUBMENU_PROMPT"<endrec>
"Transactions","22551","en","DISPLAY_SUBMENU_PROMPT"<endrec>
"Transactions","22551","en_KE","DISPLAY_SUBMENU_PROMPT"<endrec>
"Transactions","22551","sw_KE","DISPLAY_SUBMENU_PROMPT"<endrec>
"Apply Group Voucher","22580","en","DISPLAY_SUBMENU_PROMPT"<endrec>
"Apply Group Voucher","22580","en_KE","DISPLAY_SUBMENU_PROMPT"<endrec>
"Apply Group Voucher","22580","sw_KE","DISPLAY_SUBMENU_PROMPT"<endrec>
"Group Member","22801","en","DISPLAY_SUBMENU_PROMPT"<endrec>
"Group Member","22801","en_KE","DISPLAY_SUBMENU_PROMPT"<endrec>
"Group Member","22801","sw_KE","DISPLAY_SUBMENU_PROMPT"<endrec>
"Issue School Dinner Voucher","23012","en","DISPLAY_SUBMENU_PROMPT"<endrec>
"Issue School Dinner Voucher","23012","en_KE","DISPLAY_SUBMENU_PROMPT"<endrec>
"Issue School Dinner Voucher","23012","sw_KE","DISPLAY_SUBMENU_PROMPT"<endrec>
"Group operation","23072","en","DISPLAY_SUBMENU_PROMPT"<endrec>
"Group operation","23072","en_KE","DISPLAY_SUBMENU_PROMPT"<endrec>
"Group operation","23072","sw_KE","DISPLAY_SUBMENU_PROMPT"<endrec>
"Group Manage","23130","en","DISPLAY_SUBMENU_PROMPT"<endrec>
"Group Manage","23130","en_KE","DISPLAY_SUBMENU_PROMPT"<endrec>
"Group Manage","23130","sw_KE","DISPLAY_SUBMENU_PROMPT"<endrec>
"Create","23212","en","DISPLAY_SUBMENU_PROMPT"<endrec>
"Create","23212","en_KE","DISPLAY_SUBMENU_PROMPT"<endrec>
"Create","23212","sw_KE","DISPLAY_SUBMENU_PROMPT"<endrec>
"Deposit e-Money","2330","en","DISPLAY_SUBMENU_PROMPT"<endrec>
"Deposit e-Money","2330","en_KE","DISPLAY_SUBMENU_PROMPT"<endrec>
"Deposit e-Money","2330","sw_KE","DISPLAY_SUBMENU_PROMPT"<endrec>
"Deposit e-Money","2340","en","DISPLAY_SUBMENU_PROMPT"<endrec>
"Deposit e-Money","2340","en_KE","DISPLAY_SUBMENU_PROMPT"<endrec>
"Deposit e-Money","2340","sw_KE","DISPLAY_SUBMENU_PROMPT"<endrec>
"Group FSI","23405","en","DISPLAY_SUBMENU_PROMPT"<endrec>
"Group FSI","23405","en_KE","DISPLAY_SUBMENU_PROMPT"<endrec>
"Group FSI","23405","sw_KE","DISPLAY_SUBMENU_PROMPT"<endrec>
"Group Savings","23406","en","DISPLAY_SUBMENU_PROMPT"<endrec>
"Group Savings","23406","en_KE","DISPLAY_SUBMENU_PROMPT"<endrec>
"Group Savings","23406","sw_KE","DISPLAY_SUBMENU_PROMPT"<endrec>
"Group Loans","23407","en","DISPLAY_SUBMENU_PROMPT"<endrec>
"Group Loans","23407","en_KE","DISPLAY_SUBMENU_PROMPT"<endrec>
"Group Loans","23407","sw_KE","DISPLAY_SUBMENU_PROMPT"<endrec>
"Direct Debit","2342","en","DISPLAY_SUBMENU_PROMPT"<endrec>
"Direct Debit","2342","en_KE","DISPLAY_SUBMENU_PROMPT"<endrec>
"Direct Debit","2342","sw_KE","DISPLAY_SUBMENU_PROMPT"<endrec>
"Direct Debit","2344","en","DISPLAY_SUBMENU_PROMPT"<endrec>
"Direct Debit","2344","en_KE","DISPLAY_SUBMENU_PROMPT"<endrec>
"Direct Debit","2344","sw_KE","DISPLAY_SUBMENU_PROMPT"<endrec>
"Standing Order","2356","en","DISPLAY_SUBMENU_PROMPT"<endrec>
"Standing Order","2356","en_KE","DISPLAY_SUBMENU_PROMPT"<endrec>
"Standing Order","2356","sw_KE","DISPLAY_SUBMENU_PROMPT"<endrec>
"Standing Order","2358","en","DISPLAY_SUBMENU_PROMPT"<endrec>
"Standing Order","2358","en_KE","DISPLAY_SUBMENU_PROMPT"<endrec>
"Standing Order","2358","sw_KE","DISPLAY_SUBMENU_PROMPT"<endrec>
"FX","2400","en","DISPLAY_SUBMENU_PROMPT"<endrec>
"FX","2400","en_KE","DISPLAY_SUBMENU_PROMPT"<endrec>
"FX","2400","sw_KE","DISPLAY_SUBMENU_PROMPT"<endrec>
"Foreign Exchange","2401","en","DISPLAY_SUBMENU_PROMPT"<endrec>
"Foreign Exchange","2401","en_KE","DISPLAY_SUBMENU_PROMPT"<endrec>
"Foreign Exchange","2401","sw_KE","DISPLAY_SUBMENU_PROMPT"<endrec>
"Payment With Foreign Exchange","2402","en","DISPLAY_SUBMENU_PROMPT"<endrec>
"Payment With Foreign Exchange","2402","en_KE","DISPLAY_SUBMENU_PROMPT"<endrec>
"Payment With Foreign Exchange","2402","sw_KE","DISPLAY_SUBMENU_PROMPT"<endrec>
"Receiving With Foreign Exchange","2403","en","DISPLAY_SUBMENU_PROMPT"<endrec>
"Receiving With Foreign Exchange","2403","en_KE","DISPLAY_SUBMENU_PROMPT"<endrec>
"Receiving With Foreign Exchange","2403","sw_KE","DISPLAY_SUBMENU_PROMPT"<endrec>
"M-shwari","24403","en","DISPLAY_SUBMENU_PROMPT"<endrec>
"M-shwari","24403","en_KE","DISPLAY_SUBMENU_PROMPT"<endrec>
"M-shwari","24403","sw_KE","DISPLAY_SUBMENU_PROMPT"<endrec>
"Deposit and Withdraw","24406","en","DISPLAY_SUBMENU_PROMPT"<endrec>
"Deposit and Withdraw","24406","en_KE","DISPLAY_SUBMENU_PROMPT"<endrec>
"Deposit and Withdraw","24406","sw_KE","DISPLAY_SUBMENU_PROMPT"<endrec>
"Loan","24602","en","DISPLAY_SUBMENU_PROMPT"<endrec>
"Loan","24602","en_KE","DISPLAY_SUBMENU_PROMPT"<endrec>
"Loan","24602","sw_KE","DISPLAY_SUBMENU_PROMPT"<endrec>
"Query","24606","en","DISPLAY_SUBMENU_PROMPT"<endrec>
"Query","24606","en_KE","DISPLAY_SUBMENU_PROMPT"<endrec>
"Query","24606","sw_KE","DISPLAY_SUBMENU_PROMPT"<endrec>
"Loyalty","25502","en","DISPLAY_SUBMENU_PROMPT"<endrec>
"Loyalty","25502","en_KE","DISPLAY_SUBMENU_PROMPT"<endrec>
"Loyalty","25502","sw_KE","DISPLAY_SUBMENU_PROMPT"<endrec>
"Loyalty","25507","en","DISPLAY_SUBMENU_PROMPT"<endrec>
"Loyalty","25507","en_KE","DISPLAY_SUBMENU_PROMPT"<endrec>
"Loyalty","25507","sw_KE","DISPLAY_SUBMENU_PROMPT"<endrec>
"Pre-Validation","25901","en","DISPLAY_SUBMENU_PROMPT"<endrec>
"Pre-Validation","25901","en_KE","DISPLAY_SUBMENU_PROMPT"<endrec>
"Pre-Validation","25901","sw_KE","DISPLAY_SUBMENU_PROMPT"<endrec>
"Create Schedul","26502","en","DISPLAY_SUBMENU_PROMPT"<endrec>
"Create Schedul","26502","en_KE","DISPLAY_SUBMENU_PROMPT"<endrec>
"Create Schedul","26502","sw_KE","DISPLAY_SUBMENU_PROMPT"<endrec>
"CCH for Customer","26601","en","DISPLAY_SUBMENU_PROMPT"<endrec>
"CCH for Customer","26601","en_KE","DISPLAY_SUBMENU_PROMPT"<endrec>
"CCH for Customer","26601","sw_KE","DISPLAY_SUBMENU_PROMPT"<endrec>
"Saving Plan","26902","en","DISPLAY_SUBMENU_PROMPT"<endrec>
"Saving Plan","26902","en_KE","DISPLAY_SUBMENU_PROMPT"<endrec>
"Saving Plan","26902","sw_KE","DISPLAY_SUBMENU_PROMPT"<endrec>
"Saving Plan","27006","en","DISPLAY_SUBMENU_PROMPT"<endrec>
"Saving Plan","27006","en_KE","DISPLAY_SUBMENU_PROMPT"<endrec>
"Saving Plan","27006","sw_KE","DISPLAY_SUBMENU_PROMPT"<endrec>
"Self Service","27501","en","DISPLAY_SUBMENU_PROMPT"<endrec>
"Self Service","27501","en_KE","DISPLAY_SUBMENU_PROMPT"<endrec>
"Self Service","27501","sw_KE","DISPLAY_SUBMENU_PROMPT"<endrec>
"Operator Query Loyalty Account","27601","en","DISPLAY_SUBMENU_PROMPT"<endrec>
"Operator Query Loyalty Account","27601","en_KE","DISPLAY_SUBMENU_PROMPT"<endrec>
"Operator Query Loyalty Account","27601","sw_KE","DISPLAY_SUBMENU_PROMPT"<endrec>
"Create Org Standing Order Schedule","28302","en","DISPLAY_SUBMENU_PROMPT"<endrec>
"Create Org Standing Order Schedule","28302","en_KE","DISPLAY_SUBMENU_PROMPT"<endrec>
"Create Org Standing Order Schedule","28302","sw_KE","DISPLAY_SUBMENU_PROMPT"<endrec>
"send money","28901","en","DISPLAY_SUBMENU_PROMPT"<endrec>
"send money","28901","en_KE","DISPLAY_SUBMENU_PROMPT"<endrec>
"send money","28901","sw_KE","DISPLAY_SUBMENU_PROMPT"<endrec>
"CustomerFF","29903","en","DISPLAY_SUBMENU_PROMPT"<endrec>
"CustomerFF","29903","en_KE","DISPLAY_SUBMENU_PROMPT"<endrec>
"CustomerFF","29903","sw_KE","DISPLAY_SUBMENU_PROMPT"<endrec>
"Bank Account","300","en","DISPLAY_SUBMENU_PROMPT"<endrec>
"Bank Account","300","en_KE","DISPLAY_SUBMENU_PROMPT"<endrec>
"Bank Account","300","sw_KE","DISPLAY_SUBMENU_PROMPT"<endrec>
"Perform OTC without Voucher","30701","en","DISPLAY_SUBMENU_PROMPT"<endrec>
"Perform OTC without Voucher","30701","en_KE","DISPLAY_SUBMENU_PROMPT"<endrec>
"Perform OTC without Voucher","30701","sw_KE","DISPLAY_SUBMENU_PROMPT"<endrec>
"Create Direct Debit Mandate","3082","en","DISPLAY_SUBMENU_PROMPT"<endrec>
"Create Direct Debit Mandate","3082","en_KE","DISPLAY_SUBMENU_PROMPT"<endrec>
"Create Direct Debit Mandate","3082","sw_KE","DISPLAY_SUBMENU_PROMPT"<endrec>
"Activate Direct Debit","3083","en","DISPLAY_SUBMENU_PROMPT"<endrec>
"Activate Direct Debit","3083","en_KE","DISPLAY_SUBMENU_PROMPT"<endrec>
"Activate Direct Debit","3083","sw_KE","DISPLAY_SUBMENU_PROMPT"<endrec>
"Create Direct Debit Mandate","3084","en","DISPLAY_SUBMENU_PROMPT"<endrec>
"Create Direct Debit Mandate","3084","en_KE","DISPLAY_SUBMENU_PROMPT"<endrec>
"Create Direct Debit Mandate","3084","sw_KE","DISPLAY_SUBMENU_PROMPT"<endrec>
"Activate Direct Debit","3085","en","DISPLAY_SUBMENU_PROMPT"<endrec>
"Activate Direct Debit","3085","en_KE","DISPLAY_SUBMENU_PROMPT"<endrec>
"Activate Direct Debit","3085","sw_KE","DISPLAY_SUBMENU_PROMPT"<endrec>
"Customer Buy Goods With Foreign Exchange","32905","en","DISPLAY_SUBMENU_PROMPT"<endrec>
"Customer Buy Goods With Foreign Exchange","32905","en_KE","DISPLAY_SUBMENU_PROMPT"<endrec>
"Customer Buy Goods With Foreign Exchange","32905","sw_KE","DISPLAY_SUBMENU_PROMPT"<endrec>
"Bank Card Lookup","380","en","DISPLAY_SUBMENU_PROMPT"<endrec>
"Bank Card Lookup","380","en_KE","DISPLAY_SUBMENU_PROMPT"<endrec>
"Bank Card Lookup","380","sw_KE","DISPLAY_SUBMENU_PROMPT"<endrec>
"Edit Direct Debit Mandate","4000","en","DISPLAY_SUBMENU_PROMPT"<endrec>
"Edit Direct Debit Mandate","4000","en_KE","DISPLAY_SUBMENU_PROMPT"<endrec>
"Edit Direct Debit Mandate","4000","sw_KE","DISPLAY_SUBMENU_PROMPT"<endrec>
"Cancel Direct Debit Mandate","4001","en","DISPLAY_SUBMENU_PROMPT"<endrec>
"Cancel Direct Debit Mandate","4001","en_KE","DISPLAY_SUBMENU_PROMPT"<endrec>
"Cancel Direct Debit Mandate","4001","sw_KE","DISPLAY_SUBMENU_PROMPT"<endrec>
"Edit Direct Debit Mandate","4003","en","DISPLAY_SUBMENU_PROMPT"<endrec>
"Edit Direct Debit Mandate","4003","en_KE","DISPLAY_SUBMENU_PROMPT"<endrec>
"Edit Direct Debit Mandate","4003","sw_KE","DISPLAY_SUBMENU_PROMPT"<endrec>
"Cancel Direct Debit Mandate","4004","en","DISPLAY_SUBMENU_PROMPT"<endrec>
"Cancel Direct Debit Mandate","4004","en_KE","DISPLAY_SUBMENU_PROMPT"<endrec>
"Cancel Direct Debit Mandate","4004","sw_KE","DISPLAY_SUBMENU_PROMPT"<endrec>
"Reactivate Direct Debit Mandate","4005","en","DISPLAY_SUBMENU_PROMPT"<endrec>
"Reactivate Direct Debit Mandate","4005","en_KE","DISPLAY_SUBMENU_PROMPT"<endrec>
"Reactivate Direct Debit Mandate","4005","sw_KE","DISPLAY_SUBMENU_PROMPT"<endrec>
"View Direct Debit Mandate","4007","en","DISPLAY_SUBMENU_PROMPT"<endrec>
"View Direct Debit Mandate","4007","en_KE","DISPLAY_SUBMENU_PROMPT"<endrec>
"View Direct Debit Mandate","4007","sw_KE","DISPLAY_SUBMENU_PROMPT"<endrec>
"Cancel Card","4062","en","DISPLAY_SUBMENU_PROMPT"<endrec>
"Cancel Card","4062","en_KE","DISPLAY_SUBMENU_PROMPT"<endrec>
"Cancel Card","4062","sw_KE","DISPLAY_SUBMENU_PROMPT"<endrec>
"Two Part Payment","4086","en","DISPLAY_SUBMENU_PROMPT"<endrec>
"Two Part Payment","4086","en_KE","DISPLAY_SUBMENU_PROMPT"<endrec>
"Two Part Payment","4086","sw_KE","DISPLAY_SUBMENU_PROMPT"<endrec>
"Two Part Payment","4092","en","DISPLAY_SUBMENU_PROMPT"<endrec>
"Two Part Payment","4092","en_KE","DISPLAY_SUBMENU_PROMPT"<endrec>
"Two Part Payment","4092","sw_KE","DISPLAY_SUBMENU_PROMPT"<endrec>
"Register Card","442","en","DISPLAY_SUBMENU_PROMPT"<endrec>
"Register Card","442","en_KE","DISPLAY_SUBMENU_PROMPT"<endrec>
"Register Card","442","sw_KE","DISPLAY_SUBMENU_PROMPT"<endrec>
"Activate Card","443","en","DISPLAY_SUBMENU_PROMPT"<endrec>
"Activate Card","443","en_KE","DISPLAY_SUBMENU_PROMPT"<endrec>
"Activate Card","443","sw_KE","DISPLAY_SUBMENU_PROMPT"<endrec>
"Card Actions","450","en","DISPLAY_SUBMENU_PROMPT"<endrec>
"Card Actions","450","en_KE","DISPLAY_SUBMENU_PROMPT"<endrec>
"Card Actions","450","sw_KE","DISPLAY_SUBMENU_PROMPT"<endrec>
"Register Card","452","en","DISPLAY_SUBMENU_PROMPT"<endrec>
"Register Card","452","en_KE","DISPLAY_SUBMENU_PROMPT"<endrec>
"Register Card","452","sw_KE","DISPLAY_SUBMENU_PROMPT"<endrec>
"Bundle","500","en","DISPLAY_SUBMENU_PROMPT"<endrec>
"Bundle","500","en_KE","DISPLAY_SUBMENU_PROMPT"<endrec>
"Bundle","500","sw_KE","DISPLAY_SUBMENU_PROMPT"<endrec>
"View Bundles","501","en","DISPLAY_SUBMENU_PROMPT"<endrec>
"View Bundles","501","en_KE","DISPLAY_SUBMENU_PROMPT"<endrec>
"View Bundles","501","sw_KE","DISPLAY_SUBMENU_PROMPT"<endrec>
"View Bundle Details","502","en","DISPLAY_SUBMENU_PROMPT"<endrec>
"View Bundle Details","502","en_KE","DISPLAY_SUBMENU_PROMPT"<endrec>
"View Bundle Details","502","sw_KE","DISPLAY_SUBMENU_PROMPT"<endrec>
"Query My Bundles","503","en","DISPLAY_SUBMENU_PROMPT"<endrec>
"Query My Bundles","503","en_KE","DISPLAY_SUBMENU_PROMPT"<endrec>
"Query My Bundles","503","sw_KE","DISPLAY_SUBMENU_PROMPT"<endrec>
"Subscribe Bundle","507","en","DISPLAY_SUBMENU_PROMPT"<endrec>
"Subscribe Bundle","507","en_KE","DISPLAY_SUBMENU_PROMPT"<endrec>
"Subscribe Bundle","507","sw_KE","DISPLAY_SUBMENU_PROMPT"<endrec>
"Bundle","550","en","DISPLAY_SUBMENU_PROMPT"<endrec>
"Bundle","550","en_KE","DISPLAY_SUBMENU_PROMPT"<endrec>
"Bundle","550","sw_KE","DISPLAY_SUBMENU_PROMPT"<endrec>
"Withdraw Cash","608","en","DISPLAY_SUBMENU_PROMPT"<endrec>
"Withdraw Cash","608","en_KE","DISPLAY_SUBMENU_PROMPT"<endrec>
"Withdraw Cash","608","sw_KE","DISPLAY_SUBMENU_PROMPT"<endrec>
"Withdraw Money","611","en","DISPLAY_SUBMENU_PROMPT"<endrec>
"Withdraw Money","611","en_KE","DISPLAY_SUBMENU_PROMPT"<endrec>
"Withdraw Money","611","sw_KE","DISPLAY_SUBMENU_PROMPT"<endrec>
"Sell Airtime","622","en","DISPLAY_SUBMENU_PROMPT"<endrec>
"Sell Airtime","622","en_KE","DISPLAY_SUBMENU_PROMPT"<endrec>
"Sell Airtime","622","sw_KE","DISPLAY_SUBMENU_PROMPT"<endrec>
"Business Deposit","623","en","DISPLAY_SUBMENU_PROMPT"<endrec>
"Business Deposit","623","en_KE","DISPLAY_SUBMENU_PROMPT"<endrec>
"Business Deposit","623","sw_KE","DISPLAY_SUBMENU_PROMPT"<endrec>
"Business Withdraw","627","en","DISPLAY_SUBMENU_PROMPT"<endrec>
"Business Withdraw","627","en_KE","DISPLAY_SUBMENU_PROMPT"<endrec>
"Business Withdraw","627","sw_KE","DISPLAY_SUBMENU_PROMPT"<endrec>
"Please select","646","en","DISPLAY_SUBMENU_PROMPT"<endrec>
"B2B","648","en","DISPLAY_SUBMENU_PROMPT"<endrec>
"B2B","648","en_KE","DISPLAY_SUBMENU_PROMPT"<endrec>
"B2B","648","sw_KE","DISPLAY_SUBMENU_PROMPT"<endrec>
"Please select","650","en","DISPLAY_SUBMENU_PROMPT"<endrec>
"Withdraw e-Money","655","en","DISPLAY_SUBMENU_PROMPT"<endrec>
"Withdraw e-Money","655","en_KE","DISPLAY_SUBMENU_PROMPT"<endrec>
"Withdraw e-Money","655","sw_KE","DISPLAY_SUBMENU_PROMPT"<endrec>
"M-Shwari","673","en_KE","DISPLAY_SUBMENU_PROMPT"<endrec>
"M-Shwari","673","sw_KE","DISPLAY_SUBMENU_PROMPT"<endrec>
"Loan","679","en_KE","DISPLAY_SUBMENU_PROMPT"<endrec>
"Mkopo","679","sw_KE","DISPLAY_SUBMENU_PROMPT"<endrec>
"Mini Statement","688","en","DISPLAY_SUBMENU_PROMPT"<endrec>
"Mini Statement","688","en_KE","DISPLAY_SUBMENU_PROMPT"<endrec>
"Taarifa fupi ya akaunti yako","688","sw_KE","DISPLAY_SUBMENU_PROMPT"<endrec>
"M-Kesho","700","en","DISPLAY_SUBMENU_PROMPT"<endrec>
"M-Kesho","700","en_KE","DISPLAY_SUBMENU_PROMPT"<endrec>
"M-Kesho","700","sw_KE","DISPLAY_SUBMENU_PROMPT"<endrec>
"Deposit and Withdraw","701","en","DISPLAY_SUBMENU_PROMPT"<endrec>
"Deposit and Withdraw","701","en_KE","DISPLAY_SUBMENU_PROMPT"<endrec>
"Deposit and Withdraw","701","sw_KE","DISPLAY_SUBMENU_PROMPT"<endrec>
"Loan","704","en","DISPLAY_SUBMENU_PROMPT"<endrec>
"Loan","704","en_KE","DISPLAY_SUBMENU_PROMPT"<endrec>
"Mkopo","704","sw_KE","DISPLAY_SUBMENU_PROMPT"<endrec>
"Buy Insurance","708","en","DISPLAY_SUBMENU_PROMPT"<endrec>
"Buy Insurance","708","en_KE","DISPLAY_SUBMENU_PROMPT"<endrec>
"Nunua bima","708","sw_KE","DISPLAY_SUBMENU_PROMPT"<endrec>
"Query","711","en","DISPLAY_SUBMENU_PROMPT"<endrec>
"Query","711","en_KE","DISPLAY_SUBMENU_PROMPT"<endrec>
"Query","711","sw_KE","DISPLAY_SUBMENU_PROMPT"<endrec>
"Foreign Exchange","730","en","DISPLAY_SUBMENU_PROMPT"<endrec>
"Foreign Exchange","730","en_KE","DISPLAY_SUBMENU_PROMPT"<endrec>
"Foreign Exchange","730","sw_KE","DISPLAY_SUBMENU_PROMPT"<endrec>
"Foreign Exchange","731","en","DISPLAY_SUBMENU_PROMPT"<endrec>
"Foreign Exchange","731","en_KE","DISPLAY_SUBMENU_PROMPT"<endrec>
"Foreign Exchange","731","sw_KE","DISPLAY_SUBMENU_PROMPT"<endrec>
"Customer Payment With Foreign Exchange","732","en","DISPLAY_SUBMENU_PROMPT"<endrec>
"Payment With Foreign Exchange","732","en_KE","DISPLAY_SUBMENU_PROMPT"<endrec>
"Payment With Foreign Exchange","732","sw_KE","DISPLAY_SUBMENU_PROMPT"<endrec>
