ADVISEMENT_FLAG,PRODUCT_UNIQUE_ID,SERVICE_INDEX                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         <endrec>
"0","937228551","10246"<endrec>
"0","937228551","10247"<endrec>
"0","937228551","10248"<endrec>
"0","937228551","10255"<endrec>
"0","937228551","10274"<endrec>
"0","937228551","10275"<endrec>
"0","937228551","10277"<endrec>
"0","937228551","10284"<endrec>
"0","937228551","10285"<endrec>
"0","937228551","10286"<endrec>
"0","937228551","10288"<endrec>
"0","937228551","10290"<endrec>
"0","937228551","10291"<endrec>
"0","937228551","10295"<endrec>
"0","937228551","10296"<endrec>
"0","937228551","10302"<endrec>
"0","937228551","10303"<endrec>
"0","937228551","10304"<endrec>
"0","937228551","10305"<endrec>
"0","937228551","10306"<endrec>
"0","937228551","10308"<endrec>
"0","937228551","10315"<endrec>
"0","937228551","10324"<endrec>
"0","937228551","10325"<endrec>
"0","937228551","10326"<endrec>
"0","937228551","10327"<endrec>
"0","937228551","10334"<endrec>
"0","937228551","10344"<endrec>
"0","937228551","10364"<endrec>
"0","937228551","10370"<endrec>
"0","937228551","10371"<endrec>
"0","937228551","10372"<endrec>
"0","937228551","10384"<endrec>
"0","937228551","10385"<endrec>
"0","937228551","10386"<endrec>
"0","937228551","10387"<endrec>
"0","937228551","10388"<endrec>
"0","937228551","10405"<endrec>
"0","937228551","10406"<endrec>
"0","937228551","10407"<endrec>
"0","937228551","10408"<endrec>
"0","937228551","10409"<endrec>
"0","937228551","10414"<endrec>
"0","937228551","10416"<endrec>
"0","937228551","10417"<endrec>
"0","937228551","10418"<endrec>
"0","937228551","10420"<endrec>
"0","937228551","10421"<endrec>
"0","937228551","10422"<endrec>
"0","937228551","10424"<endrec>
"0","937228551","10436"<endrec>
"0","937228551","10445"<endrec>
"0","937228551","10446"<endrec>
"0","937228551","10447"<endrec>
"0","937228551","10448"<endrec>
"0","937228551","10449"<endrec>
"0","937228551","10450"<endrec>
"0","937228551","10451"<endrec>
"0","937228551","10454"<endrec>
"0","937228551","10455"<endrec>
"0","937228551","10456"<endrec>
"0","937228551","10465"<endrec>
"0","937228551","10466"<endrec>
"0","937228551","10467"<endrec>
"0","937228551","10468"<endrec>
"0","937228551","10469"<endrec>
"0","937228551","10470"<endrec>
"0","937228551","10472"<endrec>
"0","937228551","10478"<endrec>
"0","937228551","10479"<endrec>
"0","937228551","10484"<endrec>
"0","937228551","10495"<endrec>
"0","937228551","10504"<endrec>
"0","937228551","10505"<endrec>
"0","937228551","10525"<endrec>
"0","937228551","10526"<endrec>
"0","937228551","10527"<endrec>
"0","937228551","10528"<endrec>
"0","937228551","10529"<endrec>
"0","937228551","10534"<endrec>
"0","937228551","10544"<endrec>
"0","937228551","10557"<endrec>
"0","937228551","10565"<endrec>
"0","937228551","10575"<endrec>
"0","937228551","10577"<endrec>
"0","937228551","10585"<endrec>
"0","937228551","10587"<endrec>
"0","937228551","10588"<endrec>
"0","937228551","10591"<endrec>
"0","937228551","10592"<endrec>
"0","937228551","10593"<endrec>
"0","937228551","10594"<endrec>
"0","937228551","10614"<endrec>
"0","937229568","10293"<endrec>
"0","937229568","10616"<endrec>
"0","937229569","10293"<endrec>
"0","937229569","10616"<endrec>
"0","937229569","10619"<endrec>
"0","937229569","10622"<endrec>
"0","937229569","10630"<endrec>
"0","937229569","10633"<endrec>
"0","937229569","10636"<endrec>
"0","937229623","10354"<endrec>
"0","937229623","10414"<endrec>
"0","937229623","10415"<endrec>
"0","937229623","10416"<endrec>
"0","937229623","10417"<endrec>
"0","937229623","10418"<endrec>
"0","937229623","10419"<endrec>
"0","937229623","10420"<endrec>
"0","937229623","10421"<endrec>
"0","937229623","10424"<endrec>
"0","937229623","10434"<endrec>
"0","937229623","10436"<endrec>
"0","937229623","10455"<endrec>
"0","937229623","10470"<endrec>
"0","937229623","10471"<endrec>
"0","937229623","10472"<endrec>
"0","937229623","10478"<endrec>
"0","937229623","10479"<endrec>
"0","937229623","10480"<endrec>
"0","937229623","10522"<endrec>
"0","937229623","10523"<endrec>
"0","937229623","10524"<endrec>
"0","937229623","10528"<endrec>
"0","937229623","10529"<endrec>
"0","937229623","10537"<endrec>
"0","937229623","10556"<endrec>
"0","937229623","10586"<endrec>
"0","937229623","10590"<endrec>
"0","937229623","10591"<endrec>
"0","937229623","10592"<endrec>
"0","937229623","10596"<endrec>
"0","937229623","10597"<endrec>
"0","937229623","10645"<endrec>
"0","937229623","10646"<endrec>
"0","937229623","10647"<endrec>
"0","937229623","10648"<endrec>
"0","937229623","10649"<endrec>
"0","937229623","10650"<endrec>
"0","937229623","10651"<endrec>
"0","937229623","10652"<endrec>
"0","937229623","10653"<endrec>
"0","937229635","10007"<endrec>
"0","937229635","10008"<endrec>
"0","937229635","10010"<endrec>
"0","937229635","10011"<endrec>
"0","937229635","10012"<endrec>
"0","937229635","10013"<endrec>
"0","937229635","10014"<endrec>
"0","937229635","10015"<endrec>
"0","937229635","10018"<endrec>
"0","937229635","10022"<endrec>
"0","937229635","10031"<endrec>
"0","937229635","10040"<endrec>
"0","937229635","10041"<endrec>
"0","937229635","10044"<endrec>
"0","937229635","10045"<endrec>
"0","937229635","10049"<endrec>
"0","937229635","10050"<endrec>
"0","937229635","10051"<endrec>
"0","937229635","10052"<endrec>
"0","937229635","10053"<endrec>
"0","937229635","10054"<endrec>
"0","937229635","10055"<endrec>
"0","937229635","10056"<endrec>
"0","937229635","10057"<endrec>
"0","937229635","10058"<endrec>
"0","937229635","10059"<endrec>
"0","937229635","10060"<endrec>
"0","937229635","10068"<endrec>
"0","937229635","10074"<endrec>
"0","937229635","10075"<endrec>
"0","937229635","10076"<endrec>
"0","937229635","10077"<endrec>
"0","937229635","10078"<endrec>
"0","937229635","10082"<endrec>
"0","937229635","10083"<endrec>
"0","937229635","10084"<endrec>
"0","937229635","10089"<endrec>
"0","937229635","10094"<endrec>
"0","937229635","10106"<endrec>
"0","937229635","10111"<endrec>
"0","937229635","10114"<endrec>
"0","937229635","10138"<endrec>
"0","937229635","10154"<endrec>
"0","937229635","10155"<endrec>
"0","937229635","10158"<endrec>
"0","937229635","10161"<endrec>
"0","937229635","10162"<endrec>
"0","937229635","10163"<endrec>
"0","937229635","10164"<endrec>
"0","937229635","10165"<endrec>
"0","937229635","10166"<endrec>
"0","937229635","10174"<endrec>
"0","937229635","10194"<endrec>
"0","937229635","10195"<endrec>
"0","937229635","10196"<endrec>
"0","937229635","10224"<endrec>
"0","937229635","10225"<endrec>
"0","937229635","10234"<endrec>
"0","937229635","10244"<endrec>
"0","937229635","10246"<endrec>
"0","937229635","10247"<endrec>
"0","937229635","10248"<endrec>
"0","937229635","10255"<endrec>
"0","937229635","10274"<endrec>
"0","937229635","10275"<endrec>
"0","937229635","10277"<endrec>
"0","937229635","10284"<endrec>
"0","937229635","10285"<endrec>
"0","937229635","10286"<endrec>
"0","937229635","10288"<endrec>
"0","937229635","10290"<endrec>
"0","937229635","10291"<endrec>
"0","937229635","10295"<endrec>
"0","937229635","10296"<endrec>
"0","937229635","10302"<endrec>
"0","937229635","10303"<endrec>
"0","937229635","10304"<endrec>
"0","937229635","10305"<endrec>
"0","937229635","10306"<endrec>
"0","937229635","10308"<endrec>
"0","937229635","10315"<endrec>
"0","937229635","10324"<endrec>
"0","937229635","10325"<endrec>
"0","937229635","10326"<endrec>
"0","937229635","10327"<endrec>
"0","937229635","10334"<endrec>
"0","937229635","10344"<endrec>
"0","937229635","10364"<endrec>
"0","937229635","10370"<endrec>
"0","937229635","10371"<endrec>
"0","937229635","10372"<endrec>
"0","937229635","10384"<endrec>
"0","937229635","10385"<endrec>
"0","937229635","10386"<endrec>
"0","937229635","10387"<endrec>
"0","937229635","10388"<endrec>
"0","937229635","10405"<endrec>
"0","937229635","10406"<endrec>
"0","937229635","10407"<endrec>
"0","937229635","10408"<endrec>
"0","937229635","10409"<endrec>
"0","937229635","10414"<endrec>
"0","937229635","10416"<endrec>
"0","937229635","10417"<endrec>
"0","937229635","10418"<endrec>
"0","937229635","10420"<endrec>
"0","937229635","10421"<endrec>
"0","937229635","10422"<endrec>
"0","937229635","10424"<endrec>
"0","937229635","10436"<endrec>
"0","937229635","10445"<endrec>
"0","937229635","10446"<endrec>
"0","937229635","10447"<endrec>
"0","937229635","10448"<endrec>
"0","937229635","10449"<endrec>
"0","937229635","10450"<endrec>
"0","937229635","10451"<endrec>
"0","937229635","10454"<endrec>
"0","937229635","10455"<endrec>
"0","937229635","10456"<endrec>
"0","937229635","10465"<endrec>
"0","937229635","10466"<endrec>
"0","937229635","10467"<endrec>
"0","937229635","10468"<endrec>
"0","937229635","10469"<endrec>
"0","937229635","10470"<endrec>
"0","937229635","10472"<endrec>
"0","937229635","10478"<endrec>
"0","937229635","10479"<endrec>
"0","937229635","10484"<endrec>
"0","937229635","10495"<endrec>
"0","937229635","10504"<endrec>
"0","937229635","10505"<endrec>
"0","937229635","10525"<endrec>
"0","937229635","10526"<endrec>
"0","937229635","10527"<endrec>
"0","937229635","10528"<endrec>
"0","937229635","10529"<endrec>
"0","937229635","10534"<endrec>
"0","937229635","10544"<endrec>
"0","937229635","10557"<endrec>
"0","937229635","10565"<endrec>
"0","937229635","10575"<endrec>
"0","937229635","10577"<endrec>
"0","937229635","10585"<endrec>
"0","937229635","10587"<endrec>
"0","937229635","10588"<endrec>
"0","937229635","10591"<endrec>
"0","937229635","10592"<endrec>
"0","937229635","10593"<endrec>
"0","937229635","10594"<endrec>
"0","937229635","10614"<endrec>
"0","937229635","10654"<endrec>
"0","937229636","10010"<endrec>
"0","937229636","10011"<endrec>
"0","937229636","10016"<endrec>
"0","937229636","10017"<endrec>
"0","937229636","10019"<endrec>
"0","937229636","10020"<endrec>
"0","937229636","10021"<endrec>
"0","937229636","10022"<endrec>
"0","937229636","10024"<endrec>
"0","937229636","10025"<endrec>
"0","937229636","10026"<endrec>
"0","937229636","10038"<endrec>
"0","937229636","10039"<endrec>
"0","937229636","10042"<endrec>
"0","937229636","10043"<endrec>
"0","937229636","10061"<endrec>
"0","937229636","10064"<endrec>
"0","937229636","10065"<endrec>
"0","937229636","10066"<endrec>
"0","937229636","10068"<endrec>
"0","937229636","10091"<endrec>
"0","937229636","10092"<endrec>
"0","937229636","10129"<endrec>
"0","937229636","10130"<endrec>
"0","937229636","10131"<endrec>
"0","937229636","10134"<endrec>
"0","937229636","10135"<endrec>
"0","937229636","10136"<endrec>
"0","937229636","10143"<endrec>
"0","937229636","10152"<endrec>
"0","937229636","10159"<endrec>
"0","937229636","10160"<endrec>
"0","937229636","10173"<endrec>
"0","937229636","10192"<endrec>
"0","937229636","10204"<endrec>
"0","937229636","10214"<endrec>
"0","937229636","10215"<endrec>
"0","937229636","10245"<endrec>
"0","937229636","10246"<endrec>
"0","937229636","10249"<endrec>
"0","937229636","10254"<endrec>
"0","937229636","10264"<endrec>
"0","937229636","10275"<endrec>
"0","937229636","10293"<endrec>
"0","937229636","10296"<endrec>
"0","937229636","10297"<endrec>
"0","937229636","10300"<endrec>
"0","937229636","10307"<endrec>
"0","937229636","10345"<endrec>
"0","937229636","10365"<endrec>
"0","937229636","10366"<endrec>
"0","937229636","10367"<endrec>
"0","937229636","10368"<endrec>
"0","937229636","10369"<endrec>
"0","937229636","10372"<endrec>
"0","937229636","10386"<endrec>
"0","937229636","10387"<endrec>
"0","937229636","10388"<endrec>
"0","937229636","10394"<endrec>
"0","937229636","10404"<endrec>
"0","937229636","10406"<endrec>
"0","937229636","10407"<endrec>
"0","937229636","10410"<endrec>
"0","937229636","10411"<endrec>
"0","937229636","10422"<endrec>
"0","937229636","10423"<endrec>
"0","937229636","10424"<endrec>
"0","937229636","10425"<endrec>
"0","937229636","10435"<endrec>
"0","937229636","10436"<endrec>
"0","937229636","10445"<endrec>
"0","937229636","10454"<endrec>
"0","937229636","10457"<endrec>
"0","937229636","10458"<endrec>
"0","937229636","10459"<endrec>
"0","937229636","10460"<endrec>
"0","937229636","10464"<endrec>
"0","937229636","10467"<endrec>
"0","937229636","10468"<endrec>
"0","937229636","10469"<endrec>
"0","937229636","10471"<endrec>
"0","937229636","10475"<endrec>
"0","937229636","10476"<endrec>
"0","937229636","10477"<endrec>
"0","937229636","10480"<endrec>
"0","937229636","10484"<endrec>
"0","937229636","10494"<endrec>
"0","937229636","10495"<endrec>
"0","937229636","10505"<endrec>
"0","937229636","10522"<endrec>
"0","937229636","10523"<endrec>
"0","937229636","10524"<endrec>
"0","937229636","10528"<endrec>
"0","937229636","10535"<endrec>
"0","937229636","10536"<endrec>
"0","937229636","10537"<endrec>
"0","937229636","10544"<endrec>
"0","937229636","10558"<endrec>
"0","937229636","10564"<endrec>
"0","937229636","10574"<endrec>
"0","937229636","10577"<endrec>
"0","937229636","10586"<endrec>
"0","937229636","10589"<endrec>
"0","937229636","10590"<endrec>
"0","937229636","10591"<endrec>
"0","937229636","10592"<endrec>
"0","937229636","10593"<endrec>
"0","937229636","10594"<endrec>
"0","937229636","10596"<endrec>
"0","937229636","10597"<endrec>
"0","937229636","10604"<endrec>
"0","937229636","10654"<endrec>
"0","937229637","10016"<endrec>
"0","937229637","10017"<endrec>
"0","937229637","10019"<endrec>
"0","937229637","10020"<endrec>
"0","937229637","10021"<endrec>
"0","937229637","10024"<endrec>
"0","937229637","10025"<endrec>
"0","937229637","10026"<endrec>
"0","937229637","10038"<endrec>
"0","937229637","10039"<endrec>
"0","937229637","10042"<endrec>
"0","937229637","10043"<endrec>
"0","937229637","10065"<endrec>
"0","937229637","10066"<endrec>
"0","937229637","10068"<endrec>
"0","937229637","10091"<endrec>
"0","937229637","10092"<endrec>
"0","937229637","10129"<endrec>
"0","937229637","10130"<endrec>
"0","937229637","10131"<endrec>
"0","937229637","10134"<endrec>
"0","937229637","10135"<endrec>
"0","937229637","10136"<endrec>
"0","937229637","10152"<endrec>
"0","937229637","10159"<endrec>
"0","937229637","10160"<endrec>
"0","937229637","10173"<endrec>
"0","937229637","10192"<endrec>
"0","937229637","10586"<endrec>
"0","937229637","10654"<endrec>
"0","937229638","10016"<endrec>
"0","937229638","10017"<endrec>
"0","937229638","10019"<endrec>
"0","937229638","10020"<endrec>
"0","937229638","10021"<endrec>
"0","937229638","10024"<endrec>
"0","937229638","10066"<endrec>
"0","937229638","10091"<endrec>
"0","937229638","10204"<endrec>
"0","937229638","10215"<endrec>
"0","937229638","10245"<endrec>
"0","937229638","10249"<endrec>
"0","937229638","10254"<endrec>
"0","937229638","10297"<endrec>
"0","937229638","10436"<endrec>
"0","937229638","10454"<endrec>
"0","937229638","10464"<endrec>
"0","937229638","10467"<endrec>
"0","937229638","10468"<endrec>
"0","937229638","10469"<endrec>
"0","937229638","10476"<endrec>
"0","937229638","10477"<endrec>
"0","937229638","10484"<endrec>
"0","937229638","10505"<endrec>
"0","937229638","10522"<endrec>
"0","937229638","10523"<endrec>
"0","937229638","10524"<endrec>
"0","937229638","10535"<endrec>
"0","937229638","10536"<endrec>
"0","937229638","10558"<endrec>
"0","937229638","10577"<endrec>
"0","937229638","10589"<endrec>
"0","937229638","10593"<endrec>
"0","937229638","10604"<endrec>
"0","937229638","10654"<endrec>
"0","937229651","10010"<endrec>
"0","937229651","10011"<endrec>
"0","937229651","10016"<endrec>
"0","937229651","10017"<endrec>
"0","937229651","10019"<endrec>
"0","937229651","10020"<endrec>
"0","937229651","10021"<endrec>
"0","937229651","10022"<endrec>
"0","937229651","10024"<endrec>
"0","937229651","10025"<endrec>
"0","937229651","10026"<endrec>
"0","937229651","10038"<endrec>
"0","937229651","10039"<endrec>
"0","937229651","10042"<endrec>
"0","937229651","10043"<endrec>
"0","937229651","10061"<endrec>
"0","937229651","10064"<endrec>
"0","937229651","10065"<endrec>
"0","937229651","10066"<endrec>
"0","937229651","10068"<endrec>
"0","937229651","10091"<endrec>
"0","937229651","10092"<endrec>
"0","937229651","10129"<endrec>
"0","937229651","10130"<endrec>
"0","937229651","10131"<endrec>
"0","937229651","10134"<endrec>
"0","937229651","10135"<endrec>
"0","937229651","10136"<endrec>
"0","937229651","10143"<endrec>
"0","937229651","10152"<endrec>
"0","937229651","10159"<endrec>
"0","937229651","10160"<endrec>
"0","937229651","10173"<endrec>
"0","937229651","10192"<endrec>
"0","937229651","10204"<endrec>
"0","937229651","10214"<endrec>
"0","937229651","10215"<endrec>
"0","937229651","10245"<endrec>
"0","937229651","10246"<endrec>
"0","937229651","10249"<endrec>
"0","937229651","10254"<endrec>
"0","937229651","10264"<endrec>
"0","937229651","10275"<endrec>
"0","937229651","10293"<endrec>
"0","937229651","10296"<endrec>
"0","937229651","10297"<endrec>
"0","937229651","10300"<endrec>
"0","937229651","10307"<endrec>
"0","937229651","10345"<endrec>
"0","937229651","10365"<endrec>
"0","937229651","10366"<endrec>
"0","937229651","10367"<endrec>
"0","937229651","10368"<endrec>
"0","937229651","10369"<endrec>
"0","937229651","10372"<endrec>
"0","937229651","10386"<endrec>
"0","937229651","10387"<endrec>
"0","937229651","10388"<endrec>
"0","937229651","10394"<endrec>
"0","937229651","10404"<endrec>
"0","937229651","10406"<endrec>
"0","937229651","10407"<endrec>
"0","937229651","10410"<endrec>
"0","937229651","10411"<endrec>
"0","937229651","10422"<endrec>
"0","937229651","10423"<endrec>
"0","937229651","10424"<endrec>
"0","937229651","10425"<endrec>
"0","937229651","10435"<endrec>
"0","937229651","10436"<endrec>
"0","937229651","10445"<endrec>
"0","937229651","10454"<endrec>
"0","937229651","10457"<endrec>
"0","937229651","10458"<endrec>
"0","937229651","10459"<endrec>
"0","937229651","10460"<endrec>
"0","937229651","10464"<endrec>
"0","937229651","10467"<endrec>
"0","937229651","10468"<endrec>
"0","937229651","10469"<endrec>
"0","937229651","10471"<endrec>
"0","937229651","10475"<endrec>
"0","937229651","10476"<endrec>
"0","937229651","10477"<endrec>
"0","937229651","10480"<endrec>
"0","937229651","10484"<endrec>
"0","937229651","10494"<endrec>
"0","937229651","10495"<endrec>
"0","937229651","10505"<endrec>
"0","937229651","10522"<endrec>
"0","937229651","10523"<endrec>
"0","937229651","10524"<endrec>
"0","937229651","10528"<endrec>
"0","937229651","10535"<endrec>
"0","937229651","10536"<endrec>
"0","937229651","10537"<endrec>
"0","937229651","10544"<endrec>
"0","937229651","10558"<endrec>
"0","937229651","10564"<endrec>
"0","937229651","10574"<endrec>
"0","937229651","10577"<endrec>
"0","937229651","10586"<endrec>
"0","937229651","10589"<endrec>
"0","937229651","10590"<endrec>
"0","937229651","10591"<endrec>
"0","937229651","10592"<endrec>
"0","937229651","10593"<endrec>
"0","937229651","10594"<endrec>
"0","937229651","10596"<endrec>
"0","937229651","10597"<endrec>
"0","937229651","10604"<endrec>
"0","937229651","10654"<endrec>
"0","937229651","10655"<endrec>
"0","937229652","10016"<endrec>
"0","937229652","10017"<endrec>
"0","937229652","10019"<endrec>
"0","937229652","10020"<endrec>
"0","937229652","10021"<endrec>
"0","937229652","10024"<endrec>
"0","937229652","10066"<endrec>
"0","937229652","10091"<endrec>
"0","937229652","10204"<endrec>
"0","937229652","10215"<endrec>
"0","937229652","10245"<endrec>
"0","937229652","10249"<endrec>
"0","937229652","10254"<endrec>
"0","937229652","10297"<endrec>
"0","937229652","10436"<endrec>
"0","937229652","10454"<endrec>
"0","937229652","10464"<endrec>
"0","937229652","10467"<endrec>
"0","937229652","10468"<endrec>
"0","937229652","10469"<endrec>
"0","937229652","10476"<endrec>
"0","937229652","10477"<endrec>
"0","937229652","10484"<endrec>
"0","937229652","10505"<endrec>
"0","937229652","10522"<endrec>
"0","937229652","10523"<endrec>
"0","937229652","10524"<endrec>
"0","937229652","10535"<endrec>
"0","937229652","10536"<endrec>
"0","937229652","10558"<endrec>
"0","937229652","10577"<endrec>
"0","937229652","10589"<endrec>
"0","937229652","10593"<endrec>
"0","937229652","10604"<endrec>
"0","937229652","10654"<endrec>
"0","937229652","10655"<endrec>
"0","937229653","10066"<endrec>
"0","937229653","10153"<endrec>
"0","937229653","10204"<endrec>
"0","937229653","10655"<endrec>
"0","937229654","10011"<endrec>
"0","937229654","10016"<endrec>
"0","937229654","10017"<endrec>
"0","937229654","10019"<endrec>
"0","937229654","10020"<endrec>
"0","937229654","10021"<endrec>
"0","937229654","10022"<endrec>
"0","937229654","10023"<endrec>
"0","937229654","10043"<endrec>
"0","937229654","10064"<endrec>
"0","937229654","10066"<endrec>
"0","937229654","10092"<endrec>
"0","937229654","10204"<endrec>
"0","937229654","10214"<endrec>
"0","937229654","10245"<endrec>
"0","937229654","10264"<endrec>
"0","937229654","10296"<endrec>
"0","937229654","10300"<endrec>
"0","937229654","10309"<endrec>
"0","937229654","10345"<endrec>
"0","937229654","10365"<endrec>
"0","937229654","10369"<endrec>
"0","937229654","10372"<endrec>
"0","937229654","10406"<endrec>
"0","937229654","10436"<endrec>
"0","937229654","10454"<endrec>
"0","937229654","10467"<endrec>
"0","937229654","10468"<endrec>
"0","937229654","10469"<endrec>
"0","937229654","10476"<endrec>
"0","937229654","10495"<endrec>
"0","937229654","10505"<endrec>
"0","937229654","10522"<endrec>
"0","937229654","10523"<endrec>
"0","937229654","10524"<endrec>
"0","937229654","10535"<endrec>
"0","937229654","10655"<endrec>
"0","937229666","10614"<endrec>
"0","937229666","10617"<endrec>
"0","937229666","10620"<endrec>
"0","937229666","10623"<endrec>
"0","937229666","10624"<endrec>
"0","937229666","10625"<endrec>
"0","937229666","10628"<endrec>
"0","937229666","10631"<endrec>
"0","937229666","10634"<endrec>
"0","937229666","10656"<endrec>
"0","937229668","10615"<endrec>
"0","937229668","10618"<endrec>
"0","937229668","10621"<endrec>
"0","937229668","10626"<endrec>
"0","937229668","10629"<endrec>
"0","937229668","10632"<endrec>
"0","937229668","10635"<endrec>
"0","937229668","10637"<endrec>
"0","937229668","10638"<endrec>
"0","937229668","10656"<endrec>
"0","937229669","10616"<endrec>
"0","937229669","10619"<endrec>
"0","937229669","10622"<endrec>
"0","937229669","10623"<endrec>
"0","937229669","10624"<endrec>
"0","937229669","10625"<endrec>
"0","937229669","10626"<endrec>
"0","937229669","10627"<endrec>
"0","937229669","10630"<endrec>
"0","937229669","10633"<endrec>
