IS_DEFAULT,LOAD_DATA_TS,MAX_NUM_ALLOWED,MIN_NUM_REQUIRED,PRODUCT_UNIQUE_ID,ROLE_ID                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      <endrec>
"0","","3","1","937460420","500000000000011803"<endrec>
"0","","5","2","937460420","500000000000011902"<endrec>
"1","","2","1","937461458","500000000000011802"<endrec>
"0","","3","1","937461458","500000000000011803"<endrec>
"0","","5","2","937461458","500000000000011902"<endrec>
"1","","2","1","937461476","500000000000011802"<endrec>
"0","","3","0","937461476","500000000000011803"<endrec>
"0","","5","0","937461476","500000000000011902"<endrec>
"0","","10","10","937461484","500000000000011802"<endrec>
"0","","10","10","937461484","500000000000011803"<endrec>
"1","","10","10","937461484","500000000000011902"<endrec>
"1","","2","1","937461499","500000000000011802"<endrec>
"0","","3","0","937461499","500000000000011803"<endrec>
"0","","5","0","937461499","500000000000011902"<endrec>
"1","","2","1","937461509","500000000000011802"<endrec>
"0","","3","0","937461509","500000000000011803"<endrec>
"0","","5","0","937461509","500000000000011902"<endrec>
"1","","2","1","937462443","500000000000011802"<endrec>
"0","","3","0","937462443","500000000000011803"<endrec>
"0","","5","0","937462443","500000000000011902"<endrec>
"1","","2","1","937464403","500000000000011802"<endrec>
"0","","3","0","937464403","500000000000011803"<endrec>
"0","","5","0","937464403","500000000000011902"<endrec>
"1","","2","1","937465443","500000000000011802"<endrec>
"0","","3","0","937465443","500000000000011803"<endrec>
"0","","5","3","937465443","500000000000011902"<endrec>
"1","","2","1","937465493","500000000000011802"<endrec>
"0","","3","0","937465493","500000000000011803"<endrec>
"0","","5","1","937465493","500000000000011902"<endrec>
"1","","4","1","937466606","500000000000011802"<endrec>
"0","","3","0","937466606","500000000000011803"<endrec>
"0","","5","1","937466606","500000000000011902"<endrec>
"1","","4","1","937467550","500000000000011802"<endrec>
"0","","3","0","937467550","500000000000011803"<endrec>
"0","","5","0","937467550","500000000000011902"<endrec>
"1","","4","1","937468663","500000000000011802"<endrec>
"0","","3","0","937468663","500000000000011803"<endrec>
"0","","5","0","937468663","500000000000011902"<endrec>
"1","","4","1","937468715","500000000000011802"<endrec>
"0","","3","0","937468715","500000000000011803"<endrec>
"0","","5","0","937468715","500000000000011902"<endrec>
"1","","4","1","937470787","500000000000011802"<endrec>
"0","","3","0","937470787","500000000000011803"<endrec>
"0","","5","0","937470787","500000000000011902"<endrec>
"1","","10","1","937474589","500000000000011802"<endrec>
"0","","10","0","937474589","500000000000011803"<endrec>
"0","","10","1","937474589","500000000000011902"<endrec>
"1","","4","1","937474590","500000000000011802"<endrec>
"0","","3","0","937474590","500000000000011803"<endrec>
"0","","5","0","937474590","500000000000011902"<endrec>
"1","","4","1","937474594","500000000000011802"<endrec>
"0","","3","0","937474594","500000000000011803"<endrec>
"0","","5","0","937474594","500000000000011902"<endrec>
"1","","4","1","937474621","500000000000011802"<endrec>
"0","","3","1","937474621","500000000000011803"<endrec>
"0","","5","1","937474621","500000000000011902"<endrec>
"1","","4","1","937475609","500000000000011802"<endrec>
"0","","3","0","937475609","500000000000011803"<endrec>
"0","","5","0","937475609","500000000000011902"<endrec>
"1","","4","1","937475622","500000000000011802"<endrec>
"0","","3","0","937475622","500000000000011803"<endrec>
"1","","5","1","937475622","500000000000011902"<endrec>
"1","","4","1","937476538","500000000000011802"<endrec>
"0","","3","0","937476538","500000000000011803"<endrec>
"0","","5","1","937476538","500000000000011902"<endrec>
"1","","4","1","937476556","500000000000011802"<endrec>
"0","","3","0","937476556","500000000000011803"<endrec>
"0","","5","1","937476556","500000000000011902"<endrec>
"1","","3","1","937483540","500000000000011802"<endrec>
"1","","4","1","937483540","500000000000011803"<endrec>
"1","","4","1","937483540","500000000000011902"<endrec>
"1","","4","1","937484596","500000000000011802"<endrec>
"0","","3","0","937484596","500000000000011803"<endrec>
"0","","5","0","937484596","500000000000011902"<endrec>
"1","","4","1","937486657","500000000000011802"<endrec>
"0","","3","0","937486657","500000000000011803"<endrec>
"0","","5","0","937486657","500000000000011902"<endrec>
"1","","4","1","937487628","500000000000011802"<endrec>
"0","","3","2","937487628","500000000000011803"<endrec>
"0","","5","0","937487628","500000000000011902"<endrec>
"1","","4","1","937488629","500000000000011802"<endrec>
"0","","3","2","937488629","500000000000011803"<endrec>
"0","","5","0","937488629","500000000000011902"<endrec>
"1","","10","1","937489601","500000000000011802"<endrec>
"0","","10","1","937489601","500000000000011902"<endrec>
"1","","4","1","937489610","500000000000011802"<endrec>
"0","","3","2","937489610","500000000000011803"<endrec>
"0","","5","0","937489610","500000000000011902"<endrec>
"1","","4","1","937489617","500000000000011802"<endrec>
"1","","3","1","937489617","500000000000011803"<endrec>
"0","","5","0","937489617","500000000000011902"<endrec>
"1","","4","1","937489618","500000000000011802"<endrec>
"1","","3","1","937489618","500000000000011803"<endrec>
"0","","5","0","937489618","500000000000011902"<endrec>
"1","","4","1","937489622","500000000000011802"<endrec>
"1","","3","1","937489622","500000000000011803"<endrec>
"0","","5","1","937489622","500000000000011902"<endrec>
"1","","4","1","937492604","500000000000011802"<endrec>
"1","","3","1","937492604","500000000000011803"<endrec>
"0","","5","0","937492604","500000000000011902"<endrec>
"1","","4","1","937492605","500000000000011802"<endrec>
"1","","3","1","937492605","500000000000011803"<endrec>
"0","","5","0","937492605","500000000000011902"<endrec>
"1","","4","1","937492611","500000000000011802"<endrec>
"1","","3","1","937492611","500000000000011803"<endrec>
"0","","5","0","937492611","500000000000011902"<endrec>
"1","","4","1","937495594","500000000000011802"<endrec>
"1","","3","1","937495594","500000000000011803"<endrec>
"0","","5","2","937495594","500000000000011902"<endrec>
"1","","4","1","937495602","500000000000011802"<endrec>
"1","","3","1","937495602","500000000000011803"<endrec>
"0","","5","2","937495602","500000000000011902"<endrec>
"1","","4","1","937495603","500000000000011802"<endrec>
"1","","3","1","937495603","500000000000011803"<endrec>
"0","","5","2","937495603","500000000000011902"<endrec>
"1","","4","1","937495610","500000000000011802"<endrec>
"1","","3","1","937495610","500000000000011803"<endrec>
"0","","5","2","937495610","500000000000011902"<endrec>
"1","","4","1","937496686","500000000000011802"<endrec>
"1","","3","1","937496686","500000000000011803"<endrec>
"0","","5","2","937496686","500000000000011902"<endrec>
"1","","4","1","937496690","500000000000011802"<endrec>
"1","","3","1","937496690","500000000000011803"<endrec>
"0","","5","2","937496690","500000000000011902"<endrec>
"1","","4","1","937496744","500000000000011802"<endrec>
"1","","3","1","937496744","500000000000011803"<endrec>
"0","","5","2","937496744","500000000000011902"<endrec>
"1","","4","1","937497721","500000000000011802"<endrec>
"1","","3","1","937497721","500000000000011803"<endrec>
"0","","5","2","937497721","500000000000011902"<endrec>
"1","","4","1","937497723","500000000000011802"<endrec>
"1","","3","1","937497723","500000000000011803"<endrec>
"0","","5","2","937497723","500000000000011902"<endrec>
"1","","4","1","937498729","500000000000011802"<endrec>
"1","","3","1","937498729","500000000000011803"<endrec>
"0","","5","2","937498729","500000000000011902"<endrec>
"1","","4","1","937498735","500000000000011802"<endrec>
"1","","3","1","937498735","500000000000011803"<endrec>
"0","","5","0","937498735","500000000000011902"<endrec>
"1","","4","1","937498757","500000000000011802"<endrec>
"1","","3","1","937498757","500000000000011803"<endrec>
"0","","5","1","937498757","500000000000011902"<endrec>
"1","","4","1","937498802","500000000000011802"<endrec>
"1","","3","1","937498802","500000000000011803"<endrec>
"0","","5","1","937498802","500000000000011902"<endrec>
"1","","4","1","937509778","500000000000011802"<endrec>
"1","","3","1","937509778","500000000000011803"<endrec>
"0","","5","2","937509778","500000000000011902"<endrec>
"1","","4","1","937509884","500000000000011802"<endrec>
"1","","1","1","937509884","500000000000011803"<endrec>
"0","","5","2","937509884","500000000000011902"<endrec>
"1","","10","1","937509941","500000000000011802"<endrec>
"0","","10","1","937509941","500000000000011902"<endrec>
"1","","4","1","937509943","500000000000011802"<endrec>
"1","","1","1","937509943","500000000000011803"<endrec>
"0","","5","2","937509943","500000000000011902"<endrec>
"1","","5","1","937510023","500000000000011802"<endrec>
"1","","1","0","937510023","500000000000011803"<endrec>
"0","","5","0","937510023","500000000000011902"<endrec>
"1","","4","1","937510025","500000000000011802"<endrec>
"0","","1","0","937510025","500000000000011803"<endrec>
"0","","5","2","937510025","500000000000011902"<endrec>
"1","","5","1","937510027","500000000000011802"<endrec>
"0","","1","0","937510027","500000000000011803"<endrec>
"0","","5","0","937510027","500000000000011902"<endrec>
"1","","4","1","937510028","500000000000011802"<endrec>
"1","","1","1","937510028","500000000000011803"<endrec>
"0","","5","2","937510028","500000000000011902"<endrec>
"1","","4","1","937510035","500000000000011802"<endrec>
"1","","5","1","937510035","500000000000011803"<endrec>
"0","","5","2","937510035","500000000000011902"<endrec>
"1","","10","1","937510036","500000000000011802"<endrec>
"0","","1","0","937510036","500000000000011803"<endrec>
"0","","10","1","937510036","500000000000011902"<endrec>
"1","","4","1","937510055","500000000000011802"<endrec>
"1","","5","1","937510055","500000000000011803"<endrec>
"0","","5","1","937510055","500000000000011902"<endrec>
"1","","5","1","937510289","500000000000011802"<endrec>
"0","","5","0","937510289","500000000000011803"<endrec>
"0","","5","1","937510289","500000000000011902"<endrec>
"1","","4","1","937510303","500000000000011802"<endrec>
"1","","1","1","937510303","500000000000011803"<endrec>
"0","","5","1","937510303","500000000000011902"<endrec>
"1","","4","1","937510313","500000000000011802"<endrec>
"1","","1","1","937510313","500000000000011803"<endrec>
"0","","5","1","937510313","500000000000011902"<endrec>
"1","","10","1","937510314","500000000000011802"<endrec>
"0","","1","0","937510314","500000000000011803"<endrec>
"0","","10","1","937510314","500000000000011902"<endrec>
"1","","4","1","937510317","500000000000011802"<endrec>
"1","","1","1","937510317","500000000000011803"<endrec>
"0","","5","1","937510317","500000000000011902"<endrec>
"1","","10","1","937510319","500000000000011802"<endrec>
"0","","1","0","937510319","500000000000011803"<endrec>
"0","","10","1","937510319","500000000000011902"<endrec>
"1","","10","1","937510381","500000000000011802"<endrec>
"0","","20","2","937510381","500000000000011902"<endrec>
"1","","4","1","937510472","500000000000011802"<endrec>
"1","","1","1","937510472","500000000000011803"<endrec>
"0","","5","1","937510472","500000000000011902"<endrec>
"1","","4","1","937510473","500000000000011802"<endrec>
"1","","5","2","937510473","500000000000011803"<endrec>
"0","","5","1","937510473","500000000000011902"<endrec>
"1","","10","1","937511725","500000000000011802"<endrec>
"0","","1","0","937511725","500000000000011803"<endrec>
"0","","10","2","937511725","500000000000011902"<endrec>
"1","","10","1","937512741","500000000000011802"<endrec>
"0","","10","1","937512741","500000000000011902"<endrec>
"1","","1","1","937512769","500000000000011802"<endrec>
"1","","4","1","937512813","500000000000011802"<endrec>
"1","","1","1","937512813","500000000000011803"<endrec>
"0","","5","1","937512813","500000000000011902"<endrec>
"1","","4","1","937512814","500000000000011802"<endrec>
"1","","5","2","937512814","500000000000011803"<endrec>
"0","","5","1","937512814","500000000000011902"<endrec>
"1","","10","1","937512822","500000000000011802"<endrec>
"0","","10","1","937512822","500000000000011902"<endrec>
"1","","4","1","937512832","500000000000011802"<endrec>
"0","","5","1","937512832","500000000000011803"<endrec>
"0","","5","1","937512832","500000000000011902"<endrec>
"1","","10","1","937512833","500000000000011802"<endrec>
"0","","1","1","937512833","500000000000011803"<endrec>
"0","","10","1","937512833","500000000000011902"<endrec>
"1","","4","1","937512836","500000000000011802"<endrec>
"0","","5","1","937512836","500000000000011803"<endrec>
"0","","5","2","937512836","500000000000011902"<endrec>
"1","","4","1","937512837","500000000000011802"<endrec>
"0","","5","1","937512837","500000000000011803"<endrec>
"0","","5","1","937512837","500000000000011902"<endrec>
"1","","4","1","937512899","500000000000011802"<endrec>
"0","","5","1","937512899","500000000000011803"<endrec>
"0","","5","1","937512899","500000000000011902"<endrec>
"1","","1","1","937512913","500000000000011802"<endrec>
"0","","1","1","937512913","500000000000011803"<endrec>
"0","","1","1","937512913","500000000000011902"<endrec>
"1","","10","1","937513781","500000000000011802"<endrec>
"0","","10","1","937513781","500000000000011902"<endrec>
"1","","4","1","937514739","500000000000011802"<endrec>
"0","","5","1","937514739","500000000000011803"<endrec>
"0","","3","1","937514739","500000000000011902"<endrec>
"1","","1","1","937514762","500000000000011802"<endrec>
"0","","5","1","937514762","500000000000011803"<endrec>
"0","","3","1","937514762","500000000000011902"<endrec>
"1","","1","1","937514806","500000000000011802"<endrec>
"0","","1","1","937514806","500000000000011803"<endrec>
"0","","3","1","937514806","500000000000011902"<endrec>
"1","","1","1","937514807","500000000000011802"<endrec>
"0","","5","2","937514807","500000000000011803"<endrec>
"0","","3","1","937514807","500000000000011902"<endrec>
"1","","1","1","937514914","500000000000011802"<endrec>
"0","","5","2","937514914","500000000000011803"<endrec>
"0","","3","1","937514914","500000000000011902"<endrec>
"1","","1","1","937515825","500000000000011802"<endrec>
"0","","5","1","937515825","500000000000011803"<endrec>
"0","","3","1","937515825","500000000000011902"<endrec>
"1","","1","1","937515934","500000000000011802"<endrec>
"0","","5","1","937515934","500000000000011803"<endrec>
"0","","3","2","937515934","500000000000011902"<endrec>
"1","","1","1","937515964","500000000000011802"<endrec>
"0","","5","2","937515964","500000000000011803"<endrec>
"0","","3","2","937515964","500000000000011902"<endrec>
"1","","50","2","937517726","500000000000011902"<endrec>
"1","","10","2","937517727","500000000000011802"<endrec>
"1","","1","1","937522748","500000000000011802"<endrec>
"0","","1","0","937522748","500000000000011803"<endrec>
"0","","3","0","937522748","500000000000011902"<endrec>
"1","","1","1","937526745","500000000000011802"<endrec>
"0","","5","1","937526745","500000000000011803"<endrec>
"1","","1","1","937526745","500000000000011902"<endrec>
"1","","1","1","937526748","500000000000011802"<endrec>
"0","","5","1","937526748","500000000000011803"<endrec>
"0","","1","1","937526748","500000000000011902"<endrec>
"1","","4","1","937529758","500000000000011802"<endrec>
"0","","5","1","937529758","500000000000011803"<endrec>
"0","","3","2","937529758","500000000000011902"<endrec>
"1","","10","1","937531729","500000000000011802"<endrec>
"0","","20","2","937531729","500000000000011902"<endrec>
"0","","3","0","937531730","500000000000011802"<endrec>
"0","","3","0","937531730","500000000000011803"<endrec>
"1","","10","2","937531730","500000000000011902"<endrec>
"1","","4","1","937532928","500000000000011802"<endrec>
"0","","1","1","937532928","500000000000011803"<endrec>
"0","","3","2","937532928","500000000000011902"<endrec>
"1","","4","1","937532931","500000000000011802"<endrec>
"0","","5","2","937532931","500000000000011803"<endrec>
"0","","3","2","937532931","500000000000011902"<endrec>
"1","","4","1","937533740","500000000000011802"<endrec>
"0","","5","1","937533740","500000000000011803"<endrec>
"0","","3","0","937533740","500000000000011902"<endrec>
"1","","4","1","937533820","500000000000011802"<endrec>
"1","","5","1","937533820","500000000000011803"<endrec>
"1","","3","0","937533820","500000000000011902"<endrec>
"1","","10","1","937533834","500000000000011802"<endrec>
"0","","10","1","937533834","500000000000011902"<endrec>
"1","","4","1","937535794","500000000000011802"<endrec>
"1","","5","1","937535794","500000000000011803"<endrec>
"1","","3","1","937535794","500000000000011902"<endrec>
"1","","4","1","937535798","500000000000011802"<endrec>
"1","","5","1","937535798","500000000000011803"<endrec>
"1","","3","1","937535798","500000000000011902"<endrec>
"1","","2","1","937535846","500000000000011802"<endrec>
"0","","4","1","937535846","500000000000011803"<endrec>
"1","","2","1","937535846","500000000000011902"<endrec>
"1","","10","1","937536725","500000000000011802"<endrec>
"1","","20","2","937536725","500000000000011902"<endrec>
"1","","3","0","937536726","500000000000011802"<endrec>
"1","","3","0","937536726","500000000000011803"<endrec>
"1","","10","2","937536726","500000000000011902"<endrec>
"1","","10","1","937536727","500000000000011802"<endrec>
"1","","20","2","937536727","500000000000011902"<endrec>
"1","","10","1","937536728","500000000000011802"<endrec>
"1","","20","1","937536728","500000000000011902"<endrec>
"1","","10","1","937536729","500000000000011802"<endrec>
"1","","10","1","937536729","500000000000011902"<endrec>
"1","","5","1","937536730","500000000000011802"<endrec>
"1","","5","0","937536730","500000000000011803"<endrec>
"1","","5","1","937536730","500000000000011902"<endrec>
"1","","5","1","937536731","500000000000011802"<endrec>
"1","","5","0","937536731","500000000000011803"<endrec>
"1","","5","1","937536731","500000000000011902"<endrec>
"1","","5","1","937536732","500000000000011802"<endrec>
"1","","5","0","937536732","500000000000011803"<endrec>
"1","","5","1","937536732","500000000000011902"<endrec>
"1","","10","1","937536733","500000000000011802"<endrec>
"1","","20","1","937536733","500000000000011902"<endrec>
"1","","2","1","937536734","500000000000011802"<endrec>
"1","","4","1","937536734","500000000000011803"<endrec>
"1","","2","1","937536734","500000000000011902"<endrec>
"1","","10","10","937536735","500000000000011802"<endrec>
"1","","10","10","937536735","500000000000011803"<endrec>
"1","","10","10","937536735","500000000000011902"<endrec>
"1","","1","1","937536736","500000000000011802"<endrec>
"1","","1","1","937536736","500000000000011803"<endrec>
"1","","1","1","937536736","500000000000011902"<endrec>
"1","","4","1","937536741","500000000000011802"<endrec>
"1","","5","1","937536741","500000000000011803"<endrec>
"1","","1","1","937536741","500000000000011902"<endrec>
"1","","50","1","937539791","500000000000011902"<endrec>
"1","","10","1","937539792","500000000000011802"<endrec>
"1","","20","1","937539792","500000000000011902"<endrec>
"1","","10","1","937539793","500000000000011802"<endrec>
"1","","20","1","937539793","500000000000011902"<endrec>
"1","","4","1","937539794","500000000000011802"<endrec>
"1","","5","1","937539794","500000000000011803"<endrec>
"1","","4","1","937539795","500000000000011802"<endrec>
"1","","5","1","937539795","500000000000011803"<endrec>
"1","","10","1","937539881","500000000000011802"<endrec>
"0","","10","1","937539881","500000000000011902"<endrec>
"1","","4","1","937539966","500000000000011802"<endrec>
"1","","5","1","937539966","500000000000011803"<endrec>
"1","","2","2","937539966","500000000000011902"<endrec>
"1","","4","1","937540737","500000000000011802"<endrec>
"1","","5","1","937540737","500000000000011803"<endrec>
"1","","1","1","937540737","500000000000011902"<endrec>
"1","","4","1","937542729","500000000000011802"<endrec>
"1","","5","1","937542729","500000000000011803"<endrec>
"1","","3","1","937542729","500000000000011902"<endrec>
"1","","4","1","937542736","500000000000011802"<endrec>
"1","","5","1","937542736","500000000000011803"<endrec>
"1","","3","2","937542736","500000000000011902"<endrec>
"1","","4","1","937542745","500000000000011802"<endrec>
"1","","5","1","937542745","500000000000011803"<endrec>
"1","","3","2","937542745","500000000000011902"<endrec>
"1","","4","1","937544804","500000000000011802"<endrec>
"1","","5","1","937544804","500000000000011803"<endrec>
"1","","3","2","937544804","500000000000011902"<endrec>
"0","","2","1","937544804","500000000000016102"<endrec>
"1","","1","1","937544808","500000000000011802"<endrec>
"0","","6","3","937544808","500000000000011803"<endrec>
"0","","2","1","937544808","500000000000011902"<endrec>
"1","","4","1","937544809","500000000000011802"<endrec>
"1","","5","1","937544809","500000000000011803"<endrec>
"1","","3","2","937544809","500000000000011902"<endrec>
"1","","4","1","937544813","500000000000011802"<endrec>
"1","","5","1","937544813","500000000000011803"<endrec>
"1","","3","2","937544813","500000000000011902"<endrec>
"1","","4","1","937544816","500000000000011802"<endrec>
"1","","5","1","937544816","500000000000011803"<endrec>
"1","","4","2","937544816","500000000000011902"<endrec>
"1","","4","1","937544819","500000000000011802"<endrec>
"1","","5","1","937544819","500000000000011803"<endrec>
"1","","4","2","937544819","500000000000011902"<endrec>
"1","","4","1","937544827","500000000000011802"<endrec>
"1","","5","1","937544827","500000000000011803"<endrec>
"1","","4","2","937544827","500000000000011902"<endrec>
"1","","4","1","937544832","500000000000011802"<endrec>
"1","","5","1","937544832","500000000000011803"<endrec>
"1","","4","2","937544832","500000000000011902"<endrec>
"1","","10","1","937544833","500000000000011802"<endrec>
"0","","4","1","937544833","500000000000011803"<endrec>
"0","","10","2","937544833","500000000000011902"<endrec>
"1","","10","1","937544836","500000000000011802"<endrec>
"0","","4","1","937544836","500000000000011803"<endrec>
"0","","10","2","937544836","500000000000011902"<endrec>
"1","","10","1","937544837","500000000000011802"<endrec>
"0","","4","1","937544837","500000000000011803"<endrec>
"0","","10","2","937544837","500000000000011902"<endrec>
"1","","4","1","937544838","500000000000011802"<endrec>
"1","","5","1","937544838","500000000000011803"<endrec>
"1","","4","2","937544838","500000000000011902"<endrec>
"1","","10","1","937544842","500000000000011802"<endrec>
"0","","4","1","937544842","500000000000011803"<endrec>
"0","","10","2","937544842","500000000000011902"<endrec>
"1","","10","1","937544844","500000000000011802"<endrec>
"0","","4","0","937544844","500000000000011803"<endrec>
"0","","10","0","937544844","500000000000011902"<endrec>
"1","","4","1","937544845","500000000000011802"<endrec>
"1","","5","0","937544845","500000000000011803"<endrec>
"1","","4","0","937544845","500000000000011902"<endrec>
"1","","4","1","937544846","500000000000011802"<endrec>
"1","","5","1","937544846","500000000000011803"<endrec>
"1","","4","2","937544846","500000000000011902"<endrec>
"1","","4","1","937544870","500000000000011802"<endrec>
"1","","5","0","937544870","500000000000011803"<endrec>
"1","","4","0","937544870","500000000000011902"<endrec>
"1","","4","1","937544877","500000000000011802"<endrec>
"1","","5","2","937544877","500000000000011803"<endrec>
"1","","4","2","937544877","500000000000011902"<endrec>
"1","","4","1","937544878","500000000000011802"<endrec>
"1","","5","2","937544878","500000000000011803"<endrec>
"1","","4","2","937544878","500000000000011902"<endrec>
"1","","4","1","937544879","500000000000011802"<endrec>
"1","","5","2","937544879","500000000000011803"<endrec>
"1","","4","3","937544879","500000000000011902"<endrec>
"1","","10","1","937546726","500000000000011802"<endrec>
"0","","4","1","937546726","500000000000011803"<endrec>
"0","","10","2","937546726","500000000000011902"<endrec>
"1","","10","1","937547744","500000000000011802"<endrec>
"0","","4","0","937547744","500000000000011803"<endrec>
"0","","10","0","937547744","500000000000011902"<endrec>
"1","","4","1","937547819","500000000000011802"<endrec>
"1","","5","1","937547819","500000000000011803"<endrec>
"1","","3","2","937547819","500000000000011902"<endrec>
"1","","4","1","937547821","500000000000011802"<endrec>
"1","","5","2","937547821","500000000000011803"<endrec>
"1","","4","3","937547821","500000000000011902"<endrec>
"1","","10","1","937547824","500000000000011802"<endrec>
"0","","4","0","937547824","500000000000011803"<endrec>
"0","","10","2","937547824","500000000000011902"<endrec>
"1","","10","1","937547825","500000000000011802"<endrec>
"0","","4","0","937547825","500000000000011803"<endrec>
"0","","10","3","937547825","500000000000011902"<endrec>
"1","","10","1","937547826","500000000000011802"<endrec>
"0","","4","0","937547826","500000000000011803"<endrec>
"0","","10","1","937547826","500000000000011902"<endrec>
"1","","4","1","937548743","500000000000011802"<endrec>
"1","","5","1","937548743","500000000000011803"<endrec>
"1","","4","1","937548743","500000000000011902"<endrec>
"1","","4","1","937548744","500000000000011802"<endrec>
"1","","5","1","937548744","500000000000011803"<endrec>
"1","","4","2","937548744","500000000000011902"<endrec>
"1","","10","1","937548828","500000000000011802"<endrec>
"0","","4","0","937548828","500000000000011803"<endrec>
"0","","10","3","937548828","500000000000011902"<endrec>
"1","","10","1","937548846","500000000000011802"<endrec>
"0","","4","0","937548846","500000000000011803"<endrec>
"0","","10","1","937548846","500000000000011902"<endrec>
"1","2018-12-04 12:32:08.000000","10","1","937550735","500000000000011802"<endrec>
"0","2018-12-04 12:32:08.000000","4","0","937550735","500000000000011803"<endrec>
"0","2018-12-04 12:32:08.000000","10","1","937550735","500000000000011902"<endrec>
"1","2018-12-04 16:04:54.000000","10","1","937550746","500000000000011802"<endrec>
"0","2018-12-04 16:04:54.000000","4","0","937550746","500000000000011803"<endrec>
"0","2018-12-04 16:04:54.000000","10","2","937550746","500000000000011902"<endrec>
"1","2018-12-05 12:50:56.000000","10","1","937551737","500000000000011802"<endrec>
"0","2018-12-05 12:50:56.000000","1","0","937551737","500000000000011803"<endrec>
"0","2018-12-05 12:50:56.000000","10","2","937551737","500000000000011902"<endrec>
"1","","1","1","937566803","500000000000011802"<endrec>
"1","","1","1","937566803","500000000000011803"<endrec>
"1","","1","1","937566803","500000000000011902"<endrec>
"1","","4","2","937570740","500000000000011803"<endrec>
"1","","3","1","937570740","500000000000012302"<endrec>
"1","","1","1","937571742","500000000000011802"<endrec>
"1","","1","1","937571742","500000000000011803"<endrec>
"1","","1","1","937571742","500000000000011902"<endrec>
"1","","5","1","937571743","500000000000011802"<endrec>
"1","","5","1","937571743","500000000000011803"<endrec>
"1","","5","1","937571743","500000000000011902"<endrec>
"1","","5","1","937572802","500000000000011802"<endrec>
"1","","5","1","937572802","500000000000011803"<endrec>
"1","","5","1","937572802","500000000000011902"<endrec>
"1","2019-02-22 10:04:15.000000","5","1","937574783","500000000000011802"<endrec>
"1","2019-02-22 10:04:15.000000","5","1","937574783","500000000000011803"<endrec>
"1","2019-02-22 10:04:15.000000","5","1","937574783","500000000000011902"<endrec>
"1","2019-02-22 10:24:56.000000","5","1","937574784","500000000000011802"<endrec>
"1","2019-02-22 10:24:56.000000","5","1","937574784","500000000000011803"<endrec>
"1","2019-02-22 10:24:56.000000","5","1","937574784","500000000000011902"<endrec>
"1","2019-02-27 03:01:22.000000","1","1","937581759","500000000000011802"<endrec>
"1","2019-02-27 03:01:22.000000","5","1","937581759","500000000000011803"<endrec>
"1","2019-02-27 03:01:22.000000","2","1","937581759","500000000000011902"<endrec>
"1","2019-02-27 10:28:58.000000","1","1","937583761","500000000000011802"<endrec>
"1","2019-02-27 10:28:58.000000","5","1","937583761","500000000000011803"<endrec>
"1","2019-02-27 10:28:58.000000","5","1","937583761","500000000000011902"<endrec>
"1","2019-02-28 03:22:07.000000","10","1","937583767","500000000000011802"<endrec>
"0","2019-02-28 03:22:07.000000","1","0","937583767","500000000000011803"<endrec>
"0","2019-02-28 03:22:07.000000","10","0","937583767","500000000000011902"<endrec>
"1","2019-02-28 13:32:05.000000","10","1","937583791","500000000000011802"<endrec>
"0","2019-02-28 13:32:05.000000","1","0","937583791","500000000000011803"<endrec>
"0","2019-02-28 13:32:05.000000","10","1","937583791","500000000000011902"<endrec>
"1","2019-03-06 09:14:16.000000","1","1","937583911","500000000000011802"<endrec>
"1","2019-03-06 09:14:16.000000","5","2","937583911","500000000000011803"<endrec>
"1","2019-03-06 09:14:16.000000","5","1","937583911","500000000000011902"<endrec>
"1","2019-03-06 10:30:54.000000","1","1","937583920","500000000000011802"<endrec>
"1","2019-03-06 10:30:54.000000","5","2","937583920","500000000000011803"<endrec>
"1","2019-03-06 10:30:54.000000","5","1","937583920","500000000000011902"<endrec>
"1","2019-03-06 12:24:00.000000","1","1","937583925","500000000000011802"<endrec>
"1","2019-03-06 12:24:00.000000","5","2","937583925","500000000000011803"<endrec>
"1","2019-03-06 12:24:00.000000","5","1","937583925","500000000000011902"<endrec>
"1","2019-03-07 12:45:19.000000","10","1","937583940","500000000000011802"<endrec>
"0","2019-03-07 12:45:19.000000","10","1","937583940","500000000000011902"<endrec>
"1","2019-03-11 05:14:58.000000","1","1","937584759","500000000000011802"<endrec>
"1","2019-03-11 05:14:58.000000","1","1","937584759","500000000000011803"<endrec>
"1","2019-03-11 05:14:58.000000","5","1","937584759","500000000000011902"<endrec>
"1","2019-03-12 06:48:10.000000","1","1","937584763","500000000000011802"<endrec>
"1","2019-03-12 06:48:10.000000","5","1","937584763","500000000000011803"<endrec>
"1","2019-03-12 06:48:10.000000","5","2","937584763","500000000000011902"<endrec>
"1","2019-03-11 14:37:20.000000","10","1","937585781","500000000000011802"<endrec>
"0","2019-03-11 14:37:20.000000","1","0","937585781","500000000000011803"<endrec>
"0","2019-03-11 14:37:20.000000","10","1","937585781","500000000000011902"<endrec>
"1","2019-03-18 08:19:46.000000","1","1","937585864","500000000000011802"<endrec>
"1","2019-03-18 08:19:46.000000","5","1","937585864","500000000000011803"<endrec>
"1","2019-03-18 08:19:46.000000","5","1","937585864","500000000000011902"<endrec>
"1","2019-03-18 10:33:54.000000","1","1","937586760","500000000000011802"<endrec>
"1","2019-03-18 10:33:54.000000","5","0","937586760","500000000000011803"<endrec>
