ALLOW_MSG_LOG,CATALOG_ID,CHANNEL,COMMAND_HANDLE_MODULE,COMMAND_SCOPE,COMMAND_TYPE,COMMAND_VERSION,DESCRIPTION,DIRECT,HAS_SOAP_FAULT,INTERFACE_CODE,MSG_CODE,PARANT_COMMAND_SCOPE,REQUEST_FLAG,RESPONSE_COMMAND,SYC_ASC                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  <endrec>
"","","RCOMM","BO Service","*770*12*","S","","Organization operator set self status to suspend.","I","","","","","1","",""<endrec>
"","","RCOMM","BO Service","*770*13*","S","","Organization operator set target organization operator status to active.","I","","","","","1","",""<endrec>
"","","RCOMM","TC Service","*770*14*","S","","Query Transaction Through Receipt No","I","","","","","1","",""<endrec>
"","","RCOMM","BO Service","*770*15*","S","","Create Child Organization via Handset (NEW_Child MSISDN_MPIN)","I","","","","","1","",""<endrec>
"","","RCOMM","BO Service","*770*16","S","","Query Masked Number","I","","","","","1","",""<endrec>
"","","RCOMM","TC Service","*770*2*","S","","EVC Transfer airtime","I","","","","","1","",""<endrec>
"","","RCOMM","TC Service","*770*3*","S","","Query Balance","I","","","","","1","",""<endrec>
"","","RCOMM","TC Service","*770*5*","S","","Query Child Organization","I","","","","","1","",""<endrec>
"","","RCOMM","BO Service","*770*6*","S","","Change MPIN","I","","","","","1","",""<endrec>
"","","RCOMM","BO Service","*770*7*","S","","Reset MPIN","I","","","","","1","",""<endrec>
"","","RCOMM","BO Service","*770*8*","S","","Reset Password of Organization Operators","I","","","","","1","",""<endrec>
"","","RCOMM","TC Service","*770*9*","S","","Query Mini Statement","I","","","","","1","",""<endrec>
"","111","SMS","BO Service","ACTOPR","S","","Organization operator set target organization operator status to active.","I","","","","","1","",""<endrec>
"","111","SMS","BO Service","ACTORG","S","","Parent organization operator set child organization status to active.","I","","","","","1","",""<endrec>
"","111","SMS","TC Service","BAL","S","","Query Balance","I","","","","","1","",""<endrec>
"","111","SMS","TC Service","BALANCE","S","","SMS Channel query balance","I","","","","","1","",""<endrec>
"","111","SMS","TC Service","BUYDATA","S","","SMS Channel purchase data package","I","","","","","1","",""<endrec>
"","111","SMS","TC Service","BUYVAS","S","","SMS Channel purchase vas package","I","","","","","1","",""<endrec>
"","131","SMS","TC Service","BankSwitchCashOut","S","","CashOutToBankAccount,BankSwitchCashOut","I","","","","","1","",""<endrec>
"","111","SMS","TC Service","CBAL","S","","Query Child Organization","I","","","","","1","",""<endrec>
"","131","SMS","TC Service","CashIn","S","","NA","I","","","","","1","",""<endrec>
"","111","SMS","BO Service","FROORG","S","","Organization operator set organization status to frozen.","I","","","","","1","",""<endrec>
"","111","SMS","BO Service","KOIN","S","","SMS Channel query koin","I","","","","","1","",""<endrec>
"","111","SMS","TC Service","LOG","S","","Query Transaction Through Receipt No","I","","","","","1","",""<endrec>
"","111","SMS","BO Service","MASKED","S","","Query Masked Number","I","","","","","1","",""<endrec>
"","111","SMS","TC Service","MINI","S","","Mini Statement","I","","","","","1","",""<endrec>
"","111","SMS","TC Event Service","N","S","","","I","","","","","1","",""<endrec>
"","111","SMS","BO Service","NEW","S","","Create Child Organization via Handset (NEW_Child MSISDN_MPIN)","I","","","","","1","",""<endrec>
"","111","SMS","BO Service","PIN","S","","Change MPIN","I","","","","","1","",""<endrec>
"","131","SMS","BO Service","QueryBankSwitchCode","S","","CashOutToBankAccount,BankSwitchCashOut","I","","","","","1","",""<endrec>
"","111","SMS","TC Service","RELOAD","S","","SMS Channel reload","I","","","","","1","",""<endrec>
"","111","SMS","BO Service","RPIN","S","","Reset MPIN","I","","","","","1","",""<endrec>
"","111","SMS","BO Service","RPWD","S","","Reset Password of Organization Operators","I","","","","","1","",""<endrec>
"","111","SMS","TC Service","SMSOrganizationLoan","S","","SMS Organization Loan","I","","","","","1","",""<endrec>
"","111","SMS","BO Service","SUSOPR","S","","Organization operator set self status to suspend.","I","","","","","1","",""<endrec>
"","111","SMS","TC Service","TOPUP","S","","SMS Channel EVC Top-up","I","","","","","1","",""<endrec>
"","111","SMS","TC Service","TRANSFER","S","","EVC Transfer airtime","I","","","","","1","",""<endrec>
"","-1","SMS","TC Service","TRF","S","","TelkomselRemittance By Msisdn","I","","","","","1","","S"<endrec>
"","111","SMS","TC Event Service","Y","S","","","I","","","","","1","",""<endrec>
"","","STK","BO Service","0x01","S","","NA","I","","","","STKBusiness","1","",""<endrec>
"","","STK","","0x03","S","","NA","I","","","","STKBusiness","1","",""<endrec>
"","","STK","","0x04","S","","NA","I","","","","STKBusiness","1","",""<endrec>
"","","STK","","0x06","S","","NA","I","","","","STKBusiness","1","",""<endrec>
"","","STK","","0x08","S","","NA","I","","","","STKBusiness","1","",""<endrec>
"","","STK","","0x09","S","","NA","I","","","","STKBusiness","1","",""<endrec>
"","","STK","","0x0A","S","","NA","I","","","","STKBusiness","1","",""<endrec>
"","","STK","","0x0B","S","","NA","I","","","","STKBusiness","1","",""<endrec>
"","","STK","","0x0C","S","","NA","I","","","","STKBusiness","1","",""<endrec>
"","","STK","","0x0D","S","","NA","I","","","","STKBusiness","1","",""<endrec>
"","","STK","","0x0E","S","","NA","I","","","","STKBusiness","1","",""<endrec>
"","","STK","","0x0F","S","","NA","I","","","","STKBusiness","1","",""<endrec>
"","","STK","","0x10","S","","NA","I","","","","STKBusiness","1","",""<endrec>
"","","STK","","0x11","S","","NA","I","","","","STKBusiness","1","",""<endrec>
"","","STK","BO Service","0x12","S","","NA","I","","","","STKBusiness","1","",""<endrec>
"","","STK","BO Service","0x13","S","","NA","I","","","","STKBusiness","1","",""<endrec>
"","","STK","BO Service","0x14","S","","NA","I","","","","STKBusiness","1","",""<endrec>
"","","STK","BO Service","0x15","S","","NA","I","","","","STKBusiness","1","",""<endrec>
"","","STK","","0x16","S","","NA","I","","","","STKBusiness","1","",""<endrec>
"","","STK","","0x17","S","","NA","I","","","","STKBusiness","1","",""<endrec>
"","","STK","IC Service","0x18","S","","NA","I","","","","STKBusiness","1","",""<endrec>
"","","STK","","0x19","S","","NA","I","","","","STKBusiness","1","",""<endrec>
"","109","STK","BO Service","0x1A","S","","Organization self care. Organization operator set organization status to frozen by STK.","I","","","","STKBusiness","1","",""<endrec>
"","109","STK","BO Service","0x1B","S","","Organization self care. Organization operator set organization status to frozen by STK.","I","","","","STKBusiness","1","",""<endrec>
"","109","STK","BO Service","0x1C","S","","Organization self care. Parent organization operator set child organization status to active by STK.","I","","","","STKBusiness","1","",""<endrec>
"","109","STK","BO Service","0x1D","S","","Organization self care. Parent organization operator set child organization status to active by STK.","I","","","","STKBusiness","1","",""<endrec>
"","109","STK","BO Service","0x1E","S","","Organization operator self care. Organization operator set self status to suspend by STK.","I","","","","STKBusiness","1","",""<endrec>
"","109","STK","BO Service","0x1F","S","","Organization operator self care. Organization operator set self status to suspend by STK.","I","","","","STKBusiness","1","",""<endrec>
"","109","STK","","0x20","S","","Transfer airtime","I","","","","STKBusiness","1","",""<endrec>
"","109","STK","","0x21","S","","Top-up","I","","","","STKBusiness","1","",""<endrec>
"","109","STK","BO Service","0x22","S","","Organization operator self care. Organization operator set target operator status to active by STK.","I","","","","STKBusiness","1","",""<endrec>
"","109","STK","BO Service","0x23","S","","Organization operator self care. Organization operator set target operator status to active by STK.","I","","","","STKBusiness","1","",""<endrec>
"","109","STK","TC Service","0x24","S","","Query organization balance by default operator.","I","","","","STKBusiness","1","",""<endrec>
"","109","STK","TC Service","0x25","S","","Query organization balance.","I","","","","STKBusiness","1","",""<endrec>
"","109","STK","BO Service","0x26","S","","","I","","","","STKBusiness","1","",""<endrec>
"","109","STK","BO Service","0x27","S","","","I","","","","STKBusiness","1","",""<endrec>
"","109","STK","BO Service","0x28","S","","","I","","","","STKBusiness","1","",""<endrec>
"","109","STK","BO Service","0x29","S","","","I","","","","STKBusiness","1","",""<endrec>
"","109","STK","TC Service","0x2A","S","","Query child organization balance.","I","","","","STKBusiness","1","",""<endrec>
"","109","STK","TC Service","0x2B","S","","Query child organization balance.","I","","","","STKBusiness","1","",""<endrec>
"","109","STK","BO Service","0x2C","S","","Reset Password of Organization Operators *7744*Operator ID of Others*Operator ID of Self*MPIN#","I","","","","STKBusiness","1","",""<endrec>
"","109","STK","BO Service","0x2D","S","","Reset Password of Organization Operators *774*Operator ID of Others*MPIN#","I","","","","STKBusiness","1","",""<endrec>
"","109","STK","TC Service","0x2E","S","","Query organization mini statement","I","","","","STKBusiness","1","",""<endrec>
"","109","STK","TC Service","0x2F","S","","Query organization mini statement by default operator.","I","","","","STKBusiness","1","",""<endrec>
"","109","STK","TC Service","0x30","S","","Query Transaction Through Receipt No","I","","","","STKBusiness","1","",""<endrec>
"","109","STK","TC Service","0x31","S","","Query Transaction Through Receipt No by default operator.","I","","","","STKBusiness","1","",""<endrec>
"","109","STK","BO Service","0x32","S","","Create Child Organization via Handset *7715* Child MSISDN *MPIN#","I","","","","STKBusiness","1","",""<endrec>
"","109","STK","BO Service","0x33","S","","Create Child Organization via Handset *77155* Child MSISDN *Operator ID*MPIN#","I","","","","STKBusiness","1","",""<endrec>
"","109","STK","","0x34","S","","Transfer airtime def","I","","","","STKBusiness","1","",""<endrec>
"","109","STK","","0x35","S","","Top-up def","I","","","","STKBusiness","1","",""<endrec>
"","5","STK","BO Service","1","S","","NA","I","","","","","1","","A"<endrec>
"","5","STK","Do Transaction Service","10","S","","NA","I","","","","","1","","A"<endrec>
"","5","STK","Do Transaction Service","11","S","","NA","I","","","","","1","","A"<endrec>
"","","STK","BO Service","117","S","","NA","I","","","","","1","",""<endrec>
"","6","STK","Do Transaction Service","12","S","","NA","I","","","","","1","","A"<endrec>
"","","STK","BO Service","120","S","","NA","I","","","","","1","",""<endrec>
"","","STK","BO Service","121","S","","NA","I","","","","","1","",""<endrec>
"","","STK","TC Service","129","S","","NA","I","","","","","1","","S"<endrec>
"","6","STK","Do Transaction Service","13","S","","NA","I","","","","","1","","A"<endrec>
"","6","STK","Do Transaction Service","14","S","","NA","I","","","","","1","","A"<endrec>
"","","STK","TC Service","144","S","","NA","I","","","","","1","",""<endrec>
"","","STK","TC Service","145","S","","Apply Group ATM Withdraw Voucher","I","","","","","1","",""<endrec>
"","","STK","BO Service","149","S","","NA","I","","","","","1","",""<endrec>
"","6","STK","BO Service","15","S","","NA","I","","","","","1","","A"<endrec>
"","","STK","Txn Reversal Service","152","S","","NA","I","","","","","1","","A"<endrec>
"","","STK","BO Service","153","S","","NA","I","","","","","1","",""<endrec>
"","","STK","BO Service","154","S","","NA","I","","","","","1","",""<endrec>
"","","STK","BO Service","156","S","","NA","I","","","","","1","",""<endrec>
"","","STK","BO Service","157","S","","NA","I","","","","","1","",""<endrec>
"","","STK","BO Service","158","S","","NA","I","","","","","1","",""<endrec>
"","","STK","BO Service","159","S","","NA","I","","","","","1","",""<endrec>
"","","STK","BO Service","160","S","","NA","I","","","","","1","",""<endrec>
"","","STK","BO Service","161","S","","NA","I","","","","","1","",""<endrec>
"","","STK","BO Service","162","S","","NA","I","","","","","1","",""<endrec>
"","","STK","TC Service","163","S","","NA","I","","","","","","",""<endrec>
"","","STK","TC Service","164","S","","NA","I","","","","","","",""<endrec>
"","","STK","TC Service","165","S","","NA","I","N","","","","1","","S"<endrec>
"","","STK","TC Service","166","S","","NA","I","N","","","","1","","S"<endrec>
"","","STK","TC Service","167","S","","NA","I","N","","","","1","","S"<endrec>
"","","STK","TC Service","168","S","","NA","I","N","","","","1","","S"<endrec>
"","","STK","TC Service","169","S","","","I","","","","","1","",""<endrec>
"","6","STK","BO Service","17","S","","NA","I","","","","","1","","A"<endrec>
"","","STK","TC Service","170","S","","","I","","","","","1","","A"<endrec>
"","","STK","BO Service","171","S","","","I","","","","","1","",""<endrec>
"","","STK","BO Service","172","S","","","I","","","","","1","","A"<endrec>
"","","STK","BO Service","173","S","","","I","","","","","1","",""<endrec>
"","","STK","BO Service","174","S","","","I","","","","","1","","A"<endrec>
"","","STK","TC Service","176","S","","","I","","","","","1","","A"<endrec>
"","","STK","TC Service","177","S","","","I","","","","","1","","A"<endrec>
"","","STK","TC Service","178","S","","","I","","","","","1","",""<endrec>
"","","STK","TC Service","179","S","","","I","","","","","1","",""<endrec>
"","6","STK","Do Transaction Service","18","S","","NA","I","","","","","1","","A"<endrec>
"","","STK","TC Service","180","S","","","I","","","","","1","",""<endrec>
"","","STK","TC Service","181","S","","","I","","","","","1","",""<endrec>
"","","STK","BO Service","188","S","","CCH Create Group","I","N","","","","1","","A"<endrec>
"","","STK","TC Service","189","S","","Customer Apply OTC Voucher","I","N","","","","1","","S"<endrec>
"","6","STK","Do Transaction Service","19","S","","NA","I","","","","","1","","A"<endrec>
"","","STK","BO Service","190","S","","Customer Subscribe Bundle","I","","","","","1","","A"<endrec>
"","","STK","BO Service","191","S","","Orgnization Subscribe Bundle","I","","","","","1","","A"<endrec>
"","","STK","BO Service","192","S","","Group Subscribe Bundle","I","","","","","1","","A"<endrec>
"","","STK","TC Service","193","S","","Airtime Purchase By OTC Voucher","I","N","","","","1","","S"<endrec>
"","","STK","TC Service","194","S","","Pay Bill By OTC Voucher","I","N","","","","1","","S"<endrec>
"","","STK","TC Service","195","S","","IMT Send Query Quote By OTC Voucher","I","N","","","","1","","S"<endrec>
"","","STK","TC Service","196","S","","IMT Send By OTC Voucher","I","N","","","","1","","S"<endrec>
"","5","STK","BO Service","2","S","","NA","I","","","","","1","","A"<endrec>
"","","STK","TC Service","20","S","","NA","I","","","","","1","","A"<endrec>
"","6","STK","Do Transaction Service","21","S","","NA","I","","","","","1","","A"<endrec>
"","","STK","TC Service","219","S","","Group ATM Deposit Voucher","I","N","","","","1","","S"<endrec>
"","5","STK","Do Transaction Service","22","S","","NA","I","","","","","1","","A"<endrec>
"","","STK","TC Service","220","S","","Apply Ticket Voucher","I","N","","","","1","","S"<endrec>
"","","STK","TC Service","222","S","","Issue Coupon","I","N","","","","1","","A"<endrec>
"","","STK","TC Service","223","S","","Redeem Coupon","I","N","","","","1","","A"<endrec>
"","","STK","BO Service","224","S","","Cancel Coupon","I","N","","","","1","","A"<endrec>
"","","STK","TC Service","225","S","","Redeem Ticket Voucher","I","N","","","","1","","A"<endrec>
"","","STK","BO Service","226","S","","Cancel Ticket Voucher","I","N","","","","1","","A"<endrec>
"","","STK","BO Service","23","S","","","I","","","","","1","",""<endrec>
"","","STK","BO Service","230","S","","Customer View Bundle List","I","","","","","1","","S"<endrec>
"","","STK","BO Service","231","S","","Customer View Bundle Details","I","","","","","1","","S"<endrec>
"","","STK","BO Service","232","S","","Customer View Bundle List","I","","","","","1","","S"<endrec>
"","","STK","BO Service","233","S","","Customer View Bundle Details","I","","","","","1","","S"<endrec>
"","","STK","BO Service","234","S","","Query Group Bundle List","I","","","","","1","","S"<endrec>
"","","STK","BO Service","235","S","","Query Group Bundle Detail","I","","","","","1","","S"<endrec>
"","","STK","BO Service","236","S","","Query Group Identity Bundle List","I","","","","","1","","S"<endrec>
"","","STK","BO Service","237","S","","Query Group Identity Bundle Detail","I","","","","","1","","S"<endrec>
"","","STK","BO Service","238","S","","Query Org Bundle List","I","","","","","1","","A"<endrec>
"","","STK","BO Service","239","S","","Query Org Bundle Detail","I","","","","","1","","A"<endrec>
"","","STK","BO Service","24","S","","","I","","","","","1","",""<endrec>
"","","STK","BO Service","240","S","","Query Org Identity Bundle List","I","","","","","1","","A"<endrec>
"","","STK","BO Service","241","S","","Query Org Identity Bundle Detail","I","","","","","1","","A"<endrec>
"","","STK","TC Service","242","S","","Customer Buy foreign currency on Direct Model","I","","","","","1","",""<endrec>
"","","STK","TC Service","243","S","","Customer Payment With Foreign Exchange Menu","I","","","","","1","",""<endrec>
"","","STK","TC Service","244","S","","Buy Goods With Foreign Exchange Menu","I","","","","","1","",""<endrec>
"","","STK","TC Service","245","S","","Organization Sell Foreign Currency Indirect Model","I","","","","","1","",""<endrec>
"","","STK","BO Service","246","S","","View Direct Debit Mandate By Payer","I","","","","","1","",""<endrec>
"","","STK","TC Service","247","S","","Group Sell Foreign Currency Indirect Model","I","","","","","1","",""<endrec>
"","","STK","BO Service","248","S","","View Direct Debit Mandate By Payee","I","","","","","1","",""<endrec>
"","","STK","BO Service","249","S","","View Org Direct Debit Mandate By Payer","I","","","","","1","",""<endrec>
"","","STK","BO Service","25","S","","","I","","","","","1","",""<endrec>
"","","STK","BO Service","250","S","","View Standing Order Schedule","I","","","","","1","",""<endrec>
"","","STK","BO Service","251","S","","View Org Standing Order Schedule","I","","","","","1","",""<endrec>
"","","STK","BO Service","252","S","","View Direct Debit Mandate by Group","I","","","","","1","",""<endrec>
"","","STK","BO Service","253","S","","View Standing Order Schedule By Group","I","","","","","1","",""<endrec>
"","","STK","BO Service","254","S","","Query Customer Bank Account","I","","","","","1","","S"<endrec>
"","","STK","BO Service","255","S","","Create Customer Bank Account","I","","","","","1","","S"<endrec>
"","","STK","BO Service","256","S","","Delete Customer Bank Account","I","","","","","1","","S"<endrec>
"","","STK","BO Service","257","S","","Cancel Standing Order Schedule","I","","","","","1","",""<endrec>
"","","STK","BO Service","258","S","","Cancel Standing Order Schedule By Group","I","","","","","1","",""<endrec>
"","","STK","BO Service","259","S","","Cancel Standing Order Schedule","I","","","","","1","",""<endrec>
"","","STK","BO Service","26","S","","","I","","","","","1","",""<endrec>
"","","STK","TC Service","260","S","","Organization Payment With Foreign Exchange","I","","","","","1","",""<endrec>
"","","STK","TC Service","261","S","","Group Payment With Foreign Exchange","I","","","","","1","",""<endrec>
"","","STK","BO Service","262","S","","Create Customer Bank Account Lookup","I","","","","","1","","S"<endrec>
"","","STK","BO Service","263","S","","Delete Customer Bank Account Lookup","I","","","","","1","","S"<endrec>
"","","STK","BO Service","264","S","","Query Customer Bank Account Lookup","I","","","","","1","","S"<endrec>
"","","STK","BO Service","265","S","","Create Group Bank Account Lookup","I","","","","","1","","S"<endrec>
"","","STK","BO Service","266","S","","Delete Group Bank Account Lookup","I","","","","","1","","S"<endrec>
"","","STK","BO Service","267","S","","Query Group Bank Account Lookup","I","","","","","1","","S"<endrec>
"","","STK","BO Service","268","S","","Active Org FSI Link","I","","","","","1","",""<endrec>
"","","STK","BO Service","269","S","","Terms And Condition","I","","","","","1","",""<endrec>
"","","STK","BO Service","27","S","","","I","","","","","1","",""<endrec>
"","","STK","Do Transaction Service","270","S","","Deposit","I","","","","","1","",""<endrec>
"","","STK","Do Transaction Service","271","S","","org fsi withdraw","I","","","","","1","",""<endrec>
"","","STK","Do Transaction Service","272","S","","org fsi Loan","I","","","","","1","",""<endrec>
"","","STK","Do Transaction Service","273","S","","org fsi pay loan","I","","","","","1","",""<endrec>
"","","STK","Do Transaction Service","274","S","","org fsi pay loan from saving","I","","","","","1","",""<endrec>
"","","STK","Do Transaction Service","275","S","","query saving balance","I","","","","","1","",""<endrec>
"","","STK","Do Transaction Service","276","S","","org fsi query mini statement","I","","","","","1","",""<endrec>
"","","STK","Do Transaction Service","277","S","","org fsi query loan limit","I","","","","","1","",""<endrec>
"","","STK","Do Transaction Service","278","S","","org fsi query loan mini statement","I","","","","","1","",""<endrec>
"","","STK","BO Service","28","S","","","I","","","","","1","",""<endrec>
"","","STK","BO Service","280","S","","Create Direct Debit Mandate By Customer","I","","","","","1","","A"<endrec>
"","","STK","BO Service","281","S","","Create Mandate by Group","I","","","","","1","","A"<endrec>
"","","STK","BO Service","282","S","","Create Mandate by Org","I","","","","","1","","A"<endrec>
"","","STK","BO Service","283","S","","Create Mandate by Payee","I","","","","","1","","A"<endrec>
"","","STK","BO Service","284","S","","Activate Customer Mandate","I","","","","","1","","A"<endrec>
"","","STK","BO Service","285","S","","Activate Group Mandate","I","","","","","1","","A"<endrec>
"","","STK","BO Service","286","S","","Activate Org Mandate","I","","","","","1","","A"<endrec>
"","","STK","BO Service","287","S","","Create Group Bank Account","I","","","","","1","","S"<endrec>
"","","STK","BO Service","288","S","","Delete Group Bank Account","I","","","","","1","","S"<endrec>
"","","STK","BO Service","289","S","","Query Group Bank Account","I","","","","","1","","S"<endrec>
"","","STK","BO Service","290","S","","Create Standing Order Schedule By Customer(pay bill)","I","","","","","1","",""<endrec>
"","","STK","BO Service","291","S","","Create Standing Order Schedule By Group(pay bill)","I","","","","","1","",""<endrec>
"","","STK","BO Service","292","S","","Create Standing Order Schedule By org(pay bill)","I","","","","","1","",""<endrec>
"","","STK","BO Service","293","S","","Query Standing Order Schedule","I","","","","","1","",""<endrec>
"","","STK","BO Service","294","S","","Query Standing Order Schedule By Group","I","","","","","1","",""<endrec>
"","","STK","BO Service","295","S","","Query Standing Order Schedule By Org","I","","","","","1","",""<endrec>
"","","STK","TC Service","296","S","","Customer Transfer from M-Pesa to Bank","I","","","","","1","","S"<endrec>
"","","STK","TC Service","297","S","","Group Transfer from M-Pesa to Bank","I","","","","","1","","S"<endrec>
"","","STK","TC Service","298","S","","Customer Transfer from Bank to M-Pesa","I","","","","","1","","S"<endrec>
"","","STK","TC Service","299","S","","Group Transfer from Bank to M-Pesa","I","","","","","1","","S"<endrec>
"","5","STK","Do Transaction Service","3","S","","NA","I","","","","","1","","A"<endrec>
"","","STK","BO Service","30","S","","CCH Add Group Member","I","","","","","1","","A"<endrec>
"","","STK","BO Service","300","S","","Customer Edit Direct Debit Mandate","I","","","","","1","",""<endrec>
"","","STK","BO Service","301","S","","Group Edit Direct Debit Mandate","I","","","","","1","",""<endrec>
"","","STK","BO Service","302","S","","Org Edit Direct Debit Mandate By Payer","I","","","","","1","",""<endrec>
"","","STK","BO Service","303","S","","Org Edit Direct Debit Mandate By Payee","I","","","","","1","",""<endrec>
"","","STK","BO Service","304","S","","Customer Cancel Direct Debit Mandate","I","","","","","1","",""<endrec>
"","","STK","BO Service","305","S","","Group Cancel Direct Debit Mandate","I","","","","","1","",""<endrec>
"","","STK","BO Service","306","S","","Org Cancel Direct Debit Mandate By Payer","I","","","","","1","",""<endrec>
"","","STK","BO Service","307","S","","Org Cancel Direct Debit Mandate By Payee","I","","","","","1","",""<endrec>
"","","STK","BO Service","308","S","","Customer Reactivate Direct Debit Mandate","I","","","","","1","",""<endrec>
"","","STK","BO Service","309","S","","Group Reactivate Direct Debit Mandate","I","","","","","1","",""<endrec>
"","","STK","BO Service","310","S","","Org Reactivate Direct Debit Mandate By Payer","I","","","","","1","",""<endrec>
"","","STK","BO Service","311","S","","Org Reactivate Direct Debit Mandate By Payee","I","","","","","1","",""<endrec>
"","","STK","BO Service","312","S","","Customer Self Update KYC","I","","","","","1","",""<endrec>
"","","STK","BO Service","313","S","","OrgOperator Self Update KYC","I","","","","","1","",""<endrec>
"","","STK","BO Service","314","S","","Subscribe Bundle for Customer","I","","","","","1","","A"<endrec>
"","","STK","BO Service","315","S","","Customer Cancel Card","I","N","","","","1","","S"<endrec>
"","","STK","BO Service","316","S","","Org Cancel Card","I","N","","","","1","","S"<endrec>
"","","STK","BO Service","317","S","","Group Cancel Card","I","N","","","","1","","S"<endrec>
"","","STK","TC Service","318","S","","NA","I","","","","","1","","S"<endrec>
"","","STK","TC Service","319","S","","NA","I","","","","","1","","S"<endrec>
"","","STK","TC Service","320","S","","Initiate Direct Debit Transaction","I","","","","","1","","S"<endrec>
"","","STK","TC Service","321","S","","NA","I","","","","","1","","S"<endrec>
"","","STK","TC Service","322","S","","NA","I","","","","","1","","S"<endrec>
"","","STK","BO Service","323","S","","CCHChangeCustKYC","I","","","","","1","",""<endrec>
"","","STK","BO Service","324","S","","CCHChangeOrgOperatorKYC","I","","","","","1","",""<endrec>
"","","STK","BO Service","325","S","","Customer Activate Card","I","N","","","","1","","S"<endrec>
"","","STK","BO Service","326","S","","Group Activate Card","I","N","","","","1","","S"<endrec>
"","","STK","BO Service","327","S","","Org Activate Card","I","N","","","","1","","S"<endrec>
"","","STK","BO Service","328","S","","Customer Register Card","I","N","","","","1","","S"<endrec>
"","","STK","BO Service","329","S","","Group Register Card","I","N","","","","1","","S"<endrec>
"","","STK","BO Service","330","S","","Org Register Card","I","N","","","","1","","S"<endrec>
"","","STK","TC Service","331","S","","Group Two Part Buy Goods","I","","","","","1","","A"<endrec>
"","","STK","TC Service","333","S","","Group Two Part Voucher Redeeming","I","N","","","","1","","A"<endrec>
"","","STK","TC Service","334","S","","Group G2G Transfer","I","N","","","","1","","A"<endrec>
"","","STK","TC Service","335","S","","NA","I","","","","","1","","A"<endrec>
"","","STK","BO Service","336","S","","SubscribeSavingPlanForCustomer","I","","","","","1","","S"<endrec>
"","","STK","BO Service","337","S","","SubscribeSavingPlanForOrg","I","","","","","1","","S"<endrec>
"","","STK","BO Service","338","S","","SubscribeSavingPlanForGroup","I","","","","","1","","S"<endrec>
"","","STK","BO Service","339","S","","UnSubscribeSavingPlanForCustomer","I","","","","","1","","S"<endrec>
"","","STK","BO Service","34","S","","","I","","","","","1","",""<endrec>
"","","STK","BO Service","340","S","","SubscribeSavingPlanForOrg","I","","","","","1","","S"<endrec>
"","","STK","BO Service","341","S","","UnSubscribeSavingPlanForGroup","I","","","","","1","","S"<endrec>
"","","STK","BO Service","342","S","","OrgSubscribeSavingPlanForCustomer","I","","","","","1","","S"<endrec>
"","","STK","BO Service","343","S","","OrgSubscribeSavingPlanForGroup","I","","","","","1","","S"<endrec>
"","","STK","BO Service","344","S","","OrgUnSubscribeSavingPlanForCustomer","I","","","","","1","","S"<endrec>
"","","STK","BO Service","345","S","","OrgUnSubscribeSavingPlanForGroup","I","","","","","1","","S"<endrec>
"","","STK","TC Service","346","S","","NA","I","N","","","","1","","S"<endrec>
"","","STK","BO Service","35","S","","","I","","","","","1","",""<endrec>
"","","STK","TC Service","350","S","","CustomerQueryLoyaltyAccountBalance","I","","","","","1","",""<endrec>
"","","STK","TC Service","351","S","","CustomerQueryLoyaltyAccountStatement","I","","","","","1","",""<endrec>
"","","STK","TC Service","352","S","","CustomerQueryGroupLoyaltyAccountBalance","I","","","","","1","",""<endrec>
"","","STK","TC Service","353","S","","CustomerQueryGroupLoyaltyAccountStatement","I","","","","","1","",""<endrec>
"","","STK","TC Service","354","S","","OrgQueryLoyaltyAccountBalance","I","","","","","1","",""<endrec>
"","","STK","TC Service","355","S","","OrgQueryLoyaltyAccountStatement","I","","","","","1","",""<endrec>
"","","STK","TC Service","356","S","","OrgQueryConsumerLoyaltyAccountBalance","I","","","","","1","",""<endrec>
"","","STK","TC Service","357","S","","OrgQueryConsumerLoyaltyAccountStatement","I","","","","","1","",""<endrec>
"","","STK","BO Service","36","S","","","I","","","","","1","",""<endrec>
"","","STK","BO Service","37","S","","","I","","","","","1","",""<endrec>
"","","STK","BO Service","38","S","","","I","","","","","1","",""<endrec>
"","5","STK","Do Transaction Service","4","S","","NA","I","","","","","1","","A"<endrec>
"","5","STK","Do Transaction Service","5","S","","NA","I","","","","","1","","A"<endrec>
"","5","STK","BO Service","6","S","","NA","I","","","","","1","","A"<endrec>
"","5","STK","Do Transaction Service","7","S","","NA","I","","","","","1","","A"<endrec>
"","","STK","TC Service","77","S","","Issue Voucher","I","N","","","","1","","A"<endrec>
"","","STK","TC Service","78","S","","Redeem Issued Voucher","I","N","","","","1","","A"<endrec>
"","","STK","TC Service","79","S","","Org Issue Voucher","I","N","","","","1","","A"<endrec>
"","5","STK","Do Transaction Service","8","S","","NA","I","","","","","1","","A"<endrec>
"","","STK","BO Service","80","S","","Cancel Issued Voucher","I","N","","","","1","","A"<endrec>
"","","STK","TC Service","81","S","","Buy Ticket Using Voucher","I","N","","","","1","","A"<endrec>
"","5","STK","Do Transaction Service","9","S","","NA","I","","","","","1","","A"<endrec>
"","","STK","TC Service","STKBusiness","P","","NA","I","","","","","1","",""<endrec>
"","113","SchemaAPI","","AcceptFSIAgreement","S","","","I","N","","","NEWBOBusiness","1","","A"<endrec>
