LOAD_DATA_TS,PARAM_CATEGORY_CODE,PARAM_CODE,VALUE                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       <endrec>
"","-1","MULTI_INST_CUST_ACCOUNT_TYPE","21134,10011"<endrec>
"","-1","MULTI_INST_GROUP_ACCOUNT_TYPE","21134,10011"<endrec>
"","-1","MULTI_INST_ORG_ACCOUNT_TYPE","10027,21177,10016,10135,10019,10025,10024,10152,10136,10137,10017,10013,10138,10139,21134,21135,10011,10022,21079,10089,10015,10140,10141"<endrec>
"","-1","MY_TASK_SORT_TIME","CREATE_TIME_LATEST"<endrec>
"","-1","MaxAgeTransQuery","15"<endrec>
"","-1","NATIVE_DIALING_COUNTRY_CODE","255"<endrec>
"","-1","NEED_FLAG_FILE_FOR_INCENTIVE_FILE","1"<endrec>
"","-1","NEED_START_PIN","1"<endrec>
"","-1","NEW_CREDIT_TRANSACTIONS","20067,20056,21505"<endrec>
"","-1","NEW_DEBIT_TRANSACTIONS","20070,21505,20066"<endrec>
"","-1","NON_LINKED_CPS_TO_BANK_OFFLINE",""<endrec>
"","-1","NON_LINKED_FSI_PRODUCTS","10000308"<endrec>
"","-1","NON_REG_CUSTOMER_OPT_IN","No"<endrec>
"","-1","NOTIFICATION_OFFNET_LOOKUP_TIMEOUT","107000000000005041"<endrec>
"","-1","NOTIFICATION_OF_GROUP_APPROVE","208000000000097241"<endrec>
"","-1","NOTIFICATION_RECIPIENT_OF_GROUP_DORMANT","500000000000011902,500000000000011802,500000000000016102,500000000000011803"<endrec>
"","-1","NOTIFICATION_SCENARIO_FLAG","0"<endrec>
"","-1","NOTIFICATION_SMS_LENGTH","10000"<endrec>
"","-1","NOTIFICATION_TEMPLATE_FOR_BUNDLE_RENEWAL","208000000000038241"<endrec>
"","-1","OD_AUTOREPAYMENT_IN_TRANSACTION_POST_EVENT","N"<endrec>
"","-1","OFFLINE_ORG_WITHDRAW_SERVICE","2204"<endrec>
"","-1","ONLINE_CASHIN_TRANSACTION","21505"<endrec>
"","-1","ONLINE_CONTROL_ACCOUNT_TRANSFER","21505"<endrec>
"","-1","ONLINE_DERIVED_TRANSACTION","21505"<endrec>
"","-1","ONLINE_WITHDRAW_TRANSACTION","21505"<endrec>
"","-1","OPERATOR_DORMANT_INACTIVE_PERIOD","60"<endrec>
"","-1","OPERATOR_DORMANT_INACTIVE_PERIOD_API","180"<endrec>
"","-1","OPERATOR_DORMANT_INACTIVE_PERIOD_HANDSET","180"<endrec>
"","-1","OPERATOR_DORMANT_NOTIFY_PERIOD","7"<endrec>
"","-1","OPERATOR_ID_VALIDATION_RULE","^([0-9A-Za-z]{3})$"<endrec>
"","-1","OPERATOR_MSISDN_IDENTIFIER","1"<endrec>
"","-1","OPR_SELF_MANAGEMENT_ALLOWED","0"<endrec>
"","-1","ORGANISATION_SEGMENT_TYPE",""<endrec>
"","-1","ORGANIZATION_DEFAULT_ACCOUNT_RULE_PROFILE_ASSIGNMENT","1"<endrec>
"","-1","ORGANIZATION_DEFAULT_CHARGE_PROFILE_ASSIGNMENT","1"<endrec>
"","-1","ORGANIZATION_DEFAULT_RULE_PROFILE_ASSIGNMENT","1"<endrec>
"","-1","ORGANIZATION_NAME_VALIDATION_RULE","^([0-9A-Za-z\d-.]{2,128})$"<endrec>
"","-1","ORG_DORMANT_INACTIVE_PERIOD","180"<endrec>
"","-1","ORG_DORMANT_MOVE_TO_HOLDING_PERIOD","3"<endrec>
"","-1","ORG_DORMANT_NOTIFY_PERIOD","7"<endrec>
"","-1","ORG_INACTIVITY_PERIOD","180"<endrec>
"","-1","ORG_INFREQUENCY_PERIOD","60"<endrec>
"","-1","ORG_LINKED_ACCOUNT_TYPE",""<endrec>
"","-1","ORG_MENU_CACHE_TIMEOUT","86400"<endrec>
"","-1","ORG_OPER_OPT_IN","Yes"<endrec>
"","-1","ORG_OP_AUTH_LIMIT_RULE_PROFILE",""<endrec>
"","-1","ORG_OP_NEED_START_PIN","1"<endrec>
"","-1","ORG_TO_IGNORE_BSE",""<endrec>
"","-1","OTP_NOTIFICATION_TYPE",""<endrec>
"","-1","OVERWRITE_SAME_EFT_FILE","0"<endrec>
"","-1","Obfuscation_FOR_GENERIC_OUTBOUND_API","1"<endrec>
"","-1","PASSWORD_HASH_SALT_OF_DEFAULT_SAVING_LOAN_SYSTEM",""<endrec>
"","-1","PAYBILL_C2B_TRANSTYPE","20004,20005,20066,20067,20070,20006,20008,20017,20064,20014,20068,20063,20034,20018,20010,20015,20056,20013,20046,20048,20047,20052,20049,20059,20050,20051,20042,20802,20803,20041,20999,20030,20001,20022,20003,20009,20698,20007,20020,20019,20898,20039,20027,20598,20023,20599"<endrec>
"","-1","PAYBILL_DATA_EXTRACTOR_MAX_TASK","10"<endrec>
"","-1","PAYBILL_MAXIMUM_RECORDS_PER_FILE","1000"<endrec>
"","-1","PAYBILL_MINIMUM_INTERVAL_EXTRACT_DATA","15"<endrec>
"","-1","PAYSHIELD_INITIAL_PIN_LIFECYCLE","1440"<endrec>
"","-1","PAY_INTEREST_FOR_ZERO_AMOUNT","0"<endrec>
"","-1","PGW_CUSTOMER_TRANSFER_TO_MERCHANT_REASON","10000004"<endrec>
"","-1","PGW_VOUCHER_MIN_EXPIRYTIME","120"<endrec>
"","-1","PG_MKT_MERKET_PROVIDER_SEGMENT","510062"<endrec>
"","-1","PG_MKT_REPORT_RETRY_PLAN","30,120,360,600,3600,3600"<endrec>
"","-1","PG_MKT_REQ_TIMEOUT_CHK","60"<endrec>
"","-1","PG_MKT_SELLER_SEGMENT","510062"<endrec>
"","-1","PG_MKT_SEND_FAILURE_TIMES","10"<endrec>
"","-1","PG_MKT_SEND_FAILURE_TIME_SCOPE","15"<endrec>
"","-1","PG_MKT_SEND_TIMEOUT","2000"<endrec>
"","-1","PG_MKT_TS_PERIOD","120"<endrec>
"","-1","PIN_MANAGEMENT_ENCRYPTION_MODE","01"<endrec>
"","-1","POINT_REDEEM_GOODS_VOUCHER_TYPE","10000146"<endrec>
"","-1","PORTAL_INITTRANS_REASON_INPUT_FLAG","1"<endrec>
"","-1","PORTAL_LOGON_OTP_NOTIFICATION_TYPE","208000000000013238"<endrec>
"","-1","PORTAL_SUPPORT_FREECHARGE","1"<endrec>
"","-1","PRE_WARNING_NOTIFICATION_TEMPLATE","208000000000067239"<endrec>
"","-1","PRODUCT_EXPIRY_NOTIFICATION_RECEIVER","500000000000010004"<endrec>
"","-1","PROFIT_DISBURSE_TRANSACTION_TYPE","23798"<endrec>
"","-1","PROFIT_SUPPORT_COMPOUND_INTEREST","0"<endrec>
"","-1","QUERY_DATE_INTERVAL","365,D"<endrec>
"","-1","QUESTION_FOR_NOT_EXISTS","01"<endrec>
"","-1","REASONTYPE_AGGREGATOR_ROLL_UP","10000064"<endrec>
"","-1","REASONTYPE_AUTO_CLAW_BACK_REASON","10000246"<endrec>
"","-1","REASONTYPE_CENTRAL_OWEND_ROLL_UP","10000070"<endrec>
"","-1","REASONTYPE_CLAWBACK_FROM_HELD","10000083"<endrec>
"","-1","REASONTYPE_CLAWBACK_IN_PAY_WF_FOR_TOP_ORG","10004379"<endrec>
"","-1","REASONTYPE_CLAW_BACK_REASON","10004252"<endrec>
"","-1","REASONTYPE_HO_PAY_REASON","10000069"<endrec>
"","-1","REASONTYPE_ROLL_DOWN_REASON","10000064"<endrec>
"","-1","REASONTYPE_SUB_PAY_REASON","10000062"<endrec>
"","-1","REASON_FOR_CLAWBACK","1,2"<endrec>
"","-1","REASON_TYPE_OF_CREDIT_PROMOTION",""<endrec>
"","-1","RECONCILIATION_REPORT_TIMEOUT","15"<endrec>
"","-1","RECONCILIATION_REPORT_TITLE","BANK RECONCILIATION SUMMARY"<endrec>
"","-1","RECORD_ISO8583_IN_MSG","0"<endrec>
"","-1","REDEEM_CUST_POINT_TO_BALANCE_REASON","10003160"<endrec>
"","-1","REDEEM_POINT_TO_BALANCE_REASON","10000051"<endrec>
"","-1","REFILL_OPERATION","1000"<endrec>
"","-1","REFUND_PERMIT_DAYS","180"<endrec>
"","-1","REFUND_SERVICE_CODE","2002"<endrec>
"","-1","REG_CUSTOMER_OPT_IN","Yes"<endrec>
"","-1","REMARK_MANDATORY_FOR_ENTRIES_PROCESSING",""<endrec>
"","-1","REMINDER_DAYS_BEFORE_BUNDLE_EXPIRATION_DATE","1"<endrec>
"","-1","REMINDER_EXPIRATION_TIME","1"<endrec>
"","-1","REMOVE_VOUCHER_REASONTYPE_ALIAS",""<endrec>
"","-1","REPEATABILITY_OF_BANK_ACCUOUNT","0"<endrec>
"","-1","RESENDVOUCHER_NOTIFICATION_ID","107000000000002242"<endrec>
"","-1","RESEND_VOUCHER_REASONTYPE_ALIAS",""<endrec>
"","-1","RESEND_VOUCHER_SUPPORT_TO_SENDER","0"<endrec>
"","-1","RESIDUAL_COMMISSION_PERIOD","00:24:00:00"<endrec>
"","-1","RESULT_CALLER_PASSWORD","c4f255c449f93225c3972636828526c8"<endrec>
"","-1","RESULT_CALLER_USER_NAME","liutianyi"<endrec>
"","-1","REVERSAL_REQUEST_TIME_LIMIT","5"<endrec>
"","-1","REVERSE_LIABLE_COMMISSION_REASON","10000205"<endrec>
"","-1","REVERSE_ORIGINAL_WITHDRAW_TXN","1"<endrec>
"","-1","REVERSE_TRANSACTION_TIME","1"<endrec>
"","-1","ROLL_UP_END_TIME","08/10/2014 11:47:31"<endrec>
"","-1","ROLL_UP_START_TIME","01/10/2014 00:00:01"<endrec>
"","-1","ROUNDOFF_TAX_WHEN_DECREASE_AMOUNT","1"<endrec>
"","-1","RS_ACTION_OF_RESET_CUSTOMER_PIN","120"<endrec>
"","-1","RS_TXN_OF_BANK_WITHDRAW","20056"<endrec>
"","-1","RS_TXN_OF_DEPOSIT","20070"<endrec>
"","-1","RS_TXN_OF_TRANSFER","20034"<endrec>
"","-1","RS_TXN_OF_WITHDRAW","20013"<endrec>
"","-1","RULE_OF_PRO-APPROVAL","1"<endrec>
"","-1","SALDO_SHORT_CODE","1000"<endrec>
"","-1","SAVING_AND_LOAN_FILE_PATH","/SavingAndLoan/"<endrec>
"","-1","SAVING_AND_LOAN_PORTAL_URL",""<endrec>
"","-1","SCENARIOS_OF_APPLYING_LIMIT_RULE_FOR_RECEIVER",""<endrec>
"","-1","SESSION_TIMEOUT","500"<endrec>
"","-1","SETTLEMENT_ACCOUNT_TYPE","10089"<endrec>
"","-1","SETTLEMENT_ACCOUNT_TYPE_BETWEEN_BANK",""<endrec>
"","-1","SETTLEMENT_NUMBER_KYC","1003:110474"<endrec>
"","-1","SGEMENT_OF_EXTERNAL_BUNDLE_PROVIDER","510352"<endrec>
"","-1","SHORTCODE_OF_DEFAULT_SAVING_LOAN_SYSTEM",""<endrec>
"","-1","SHORT_CODE_VALIDATION_RULE","^([0-9]{6})$"<endrec>
"","-1","SMSVC_DEF_PERIODS","60"<endrec>
"","-1","SMSVC_REP_DURATION","60"<endrec>
"","-1","SMS_DEFAULT_REPLY_STRING","Your request has been received, please wait for the SMS reply."<endrec>
"","-1","SMS_NOTIFICATION","107000000000002244"<endrec>
"","-1","SOCIABLE_TIME_PERIOD_END","23:27:00"<endrec>
"","-1","SOCIABLE_TIME_PERIOD_START","00:13:28"<endrec>
"","-1","SP_AC_FOR_WITHDRAW","10011,10030,10033,10023"<endrec>
"","-1","SP_OP_AUTH_LIMIT_RULE_PROFILE",""<endrec>
"","-1","START_ERROR_CODE_STATE_TAG_BARRED_TXN","TC75001"<endrec>
"","-1","STATEMENT_NOTIFICATION","101000000000000040"<endrec>
"","-1","STORE_ORIGINAL_LIMIT_RULE_DATA","1"<endrec>
"","-1","SUBMIT_FLAG_WHEN_SUCCESS_END","0"<endrec>
"","-1","SUBMIT_NOTIFY_TYPE",""<endrec>
"","-1","SUPPORT_CNS_USSD_PUSH","1"<endrec>
"","-1","SUPPORT_CREDENTIAL_OBFUSCATION_CALLER_LEVEL","0"<endrec>
"","-1","SUPPORT_CREDENTIAL_OBFUSCATION_INITIATOR_LEVEL","0"<endrec>
"","-1","SUPPORT_CUSTOMER_NAME_SEARCH","1"<endrec>
"","-1","SUPPORT_ENCRYPT_CALLER_LEVEL","0"<endrec>
"","-1","SUPPORT_ENCRYPT_INITITATOR_LEVEL","0"<endrec>
"","-1","SUPPORT_MNP_OUT_FOR_REG_CUSTOMER","1"<endrec>
"","-1","SUPPORT_MNP_OUT_FOR_UNREG_CUSTOMER","1"<endrec>
"","-1","SUPPORT_OUTBOUND_MULTIPLE_USER","0"<endrec>
"","-1","SUPPORT_SP_ACTIVATE_CUSTOMER","1"<endrec>
"","-1","SUPPORT_SP_ACTIVATE_ORG_OP","0"<endrec>
"","-1","SUPPORT_SYNC_TERMINATE","NO"<endrec>
"","-1","SWITCH_FOR_CHECKING_CNS_FLAGS","1"<endrec>
"","-1","SWITCH_SETTLEMENT_DATE_BY_CUT_OFF","0"<endrec>
"","-1","SYSTEM_MAXIMUM_DATE","20991231"<endrec>
"","-1","TASK_PRIVILEGE_FOR_REASON",""<endrec>
"","-1","TAX_RATE_PERCENTAGE_PRECISION","2"<endrec>
"","-1","TC_NOTIFICATION_TYPE_BEFORE_VOUCHER_EXPIRY","107000000000002241"<endrec>
"","-1","TC_X_DAY_VOUCHER_EXPIRY_NOTIFICATION",""<endrec>
"","-1","TEP_PRINCIPAL_AMOUNT_MIN_FLAG","1"<endrec>
"","-1","TERRITORY_LEVEL_OF_COMMISSION_LOCATION_VALIDATION","2"<endrec>
"","-1","TERRITORY_LEVEL_OF_DISCOUNT_LOCATION_VALIDATION","2"<endrec>
"","-1","TILL_ACTIVATION_SERVICE_CODE","10066"<endrec>
"","-1","TILL_MENU_CACHE_TIMEOUT","86400"<endrec>
"","-1","TILL_NUMBER_VALIDATION_RULE","^([a-zA-Z0-9]{5,6})$"<endrec>
"","-1","TIME_LIMIT_CUSTOMER_ACTIVATION_CREATE_PIN",""<endrec>
"","-1","TIME_LIMIT_ORG_OP_ACTIVATION_CREATE_PIN",""<endrec>
"","-1","TIME_RANGE_FOR_INQUIRY_RECEIPT_NO","15"<endrec>
"","-1","TOPUP_SUPPORT_MASKED_NUMBER","0"<endrec>
"","-1","TRANSACTION_FOR_CHARGE_BUNDLE_SUBSCRIPTION_PRICE","27301"<endrec>
"","-1","TRANSACTION_PROMOTION_NOTIFY_TEMPLATE",""<endrec>
"","-1","TRANSACTION_QUERYCOUNT","5"<endrec>
"","-1","TRANSACTION_TYPE","USSDPushConfirm"<endrec>
"","-1","TRANSFER_FOR_CANCELLATION","20598"<endrec>
"","-1","TRANS_TYPE_WITHDRAWAL_CUST","20008"<endrec>
"","-1","TXN_E_MONEY_BANK_CHARGE_ID","20067"<endrec>
"","-1","TXN_MONEY_BANK_INTEREST_ID","20066"<endrec>
"","-1","TXN_RECEIPT_NUMBER_POLICY","0"<endrec>
"","-1","UMC_STK_ALT_SERVER_MSISDN",""<endrec>
"","-1","UNREG_BENEFICIARY_NOTIFICATION_FLAG","1"<endrec>
"","-1","UNREG_BENEFICIARY_NOTIFICATION_TYPE","208000000000020240"<endrec>
"","-1","UPDATE_GROUP_STK_MENU","0"<endrec>
"","-1","UPLOAD_BANK_STATEMENT_PREFIX","Web"<endrec>
"","-1","USER_NAME_VALIDATION_RULE","^([0-9A-Za-z.\s]{4,64})$"<endrec>
"","-1","USSD_PUSH_INITIATOR_SUSPENSION_REASON","0"<endrec>
"","-1","USSD_PUSH_NONCONFIRM_THREHOLD","1"<endrec>
"","-1","USSD_PUSH_RESULT_IP_RULE","0"<endrec>
"","-1","VALIDATE_CUST_KYC_FROM_THIRDPARTY","0"<endrec>
"","-1","VERIFICODE_RESEND_INTERVAL","60"<endrec>
"","-1","VERIFYCODE_NOTIFICATION_ID",""<endrec>
"","-1","VERIFY_IDNUMBER_WITHOUT_IDTYPE","0"<endrec>
"","-1","VERIFY_VOUCHER_REASONTYPE_ALIAS","10002751"<endrec>
"","-1","VOUCHER_ERROR_TIME","1000"<endrec>
"","-1","VOUCHER_GENERATOR_LIMIT","500"<endrec>
"","-1","VOUCHER_RESEND_INTERVAL","60"<endrec>
"","-1","WF_PERMISSION_FOUR_EYES","0"<endrec>
"","-1","WITHDRAW_FOR_CANCELLATION","20599"<endrec>
"","-1","WORKFLOW_TASK_FILE_MAXSIZE","1000000"<endrec>
"","-1","WORKFLOW_TASK_FILE_MINSIZE","1000"<endrec>
"","-1","WORKFLOW_TASK_FILE_SOLUTION","1"<endrec>
"","-1","WORKFLOW_TASK_FILE_SUFFIX","jpg|doc|docx|xls|txt"<endrec>
