LOAD_DATA_TS,PROPERTY_CODE,PROPERTY_VALUE,SERVICE_UNIQUE_ID                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             <endrec>
"2019-07-10 11:12:36.000000","SERVICE_PRE_VALIDATION","1","937612855"<endrec>
"2019-07-23 10:40:42.000000","SERVICE_PRE_VALIDATION","1","937612915"<endrec>
"2019-07-23 10:58:59.000000","SERVICE_PRE_VALIDATION","1","937612916"<endrec>
"2019-08-08 07:53:32.000000","SERVICE_PRE_VALIDATION","1","937619761"<endrec>
"2019-08-08 08:00:21.000000","SERVICE_PRE_VALIDATION","1","937619762"<endrec>
"2019-08-19 14:30:38.000000","SERVICE_PRE_VALIDATION","1","937619892"<endrec>
"2016-10-20 04:25:12.000000","Two_Part_Confirm_Action","Yes","937230553"<endrec>
"2017-10-03 12:47:17.000000","Two_Part_Confirm_Action","Yes","937415249"<endrec>
"2017-10-03 14:13:36.000000","Two_Part_Confirm_Action","Yes","937415254"<endrec>
"2017-10-03 14:16:46.000000","Two_Part_Confirm_Action","Yes","937415255"<endrec>
"2017-10-03 14:22:42.000000","Two_Part_Confirm_Action","Yes","937415256"<endrec>
"2017-10-04 04:28:56.000000","Two_Part_Confirm_Action","Yes","937415259"<endrec>
"2017-10-04 04:45:49.000000","Two_Part_Confirm_Action","Yes","937415260"<endrec>
"2017-10-23 05:37:19.000000","Two_Part_Confirm_Action","Yes","937419067"<endrec>
"2018-03-06 08:22:12.000000","Two_Part_Confirm_Action","Yes","937466558"<endrec>
"2018-03-06 08:39:19.000000","Two_Part_Confirm_Action","Yes","937466561"<endrec>
"2018-03-06 08:45:35.000000","Two_Part_Confirm_Action","Yes","937466565"<endrec>
"2018-03-06 08:48:52.000000","Two_Part_Confirm_Action","Yes","937466567"<endrec>
"2016-10-19 06:32:14.000000","Two_Part_Payment","Yes","937229631"<endrec>
"2016-10-19 08:41:17.000000","Two_Part_Payment","Yes","937229656"<endrec>
"2017-02-14 03:21:51.000000","Two_Part_Payment","Yes","937264712"<endrec>
"2017-02-28 07:57:28.000000","Two_Part_Payment","Yes","937279872"<endrec>
"2017-03-02 06:57:08.000000","Two_Part_Payment","Yes","937279977"<endrec>
"2017-03-09 07:04:16.000000","Two_Part_Payment","Yes","937281931"<endrec>
"2017-06-21 03:36:43.000000","Two_Part_Payment","Yes","937361003"<endrec>
"2017-08-28 15:25:46.000000","Two_Part_Payment","Yes","937392908"<endrec>
"2017-09-01 11:13:37.000000","Two_Part_Payment","Yes","937396967"<endrec>
"2017-09-12 04:44:25.000000","Two_Part_Payment","Yes","937403936"<endrec>
"2017-11-27 03:06:30.000000","Two_Part_Payment","Yes","937432138"<endrec>
"2018-06-05 14:37:47.000000","Two_Part_Payment","Yes","937498822"<endrec>
"2018-06-07 10:28:34.000000","Two_Part_Payment","Yes","937504737"<endrec>
"2018-10-12 04:17:28.000000","Two_Part_Payment","Yes","937537726"<endrec>
"2018-10-18 10:14:17.000000","Two_Part_Payment","Yes","937539741"<endrec>
"2018-10-18 10:41:26.000000","Two_Part_Payment","Yes","937539746"<endrec>
"2018-10-23 08:20:57.000000","Two_Part_Payment","Yes","937539811"<endrec>
"2018-10-23 08:55:35.000000","Two_Part_Payment","Yes","937539815"<endrec>
"2018-10-23 12:16:01.000000","Two_Part_Payment","Yes","937539823"<endrec>
"2019-08-19 14:30:38.000000","Two_Part_Payment","Yes","937619892"<endrec>
