APPLY_CHG_RULE_OPTION,CHARGE_CATEGORY_TYPE,CHARGE_TYPE_INDEX,LOAD_DATA_TS,PAYEE_ACCOUNT_TYPE,PAYER_ACCOUNT_TYPE,REASON_CHARGE_INDEX,REASON_UNIQUE_ID                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    <endrec>
"1","1","10000102","","10014","10016","22530","937229640"<endrec>
"1","1","10000047","","10014","10011","22531","937229647"<endrec>
"1","4","10000055","","10020","10018","22532","937229647"<endrec>
"1","1","10001241","","10011","10011","22533","937229681"<endrec>
"1","1","10000047","","10014","10011","22538","937230654"<endrec>
"1","4","10000055","","10020","10018","22539","937230654"<endrec>
"0","1","10001276","","10011","10011","22540","937230657"<endrec>
"1","1","10001241","","10011","10011","22541","937230659"<endrec>
"1","1","10000101","","10014","10011","22548","937231559"<endrec>
"1","1","10000102","","10014","10016","22549","937231559"<endrec>
"0","1","10001294","","10014","10011","22559","937232547"<endrec>
"1","1","10001241","","10011","10011","22560","937232548"<endrec>
"1","1","10000047","","10014","10011","22562","937232578"<endrec>
"1","4","10000055","","10020","10018","22563","937232578"<endrec>
"1","1","10000047","","10014","10011","22564","937232579"<endrec>
"1","4","10000055","","10020","10018","22565","937232579"<endrec>
"1","1","10001162","","10014","10016","22566","937232588"<endrec>
"1","2","10001161","","10019","10018","22567","937232588"<endrec>
"1","1","10000047","","10014","10011","22568","937232598"<endrec>
"1","4","10000055","","10020","10018","22569","937232598"<endrec>
"1","1","10001311","","10014","10016","22578","937233541"<endrec>
"1","1","10000027","","10014","10027","22588","937234543"<endrec>
"0","3","10001202","","10019","10020","22589","937234543"<endrec>
"1","1","10000005","","10014","10015","22598","937235547"<endrec>
"1","4","10000057","","10020","10014","22599","937235547"<endrec>
"1","1","10000005","","10014","10015","22602","937235549"<endrec>
"1","4","10000057","","10020","10014","22603","937235549"<endrec>
"0","1","10001251","","10011","10013","22604","937235572"<endrec>
"0","1","10001271","","10011","10013","22605","937235624"<endrec>
"1","1","10000047","","10014","10011","22606","937235626"<endrec>
"1","4","10000055","","10020","10018","22607","937235626"<endrec>
"1","1","10000047","","10014","10011","22608","937235627"<endrec>
"1","4","10000055","","10020","10018","22609","937235627"<endrec>
"1","1","10000047","","10014","10011","22610","937235628"<endrec>
"1","4","10000055","","10020","10018","22611","937235628"<endrec>
"1","1","10000027","","10014","10027","22612","937235631"<endrec>
"0","3","10001202","","10019","10020","22613","937235631"<endrec>
"1","1","10000027","","10014","10027","22614","937235632"<endrec>
"0","3","10001202","","10019","10020","22615","937235632"<endrec>
"1","1","10000067","","10014","10011","22616","937235658"<endrec>
"1","2","10000020","","10019","10018","22617","937235660"<endrec>
"1","3","10000037","","10019","10018","22618","937235660"<endrec>
"1","1","10001162","","10014","10016","22628","937242662"<endrec>
"1","2","10001161","","10019","10018","22629","937242662"<endrec>
"1","1","10000027","","10014","10027","22638","937243662"<endrec>
"0","3","10001202","","10019","10020","22639","937243662"<endrec>
"1","1","10000023","","10014","10011","22640","937243663"<endrec>
"1","1","10000024","","10014","10016","22641","937243663"<endrec>
"1","1","10000023","","10014","10011","22642","937243664"<endrec>
"1","1","10000024","","10014","10016","22643","937243664"<endrec>
"1","1","10000023","","10014","10011","22644","937243665"<endrec>
"1","1","10000024","","10014","10016","22645","937243665"<endrec>
"1","1","10000023","","10014","10011","22646","937243666"<endrec>
"1","1","10000024","","10014","10016","22647","937243666"<endrec>
"1","1","10000023","","10014","10011","22648","937243667"<endrec>
"1","1","10000024","","10014","10016","22649","937243667"<endrec>
"1","1","10000023","","10014","10011","22650","937243668"<endrec>
"1","1","10000024","","10014","10016","22651","937243668"<endrec>
"1","1","10000023","","10014","10011","22652","937243669"<endrec>
"1","1","10000024","","10014","10016","22653","937243669"<endrec>
"1","1","10000023","","10014","10011","22654","937243670"<endrec>
"1","1","10000024","","10014","10016","22655","937243670"<endrec>
"1","1","10000023","","10014","10011","22656","937243671"<endrec>
"1","1","10000024","","10014","10016","22657","937243671"<endrec>
"1","1","10000023","","10014","10011","22658","937243672"<endrec>
"1","1","10000024","","10014","10016","22659","937243672"<endrec>
"1","1","10000023","","10014","10011","22660","937243673"<endrec>
"1","1","10000024","","10014","10016","22661","937243673"<endrec>
"1","1","10000023","","10014","10011","22662","937243679"<endrec>
"1","1","10000024","","10014","10016","22663","937243679"<endrec>
"1","1","10000023","","10014","10011","22664","937243680"<endrec>
"1","1","10000024","","10014","10016","22665","937243680"<endrec>
"1","1","10000091","","10014","10011","22668","937244679"<endrec>
"1","1","10000099","","10014","10016","22669","937244679"<endrec>
"0","1","10000043","","10014","10011","22670","937244695"<endrec>
"0","1","10000043","","10014","10011","22671","937244697"<endrec>
"","1","10000017","","10014","10011","22672","937244704"<endrec>
"0","1","10000043","","10014","10011","22673","937244717"<endrec>
"0","2","10001321","","10013","10018","22675","937244722"<endrec>
"1","2","10000020","","10019","10018","22676","937244750"<endrec>
"0","3","10000037","","10019","10018","22677","937244750"<endrec>
"1","1","10001241","","10011","10011","22678","937244752"<endrec>
"1","1","10000005","","10014","10015","22679","937244753"<endrec>
"1","4","10000057","","10020","10014","22680","937244753"<endrec>
"1","2","10000020","","10019","10018","22681","937244754"<endrec>
"0","3","10000037","","10019","10018","22682","937244754"<endrec>
"1","1","10000050","","10014","10016","22683","937244755"<endrec>
"1","4","10000054","","10020","10018","22684","937244755"<endrec>
"1","2","10000020","","10019","10018","22685","937244761"<endrec>
"0","3","10000037","","10019","10018","22686","937244761"<endrec>
"1","1","10000050","","10014","10015","22687","937244765"<endrec>
"1","1","10000050","","10014","10015","22688","937244766"<endrec>
"1","4","10000054","","10020","10014","22689","937244766"<endrec>
"1","1","10000050","","10014","10016","22690","937244768"<endrec>
"1","4","10000054","","10020","10018","22691","937244768"<endrec>
"1","1","10000099","","10014","10016","22692","937244770"<endrec>
"1","1","10000091","","10014","10011","22693","937244770"<endrec>
"0","2","10001321","","10013","10018","22694","937244783"<endrec>
"1","1","10000005","","10014","10015","22695","937244784"<endrec>
"1","4","10000057","","10020","10014","22696","937244784"<endrec>
"1","1","10000005","","10014","10015","22697","937244785"<endrec>
"1","4","10000057","","10020","10014","22698","937244785"<endrec>
"1","1","10000005","","10014","10015","22699","937244787"<endrec>
"1","4","10000057","","10020","10014","22700","937244787"<endrec>
"1","1","10000005","","10014","10015","22701","937244789"<endrec>
"1","4","10000057","","10020","10014","22702","937244789"<endrec>
"1","1","10000050","","10014","10016","22703","937244808"<endrec>
"1","4","10000054","","10020","10018","22704","937244808"<endrec>
"1","1","10000050","","10014","10016","22705","937244810"<endrec>
"1","4","10000054","","10020","10018","22706","937244810"<endrec>
"1","1","10000099","","10014","10016","22708","937245662"<endrec>
"1","1","10000091","","10014","10011","22709","937245662"<endrec>
"","1","10000036","","10014","10011","22710","937245705"<endrec>
"0","2","10001321","","10019","10018","22711","937245718"<endrec>
"1","1","10001241","","10011","10011","22718","937247680"<endrec>
"","1","10000015","","10014","10011","22729","937248696"<endrec>
"1","1","10000029","","10014","10011","22730","937248706"<endrec>
"1","1","10000005","","10014","10015","22738","937249683"<endrec>
"1","1","10000050","","10014","10015","22739","937249684"<endrec>
"1","1","10000023","","10014","10011","22740","937249760"<endrec>
"1","1","10000024","","10014","10016","22741","937249760"<endrec>
"1","1","10000023","","10014","10011","22742","937249775"<endrec>
"1","1","10000024","","10014","10016","22743","937249775"<endrec>
"1","1","10000023","","10014","10011","22744","937249777"<endrec>
"1","1","10000024","","10014","10016","22745","937249777"<endrec>
"1","1","10000023","","10014","10011","22746","937249785"<endrec>
"1","1","10000024","","10014","10016","22747","937249785"<endrec>
"1","1","10000023","","10014","10011","22748","937249786"<endrec>
"1","1","10000024","","10014","10016","22749","937249786"<endrec>
"1","1","10000023","","10014","10011","22750","937249791"<endrec>
"1","1","10000024","","10014","10016","22751","937249791"<endrec>
"1","2","10000020","","10019","10018","22758","937250698"<endrec>
"0","3","10000037","","10019","10018","22759","937250698"<endrec>
"1","1","10001241","","10011","10011","22760","937250709"<endrec>
"1","1","10001241","","10011","10011","22761","937250710"<endrec>
"1","5","10001331","","21134","21135","22768","937251684"<endrec>
"1","1","10000027","","10014","10027","22769","937251689"<endrec>
"1","2","10000020","","10019","10018","22778","937252683"<endrec>
"0","3","10000037","","10019","10018","22779","937252683"<endrec>
"1","2","10000020","","10019","10018","22780","937252684"<endrec>
"0","3","10000037","","10019","10018","22781","937252684"<endrec>
"1","1","10000005","","10014","10015","22788","937253718"<endrec>
"1","1","10000023","","10014","10011","22798","937254683"<endrec>
"1","1","10000024","","10014","10016","22799","937254683"<endrec>
"1","1","10000023","","10014","10011","22800","937254688"<endrec>
"1","1","10000024","","10014","10016","22801","937254688"<endrec>
"1","1","10000023","","10014","10011","22802","937254689"<endrec>
"1","1","10000024","","10014","10016","22803","937254689"<endrec>
"","1","10000017","","10014","10011","22804","937254710"<endrec>
"1","1","10000023","","10014","10011","22805","937254733"<endrec>
"1","1","10000024","","10014","10016","22806","937254733"<endrec>
"1","1","10000023","","10014","10011","22807","937254735"<endrec>
"1","1","10000024","","10014","10016","22808","937254735"<endrec>
"1","1","10000023","","10014","10011","22809","937254750"<endrec>
"1","1","10000024","","10014","10016","22810","937254750"<endrec>
"1","1","10000047","","10014","10011","22811","937254771"<endrec>
"1","1","10000029","","10014","10011","22812","937254775"<endrec>
"1","1","10000047","","10014","10011","22813","937254775"<endrec>
"1","1","10000027","","10014","10027","22814","937254784"<endrec>
"0","3","10001202","","10019","10020","22815","937254784"<endrec>
"1","2","10000020","","10019","10018","22816","937254787"<endrec>
"0","3","10000037","","10019","10018","22817","937254787"<endrec>
"1","1","10001421","","10014","10011","22818","937254793"<endrec>
"1","1","10000022","","10014","10016","22819","937254793"<endrec>
"1","1","10000023","","10014","10011","22820","937254795"<endrec>
"1","1","10000024","","10014","10016","22821","937254795"<endrec>
"1","1","10000023","","10014","10011","22822","937254797"<endrec>
"1","1","10000024","","10014","10016","22823","937254797"<endrec>
"0","5","10001171","","10011","10011","22824","937254819"<endrec>
"0","5","10001171","","10011","10011","22825","937254821"<endrec>
"1","1","10001251","","21047","10013","22826","937254837"<endrec>
"1","1","10000047","","10014","10011","22827","937254866"<endrec>
"1","1","10000047","","10014","10011","22829","937254875"<endrec>
"1","1","10000047","","10014","10011","22830","937254877"<endrec>
"1","1","10000047","","10014","10011","22831","937254878"<endrec>
"1","5","10000025","","10019","10011","22832","937254909"<endrec>
"1","5","10000025","","10019","10011","22833","937254911"<endrec>
"1","5","10000025","","10019","10011","22834","937254912"<endrec>
"0","1","10001341","","21047","10013","22835","937254916"<endrec>
"1","2","10000020","","10019","10018","22836","937254951"<endrec>
"0","3","10000037","","10019","10018","22837","937254951"<endrec>
"1","1","10000027","","10014","10027","22838","937255685"<endrec>
"1","1","10000050","","10014","10015","22839","937255698"<endrec>
"1","4","10000054","","10020","10014","22840","937255698"<endrec>
"1","1","10000029","","10014","10011","22841","937255710"<endrec>
"1","1","10000047","","10014","10011","22842","937255710"<endrec>
"1","2","10000020","","10019","10018","22843","937255711"<endrec>
"0","3","10000037","","10019","10018","22844","937255711"<endrec>
"0","2","10001321","","10019","10018","22845","937255714"<endrec>
"1","1","10000024","","10014","10016","22846","937255715"<endrec>
"1","1","10000023","","10014","10011","22847","937255715"<endrec>
"1","1","10000047","","10014","10011","22848","937255716"<endrec>
"1","4","10000055","","10020","10018","22849","937255716"<endrec>
"1","1","10000033","","10014","10011","22850","937255720"<endrec>
"1","2","10000056","","10019","10018","22851","937255720"<endrec>
"1","1","10000031","","10014","10011","22852","937255721"<endrec>
"1","2","10000032","","10019","10018","22853","937255721"<endrec>
"1","1","10001421","","10014","10011","22854","937255723"<endrec>
"1","1","10000022","","10014","10016","22855","937255723"<endrec>
"1","1","10000024","","10014","10016","22856","937255724"<endrec>
"1","1","10000023","","10014","10011","22857","937255724"<endrec>
"1","1","10000099","","10014","10016","22858","937258731"<endrec>
"1","1","10000091","","10014","10011","22859","937258731"<endrec>
"1","1","10000047","","10014","10011","22860","937258771"<endrec>
"1","4","10000055","","10020","10018","22861","937258771"<endrec>
"1","1","10000047","","10014","10011","22862","937258785"<endrec>
"1","4","10000055","","10020","10018","22863","937258785"<endrec>
"1","2","10000020","","10019","10018","22864","937258789"<endrec>
"1","1","10000047","","10014","10011","22865","937258810"<endrec>
"1","1","10000081","","10014","10135","22868","937260758"<endrec>
"1","1","10000078","","10014","10011","22869","937260758"<endrec>
"1","1","10000047","","10014","10011","22878","937261703"<endrec>
"1","2","10000020","","10019","10018","22888","937262715"<endrec>
"1","1","10000047","","10014","10011","22889","937262738"<endrec>
"1","4","10000055","","10020","10018","22890","937262738"<endrec>
"1","1","10001162","","10014","10016","22891","937262764"<endrec>
"1","2","10001161","","10019","10018","22892","937262764"<endrec>
"1","1","10000029","","10014","10011","22893","937262791"<endrec>
"1","1","10000080","","10014","10135","22894","937262854"<endrec>
"1","1","10000076","","10014","10011","22895","937262854"<endrec>
"1","1","10001162","","10014","10016","22896","937262903"<endrec>
"1","2","10001161","","10019","10018","22897","937262903"<endrec>
"","1","10000017","","10014","10011","22898","937264684"<endrec>
"1","1","10001162","","10014","10016","22908","937265692"<endrec>
"1","2","10001161","","10019","10018","22909","937265692"<endrec>
"1","1","10001162","","10014","10016","22910","937265696"<endrec>
"1","2","10001161","","10019","10018","22911","937265696"<endrec>
"1","1","10001162","","10014","10016","22912","937265704"<endrec>
"1","2","10001161","","10019","10018","22913","937265704"<endrec>
"1","1","10001162","","10014","10016","22914","937265706"<endrec>
"1","2","10001161","","10019","10018","22915","937265706"<endrec>
"1","1","10001162","","10014","10016","22916","937265769"<endrec>
"1","2","10001161","","10019","10018","22917","937265769"<endrec>
"0","1","10001341","","10011","10013","22919","937268805"<endrec>
"0","1","10001341","","10014","10013","22920","937268811"<endrec>
"1","1","10001341","","10014","10013","22921","937268813"<endrec>
"1","1","10000027","","10014","10027","22929","937270821"<endrec>
"1","1","10000027","","10014","10027","22930","937270825"<endrec>
"1","1","10000027","","10014","10027","22931","937270828"<endrec>
"0","1","10001361","","10011","10013","22932","937270832"<endrec>
"1","2","10000020","","10019","10018","22933","937270832"<endrec>
"0","3","10000037","","10019","10018","22934","937270832"<endrec>
"1","1","10000047","","10014","10011","22939","937273822"<endrec>
"1","4","10000055","","10020","10018","22940","937273822"<endrec>
"0","5","10001351","","21134","21135","22941","937273822"<endrec>
"1","1","10000047","","10014","10011","22942","937273836"<endrec>
"1","4","10000055","","10020","10018","22943","937273836"<endrec>
"1","1","10000090","","10014","10011","22944","937273847"<endrec>
"0","1","10000029","","10014","10011","22945","937273849"<endrec>
"1","1","10000099","","10014","10016","22949","937275821"<endrec>
"1","1","10000091","","10014","10011","22950","937275821"<endrec>
"1","1","10000099","","10014","10016","22951","937275823"<endrec>
"1","1","10000091","","10014","10011","22952","937275823"<endrec>
"0","1","10001361","","10011","10013","22959","937277818"<endrec>
"1","2","10000020","","10019","10018","22960","937277818"<endrec>
"0","3","10000037","","10019","10018","22961","937277818"<endrec>
"1","2","10000020","","10019","10018","22969","937278844"<endrec>
"1","1","10000024","","10014","10016","22970","937278849"<endrec>
"1","1","10000023","","10014","10011","22971","937278849"<endrec>
"","1","10000036","","10014","10011","22979","937279821"<endrec>
"","1","10000036","","10014","10011","22980","937279823"<endrec>
"0","5","10001331","","21134","21135","22981","937279832"<endrec>
"1","5","10001331","","21134","21135","22983","937279842"<endrec>
"1","1","10000099","","10014","10016","22984","937279850"<endrec>
"1","1","10000091","","10014","10011","22985","937279850"<endrec>
"1","1","10000099","","10014","10016","22986","937279851"<endrec>
"1","1","10000091","","10014","10011","22987","937279851"<endrec>
"1","1","10000099","","10014","10016","22988","937279854"<endrec>
"1","1","10000091","","10014","10011","22989","937279854"<endrec>
"1","1","10000099","","10014","10016","22990","937279869"<endrec>
"1","1","10000091","","10014","10011","22991","937279869"<endrec>
"0","1","10000029","","10014","10011","22992","937279901"<endrec>
"0","5","10001351","","21134","21135","22993","937279901"<endrec>
"0","1","10000029","","10014","10011","22994","937279903"<endrec>
"0","5","10001351","","21134","21135","22995","937279903"<endrec>
"1","1","10000047","","10014","10011","22996","937279915"<endrec>
"1","4","10000055","","10020","10018","22997","937279915"<endrec>
"0","5","10001351","","21134","21135","22998","937279915"<endrec>
"1","1","10000029","","10014","10011","22999","937279948"<endrec>
"1","1","10000047","","10014","10011","23000","937279948"<endrec>
"0","1","10000029","","10014","10011","23001","937279960"<endrec>
"0","5","10001351","","21134","21135","23002","937279960"<endrec>
"1","2","10000020","","10019","10018","23003","937279981"<endrec>
"1","1","10000029","","10014","10011","23004","937279993"<endrec>
"1","1","10000047","","10014","10011","23005","937279993"<endrec>
"1","1","10000029","","10014","10011","23006","937279994"<endrec>
"1","1","10000047","","10014","10011","23007","937279994"<endrec>
"1","1","10000029","","10014","10011","23008","937279996"<endrec>
"1","1","10000047","","10014","10011","23009","937279996"<endrec>
"1","1","10000029","","10014","10011","23010","937279997"<endrec>
"1","1","10000047","","10014","10011","23011","937279997"<endrec>
"1","1","10000022","","10014","10016","23012","937280000"<endrec>
"1","1","10000099","","10014","10016","23019","937281859"<endrec>
"1","1","10000091","","10014","10011","23020","937281859"<endrec>
"1","1","10000027","","10014","10027","23022","937281866"<endrec>
"0","5","10001372","","21134","21135","23023","937281866"<endrec>
"1","1","10000098","","10014","10016","23024","937281875"<endrec>
"1","1","10000090","","10014","10011","23025","937281875"<endrec>
"1","1","10000021","","10014","10011","23026","937281900"<endrec>
"1","1","10000022","","10014","10016","23027","937281900"<endrec>
"0","5","10001373","","21134","21135","23028","937281900"<endrec>
"1","2","10000020","","10019","10018","23029","937281916"<endrec>
"0","5","10001371","","21134","21135","23030","937281916"<endrec>
"1","2","10000020","","10019","10018","23031","937281920"<endrec>
"0","5","10001374","","21134","21135","23032","937281920"<endrec>
"1","2","10000020","","10019","10018","23033","937281927"<endrec>
"0","5","10001374","","21134","21135","23034","937281927"<endrec>
"0","5","10001375","","21134","21135","23035","937281927"<endrec>
"1","1","10000067","","10014","10011","23036","937281930"<endrec>
"1","1","10000067","","10014","10011","23037","937281932"<endrec>
"1","1","10000067","","10014","10011","23038","937281933"<endrec>
"1","1","10000067","","10014","10011","23039","937281934"<endrec>
"1","1","10000022","","10014","10016","23041","937281937"<endrec>
"0","5","10001373","","21134","21135","23042","937281937"<endrec>
"1","5","10000026","","10019","10011","23043","937281955"<endrec>
"1","1","10000027","","10014","10027","23049","937284823"<endrec>
"1","1","10000029","","10014","10011","23050","937284825"<endrec>
"1","1","10000047","","10014","10011","23051","937284825"<endrec>
"0","1","10000029","","10014","10011","23052","937284828"<endrec>
"0","5","10001351","","21134","21135","23053","937284828"<endrec>
"0","1","10000029","","10014","10011","23054","937284835"<endrec>
"0","5","10001351","","21134","21135","23055","937284835"<endrec>
"1","1","10000031","","10014","10011","23056","937284848"<endrec>
"1","2","10000032","","10019","10018","23057","937284848"<endrec>
"1","1","10000099","","10014","10016","23069","937285844"<endrec>
"1","1","10000091","","10014","10011","23070","937285844"<endrec>
"1","1","10000099","","10014","10016","23071","937285845"<endrec>
"1","1","10000091","","10014","10011","23072","937285845"<endrec>
"1","1","10000029","","10014","10011","23073","937285846"<endrec>
"1","1","10000047","","10014","10011","23074","937285846"<endrec>
"1","1","10000029","","10014","10011","23075","937285847"<endrec>
"1","1","10000047","","10014","10011","23076","937285847"<endrec>
"1","1","10000047","","10014","10011","23079","937287826"<endrec>
"1","4","10000055","","10020","10018","23080","937287826"<endrec>
"1","5","10000025","","10019","10011","23081","937287828"<endrec>
"1","1","10000047","","10014","10011","23082","937287829"<endrec>
"1","4","10000055","","10020","10018","23083","937287829"<endrec>
"0","5","10001351","","21134","21135","23084","937287829"<endrec>
"1","1","10000023","","10014","10011","23085","937287831"<endrec>
"1","1","10000024","","10014","10016","23086","937287831"<endrec>
"1","1","10000023","","10014","10011","23087","937287832"<endrec>
"1","1","10000024","","10014","10016","23088","937287832"<endrec>
"1","1","10000023","","10014","10011","23089","937287833"<endrec>
"1","1","10000024","","10014","10016","23090","937287833"<endrec>
"1","5","10000026","","10019","10011","23091","937287834"<endrec>
"0","1","10001251","","21047","10011","23094","937287836"<endrec>
"0","1","10001271","","21047","10011","23095","937287837"<endrec>
"0","1","10001251","","21047","10011","23096","937287838"<endrec>
"1","1","10000029","","10014","10011","23097","937287841"<endrec>
"1","1","10000047","","10014","10011","23098","937287841"<endrec>
"1","1","10000005","","10014","10015","23099","937287842"<endrec>
"1","1","10000005","","10014","10015","23100","937287843"<endrec>
"1","4","10000057","","10020","10014","23101","937287843"<endrec>
"1","1","10000005","","10014","10015","23102","937287844"<endrec>
"1","4","10000057","","10020","10014","23103","937287844"<endrec>
"1","1","10000005","","10014","10015","23104","937287845"<endrec>
"1","4","10000057","","10020","10014","23105","937287845"<endrec>
"1","1","10000005","","10014","10015","23106","937287846"<endrec>
"1","4","10000057","","10020","10014","23107","937287846"<endrec>
"1","1","10000005","","10014","10015","23108","937287847"<endrec>
"1","1","10000005","","10014","10015","23109","937287848"<endrec>
"1","1","10000029","","10014","10011","23110","937287854"<endrec>
"1","1","10000047","","10014","10011","23111","937287854"<endrec>
"1","1","10000029","","10014","10011","23112","937287855"<endrec>
"1","1","10000047","","10014","10011","23113","937287855"<endrec>
"1","1","10000047","","10014","10011","23114","937287856"<endrec>
"1","4","10000055","","10020","10018","23115","937287856"<endrec>
"0","5","10001351","","21134","21135","23116","937287856"<endrec>
"0","1","10001251","","10020","10011","23117","937287858"<endrec>
"1","1","10000005","","10014","10015","23118","937287859"<endrec>
"1","4","10000057","","10020","10014","23119","937287859"<endrec>
"1","1","10000005","","10014","10015","23120","937287860"<endrec>
"1","4","10000057","","10020","10014","23121","937287860"<endrec>
"1","1","10000005","","10014","10015","23122","937287861"<endrec>
"1","1","10000005","","10014","10015","23123","937287862"<endrec>
"1","1","10000005","","10014","10015","23124","937287863"<endrec>
"1","1","10000047","","10014","10011","23125","937287864"<endrec>
"1","4","10000055","","10020","10018","23126","937287864"<endrec>
"0","5","10001351","","21134","21135","23127","937287864"<endrec>
"1","5","10000025","","10019","10011","23129","937287866"<endrec>
"0","1","10001271","","10020","10011","23130","937287867"<endrec>
"1","1","10000005","","10014","10015","23139","937288819"<endrec>
"1","1","10000005","","10014","10015","23140","937288821"<endrec>
"1","1","10000005","","10014","10015","23141","937288822"<endrec>
"1","1","10000005","","10014","10015","23142","937288823"<endrec>
"1","1","10000005","","10014","10015","23143","937288824"<endrec>
"1","1","10000005","","10014","10015","23144","937288825"<endrec>
"1","5","10000025","","10019","10011","23145","937288827"<endrec>
"0","1","10001361","","10011","10013","23146","937288828"<endrec>
"1","2","10000020","","10019","10018","23147","937288828"<endrec>
"0","3","10000037","","10019","10018","23148","937288828"<endrec>
"1","1","10000047","","10014","10011","23149","937288829"<endrec>
"1","4","10000055","","10020","10018","23150","937288829"<endrec>
"0","5","10001351","","21134","21135","23151","937288829"<endrec>
"0","1","10001361","","10011","10013","23159","937289824"<endrec>
"1","2","10000020","","10019","10018","23160","937289824"<endrec>
"0","3","10000037","","10019","10018","23161","937289824"<endrec>
"1","5","10000025","","10019","10011","23162","937289827"<endrec>
"1","1","10000047","","10014","10011","23163","937289833"<endrec>
"1","4","10000055","","10020","10018","23164","937289833"<endrec>
"0","1","10001361","","10011","10013","23169","937290820"<endrec>
"1","2","10000020","","10019","10018","23170","937290820"<endrec>
"0","3","10000037","","10019","10018","23171","937290820"<endrec>
"1","5","10000025","","10019","10011","23172","937290822"<endrec>
"1","5","10000025","","10019","10011","23173","937290823"<endrec>
"1","5","10000025","","10019","10011","23174","937290824"<endrec>
"1","5","10000025","","10019","10011","23175","937290825"<endrec>
"1","1","10000047","","10014","10011","23176","937290828"<endrec>
"0","1","10000029","","10014","10011","23177","937290828"<endrec>
"1","4","10000055","","10020","10018","23178","937290828"<endrec>
"0","5","10001351","","21134","21135","23179","937290828"<endrec>
"1","1","10000047","","10014","10011","23180","937290829"<endrec>
"1","4","10000055","","10020","10018","23181","937290829"<endrec>
"0","5","10001351","","21134","21135","23182","937290829"<endrec>
"1","1","10001241","","10011","10011","23183","937290837"<endrec>
"1","1","10000029","","10014","10011","23184","937290838"<endrec>
"1","1","10000047","","10014","10011","23185","937290838"<endrec>
"1","1","10001241","","10011","10011","23186","937290839"<endrec>
"0","1","10000029","","10014","10011","23187","937290841"<endrec>
"0","5","10001351","","21134","21135","23188","937290841"<endrec>
"1","1","10000024","","10014","10016","23189","937294825"<endrec>
"1","1","10001391","","10014","10011","23190","937294825"<endrec>
"1","1","10000029","","10014","10011","23199","937297843"<endrec>
"1","1","10000047","","10014","10011","23200","937297843"<endrec>
"1","1","10000029","","10014","10011","23201","937297844"<endrec>
"1","1","10000047","","10014","10011","23202","937297844"<endrec>
"1","1","10000047","","10014","10011","23203","937297845"<endrec>
"1","4","10000055","","10020","10018","23204","937297845"<endrec>
"1","1","10000029","","10014","10011","23209","937298820"<endrec>
"1","1","10000047","","10014","10011","23210","937298820"<endrec>
"1","1","10000047","","10014","10011","23211","937298834"<endrec>
"1","4","10000055","","10020","10018","23212","937298834"<endrec>
"0","5","10001351","","21134","21135","23213","937298834"<endrec>
"1","1","10000047","","10014","10011","23214","937298841"<endrec>
"1","4","10000055","","10020","10018","23215","937298841"<endrec>
"0","1","10001251","","10011","10027","23219","937300829"<endrec>
"0","1","10001251","","10011","10027","23220","937300840"<endrec>
"1","1","10000047","","10014","10011","23229","937302820"<endrec>
"1","4","10000055","","10020","10018","23230","937302820"<endrec>
"0","5","10001351","","21134","21135","23231","937302820"<endrec>
"1","1","10000029","","10014","10011","23232","937302821"<endrec>
"1","1","10000047","","10014","10011","23233","937302821"<endrec>
"1","1","10000047","","10014","10011","23234","937302842"<endrec>
"1","4","10000055","","10020","10018","23235","937302842"<endrec>
"0","1","10000099","","10014","10016","23236","937302859"<endrec>
"0","1","10000091","","10014","10011","23237","937302859"<endrec>
"1","5","10000026","","10019","10011","23238","937302891"<endrec>
"1","1","10000021","","10014","10011","23241","937303826"<endrec>
"1","1","10000022","","10014","10016","23242","937303826"<endrec>
"0","1","10000042","","10014","10011","23249","937304826"<endrec>
"0","1","10001411","","10014","10011","23250","937304831"<endrec>
"0","1","10001411","","10014","10011","23251","937304855"<endrec>
"0","1","10001413","","10014","10011","23252","937304855"<endrec>
"0","1","10001413","","10014","10011","23253","937304856"<endrec>
"0","2","10001414","","10019","10018","23254","937304859"<endrec>
"1","5","10000025","","10019","10011","23255","937304859"<endrec>
"0","1","10000099","","10014","10016","23256","937304862"<endrec>
"0","1","10000091","","10014","10011","23257","937304862"<endrec>
"0","1","10000099","","10014","10016","23258","937304863"<endrec>
"0","1","10000091","","10014","10011","23259","937304863"<endrec>
"1","5","10001331","","21134","21166","23269","937305824"<endrec>
"0","1","10000099","","10014","10016","23270","937305831"<endrec>
"0","1","10000091","","10014","10011","23271","937305831"<endrec>
"0","1","10000099","","10014","10016","23272","937305832"<endrec>
"0","1","10000091","","10014","10011","23273","937305832"<endrec>
"1","1","10000023","","10014","10011","23274","937305833"<endrec>
"1","1","10000024","","10014","10016","23275","937305833"<endrec>
"1","1","10000021","","10014","10011","23279","937306858"<endrec>
"1","1","10000022","","10014","10016","23280","937306858"<endrec>
"1","1","10000081","","10014","10135","23289","937308865"<endrec>
"1","1","10000078","","10014","10011","23290","937308865"<endrec>
"1","1","10000005","","10014","10015","23291","937308869"<endrec>
"1","1","10000005","","10014","10015","23292","937308871"<endrec>
"","1","10000015","","10014","10011","23293","937308882"<endrec>
"1","1","10000029","","10014","10011","23294","937308913"<endrec>
"1","4","10000055","","10020","10018","23295","937308913"<endrec>
