APPLY_CHG_RULE_OPTION,CHARGE_CATEGORY_TYPE,CHARGE_TYPE_INDEX,LOAD_DATA_TS,PAYEE_ACCOUNT_TYPE,PAYER_ACCOUNT_TYPE,REASON_CHARGE_INDEX,REASON_UNIQUE_ID                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    <endrec>
"0","1","10000029","","10014","10011","24369","937415213"<endrec>
"0","5","10001351","","21134","21135","24370","937415213"<endrec>
"0","3","10001504","","10019","10020","24371","937415214"<endrec>
"0","3","10001504","","10019","10020","24372","937415215"<endrec>
"1","1","10000023","","10014","10011","24373","937415217"<endrec>
"1","1","10000024","","10014","10016","24374","937415217"<endrec>
"1","2","10000056","","10019","10018","24375","937415223"<endrec>
"0","1","10001591","","10014","10011","24376","937415233"<endrec>
"1","1","10000047","","10014","10011","24377","937415237"<endrec>
"1","1","10000029","","10014","10011","24378","937415237"<endrec>
"0","1","10001591","","10014","10011","24379","937415242"<endrec>
"0","5","10001171","","10011","10011","24380","937415247"<endrec>
"1","1","10000047","","10014","10011","24381","937415262"<endrec>
"1","1","10000029","","10014","10011","24382","937415262"<endrec>
"0","3","10001504","","10019","10020","24390","937416081"<endrec>
"1","1","10000047","","10014","10011","24391","937416082"<endrec>
"1","1","10000029","","10014","10011","24392","937416082"<endrec>
"0","3","10001504","","10019","10020","24400","937417076"<endrec>
"1","1","10000087","","10014","10016","24401","937417087"<endrec>
"0","3","10001504","","10019","10020","24402","937417089"<endrec>
"0","3","10001504","","10019","10020","24403","937417090"<endrec>
"1","1","10000047","","10014","10011","24404","937417098"<endrec>
"1","4","10000055","","10020","10018","24405","937417098"<endrec>
"1","1","10000047","","10014","10011","24406","937416086"<endrec>
"1","1","10000029","","10014","10011","24407","937416086"<endrec>
"1","1","10000047","","10014","10011","24408","937417099"<endrec>
"1","4","10000055","","10020","10018","24409","937417099"<endrec>
"0","3","10001504","","10019","10020","24410","937417100"<endrec>
"1","1","10000098","","10014","10016","24411","937417113"<endrec>
"1","1","10000090","","10014","10011","24412","937417113"<endrec>
"1","1","10000047","","10014","10011","24413","937417139"<endrec>
"1","1","10000029","","10014","10011","24414","937417139"<endrec>
"1","5","10001331","","21134","21135","24415","937417141"<endrec>
"1","1","10000031","","10014","10011","24416","937417160"<endrec>
"1","2","10000032","","10019","10018","24417","937417160"<endrec>
"0","1","10000050","","10014","10015","24418","937417189"<endrec>
"1","1","10000086","","10014","10011","24420","937418083"<endrec>
"0","5","10001331","","21134","21135","24421","937418102"<endrec>
"0","1","10000029","","10014","10011","24422","937418117"<endrec>
"0","5","10001351","","21134","21135","24423","937418117"<endrec>
"1","1","10000005","","10014","10015","24424","937418125"<endrec>
"1","5","10000018","","10011","10015","24425","937418125"<endrec>
"1","1","10000005","","10014","10015","24426","937418128"<endrec>
"1","5","10000018","","10011","10015","24427","937418128"<endrec>
"0","5","10001171","","10011","10011","24428","937418156"<endrec>
"1","1","10000080","","10014","10135","24429","937418168"<endrec>
"1","1","10000076","","10014","10011","24430","937418168"<endrec>
"1","2","10000056","","10019","10018","24431","937418175"<endrec>
"1","2","10000056","","10019","10018","24432","937418176"<endrec>
"1","2","10000056","","10019","10018","24433","937418177"<endrec>
"1","2","10000056","","10019","10018","24434","937418178"<endrec>
"0","1","10001501","","10011","10011","24435","937418183"<endrec>
"0","1","10001252","","21047","10027","24440","937419069"<endrec>
"0","1","10001252","","21047","10027","24441","937419070"<endrec>
"0","1","10001472","","10011","10011","24442","937419075"<endrec>
"0","1","10001274","","10014","10011","24443","937419096"<endrec>
"0","1","10001472","","10011","10011","24444","937419105"<endrec>
"0","1","10001361","","10014","10013","24450","937420158"<endrec>
"1","2","10000020","","10019","10018","24451","937420158"<endrec>
"1","3","10001431","","10019","10018","24452","937420158"<endrec>
"0","5","10001374","","21134","21135","24453","937420158"<endrec>
"0","5","10001375","","21134","21135","24454","937420158"<endrec>
"0","1","10000029","","10014","10011","24455","937420164"<endrec>
"0","5","10001351","","21134","21135","24456","937420164"<endrec>
"0","1","10000029","","10014","10011","24457","937420165"<endrec>
"0","5","10001351","","21134","21135","24458","937420165"<endrec>
"1","1","10000005","","10014","10015","24460","937422150"<endrec>
"1","1","10000005","","10014","10015","24461","937422151"<endrec>
"0","3","10001504","","10019","10020","24470","937423152"<endrec>
"0","3","10001504","","10019","10020","24471","937423160"<endrec>
"0","3","10001504","","10019","10020","24475","937423163"<endrec>
"0","1","10001491","","21047","10027","24476","937423200"<endrec>
"1","1","10000047","","10014","10011","24477","937423242"<endrec>
"1","4","10000055","","10020","10018","24478","937423242"<endrec>
"1","1","10000023","","10014","10011","24479","937423246"<endrec>
"1","1","10000024","","10014","10016","24480","937423246"<endrec>
"0","1","10001221","","10014","10011","24483","937423256"<endrec>
"0","1","10001601","","10014","10011","24484","937423258"<endrec>
"0","1","10001602","","10014","10011","24485","937423261"<endrec>
"0","1","10001603","","10014","10011","24486","937423281"<endrec>
"0","1","10001491","","21047","10027","24490","937425138"<endrec>
"0","3","10001504","","10019","10020","24491","937425146"<endrec>
"0","1","10001361","","10014","10013","24500","937426175"<endrec>
"1","2","10000020","","10019","10018","24501","937426175"<endrec>
"1","3","10001431","","10019","10018","24502","937426175"<endrec>
"0","5","10001374","","21134","21135","24503","937426175"<endrec>
"0","5","10001375","","21134","21135","24504","937426175"<endrec>
"0","1","10001361","","10014","10013","24505","937426179"<endrec>
"1","2","10000020","","10019","10018","24506","937426179"<endrec>
"1","3","10001431","","10019","10018","24507","937426179"<endrec>
"0","5","10001374","","21134","21135","24508","937426179"<endrec>
"0","5","10001375","","21134","21135","24509","937426179"<endrec>
"0","1","10001514","","10014","10011","24510","937427162"<endrec>
"0","1","10000029","","10020","10011","24511","937427166"<endrec>
"0","3","10001504","","10019","10020","24513","937427191"<endrec>
"0","1","10000029","","10014","10011","24514","937427192"<endrec>
"1","1","10000047","","10014","10011","24515","937427194"<endrec>
"1","1","10000029","","10014","10011","24516","937427194"<endrec>
"1","1","10000047","","10014","10011","24517","937427196"<endrec>
"1","1","10000029","","10014","10011","24518","937427196"<endrec>
"1","1","10000029","","10011","10011","24519","937427197"<endrec>
"1","1","10000047","","10014","10011","24520","937427200"<endrec>
"1","4","10000055","","10020","10018","24521","937427200"<endrec>
"0","3","10001504","","10019","10020","24522","937427201"<endrec>
"0","1","10000029","","10014","10011","24523","937427206"<endrec>
"0","5","10001351","","21134","21135","24524","937427206"<endrec>
"0","5","10001611","","10014","10011","24525","937427206"<endrec>
"0","1","10001612","","10019","10011","24526","937427212"<endrec>
"0","2","10001613","","10019","10018","24527","937427212"<endrec>
"0","1","10001612","","10019","10011","24530","937428141"<endrec>
"0","1","10001621","","10014","10013","24531","937428141"<endrec>
"0","2","10001613","","10019","10018","24532","937428141"<endrec>
"1","1","10000029","","10011","10011","24533","937428230"<endrec>
"1","1","10001201","","10011","10011","24534","937428231"<endrec>
"0","1","10001623","","10011","10011","24535","937428297"<endrec>
"0","5","10001171","","10011","10011","24536","937428305"<endrec>
"0","1","10001624","","10011","10011","24537","937428315"<endrec>
"0","1","10001311","","10011","10011","24538","937428316"<endrec>
"0","1","10001624","","10014","10011","24539","937428322"<endrec>
"0","1","10001624","","10014","10011","24540","937428327"<endrec>
"0","1","10001624","","10014","10011","24541","937428328"<endrec>
"0","1","10001625","","10014","10011","24542","937428337"<endrec>
"0","3","10001504","","10019","10020","24550","937429141"<endrec>
"0","1","10000029","","10014","10011","24551","937429162"<endrec>
"0","5","10001351","","21134","21135","24552","937429162"<endrec>
"0","5","10001611","","10014","10011","24553","937429162"<endrec>
"0","1","10000029","","10014","10011","24554","937429166"<endrec>
"0","5","10001351","","21134","21135","24555","937429166"<endrec>
"0","5","10001611","","10014","10011","24556","937429166"<endrec>
"1","1","10000090","","10014","10011","24560","937430198"<endrec>
"1","1","10000098","","10014","10016","24561","937430198"<endrec>
"1","1","10000098","","10014","10016","24562","937430199"<endrec>
"1","1","10000090","","10014","10011","24563","937430199"<endrec>
"1","4","10000054","","10020","10018","24564","937430220"<endrec>
"0","3","10001504","","10019","10020","24565","937430222"<endrec>
"1","1","10000047","","10011","10011","24566","937430236"<endrec>
"0","3","10001504","","10019","10020","24567","937430236"<endrec>
"0","1","10000004","","10014","10011","24568","937430249"<endrec>
"0","1","10000004","","10011","10011","24569","937430310"<endrec>
"0","1","10000004","","10014","10011","24570","937430322"<endrec>
"0","1","10000029","","10014","10011","24580","937432149"<endrec>
"0","5","10001351","","21134","21135","24581","937432149"<endrec>
"0","5","10001611","","10014","10011","24582","937432149"<endrec>
"1","1","10000047","","10011","10011","24583","937432154"<endrec>
"0","3","10001504","","10019","10020","24584","937432154"<endrec>
"0","5","10001611","","10014","10011","24585","937432154"<endrec>
"0","1","10001631","","10014","10011","24586","937432166"<endrec>
"0","1","10000036","","10011","10011","24587","937432178"<endrec>
"0","1","10000036","","10011","10011","24588","937432179"<endrec>
"0","1","10000036","","10011","10011","24589","937432180"<endrec>
"0","1","10001632","","10014","10011","24590","937432184"<endrec>
"0","1","10000096","","10014","10011","24591","937432189"<endrec>
"0","1","10001581","","10011","10013","24600","937433167"<endrec>
"1","1","10000029","","10011","10011","24601","937433184"<endrec>
"1","1","10001241","","10011","10011","24602","937433217"<endrec>
"0","1","10001602","","10014","10011","24603","937433227"<endrec>
"1","1","10000047","","10014","10011","24610","937434139"<endrec>
"1","1","10000029","","10014","10011","24611","937434139"<endrec>
"1","1","10001162","","10014","10016","24612","937434155"<endrec>
"1","2","10001161","","10019","10018","24613","937434155"<endrec>
"1","1","10001162","","10014","10016","24614","937434159"<endrec>
"1","2","10001161","","10019","10018","24615","937434159"<endrec>
"0","1","10001361","","10011","10013","24620","937436141"<endrec>
"1","2","10000020","","10019","10018","24621","937436141"<endrec>
"0","3","10000037","","10019","10018","24622","937436141"<endrec>
"1","1","10000033","","10014","10011","24623","937436151"<endrec>
"1","2","10000056","","10019","10018","24624","937436151"<endrec>
"1","2","10000056","","10019","10018","24625","937436157"<endrec>
"1","2","10000056","","10019","10018","24626","937436158"<endrec>
"1","1","10000098","","10014","10016","24627","937436159"<endrec>
"1","1","10000090","","10014","10011","24628","937436159"<endrec>
"0","1","10001624","","10014","10013","24630","937437197"<endrec>
"0","1","10001641","","10014","10013","24631","937437208"<endrec>
"0","1","10001651","","10014","10011","24640","937438223"<endrec>
"1","1","10000047","","10014","10011","24641","937438227"<endrec>
"1","1","10000029","","10014","10011","24642","937438227"<endrec>
"0","5","10001611","","10014","10011","24643","937438227"<endrec>
"0","1","10000047","","10011","10011","24650","937441225"<endrec>
"0","5","10001351","","21134","21135","24651","937441225"<endrec>
"0","5","10001611","","10014","10011","24652","937441225"<endrec>
"0","1","10000029","","10011","10011","24660","937443226"<endrec>
"0","5","10001351","","21134","21135","24661","937443226"<endrec>
"0","5","10001611","","10014","10011","24662","937443226"<endrec>
"0","1","10001361","","10014","10013","24663","937443280"<endrec>
"1","2","10000020","","10019","10018","24664","937443280"<endrec>
"1","3","10001431","","10019","10018","24665","937443280"<endrec>
"0","5","10001374","","21134","21135","24666","937443280"<endrec>
"0","5","10001375","","21134","21135","24667","937443280"<endrec>
"0","1","10001361","","10014","10013","24668","937443281"<endrec>
"1","2","10000020","","10019","10018","24669","937443281"<endrec>
"1","3","10001431","","10019","10018","24670","937443281"<endrec>
"0","5","10001374","","21134","21135","24671","937443281"<endrec>
"0","5","10001375","","21134","21135","24672","937443281"<endrec>
"0","1","10001361","","10011","10013","24673","937443282"<endrec>
"1","2","10000020","","10019","10018","24674","937443282"<endrec>
"0","3","10000037","","10019","10018","24675","937443282"<endrec>
"0","1","10001361","","10011","10013","24676","937443284"<endrec>
"1","2","10000020","","10019","10018","24677","937443284"<endrec>
"0","3","10000037","","10019","10018","24678","937443284"<endrec>
"0","5","10001171","","10011","10011","24679","937443292"<endrec>
"0","1","10000004","","10014","10011","24680","937445248"<endrec>
"1","1","10000047","","10014","10011","24681","937445264"<endrec>
"1","1","10000029","","10014","10011","24682","937445264"<endrec>
"0","5","10001611","","10014","10011","24683","937445264"<endrec>
"0","1","10001361","","10014","10013","24684","937445287"<endrec>
"1","2","10000020","","10019","10018","24685","937445287"<endrec>
"1","3","10001431","","10019","10018","24686","937445287"<endrec>
"1","5","10001374","","21134","21135","24687","937445287"<endrec>
"1","5","10001375","","21134","21135","24688","937445287"<endrec>
"1","1","10000047","","10014","10011","24690","937447227"<endrec>
"1","1","10000029","","10014","10011","24691","937447227"<endrec>
"0","5","10001611","","10014","10011","24692","937447227"<endrec>
"1","1","10000047","","10014","10011","24693","937447228"<endrec>
"1","1","10000029","","10014","10011","24694","937447228"<endrec>
"0","5","10001611","","10014","10011","24695","937447228"<endrec>
"1","1","10000031","","10014","10011","24696","937447241"<endrec>
"1","2","10000032","","10019","10018","24697","937447241"<endrec>
"1","2","10000056","","10019","10018","24700","937448225"<endrec>
"1","2","10000056","","10019","10018","24701","937448227"<endrec>
"1","2","10000056","","10019","10018","24702","937448229"<endrec>
"0","5","10001171","","10011","10011","24703","937448230"<endrec>
"0","5","10001171","","10011","10011","24704","937448257"<endrec>
"0","1","10001361","","10014","10013","24705","937448282"<endrec>
"1","2","10000020","","10019","10018","24706","937448282"<endrec>
"1","3","10001431","","10019","10018","24707","937448282"<endrec>
"1","5","10001374","","21134","21135","24708","937448282"<endrec>
"1","5","10001375","","21134","21135","24709","937448282"<endrec>
"0","1","10000047","","10014","10011","24710","937448286"<endrec>
"0","1","10000029","","10014","10011","24711","937448286"<endrec>
"0","5","10001611","","10014","10011","24712","937448286"<endrec>
"1","1","10000080","","10014","10135","24713","937448289"<endrec>
"1","1","10000076","","10014","10011","24714","937448289"<endrec>
"0","1","10000004","","10014","10011","24715","937448309"<endrec>
"1","1","10000024","","10014","10016","24716","937448315"<endrec>
"1","1","10001441","","10014","10011","24717","937448315"<endrec>
"0","1","10000033","","10014","10011","24718","937448320"<endrec>
"1","1","10000024","","10014","10016","24719","937448324"<endrec>
"1","1","10001441","","10014","10011","24720","937448324"<endrec>
"0","2","10001661","","10019","10018","24721","937448324"<endrec>
"1","1","10000081","","10014","10135","24730","937449229"<endrec>
"1","1","10000078","","10014","10011","24731","937449229"<endrec>
"0","1","10001501","","10014","10011","24732","937449238"<endrec>
"0","1","10000033","","10014","10011","24733","937449240"<endrec>
"0","1","10000033","","10014","10011","24734","937449241"<endrec>
"0","1","10000033","","10014","10011","24735","937449244"<endrec>
"0","1","10000033","","10014","10011","24736","937449247"<endrec>
"0","1","10000101","","10014","10011","24740","937450253"<endrec>
"1","5","10000025","","10019","10011","24741","937450253"<endrec>
"0","1","10000101","","10014","10011","24742","937450259"<endrec>
"0","5","10000025","","10019","10011","24743","937450259"<endrec>
"0","1","10001671","","10014","10011","24744","937450261"<endrec>
"0","1","10000096","","10011","10011","24745","937450265"<endrec>
"0","1","10001672","","10014","10011","24746","937450267"<endrec>
"0","1","10000096","","10014","10011","24747","937450273"<endrec>
"0","1","10001673","","10014","10011","24748","937450276"<endrec>
"0","1","10001674","","10014","10011","24749","937450280"<endrec>
"0","1","10001674","","10014","10011","24750","937450282"<endrec>
"0","1","10001673","","10014","10011","24751","937450287"<endrec>
"0","1","10000004","","10014","10011","24752","937450291"<endrec>
"0","1","10000004","","10014","10011","24753","937450293"<endrec>
"0","1","10001673","","10014","10011","24754","937450294"<endrec>
"0","1","10001673","","10014","10011","24755","937450298"<endrec>
"0","1","10001673","","10014","10011","24756","937450301"<endrec>
"0","1","10000004","","10014","10011","24757","937450310"<endrec>
"0","5","10001171","","10011","10011","24758","937450321"<endrec>
"0","1","10001281","","10011","10011","24759","937450322"<endrec>
"0","1","10000004","","10014","10011","24760","937451254"<endrec>
"0","1","10001673","","10014","10011","24761","937451257"<endrec>
"0","1","10001673","","10014","10011","24762","937451258"<endrec>
"0","1","10000050","","10014","10019","24763","937451285"<endrec>
"0","1","10000029","","10011","10011","24764","937451292"<endrec>
"0","5","10001351","","21134","21135","24765","937451292"<endrec>
"0","5","10001611","","10014","10011","24766","937451292"<endrec>
"0","1","10000029","","10011","10011","24767","937451299"<endrec>
"0","5","10001351","","21134","21135","24768","937451299"<endrec>
"0","5","10001611","","10014","10011","24769","937451299"<endrec>
"0","1","10000047","","10014","10011","24770","937451300"<endrec>
"0","1","10000029","","10014","10011","24771","937451300"<endrec>
"0","5","10001611","","10014","10011","24772","937451300"<endrec>
"0","1","10001492","","21047","10011","24781","937452261"<endrec>
"0","1","10001492","","10011","10011","24782","937452262"<endrec>
"1","1","10000027","","21079","10011","24783","937452266"<endrec>
"1","1","10000027","","10011","10011","24784","937452268"<endrec>
"1","1","10000098","","10014","10016","24790","937453254"<endrec>
"1","1","10000090","","10014","10011","24791","937453254"<endrec>
"1","2","10000056","","10019","10018","24792","937453258"<endrec>
"0","5","10001331","","21134","21135","24793","937453266"<endrec>
"0","1","10001701","","10014","10011","24800","937455326"<endrec>
"0","1","10001492","","10011","10027","24801","937452269"<endrec>
"0","1","10001492","","10011","10011","24802","937455334"<endrec>
"0","1","10000029","","10011","10011","24803","937455336"<endrec>
"0","5","10001351","","21134","21135","24804","937455336"<endrec>
"0","5","10001611","","10014","10011","24805","937455336"<endrec>
"0","1","10000029","","10011","10011","24806","937455340"<endrec>
"0","5","10001351","","21134","21135","24807","937455340"<endrec>
"0","5","10001611","","10014","10011","24808","937455340"<endrec>
"0","1","10001612","","10019","10011","24809","937455357"<endrec>
"0","1","10001621","","10014","10015","24810","937455357"<endrec>
"0","2","10001613","","10019","10018","24811","937455357"<endrec>
"1","1","10000029","","10011","10011","24812","937455369"<endrec>
"1","1","10000029","","10011","10011","24813","937455371"<endrec>
"0","1","10001702","","10014","10019","24814","937455380"<endrec>
"0","1","10001581","","10011","10013","24818","937455410"<endrec>
"0","1","10001581","","10011","10013","24819","937455416"<endrec>
"0","1","10001581","","10011","10013","24820","937455433"<endrec>
"0","1","10001581","","10011","10013","24821","937455435"<endrec>
"0","1","10000029","","10011","10011","24830","937456306"<endrec>
"0","5","10001351","","21134","21135","24831","937456306"<endrec>
"0","5","10001611","","10014","10011","24832","937456306"<endrec>
"1","1","10001201","","10011","10011","24833","937456310"<endrec>
"1","1","10000090","","10014","10011","24834","937456362"<endrec>
"1","1","10000098","","10014","10016","24835","937456362"<endrec>
"0","1","10001472","","10011","10011","24850","937459311"<endrec>
"0","1","10001514","","10014","10011","24851","937459316"<endrec>
"0","1","10001361","","10014","10013","24852","937459351"<endrec>
"1","2","10000020","","10019","10018","24853","937459351"<endrec>
"1","3","10001542","","10019","10018","24854","937459351"<endrec>
"1","5","10001374","","21134","21135","24855","937459351"<endrec>
"1","5","10001375","","21134","21135","24856","937459351"<endrec>
"0","1","10001361","","10014","10013","24857","937459355"<endrec>
"1","2","10000020","","10019","10018","24858","937459355"<endrec>
"1","3","10001721","","10019","10018","24859","937459355"<endrec>
"1","5","10001374","","21134","21135","24860","937459355"<endrec>
"1","5","10001375","","21134","21135","24861","937459355"<endrec>
"0","1","10000047","","10014","10011","24862","937459356"<endrec>
"0","1","10000029","","10014","10011","24863","937459356"<endrec>
"0","5","10001611","","10014","10011","24864","937459356"<endrec>
"0","1","10001361","","10014","10013","24865","937459357"<endrec>
"1","2","10000020","","10013","10018","24866","937459357"<endrec>
"1","3","10001721","","10019","10018","24867","937459357"<endrec>
"1","5","10001374","","21134","21135","24868","937459357"<endrec>
"1","5","10001375","","21134","21135","24869","937459357"<endrec>
"0","1","10001472","","10011","10011","24870","937459362"<endrec>
"1","5","10001331","","21134","21135","24871","937459376"<endrec>
"0","1","10000047","","10014","10011","24872","937459382"<endrec>
"0","1","10000029","","10014","10011","24873","937459382"<endrec>
"0","5","10001611","","10014","10011","24874","937459382"<endrec>
"0","5","10001331","","21134","21135","24875","937459386"<endrec>
"0","5","10001171","","10011","10011","24876","937459389"<endrec>
"0","1","10001281","","10011","10011","24877","937459404"<endrec>
"1","2","10000020","","10019","10018","24880","937460313"<endrec>
"1","3","10000037","","10019","10018","24881","937460313"<endrec>
"1","2","10000020","","10019","10018","24882","937460316"<endrec>
"1","3","10000037","","10019","10018","24883","937460316"<endrec>
"1","2","10000020","","10019","10018","24884","937460324"<endrec>
"1","3","10000037","","10019","10018","24885","937460324"<endrec>
"1","1","10001241","","10011","10011","24886","937460346"<endrec>
"0","1","10001731","","10014","10013","24887","937460354"<endrec>
"0","1","10001602","","10014","10011","24888","937460378"<endrec>
"1","1","10001231","","10014","10011","24890","937460409"<endrec>
"1","1","10001231","","10014","10011","24891","937460413"<endrec>
"1","1","10001231","","10014","10011","24892","937460414"<endrec>
"1","1","10001231","","10014","10011","24893","937460416"<endrec>
"0","1","10001581","","10011","10013","24894","937460417"<endrec>
"0","1","10001712","","10014","10016","24895","937460424"<endrec>
"1","2","10000020","","10019","10018","24900","937461342"<endrec>
"1","3","10000037","","10019","10018","24901","937461342"<endrec>
"1","2","10000020","","10019","10018","24902","937461344"<endrec>
"1","3","10000037","","10019","10018","24903","937461344"<endrec>
"0","1","10001361","","10014","10013","24904","937461446"<endrec>
"1","2","10000020","","10013","10018","24905","937461446"<endrec>
"1","3","10001721","","10019","10018","24906","937461446"<endrec>
"1","5","10001374","","21134","21135","24907","937461446"<endrec>
"1","5","10001375","","21134","21135","24908","937461446"<endrec>
"0","1","10001277","","10011","10011","24909","937461457"<endrec>
"0","1","10000004","","10014","10011","24910","937461461"<endrec>
"0","1","10000004","","10014","10011","24911","937461463"<endrec>
"0","1","10001742","","10014","10011","24912","937461466"<endrec>
"1","1","10000024","","10014","10016","24913","937461490"<endrec>
"1","1","10001441","","10014","10011","24914","937461490"<endrec>
"0","2","10001661","","10019","10018","24915","937461490"<endrec>
"0","1","10001277","","10011","10011","24916","937461508"<endrec>
"0","1","10000024","","10014","10011","24919","937461515"<endrec>
"0","1","10001441","","10014","10011","24920","937461515"<endrec>
"0","1","10000024","","10014","10011","24921","937461516"<endrec>
"0","1","10001441","","10014","10011","24922","937461516"<endrec>
"1","1","10000047","","10011","10011","24923","937461517"<endrec>
"0","3","10001504","","10019","10020","24924","937461517"<endrec>
"0","5","10001611","","10014","10011","24925","937461517"<endrec>
"0","1","10001361","","10011","10013","24926","937455393"<endrec>
"1","2","10000020","","10019","10018","24927","937455393"<endrec>
"1","3","10000037","","10019","10018","24928","937455393"<endrec>
"1","1","10000047","","10011","10011","24929","937461518"<endrec>
"0","3","10001504","","10019","10020","24930","937461518"<endrec>
"0","5","10001611","","10014","10011","24931","937461518"<endrec>
"0","1","10000047","","10014","10011","24932","937461519"<endrec>
"0","1","10000029","","10014","10011","24933","937461519"<endrec>
"0","5","10001611","","10014","10011","24934","937461519"<endrec>
"1","1","10000023","","10014","10011","24935","937423255"<endrec>
"1","1","10000024","","10014","10016","24936","937423255"<endrec>
"0","1","10000047","","10014","10011","24937","937461520"<endrec>
"0","1","10000029","","10014","10011","24938","937461520"<endrec>
"0","5","10001611","","10014","10011","24939","937461520"<endrec>
"1","1","10000023","","10014","10011","24940","937461521"<endrec>
"1","1","10000024","","10014","10016","24941","937461521"<endrec>
"0","1","10001491","","21047","10027","24942","937461525"<endrec>
"0","1","10001491","","21047","10027","24943","937461528"<endrec>
"0","1","10001361","","10014","10013","24950","937462311"<endrec>
"1","2","10000020","","10013","10018","24951","937462311"<endrec>
"1","3","10001721","","10019","10018","24952","937462311"<endrec>
"1","5","10001374","","21134","21135","24953","937462311"<endrec>
"1","5","10001375","","21134","21135","24954","937462311"<endrec>
"0","1","10001361","","10011","10013","24955","937462314"<endrec>
"1","2","10000020","","10019","10018","24956","937462314"<endrec>
"1","3","10000037","","10019","10018","24957","937462314"<endrec>
"0","1","10001361","","10011","10013","24958","937462317"<endrec>
"1","2","10000020","","10019","10018","24959","937462317"<endrec>
"1","3","10000037","","10019","10018","24960","937462317"<endrec>
"0","1","10001303","","10011","10011","24961","937462347"<endrec>
"0","1","10001251","","10011","10027","24962","937462353"<endrec>
"0","1","10001492","","21047","10011","24963","937462396"<endrec>
"0","1","10001361","","10014","10013","24964","937462397"<endrec>
"1","2","10000020","","10013","10018","24965","937462397"<endrec>
"1","3","10001721","","10019","10018","24966","937462397"<endrec>
"1","5","10001374","","21134","21135","24967","937462397"<endrec>
"1","5","10001375","","21134","21135","24968","937462397"<endrec>
"1","2","10000020","","10019","10018","24969","937462408"<endrec>
"0","3","10000037","","10019","10018","24970","937462408"<endrec>
"1","2","10000056","","10019","10018","24971","937462416"<endrec>
"1","2","10000056","","10019","10018","24972","937462417"<endrec>
"1","2","10000056","","10019","10018","24973","937462418"<endrec>
"1","2","10000056","","10019","10018","24974","937462419"<endrec>
"1","2","10000056","","10019","10018","24975","937462420"<endrec>
"1","1","10000033","","10014","10011","24976","937462421"<endrec>
"1","2","10000056","","10019","10018","24977","937462421"<endrec>
"1","1","10000023","","10014","10011","24978","937462422"<endrec>
"1","1","10000024","","10014","10016","24979","937462422"<endrec>
"1","5","10000026","","10019","10011","24980","937393922"<endrec>
"0","1","10000047","","10014","10011","24981","937462434"<endrec>
"0","1","10000029","","10014","10011","24982","937462434"<endrec>
"0","5","10001611","","10014","10011","24983","937462434"<endrec>
"1","1","10001241","","10011","10011","24984","937462438"<endrec>
"1","1","10000005","","10014","10015","24985","937462453"<endrec>
"1","1","10000050","","10014","10015","24986","937462459"<endrec>
"0","1","10001277","","10011","10011","24987","937462460"<endrec>
"0","1","10001361","","10014","10013","24988","937462462"<endrec>
"1","2","10000020","","10013","10018","24989","937462462"<endrec>
"1","3","10001721","","10019","10018","24990","937462462"<endrec>
"1","5","10001374","","21134","21135","24991","937462462"<endrec>
"1","5","10001375","","21134","21135","24992","937462462"<endrec>
"0","1","10001361","","10014","10013","24993","937462463"<endrec>
"1","2","10000020","","10013","10018","24994","937462463"<endrec>
"1","3","10001721","","10019","10018","24995","937462463"<endrec>
"1","5","10001374","","21134","21135","24996","937462463"<endrec>
"1","5","10001375","","21134","21135","24997","937462463"<endrec>
"1","1","10000080","","10014","10135","24998","937462465"<endrec>
"1","1","10000076","","10014","10011","24999","937462465"<endrec>
"1","1","10000005","","10014","10015","25000","937462472"<endrec>
"0","1","10001591","","10014","10011","25001","937462480"<endrec>
"0","1","10001612","","10019","10011","25002","937462485"<endrec>
"0","1","10001621","","10014","10015","25003","937462485"<endrec>
"0","2","10001613","","10019","10018","25004","937462485"<endrec>
"0","1","10001591","","10014","10011","25005","937462490"<endrec>
"1","1","10000022","","10014","10016","25006","937462499"<endrec>
"0","1","10000047","","10014","10011","25007","937462500"<endrec>
"0","1","10000029","","10014","10011","25008","937462500"<endrec>
"0","5","10001611","","10014","10011","25009","937462500"<endrec>
"1","1","10000047","","10011","10011","25010","937462505"<endrec>
"0","3","10001504","","10019","10020","25011","937462505"<endrec>
"0","5","10001611","","10014","10011","25012","937462505"<endrec>
"1","1","10000031","","10014","10011","25013","937462508"<endrec>
"1","2","10000032","","10019","10018","25014","937462508"<endrec>
"1","1","10000047","","10011","10011","25015","937462516"<endrec>
"0","3","10001504","","10019","10020","25016","937462516"<endrec>
"0","5","10001611","","10014","10011","25017","937462516"<endrec>
"0","3","10001504","","10019","10020","25018","937462517"<endrec>
"0","1","10000004","","10014","10011","25019","937462521"<endrec>
"0","1","10000004","","10014","10011","25020","937462522"<endrec>
"1","1","10000047","","10011","10011","25021","937462525"<endrec>
"0","3","10001504","","10019","10020","25022","937462525"<endrec>
"0","5","10001611","","10014","10011","25023","937462525"<endrec>
"0","3","10001504","","10019","10020","25024","937462527"<endrec>
"1","1","10000047","","10011","10011","25025","937462528"<endrec>
"0","3","10001504","","10019","10020","25026","937462528"<endrec>
"0","5","10001611","","10014","10011","25027","937462528"<endrec>
"0","3","10001504","","10019","10020","25028","937462531"<endrec>
