LOAD_DATA_TS,PRODUCT_UNIQUE_ID,PROPERTY_CODE,PROPERTY_VALUE                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             <endrec>
"","937178471","BILL_REF_NUM_RULE",""<endrec>
"","937178471","ORG_IDENTITY_MODEL","1"<endrec>
"","937178471","ORG_IDENTITY_SUB_TYPE","5001"<endrec>
"","937178476","ORG_IDENTITY_MODEL","1"<endrec>
"","937178476","ORG_IDENTITY_SUB_TYPE","5001"<endrec>
"","937178503","CUST_IDENTITY_SUB_TYPE","1002"<endrec>
"","937178504","CUST_IDENTITY_SUB_TYPE","1002"<endrec>
"","937178505","CUST_IDENTITY_SUB_TYPE","1002"<endrec>
"","937178507","CUST_IDENTITY_SUB_TYPE","1002"<endrec>
"","937178508","CUST_IDENTITY_SUB_TYPE","1002"<endrec>
"","937178510","ORG_IDENTITY_MODEL","3"<endrec>
"","937178510","ORG_IDENTITY_SUB_TYPE","-1"<endrec>
"","937178512","CUST_IDENTITY_SUB_TYPE","1002"<endrec>
"","937178514","CUST_IDENTITY_SUB_TYPE","1002"<endrec>
"","937178515","CUST_IDENTITY_SUB_TYPE","1002"<endrec>
"","937178518","CUST_IDENTITY_SUB_TYPE","1002"<endrec>
"","937178523","CUST_IDENTITY_SUB_TYPE","1002"<endrec>
"","937178533","ORG_IDENTITY_MODEL","1"<endrec>
"","937178533","ORG_IDENTITY_SUB_TYPE","5002"<endrec>
"","937178534","ORG_IDENTITY_MODEL","1"<endrec>
"","937178534","ORG_IDENTITY_SUB_TYPE","5001"<endrec>
"","937178535","ORG_IDENTITY_MODEL","1"<endrec>
"","937178535","ORG_IDENTITY_SUB_TYPE","5001"<endrec>
"","937178543","CUST_IDENTITY_SUB_TYPE","1001"<endrec>
"","937178545","CUST_IDENTITY_SUB_TYPE","1001"<endrec>
"","937178549","CUST_IDENTITY_SUB_TYPE","1002"<endrec>
"","937178559","CUST_IDENTITY_SUB_TYPE","1002"<endrec>
"","937178574","ORG_IDENTITY_MODEL","0"<endrec>
"","937178574","ORG_IDENTITY_SUB_TYPE","5001"<endrec>
"","937178596","ORG_IDENTITY_MODEL","0"<endrec>
"","937178596","ORG_IDENTITY_SUB_TYPE","5001"<endrec>
"","937178606","CUST_IDENTITY_SUB_TYPE","1000"<endrec>
"","937178627","CUST_IDENTITY_SUB_TYPE","1002"<endrec>
"","937178628","ORG_IDENTITY_MODEL","0"<endrec>
"","937178628","ORG_IDENTITY_SUB_TYPE","5001"<endrec>
"","937178630","CUST_IDENTITY_SUB_TYPE","1002"<endrec>
"","937178641","CUST_IDENTITY_SUB_TYPE","1001"<endrec>
"","937178643","CUST_IDENTITY_SUB_TYPE","1002"<endrec>
"","937178647","CUST_IDENTITY_SUB_TYPE","1002"<endrec>
"","937178648","ORG_IDENTITY_MODEL","1"<endrec>
"","937178648","ORG_IDENTITY_SUB_TYPE","5001"<endrec>
"","937178650","CUST_IDENTITY_SUB_TYPE","1002"<endrec>
"","937178651","CUST_IDENTITY_SUB_TYPE","1002"<endrec>
"","937178652","CUST_IDENTITY_SUB_TYPE","1002"<endrec>
"","937178653","CUST_IDENTITY_SUB_TYPE","1002"<endrec>
"","937178654","CUST_IDENTITY_SUB_TYPE","1002"<endrec>
"","937178655","CUST_IDENTITY_SUB_TYPE","1002"<endrec>
"","937178660","ORG_IDENTITY_MODEL","0"<endrec>
"","937178660","ORG_IDENTITY_SUB_TYPE","5001"<endrec>
"","937178663","ORG_IDENTITY_MODEL","1"<endrec>
"","937178663","ORG_IDENTITY_SUB_TYPE","5002"<endrec>
"","937178685","ORG_IDENTITY_MODEL","0"<endrec>
"","937178685","ORG_IDENTITY_SUB_TYPE","5002"<endrec>
"","937178686","ORG_IDENTITY_MODEL","0"<endrec>
"","937178686","ORG_IDENTITY_SUB_TYPE","5002"<endrec>
"","937179440","ORG_IDENTITY_MODEL","0"<endrec>
"","937179440","ORG_IDENTITY_SUB_TYPE","5001"<endrec>
"","937179448","CUST_IDENTITY_SUB_TYPE","1002"<endrec>
"","937179449","ORG_IDENTITY_MODEL","0"<endrec>
"","937179449","ORG_IDENTITY_SUB_TYPE","5001"<endrec>
"","937180454","ORG_IDENTITY_MODEL","0"<endrec>
"","937180454","ORG_IDENTITY_SUB_TYPE","5002"<endrec>
"","937182528","CUST_IDENTITY_SUB_TYPE","1002"<endrec>
"","937183462","CUST_IDENTITY_SUB_TYPE","1002"<endrec>
"","937183470","CUST_IDENTITY_SUB_TYPE","1002"<endrec>
"","937183476","CUST_IDENTITY_SUB_TYPE","1002"<endrec>
"","937183478","CUST_IDENTITY_SUB_TYPE","1002"<endrec>
"","937183492","ORG_IDENTITY_MODEL","1"<endrec>
"","937183492","ORG_IDENTITY_SUB_TYPE","5002"<endrec>
"","937183497","CUST_IDENTITY_SUB_TYPE","1002"<endrec>
"","937183498","CUST_IDENTITY_SUB_TYPE","1002"<endrec>
"","937183504","CUST_IDENTITY_SUB_TYPE","1001"<endrec>
"","937183526","CUST_IDENTITY_SUB_TYPE","1001"<endrec>
"","937183528","CUST_IDENTITY_SUB_TYPE","1001"<endrec>
"","937184537","CUST_IDENTITY_SUB_TYPE","1002"<endrec>
"","937190575","ORG_IDENTITY_MODEL","1"<endrec>
"","937190575","ORG_IDENTITY_SUB_TYPE","5001"<endrec>
"","937190576","ORG_IDENTITY_MODEL","1"<endrec>
"","937190576","ORG_IDENTITY_SUB_TYPE","5001"<endrec>
"","937191531","ORG_IDENTITY_MODEL","1"<endrec>
"","937191531","ORG_IDENTITY_SUB_TYPE","5001"<endrec>
"","937192534","ORG_IDENTITY_MODEL","3"<endrec>
"","937192534","ORG_IDENTITY_SUB_TYPE","-1"<endrec>
"","937192538","ORG_IDENTITY_MODEL","3"<endrec>
"","937192538","ORG_IDENTITY_SUB_TYPE","-1"<endrec>
"","937192541","CUST_IDENTITY_SUB_TYPE","1002"<endrec>
"","937192547","ORG_IDENTITY_MODEL","1"<endrec>
"","937192547","ORG_IDENTITY_SUB_TYPE","5001"<endrec>
"","937192553","ORG_IDENTITY_MODEL","1"<endrec>
"","937192553","ORG_IDENTITY_SUB_TYPE","5001"<endrec>
"","937192556","ORG_IDENTITY_MODEL","1"<endrec>
"","937192556","ORG_IDENTITY_SUB_TYPE","5001"<endrec>
"","937193531","ORG_IDENTITY_MODEL","1"<endrec>
"","937193531","ORG_IDENTITY_SUB_TYPE","5001"<endrec>
"","937193535","CUST_IDENTITY_SUB_TYPE","1002"<endrec>
"","937193536","CUST_IDENTITY_SUB_TYPE","1002"<endrec>
"","937194530","CUST_IDENTITY_SUB_TYPE","1002"<endrec>
"","937195543","ORG_IDENTITY_MODEL","0"<endrec>
"","937195543","ORG_IDENTITY_SUB_TYPE","5002"<endrec>
"","937195576","ORG_IDENTITY_MODEL","0"<endrec>
"","937195576","ORG_IDENTITY_SUB_TYPE","5002"<endrec>
"","937196532","ORG_IDENTITY_MODEL","1"<endrec>
"","937196532","ORG_IDENTITY_SUB_TYPE","5001"<endrec>
"","937197581","CUST_IDENTITY_SUB_TYPE","1002"<endrec>
"","937197583","CUST_IDENTITY_SUB_TYPE","1002"<endrec>
"","937197584","CUST_IDENTITY_SUB_TYPE","1002"<endrec>
"","937197611","CUST_IDENTITY_SUB_TYPE","1002"<endrec>
"","937197612","CUST_IDENTITY_SUB_TYPE","1002"<endrec>
"","937197616","CUST_IDENTITY_SUB_TYPE","1002"<endrec>
"","937197617","ORG_IDENTITY_MODEL","1"<endrec>
"","937197617","ORG_IDENTITY_SUB_TYPE","5001"<endrec>
"","937197619","CUST_IDENTITY_SUB_TYPE","1002"<endrec>
"","937197630","CUST_IDENTITY_SUB_TYPE","1002"<endrec>
"","937197631","CUST_IDENTITY_SUB_TYPE","1002"<endrec>
"","937197635","CUST_IDENTITY_SUB_TYPE","1000"<endrec>
"","937197637","CUST_IDENTITY_SUB_TYPE","1000"<endrec>
"","937197638","B2B_BILL_REF_NUM_RULE",""<endrec>
"","937197638","BILL_REF_NUM_RULE",""<endrec>
"","937197638","ORG_IDENTITY_MODEL","3"<endrec>
"","937197638","ORG_IDENTITY_SUB_TYPE","-1"<endrec>
"","937197643","CUST_IDENTITY_SUB_TYPE","1000"<endrec>
"","937197645","CUST_IDENTITY_SUB_TYPE","1002"<endrec>
"","937197646","CUST_IDENTITY_SUB_TYPE","1000"<endrec>
"","937197655","ORG_IDENTITY_MODEL","1"<endrec>
"","937197655","ORG_IDENTITY_SUB_TYPE","5001"<endrec>
"","937197677","ORG_IDENTITY_MODEL","1"<endrec>
"","937197677","ORG_IDENTITY_SUB_TYPE","5002"<endrec>
"","937197731","ORG_IDENTITY_MODEL","1"<endrec>
"","937197731","ORG_IDENTITY_SUB_TYPE","5001"<endrec>
"","937197741","ORG_IDENTITY_MODEL","1"<endrec>
"","937197741","ORG_IDENTITY_SUB_TYPE","5001"<endrec>
"","937197745","CUST_IDENTITY_SUB_TYPE","1002"<endrec>
"","937197766","BILL_REF_NUM_RULE",""<endrec>
"","937197766","ORG_IDENTITY_MODEL","3"<endrec>
"","937197766","ORG_IDENTITY_SUB_TYPE","-1"<endrec>
"","937197841","CUST_FSI_CORE_PRODUCT_FLAG",""<endrec>
"","937197841","CUST_IDENTITY_SUB_TYPE","1002"<endrec>
"","937197872","ORG_IDENTITY_MODEL","0"<endrec>
"","937197872","ORG_IDENTITY_SUB_TYPE","5002"<endrec>
"","937198540","ORG_IDENTITY_MODEL","0"<endrec>
"","937198540","ORG_IDENTITY_SUB_TYPE","5002"<endrec>
"","937198562","CUST_IDENTITY_SUB_TYPE","1002"<endrec>
"","937198570","ORG_IDENTITY_MODEL","1"<endrec>
"","937198570","ORG_IDENTITY_SUB_TYPE","5002"<endrec>
"","937198580","ORG_IDENTITY_MODEL","1"<endrec>
"","937198580","ORG_IDENTITY_SUB_TYPE","5001"<endrec>
"","937198582","ORG_IDENTITY_MODEL","1"<endrec>
"","937198582","ORG_IDENTITY_SUB_TYPE","5002"<endrec>
"","937198583","CUST_IDENTITY_SUB_TYPE","1002"<endrec>
"","937198599","ORG_IDENTITY_MODEL","1"<endrec>
"","937198599","ORG_IDENTITY_SUB_TYPE","5001"<endrec>
"","937198606","ORG_IDENTITY_MODEL","1"<endrec>
"","937198606","ORG_IDENTITY_SUB_TYPE","5002"<endrec>
"","937199554","ORG_IDENTITY_MODEL","1"<endrec>
"","937199554","ORG_IDENTITY_SUB_TYPE","5002"<endrec>
"","937199555","CUST_IDENTITY_SUB_TYPE","1002"<endrec>
"","937200540","ORG_IDENTITY_MODEL","1"<endrec>
"","937200540","ORG_IDENTITY_SUB_TYPE","5001"<endrec>
"","937200558","ORG_IDENTITY_MODEL","1"<endrec>
"","937200558","ORG_IDENTITY_SUB_TYPE","5002"<endrec>
"","937200573","CUST_IDENTITY_SUB_TYPE","1002"<endrec>
"","937203545","CUST_IDENTITY_SUB_TYPE","1002"<endrec>
"","937203552","CUST_IDENTITY_SUB_TYPE","1002"<endrec>
"","937203560","CUST_IDENTITY_SUB_TYPE","1002"<endrec>
"","937203571","ORG_IDENTITY_MODEL","3"<endrec>
"","937203571","ORG_IDENTITY_SUB_TYPE","-1"<endrec>
"","937203572","ORG_IDENTITY_MODEL","3"<endrec>
"","937203572","ORG_IDENTITY_SUB_TYPE","-1"<endrec>
"","937205534","CUST_IDENTITY_SUB_TYPE","1002"<endrec>
"","937205547","B2B_BILL_REF_NUM_RULE",""<endrec>
"","937205547","BILL_REF_NUM_RULE",""<endrec>
"","937205547","ORG_IDENTITY_MODEL","3"<endrec>
"","937205547","ORG_IDENTITY_SUB_TYPE","-1"<endrec>
"","937205568","CUST_IDENTITY_SUB_TYPE","1002"<endrec>
"","937205578","ORG_IDENTITY_MODEL","3"<endrec>
"","937205578","ORG_IDENTITY_SUB_TYPE","-1"<endrec>
"","937205586","CUST_IDENTITY_SUB_TYPE","1002"<endrec>
"","937205593","CUST_IDENTITY_SUB_TYPE","1002"<endrec>
"","937205594","CUST_IDENTITY_SUB_TYPE","1002"<endrec>
"","937205597","CUST_IDENTITY_SUB_TYPE","1002"<endrec>
"","937205622","CUST_IDENTITY_SUB_TYPE","1002"<endrec>
"","937205623","CUST_IDENTITY_SUB_TYPE","1002"<endrec>
"","937205634","ORG_IDENTITY_MODEL","1"<endrec>
"","937205634","ORG_IDENTITY_SUB_TYPE","5001"<endrec>
"","937205636","ORG_IDENTITY_MODEL","0"<endrec>
"","937205636","ORG_IDENTITY_SUB_TYPE","5002"<endrec>
"","937205637","ORG_IDENTITY_MODEL","1"<endrec>
"","937205637","ORG_IDENTITY_SUB_TYPE","5002"<endrec>
"","937205664","CUST_IDENTITY_SUB_TYPE","1002"<endrec>
"","937205671","ORG_IDENTITY_MODEL","0"<endrec>
"","937205671","ORG_IDENTITY_SUB_TYPE","5002"<endrec>
"","937205712","ORG_IDENTITY_MODEL","1"<endrec>
"","937205712","ORG_IDENTITY_SUB_TYPE","5001"<endrec>
"","937206536","ORG_IDENTITY_MODEL","1"<endrec>
"","937206536","ORG_IDENTITY_SUB_TYPE","5001"<endrec>
"","937207541","CUST_IDENTITY_SUB_TYPE","1002"<endrec>
"","937208542","ORG_IDENTITY_MODEL","0"<endrec>
"","937208542","ORG_IDENTITY_SUB_TYPE","5002"<endrec>
"","937208546","ORG_IDENTITY_MODEL","1"<endrec>
"","937208546","ORG_IDENTITY_SUB_TYPE","5001"<endrec>
"","937208547","ORG_IDENTITY_MODEL","0"<endrec>
"","937208547","ORG_IDENTITY_SUB_TYPE","5002"<endrec>
"","937208548","ORG_IDENTITY_MODEL","1"<endrec>
"","937208548","ORG_IDENTITY_SUB_TYPE","5002"<endrec>
"","937208554","ORG_IDENTITY_MODEL","1"<endrec>
"","937208554","ORG_IDENTITY_SUB_TYPE","5001"<endrec>
"","937208555","ORG_IDENTITY_MODEL","0"<endrec>
"","937208555","ORG_IDENTITY_SUB_TYPE","5002"<endrec>
"","937208556","ORG_IDENTITY_MODEL","1"<endrec>
"","937208556","ORG_IDENTITY_SUB_TYPE","5002"<endrec>
"","937208560","ORG_IDENTITY_MODEL","0"<endrec>
"","937208560","ORG_IDENTITY_SUB_TYPE","5002"<endrec>
"","937208561","ORG_IDENTITY_MODEL","1"<endrec>
"","937208561","ORG_IDENTITY_SUB_TYPE","5001"<endrec>
"","937208564","ORG_IDENTITY_MODEL","1"<endrec>
"","937208564","ORG_IDENTITY_SUB_TYPE","5002"<endrec>
"","937208567","ORG_IDENTITY_MODEL","1"<endrec>
"","937208567","ORG_IDENTITY_SUB_TYPE","5001"<endrec>
"","937208568","ORG_IDENTITY_MODEL","0"<endrec>
"","937208568","ORG_IDENTITY_SUB_TYPE","5002"<endrec>
"","937208569","ORG_IDENTITY_MODEL","1"<endrec>
"","937208569","ORG_IDENTITY_SUB_TYPE","5002"<endrec>
"","937208587","ORG_IDENTITY_MODEL","1"<endrec>
"","937208587","ORG_IDENTITY_SUB_TYPE","5001"<endrec>
"","937208588","ORG_IDENTITY_MODEL","0"<endrec>
"","937208588","ORG_IDENTITY_SUB_TYPE","5002"<endrec>
"","937208589","ORG_IDENTITY_MODEL","1"<endrec>
"","937208589","ORG_IDENTITY_SUB_TYPE","5002"<endrec>
"","937208590","CUST_IDENTITY_SUB_TYPE","1000"<endrec>
"","937208591","CUST_IDENTITY_SUB_TYPE","1001"<endrec>
"","937208597","ORG_IDENTITY_MODEL","1"<endrec>
"","937208597","ORG_IDENTITY_SUB_TYPE","5001"<endrec>
"","937208598","ORG_IDENTITY_MODEL","0"<endrec>
"","937208598","ORG_IDENTITY_SUB_TYPE","5002"<endrec>
"","937208599","ORG_IDENTITY_MODEL","1"<endrec>
"","937208599","ORG_IDENTITY_SUB_TYPE","5002"<endrec>
"","937208606","CUST_IDENTITY_SUB_TYPE","1002"<endrec>
"","937210540","CUST_IDENTITY_SUB_TYPE","1002"<endrec>
"","937210544","CUST_IDENTITY_SUB_TYPE","1002"<endrec>
"","937210548","CUST_IDENTITY_SUB_TYPE","1002"<endrec>
"","937210552","ORG_IDENTITY_MODEL","1"<endrec>
"","937210552","ORG_IDENTITY_SUB_TYPE","5001"<endrec>
"","937210553","ORG_IDENTITY_MODEL","1"<endrec>
"","937210553","ORG_IDENTITY_SUB_TYPE","5002"<endrec>
"","937210554","ORG_IDENTITY_MODEL","0"<endrec>
"","937210554","ORG_IDENTITY_SUB_TYPE","5002"<endrec>
"","937210558","ORG_IDENTITY_MODEL","1"<endrec>
"","937210558","ORG_IDENTITY_SUB_TYPE","5001"<endrec>
"","937210560","ORG_IDENTITY_MODEL","1"<endrec>
"","937210560","ORG_IDENTITY_SUB_TYPE","5001"<endrec>
"","937210652","GROUP_FSI_CORE_PRODUCT_FLAG",""<endrec>
"","937210653","GROUP_FSI_CORE_PRODUCT_FLAG",""<endrec>
"","937210654","CUST_IDENTITY_SUB_TYPE","1002"<endrec>
"","937210664","ORG_IDENTITY_MODEL","1"<endrec>
"","937210664","ORG_IDENTITY_SUB_TYPE","5001"<endrec>
"","937210668","CUST_IDENTITY_SUB_TYPE","1002"<endrec>
"","937210685","ORG_IDENTITY_MODEL","1"<endrec>
"","937210685","ORG_IDENTITY_SUB_TYPE","5001"<endrec>
"","937210686","ORG_IDENTITY_MODEL","1"<endrec>
"","937210686","ORG_IDENTITY_SUB_TYPE","5002"<endrec>
"","937210701","ORG_IDENTITY_MODEL","1"<endrec>
"","937210701","ORG_IDENTITY_SUB_TYPE","5001"<endrec>
"","937210702","ORG_IDENTITY_MODEL","1"<endrec>
"","937210702","ORG_IDENTITY_SUB_TYPE","5002"<endrec>
"","937210725","CUST_IDENTITY_SUB_TYPE","1002"<endrec>
"","937210740","CUST_IDENTITY_SUB_TYPE","1002"<endrec>
"","937210752","GROUP_FSI_PROVISIONING_PRODUCT_FLAG",""<endrec>
"","937210777","CUST_IDENTITY_SUB_TYPE","1002"<endrec>
"","937213543","CUST_IDENTITY_SUB_TYPE","1002"<endrec>
"","937213544","CUST_IDENTITY_SUB_TYPE","1002"<endrec>
"","937213553","ORG_IDENTITY_MODEL","1"<endrec>
"","937213553","ORG_IDENTITY_SUB_TYPE","5001"<endrec>
"","937213555","ORG_IDENTITY_MODEL","1"<endrec>
"","937213555","ORG_IDENTITY_SUB_TYPE","5002"<endrec>
"","937213578","B2B_BILL_REF_NUM_RULE",""<endrec>
"","937213578","BILL_REF_NUM_RULE",""<endrec>
"","937213578","ORG_IDENTITY_MODEL","3"<endrec>
"","937213578","ORG_IDENTITY_SUB_TYPE","-1"<endrec>
"","937213585","ORG_IDENTITY_MODEL","0"<endrec>
"","937213585","ORG_IDENTITY_SUB_TYPE","5002"<endrec>
"","937213586","ORG_IDENTITY_MODEL","1"<endrec>
"","937213586","ORG_IDENTITY_SUB_TYPE","5001"<endrec>
"","937213587","ORG_IDENTITY_MODEL","1"<endrec>
"","937213587","ORG_IDENTITY_SUB_TYPE","5002"<endrec>
"","937213617","ORG_IDENTITY_MODEL","1"<endrec>
"","937213617","ORG_IDENTITY_SUB_TYPE","5001"<endrec>
"","937214569","CUST_IDENTITY_SUB_TYPE","1002"<endrec>
"","937214626","FSI_ORG_PRODUCT_FLAG",""<endrec>
"","937214626","ORG_IDENTITY_MODEL","3"<endrec>
"","937214626","ORG_IDENTITY_SUB_TYPE","-1"<endrec>
"","937214641","ORG_IDENTITY_MODEL","1"<endrec>
"","937214641","ORG_IDENTITY_SUB_TYPE","5001"<endrec>
"","937214662","CUST_IDENTITY_SUB_TYPE","1002"<endrec>
"","937214668","ORG_IDENTITY_MODEL","1"<endrec>
"","937214668","ORG_IDENTITY_SUB_TYPE","5001"<endrec>
"","937215540","ORG_IDENTITY_MODEL","1"<endrec>
"","937215540","ORG_IDENTITY_SUB_TYPE","5001"<endrec>
"","937215624","ORG_IDENTITY_MODEL","1"<endrec>
"","937215624","ORG_IDENTITY_SUB_TYPE","5001"<endrec>
"","937215625","ORG_IDENTITY_MODEL","1"<endrec>
"","937215625","ORG_IDENTITY_SUB_TYPE","5002"<endrec>
"","937215626","ORG_IDENTITY_MODEL","1"<endrec>
"","937215626","ORG_IDENTITY_SUB_TYPE","5002"<endrec>
"","937215640","FSI_ORG_PRODUCT_FLAG",""<endrec>
"","937215640","ORG_IDENTITY_MODEL","3"<endrec>
"","937215640","ORG_IDENTITY_SUB_TYPE","-1"<endrec>
"","937215663","GROUP_FSI_PROVISIONING_PRODUCT_FLAG",""<endrec>
"","937215678","CUST_IDENTITY_SUB_TYPE","1002"<endrec>
"","937215682","GROUP_FSI_PROVISIONING_PRODUCT_FLAG",""<endrec>
"","937215704","ORG_IDENTITY_MODEL","1"<endrec>
"","937215704","ORG_IDENTITY_SUB_TYPE","5001"<endrec>
"","937215705","ORG_IDENTITY_MODEL","1"<endrec>
"","937215705","ORG_IDENTITY_SUB_TYPE","5002"<endrec>
"","937215706","BILL_REF_NUM_RULE",""<endrec>
"","937215706","ORG_IDENTITY_MODEL","3"<endrec>
"","937215706","ORG_IDENTITY_SUB_TYPE","-1"<endrec>
"","937216551","ORG_IDENTITY_MODEL","1"<endrec>
"","937216551","ORG_IDENTITY_SUB_TYPE","5001"<endrec>
"","937216552","BILL_REF_NUM_RULE",""<endrec>
"","937216552","ORG_IDENTITY_MODEL","3"<endrec>
"","937216552","ORG_IDENTITY_SUB_TYPE","-1"<endrec>
"","937216555","B2B_BILL_REF_NUM_RULE",""<endrec>
"","937216555","BILL_REF_NUM_RULE",""<endrec>
"","937216555","ORG_IDENTITY_MODEL","3"<endrec>
"","937216555","ORG_IDENTITY_SUB_TYPE","-1"<endrec>
"","937216670","CUST_IDENTITY_SUB_TYPE","1002"<endrec>
"","937216671","ORG_IDENTITY_MODEL","3"<endrec>
"","937216671","ORG_IDENTITY_SUB_TYPE","-1"<endrec>
"","937217559","GROUP_FSI_PROVISIONING_PRODUCT_FLAG",""<endrec>
"","937217586","ORG_IDENTITY_MODEL","0"<endrec>
"","937217586","ORG_IDENTITY_SUB_TYPE","5002"<endrec>
"","937217672","ORG_IDENTITY_MODEL","1"<endrec>
"","937217672","ORG_IDENTITY_SUB_TYPE","5001"<endrec>
"","937217730","CUST_IDENTITY_SUB_TYPE","1002"<endrec>
"","937217747","ORG_IDENTITY_MODEL","1"<endrec>
"","937217747","ORG_IDENTITY_SUB_TYPE","5001"<endrec>
"","937217748","ORG_IDENTITY_MODEL","0"<endrec>
"","937217748","ORG_IDENTITY_SUB_TYPE","5002"<endrec>
"","937217749","ORG_IDENTITY_MODEL","1"<endrec>
"","937217749","ORG_IDENTITY_SUB_TYPE","5002"<endrec>
"","937217752","ORG_IDENTITY_MODEL","1"<endrec>
"","937217752","ORG_IDENTITY_SUB_TYPE","5001"<endrec>
"","937217753","ORG_IDENTITY_MODEL","0"<endrec>
"","937217753","ORG_IDENTITY_SUB_TYPE","5002"<endrec>
"","937218683","ORG_IDENTITY_MODEL","1"<endrec>
"","937218683","ORG_IDENTITY_SUB_TYPE","5001"<endrec>
"","937218684","ORG_IDENTITY_MODEL","0"<endrec>
"","937218684","ORG_IDENTITY_SUB_TYPE","5002"<endrec>
"","937218685","ORG_IDENTITY_MODEL","1"<endrec>
"","937218685","ORG_IDENTITY_SUB_TYPE","5002"<endrec>
"","937218686","ORG_IDENTITY_MODEL","0"<endrec>
"","937218686","ORG_IDENTITY_SUB_TYPE","5001"<endrec>
"","937218775","CUST_IDENTITY_SUB_TYPE","1002"<endrec>
"","937218786","CUST_IDENTITY_SUB_TYPE","1002"<endrec>
"","937218823","ORG_IDENTITY_MODEL","1"<endrec>
"","937218823","ORG_IDENTITY_SUB_TYPE","5001"<endrec>
"","937218845","ORG_IDENTITY_MODEL","1"<endrec>
"","937218845","ORG_IDENTITY_SUB_TYPE","5001"<endrec>
"","937218986","ORG_IDENTITY_MODEL","0"<endrec>
"","937218986","ORG_IDENTITY_SUB_TYPE","5002"<endrec>
"","937219068","CUST_IDENTITY_SUB_TYPE","1002"<endrec>
"","937219071","CUST_IDENTITY_SUB_TYPE","1002"<endrec>
"","937219110","ORG_IDENTITY_MODEL","1"<endrec>
"","937219110","ORG_IDENTITY_SUB_TYPE","5001"<endrec>
"","937219111","ORG_IDENTITY_MODEL","1"<endrec>
"","937219111","ORG_IDENTITY_SUB_TYPE","5002"<endrec>
"","937219112","CUST_IDENTITY_SUB_TYPE","1002"<endrec>
"","937219210","CUST_IDENTITY_SUB_TYPE","1002"<endrec>
"","937219211","ORG_IDENTITY_MODEL","1"<endrec>
"","937219211","ORG_IDENTITY_SUB_TYPE","5001"<endrec>
"","937219289","CUST_FSI_CORE_PRODUCT_FLAG",""<endrec>
"","937219289","CUST_IDENTITY_SUB_TYPE","1002"<endrec>
"","937219295","CUST_FSI_PROVISIONING_PRODUCT_FLAG",""<endrec>
"","937219295","CUST_IDENTITY_SUB_TYPE","1002"<endrec>
"","937219321","ORG_IDENTITY_MODEL","1"<endrec>
"","937219321","ORG_IDENTITY_SUB_TYPE","5001"<endrec>
"","937219323","B2B_BILL_REF_NUM_RULE",""<endrec>
"","937219323","BILL_REF_NUM_RULE",""<endrec>
"","937219323","ORG_IDENTITY_MODEL","3"<endrec>
"","937219323","ORG_IDENTITY_SUB_TYPE","-1"<endrec>
"","937219331","CUST_IDENTITY_SUB_TYPE","1002"<endrec>
"","937219362","CUST_IDENTITY_SUB_TYPE","1000"<endrec>
"","937219371","CUST_IDENTITY_SUB_TYPE","1002"<endrec>
"","937219399","ORG_IDENTITY_MODEL","1"<endrec>
"","937219399","ORG_IDENTITY_SUB_TYPE","5001"<endrec>
"","937219407","ORG_IDENTITY_MODEL","1"<endrec>
"","937219407","ORG_IDENTITY_SUB_TYPE","5001"<endrec>
"","937220644","ORG_IDENTITY_MODEL","1"<endrec>
"","937220644","ORG_IDENTITY_SUB_TYPE","5001"<endrec>
"","937220645","ORG_IDENTITY_MODEL","1"<endrec>
"","937220645","ORG_IDENTITY_SUB_TYPE","5002"<endrec>
"","937220647","CUST_IDENTITY_SUB_TYPE","1002"<endrec>
"","937220657","CUST_IDENTITY_SUB_TYPE","1002"<endrec>
"","937220658","ORG_IDENTITY_MODEL","1"<endrec>
"","937220658","ORG_IDENTITY_SUB_TYPE","5001"<endrec>
"","937220660","ORG_IDENTITY_MODEL","1"<endrec>
"","937220660","ORG_IDENTITY_SUB_TYPE","5001"<endrec>
"","937220684","ORG_IDENTITY_MODEL","1"<endrec>
"","937220684","ORG_IDENTITY_SUB_TYPE","5001"<endrec>
"","937220724","FSI_ORG_PRODUCT_FLAG",""<endrec>
"","937220724","ORG_IDENTITY_MODEL","3"<endrec>
"","937220724","ORG_IDENTITY_SUB_TYPE","-1"<endrec>
"","937227549","CUST_IDENTITY_SUB_TYPE","1002"<endrec>
"","937227610","CUST_IDENTITY_SUB_TYPE","1002"<endrec>
"","937227616","ORG_IDENTITY_MODEL","3"<endrec>
"","937227616","ORG_IDENTITY_SUB_TYPE","-1"<endrec>
"","937228543","CUST_IDENTITY_SUB_TYPE","1001"<endrec>
"","937228551","CUST_IDENTITY_SUB_TYPE","1002"<endrec>
"","937229635","CUST_IDENTITY_SUB_TYPE","1002"<endrec>
"","937229636","ORG_IDENTITY_MODEL","1"<endrec>
"","937229636","ORG_IDENTITY_SUB_TYPE","5001"<endrec>
"","937229637","ORG_IDENTITY_MODEL","0"<endrec>
"","937229637","ORG_IDENTITY_SUB_TYPE","5001"<endrec>
"","937229651","ORG_IDENTITY_MODEL","1"<endrec>
"","937229651","ORG_IDENTITY_SUB_TYPE","5001"<endrec>
"","937229666","CUST_IDENTITY_SUB_TYPE","1002"<endrec>
"","937229669","ORG_IDENTITY_MODEL","3"<endrec>
