LIMIT_OBJECT_ID,LIMIT_RULE_UNIQUE_ID,OBJECT_ID,OBJECT_TYPE                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              <endrec>
"171203000","937532816","20020","2"<endrec>
"171204000","937532817","20020","2"<endrec>
"171207000","937532837","20020","2"<endrec>
"171208000","937532839","20020","2"<endrec>
"171209000","937532851","20020","2"<endrec>
"171210000","937532922","20001","2"<endrec>
"171211000","937532922","20022","2"<endrec>
"171212000","937532922","20020","2"<endrec>
"171213000","937532924","20022","2"<endrec>
"171214000","937532924","20020","2"<endrec>
"17170000","30077469","20006","2"<endrec>
"172187000","937533797","23199","2"<endrec>
"173187000","937535738","20020","2"<endrec>
"173190000","937535894","20006","2"<endrec>
"174187000","937539858","20020","2"<endrec>
"174189000","937539913","20020","2"<endrec>
"174190000","937539914","20020","2"<endrec>
"174191000","937539916","20020","2"<endrec>
"174192000","937539951","20020","2"<endrec>
"175187000","937541725","20020","2"<endrec>
"176187000","937547753","22299","2"<endrec>
"176189000","937547770","22299","2"<endrec>
"176190000","937547770","20008","2"<endrec>
"176192000","937547795","20022","2"<endrec>
"176193000","937547795","20020","2"<endrec>
"177187000","937551728","20008","2"<endrec>
"177188000","937551728","20039","2"<endrec>
"177191000","937551731","20006","2"<endrec>
"177192000","937551731","20051","2"<endrec>
"177193000","937551731","21698","2"<endrec>
"177194000","937551731","21502","2"<endrec>
"177195000","937551731","21800","2"<endrec>
"177196000","937551731","21805","2"<endrec>
"177197000","937551731","20803","2"<endrec>
"177198000","937551731","20999","2"<endrec>
"177199000","937551731","20001","2"<endrec>
"177200000","937551731","20022","2"<endrec>
"177201000","937551731","20003","2"<endrec>
"177202000","937551731","20020","2"<endrec>
"177203000","937551731","20039","2"<endrec>
"178187000","937553725","21504","2"<endrec>
"178189000","937553726","21504","2"<endrec>
"178191000","937553727","21504","2"<endrec>
"179187000","937554730","21504","2"<endrec>
"180187000","937566751","20046","2"<endrec>
"180188000","937566751","21798","2"<endrec>
"180189000","937566751","20001","2"<endrec>
"180190000","937566751","20020","2"<endrec>
"180198000","937566754","20046","2"<endrec>
"180199000","937566754","21798","2"<endrec>
"180200000","937566754","20001","2"<endrec>
"180201000","937566754","20020","2"<endrec>
"180209000","937566774","21698","2"<endrec>
"180210000","937566774","21799","2"<endrec>
"181187000","937567778","20999","2"<endrec>
"181188000","937567778","20001","2"<endrec>
"181189000","937567778","20020","2"<endrec>
"182187000","937569739","20046","2"<endrec>
"183187000","937570750","20020","2"<endrec>
"184187000","937573764","20020","2"<endrec>
"185187000","937583863","20022","2"<endrec>
"185188000","937583863","20020","2"<endrec>
"185189000","937583864","20001","2"<endrec>
"185190000","937583864","20022","2"<endrec>
"185191000","937583864","20020","2"<endrec>
"185192000","937583865","20020","2"<endrec>
"186187000","937586766","20006","2"<endrec>
"186188000","937586766","20008","2"<endrec>
"186189000","937586766","20001","2"<endrec>
"186190000","937586766","20020","2"<endrec>
"186191000","937586766","20039","2"<endrec>
"186192000","937586766","20027","2"<endrec>
"187187000","937594842","20046","2"<endrec>
"187191000","937594843","20046","2"<endrec>
"188187000","937595769","20004","2"<endrec>
"188188000","937595769","20008","2"<endrec>
"188192000","937595771","20004","2"<endrec>
"188194000","937595776","20004","2"<endrec>
"188196000","937595779","20004","2"<endrec>
"188198000","937595785","20009","2"<endrec>
"188200000","937595788","20009","2"<endrec>
"189187000","937509735","20004","2"<endrec>
"189188000","937509735","20006","2"<endrec>
"189189000","937509735","20001","2"<endrec>
"189190000","937509735","20022","2"<endrec>
"189191000","937509735","20003","2"<endrec>
"189192000","937509735","20009","2"<endrec>
"189201000","937597769","20004","2"<endrec>
"189202000","937597769","20006","2"<endrec>
"189203000","937597769","20001","2"<endrec>
"189204000","937597769","20022","2"<endrec>
"189205000","937597769","20003","2"<endrec>
"189206000","937597769","20009","2"<endrec>
"190187000","937607771","20022","2"<endrec>
"190188000","937607771","20020","2"<endrec>
"191187000","937610762","20022","2"<endrec>
"191188000","937610762","20020","2"<endrec>
"191189000","937610769","20022","2"<endrec>
"191190000","937610769","20020","2"<endrec>
"191191000","937610770","20022","2"<endrec>
"191192000","937610770","20020","2"<endrec>
"192187000","937612862","20020","2"<endrec>
"192188000","937612862","23199","2"<endrec>
"20153000","30085575","20001","2"<endrec>
"204187000","937619774","20020","2"<endrec>
"204188000","937619779","20999","2"<endrec>
"204189000","937619779","20009","2"<endrec>
"204190000","937619779","28098","2"<endrec>
"204191000","937619779","20698","2"<endrec>
"204192000","937619779","20020","2"<endrec>
"204194000","937619897","20009","2"<endrec>
"204195000","937619897","24699","2"<endrec>
"204196000","937619897","20020","2"<endrec>
"2073000","30004020","20003","2"<endrec>
"2135000","30004038","20009","2"<endrec>
"2140000","30004041","20009","2"<endrec>
"2144000","30004045","20001","2"<endrec>
"2148000","30004049","20001","2"<endrec>
"2154000","30004051","20001","2"<endrec>
"2158000","30004053","20001","2"<endrec>
"221187000","937641916","20006","2"<endrec>
"221188000","937641916","21698","2"<endrec>
"22153000","30004050","20001","2"<endrec>
"22154000","30004050","20009","2"<endrec>
"2232000","30004077","20004","2"<endrec>
"226187000","937646784","20006","2"<endrec>
"226188000","937646784","20008","2"<endrec>
"226189000","937646784","21805","2"<endrec>
"226190000","937646784","20001","2"<endrec>
"226191000","937646784","20020","2"<endrec>
"226192000","937646784","20039","2"<endrec>
"226193000","937646784","20027","2"<endrec>
"2274000","30004032","20003","2"<endrec>
"2275000","30004032","20013","2"<endrec>
"2276000","30004032","20001","2"<endrec>
"23000","30003202","20020","2"<endrec>
"23156000","30003233","20018","2"<endrec>
"24159000","30003214","20018","2"<endrec>
"244187000","937664784","20001","2"<endrec>
"244188000","937664784","20800","2"<endrec>
"244190000","937664788","20006","2"<endrec>
"244191000","937664788","20001","2"<endrec>
"244192000","937664788","20003","2"<endrec>
"244193000","937664788","20027","2"<endrec>
"244214000","937664800","20006","2"<endrec>
"244217000","937664894","20999","2"<endrec>
"244218000","937664894","20001","2"<endrec>
"244219000","937664894","20020","2"<endrec>
"244226000","937664897","20020","2"<endrec>
"244231000","937664899","20020","2"<endrec>
"244232000","937664900","20999","2"<endrec>
"244234000","937664904","20001","2"<endrec>
"244236000","937664905","20006","2"<endrec>
"244237000","937664905","20001","2"<endrec>
"244238000","937664905","20003","2"<endrec>
"244239000","937664905","20027","2"<endrec>
"25153000","30003212","20018","2"<endrec>
"26173000","30077471","20008","2"<endrec>
"26183000","30097654","20041","2"<endrec>
"26226000","30003237","20004","2"<endrec>
"26227000","30003237","20006","2"<endrec>
"26228000","30003237","20041","2"<endrec>
"26229000","30003237","20022","2"<endrec>
"26230000","30003237","20020","2"<endrec>
"27165000","30077470","20008","2"<endrec>
"28156000","30097646","20018","2"<endrec>
"29000","30003204","20008","2"<endrec>
"29153000","30099778","20046","2"<endrec>
"29156000","30099779","20047","2"<endrec>
"3012000","30004103","20010","2"<endrec>
"3014000","30004115","20003","2"<endrec>
"3015000","30004115","20006","2"<endrec>
"30153000","30100642","20001","2"<endrec>
"30154000","30100642","20003","2"<endrec>
"3020000","30005000","20001","2"<endrec>
"3023000","30004106","20001","2"<endrec>
"3025000","30005006","20006","2"<endrec>
"3037000","30005014","20001","2"<endrec>
"3038000","30005014","20003","2"<endrec>
"3047000","30005017","20001","2"<endrec>
"3048000","30005017","20003","2"<endrec>
"3073000","30003250","20001","2"<endrec>
"3074000","30003250","20003","2"<endrec>
"31153000","30102772","20004","2"<endrec>
"31154000","30102772","20022","2"<endrec>
"31159000","30102773","20004","2"<endrec>
"31160000","30102773","20022","2"<endrec>
"3135000","30003256","20001","2"<endrec>
"3136000","30003256","20003","2"<endrec>
"3149000","30005048","20001","2"<endrec>
"3150000","30005048","20003","2"<endrec>
"3151000","30005048","20013","2"<endrec>
"3155000","30013139","8","3"<endrec>
"32153000","30103784","20004","2"<endrec>
"32154000","30103784","20006","2"<endrec>
"32155000","30103784","20041","2"<endrec>
"32156000","30103784","20022","2"<endrec>
"32157000","30103784","20020","2"<endrec>
"32225000","30103789","20022","2"<endrec>
"32227000","30103787","20022","2"<endrec>
"33153000","30105846","20022","2"<endrec>
"33155000","30105847","20022","2"<endrec>
"33157000","30105860","20022","2"<endrec>
"35000","30003206","20008","2"<endrec>
"35181000","30110865","20010","2"<endrec>
"35190000","30110867","20013","2"<endrec>
"35191000","30110867","20001","2"<endrec>
"35192000","30110867","20003","2"<endrec>
"35224000","30110871","20001","2"<endrec>
"35230000","30110873","20001","2"<endrec>
"35254000","30110877","20006","2"<endrec>
"35255000","30110877","20001","2"<endrec>
"35256000","30110877","20003","2"<endrec>
"35257000","30110877","20027","2"<endrec>
"35277000","30110878","20006","2"<endrec>
"35278000","30110878","20001","2"<endrec>
"35279000","30110878","20003","2"<endrec>
"35280000","30110878","20027","2"<endrec>
"35335000","30110882","20001","2"<endrec>
"35336000","30110882","20003","2"<endrec>
"35372000","30110884","20006","2"<endrec>
"35373000","30110884","20001","2"<endrec>
"35374000","30110884","20003","2"<endrec>
"35375000","30110884","20027","2"<endrec>
"35434000","30110887","20001","2"<endrec>
"35435000","30110887","20003","2"<endrec>
"35450000","30110888","20001","2"<endrec>
"35451000","30110888","20003","2"<endrec>
"35485000","30110890","20013","2"<endrec>
"35486000","30110890","20001","2"<endrec>
"35487000","30110890","20003","2"<endrec>
"35503000","30110891","20003","2"<endrec>
"36153000","30112880","20004","2"<endrec>
"36154000","30112880","20010","2"<endrec>
"36155000","30112880","20009","2"<endrec>
"36218000","30110869","20001","2"<endrec>
"36219000","30110869","20009","2"<endrec>
"37153000","30113881","20051","2"<endrec>
"37156000","30003222","20004","2"<endrec>
"37157000","30003222","20006","2"<endrec>
"37158000","30003222","20048","2"<endrec>
"37159000","30003222","20051","2"<endrec>
"37160000","30003222","20041","2"<endrec>
"37161000","30003222","20022","2"<endrec>
"37162000","30003222","20020","2"<endrec>
"37163000","30003222","20019","2"<endrec>
"37164000","30003222","20027","2"<endrec>
"37166000","30113883","20047","2"<endrec>
"37168000","30113885","20046","2"<endrec>
"37174000","30103785","20008","2"<endrec>
"37175000","30103785","20018","2"<endrec>
"37176000","30103785","20010","2"<endrec>
"37177000","30103785","20046","2"<endrec>
"37178000","30103785","20047","2"<endrec>
"37179000","30103785","20009","2"<endrec>
"37180000","30103785","20007","2"<endrec>
"37181000","30103785","20020","2"<endrec>
"38153000","30114889","20047","2"<endrec>
"38155000","30114891","20046","2"<endrec>
"39153000","30115885","20009","2"<endrec>
"40000","30003208","20008","2"<endrec>
"40153000","30110875","20013","2"<endrec>
"40154000","30110875","20001","2"<endrec>
"40155000","30110875","20003","2"<endrec>
"40180000","30004028","20013","2"<endrec>
"40181000","30004028","20001","2"<endrec>
"40182000","30004028","20003","2"<endrec>
"40199000","30110866","20001","2"<endrec>
"40200000","30110866","20003","2"<endrec>
"40203000","30112883","20001","2"<endrec>
"40238000","30110885","20006","2"<endrec>
"40239000","30110885","20001","2"<endrec>
"40240000","30110885","20003","2"<endrec>
"40241000","30110885","20027","2"<endrec>
"40258000","30110886","20001","2"<endrec>
"40259000","30110886","20003","2"<endrec>
"40271000","30085576","20008","2"<endrec>
"40272000","30085576","20001","2"<endrec>
"40277000","30110889","20001","2"<endrec>
"40278000","30110889","20003","2"<endrec>
"40290000","30110879","20001","2"<endrec>
"40291000","30110879","20003","2"<endrec>
"40303000","30110880","20001","2"<endrec>
"40304000","30110880","20003","2"<endrec>
"40316000","30110881","20001","2"<endrec>
"40320000","30110883","20013","2"<endrec>
"40321000","30110883","20001","2"<endrec>
"40322000","30110883","20003","2"<endrec>
"40361000","30112884","20010","2"<endrec>
"40362000","30112884","20001","2"<endrec>
"40363000","30112884","20003","2"<endrec>
"40371000","30110868","20001","2"<endrec>
"40372000","30110868","20003","2"<endrec>
"40388000","30115886","20001","2"<endrec>
"40389000","30115886","20003","2"<endrec>
"40390000","30115886","20009","2"<endrec>
"40398000","30110872","20001","2"<endrec>
"40399000","30110872","20003","2"<endrec>
"40404000","30110874","20013","2"<endrec>
"40405000","30110874","20001","2"<endrec>
"40406000","30110874","20003","2"<endrec>
"40454000","30100705","20003","2"<endrec>
"40467000","30100706","20003","2"<endrec>
"40482000","30110893","20013","2"<endrec>
"40483000","30110893","20001","2"<endrec>
"40484000","30110893","20003","2"<endrec>
"40501000","30110870","20001","2"<endrec>
"40502000","30110870","20003","2"<endrec>
"40509000","30116962","20003","2"<endrec>
"40528000","30116963","20003","2"<endrec>
"40545000","30116964","20013","2"<endrec>
"40546000","30116964","20001","2"<endrec>
"40547000","30116964","20003","2"<endrec>
"40560000","30116965","20013","2"<endrec>
"40561000","30116965","20001","2"<endrec>
"40562000","30116965","20003","2"<endrec>
"40581000","30116966","20010","2"<endrec>
"40582000","30116966","20001","2"<endrec>
"40583000","30116966","20003","2"<endrec>
"40593000","30116967","20001","2"<endrec>
"40594000","30116967","20003","2"<endrec>
"40601000","30110876","20013","2"<endrec>
"40602000","30110876","20001","2"<endrec>
"40603000","30110876","20003","2"<endrec>
"40614000","30116970","20013","2"<endrec>
"40615000","30116970","20001","2"<endrec>
"40616000","30116970","20003","2"<endrec>
"411000","30003270","20006","2"<endrec>
"41153000","30119019","20001","2"<endrec>
"41154000","30119019","20003","2"<endrec>
"41159000","30119021","20013","2"<endrec>
"41160000","30119021","20001","2"<endrec>
"41161000","30119021","20003","2"<endrec>
"41178000","30119022","20001","2"<endrec>
"41179000","30119022","20003","2"<endrec>
"41182000","30119023","20001","2"<endrec>
"41183000","30119023","20003","2"<endrec>
"41190000","30119024","20013","2"<endrec>
"41191000","30119024","20001","2"<endrec>
"41192000","30119024","20003","2"<endrec>
"417000","30003272","20006","2"<endrec>
"4171000","30015724","20003","2"<endrec>
"4183000","30015719","20007","2"<endrec>
"4186000","30015737","20022","2"<endrec>
"42153000","30120060","20048","2"<endrec>
"42156000","30120122","20004","2"<endrec>
"42157000","30120122","20006","2"<endrec>
"42158000","30120122","20041","2"<endrec>
"42159000","30120122","20022","2"<endrec>
"42160000","30120122","20020","2"<endrec>
"43153000","30121049","20004","2"<endrec>
"43154000","30121049","20006","2"<endrec>
"43155000","30121049","20041","2"<endrec>
"43156000","30121049","20022","2"<endrec>
"43157000","30121049","20020","2"<endrec>
"44000","30003210","20008","2"<endrec>
"44153000","30132141","20046","2"<endrec>
"44154000","30132141","20001","2"<endrec>
"44157000","30132144","20001","2"<endrec>
"44159000","30132145","20001","2"<endrec>
"44161000","30132146","20001","2"<endrec>
"44163000","30132147","20001","2"<endrec>
"44165000","30132148","20013","2"<endrec>
"44166000","30132148","20001","2"<endrec>
"44167000","30132148","20039","2"<endrec>
"44176000","30132149","20013","2"<endrec>
"44178000","30132150","20013","2"<endrec>
"44179000","30132150","20001","2"<endrec>
"44180000","30132150","20039","2"<endrec>
"44189000","30132151","20001","2"<endrec>
"44191000","30132152","20013","2"<endrec>
"44192000","30132152","20001","2"<endrec>
"44193000","30132152","20039","2"<endrec>
"44202000","30132153","20015","2"<endrec>
"44203000","30132153","20001","2"<endrec>
"44204000","30132153","20039","2"<endrec>
"44213000","30132154","20051","2"<endrec>
"44214000","30132154","20001","2"<endrec>
"44217000","30132155","20001","2"<endrec>
"44219000","30132156","20001","2"<endrec>
"44223000","30132158","20001","2"<endrec>
"44225000","30132159","20001","2"<endrec>
"44227000","30132160","20001","2"<endrec>
"44229000","30132161","20049","2"<endrec>
"44230000","30132161","20059","2"<endrec>
"44231000","30132161","20001","2"<endrec>
"44235000","30132162","20001","2"<endrec>
"44237000","30132163","20001","2"<endrec>
"44239000","30132164","20046","2"<endrec>
"44240000","30132164","20001","2"<endrec>
"44243000","30132166","20001","2"<endrec>
"44245000","30132167","20046","2"<endrec>
"44246000","30132167","20048","2"<endrec>
"44247000","30132167","20001","2"<endrec>
"44252000","30132168","20001","2"<endrec>
"44254000","30132169","20001","2"<endrec>
"44256000","30132170","20001","2"<endrec>
"44258000","30132171","20001","2"<endrec>
"44260000","30132172","20048","2"<endrec>
"44261000","30132172","20001","2"<endrec>
"44265000","30132173","20001","2"<endrec>
"44267000","30132174","20001","2"<endrec>
"44269000","30132175","20001","2"<endrec>
"44271000","30132176","20047","2"<endrec>
"44272000","30132176","20001","2"<endrec>
"44275000","30132177","20001","2"<endrec>
"44277000","30132178","20001","2"<endrec>
"44279000","30132179","20001","2"<endrec>
"45153000","30141082","20051","2"<endrec>
"45155000","30141084","20008","2"<endrec>
"45156000","30141084","20018","2"<endrec>
"45157000","30141084","20010","2"<endrec>
"45158000","30141084","20046","2"<endrec>
"45159000","30141084","20047","2"<endrec>
"45160000","30141084","20009","2"<endrec>
"45161000","30141084","20007","2"<endrec>
"45162000","30141084","20020","2"<endrec>
"45181000","30141100","20003","2"<endrec>
"45199000","30141101","20003","2"<endrec>
"45219000","30141103","20006","2"<endrec>
"45220000","30141103","20001","2"<endrec>
"45221000","30141103","20003","2"<endrec>
"45222000","30141103","20027","2"<endrec>
"45243000","30141104","20006","2"<endrec>
"45244000","30141104","20001","2"<endrec>
"45245000","30141104","20003","2"<endrec>
"45246000","30141104","20027","2"<endrec>
"46153000","30143117","20048","2"<endrec>
"46156000","30143118","20048","2"<endrec>
"46165000","30143119","20048","2"<endrec>
"46168000","30143121","20004","2"<endrec>
"46169000","30143121","20006","2"<endrec>
"46170000","30143121","20049","2"<endrec>
"46171000","30143121","20059","2"<endrec>
"46172000","30143121","20051","2"<endrec>
"46173000","30143121","20041","2"<endrec>
"46174000","30143121","20022","2"<endrec>
"46175000","30143121","20020","2"<endrec>
"46176000","30143121","20019","2"<endrec>
"46177000","30143121","20027","2"<endrec>
"47153000","30145128","20022","2"<endrec>
"48153000","30157343","20020","2"<endrec>
"49153000","30159290","20001","2"<endrec>
"49154000","30159290","20003","2"<endrec>
"49173000","30159291","20013","2"<endrec>
"49174000","30159291","20001","2"<endrec>
"49175000","30159291","20003","2"<endrec>
"49192000","30159292","20013","2"<endrec>
"49193000","30159292","20001","2"<endrec>
"49194000","30159292","20003","2"<endrec>
"49208000","30159293","20013","2"<endrec>
"49209000","30159293","20001","2"<endrec>
"49210000","30159293","20003","2"<endrec>
"49218000","30159294","20013","2"<endrec>
"49219000","30159294","20001","2"<endrec>
"49220000","30159294","20003","2"<endrec>
"49234000","30159295","20013","2"<endrec>
"49235000","30159295","20001","2"<endrec>
"49236000","30159295","20039","2"<endrec>
"49246000","30159296","20013","2"<endrec>
"49247000","30159296","20001","2"<endrec>
"49248000","30159296","20039","2"<endrec>
"49258000","30159297","20013","2"<endrec>
"49261000","30159298","20013","2"<endrec>
"49262000","30159298","20001","2"<endrec>
"49263000","30159298","20039","2"<endrec>
"49273000","30159299","20013","2"<endrec>
"49274000","30159299","20001","2"<endrec>
"49275000","30159299","20003","2"<endrec>
"49289000","30159300","20013","2"<endrec>
"49290000","30159300","20001","2"<endrec>
"49291000","30159300","20003","2"<endrec>
"5000","30003196","20020","2"<endrec>
"51153000","30172406","20008","2"<endrec>
"51154000","30172406","20018","2"<endrec>
"51155000","30172406","20010","2"<endrec>
"51156000","30172406","20046","2"<endrec>
"51157000","30172406","20047","2"<endrec>
"51158000","30172406","20009","2"<endrec>
"51159000","30172406","20007","2"<endrec>
"51160000","30172406","20020","2"<endrec>
"51180000","30172407","20022","2"<endrec>
"52182000","937127877","20006","2"<endrec>
"52183000","937127877","20001","2"<endrec>
"52184000","937127877","20003","2"<endrec>
"52185000","937127877","20027","2"<endrec>
"52207000","937127878","20006","2"<endrec>
"52208000","937127878","20001","2"<endrec>
"52209000","937127878","20003","2"<endrec>
"52210000","937127878","20027","2"<endrec>
"52228000","937127879","20001","2"<endrec>
"52229000","937127879","20003","2"<endrec>
"52248000","937127880","20006","2"<endrec>
"52249000","937127880","20001","2"<endrec>
"52250000","937127880","20003","2"<endrec>
"52251000","937127880","20027","2"<endrec>
"52273000","937127881","20006","2"<endrec>
"52274000","937127881","20001","2"<endrec>
"52275000","937127881","20003","2"<endrec>
"52276000","937127881","20027","2"<endrec>
"52297000","937127882","20001","2"<endrec>
"52298000","937127882","20003","2"<endrec>
"52317000","937127893","20018","2"<endrec>
"54182000","937135891","20018","2"<endrec>
"54184000","937135892","20006","2"<endrec>
"54186000","937135893","20008","2"<endrec>
"54189000","937135894","20008","2"<endrec>
"55182000","937136891","20008","2"<endrec>
"55183000","937136891","20001","2"<endrec>
"55184000","937136891","20003","2"<endrec>
"55185000","937136891","20027","2"<endrec>
"55187000","937146032","20020","2"<endrec>
"56187000","937150123","20006","2"<endrec>
"57187000","937151100","20001","2"<endrec>
"57188000","937151100","20003","2"<endrec>
"57189000","937151100","20027","2"<endrec>
"57210000","937151101","20006","2"<endrec>
"58187000","937154185","20698","2"<endrec>
"59187000","937159186","20004","2"<endrec>
"59188000","937159186","20006","2"<endrec>
"59189000","937159186","20041","2"<endrec>
"59190000","937159186","20022","2"<endrec>
"59191000","937159186","20020","2"<endrec>
"59233000","937159187","20004","2"<endrec>
"59234000","937159187","20006","2"<endrec>
"59235000","937159187","20041","2"<endrec>
"59236000","937159187","20022","2"<endrec>
"59237000","937159187","20020","2"<endrec>
"60187000","937160188","20005","2"<endrec>
"60188000","937160188","20042","2"<endrec>
"60189000","937160188","20019","2"<endrec>
"60190000","937160188","20027","2"<endrec>
"60191000","937160189","20005","2"<endrec>
"60192000","937160189","20042","2"<endrec>
"60193000","937160189","20019","2"<endrec>
"60194000","937160189","20027","2"<endrec>
"61187000","937162187","20022","2"<endrec>
"62187000","937163195","20005","2"<endrec>
"62188000","937163195","20042","2"<endrec>
"62189000","937163195","20019","2"<endrec>
"62190000","937163195","20027","2"<endrec>
"62191000","937163199","20006","2"<endrec>
"62193000","937163235","20898","2"<endrec>
"62195000","937163250","20005","2"<endrec>
"62196000","937163250","20042","2"<endrec>
"62197000","937163250","20019","2"<endrec>
"62198000","937163250","20027","2"<endrec>
"63187000","937164231","20008","2"<endrec>
"63189000","937164232","20004","2"<endrec>
"63190000","937164232","20022","2"<endrec>
"63194000","937164233","20004","2"<endrec>
"63195000","937164233","20006","2"<endrec>
"63196000","937164233","20046","2"<endrec>
"63197000","937164233","20049","2"<endrec>
"63198000","937164233","20059","2"<endrec>
"63199000","937164233","20041","2"<endrec>
"63200000","937164233","20022","2"<endrec>
"63201000","937164233","20020","2"<endrec>
"63202000","937164233","20019","2"<endrec>
"63203000","937164233","20027","2"<endrec>
"63205000","937164234","20013","2"<endrec>
"63206000","937164234","20001","2"<endrec>
"63207000","937164234","20003","2"<endrec>
"64189000","937165302","20999","2"<endrec>
"65187000","937166306","20001","2"<endrec>
"65189000","937166468","20803","2"<endrec>
"65191000","937166470","20803","2"<endrec>
"66187000","937167349","20803","2"<endrec>
"66189000","937167383","20803","2"<endrec>
"67189000","937168312","20999","2"<endrec>
"67191000","937168327","20001","2"<endrec>
"68187000","937174372","20698","2"<endrec>
"69187000","937178540","20008","2"<endrec>
"69188000","937178540","20022","2"<endrec>
"69189000","937178540","20003","2"<endrec>
"69191000","937178680","20798","2"<endrec>
"69192000","937178680","20799","2"<endrec>
"69193000","937178680","20800","2"<endrec>
"69194000","937178682","20803","2"<endrec>
"69195000","937178682","20799","2"<endrec>
"69196000","937178682","20800","2"<endrec>
"70187000","937179395","20020","2"<endrec>
"71187000","937197768","20013","2"<endrec>
"71188000","937197768","20001","2"<endrec>
"71189000","937197768","20003","2"<endrec>
"71190000","937197768","20039","2"<endrec>
"71205000","937197773","20039","2"<endrec>
"71208000","937197775","20001","2"<endrec>
"71209000","937197775","20003","2"<endrec>
"71210000","937197775","20039","2"<endrec>
"71220000","937197777","20039","2"<endrec>
"71223000","937197780","20013","2"<endrec>
"71224000","937197780","20001","2"<endrec>
"71225000","937197780","20003","2"<endrec>
"71226000","937197780","20039","2"<endrec>
"71240000","937197781","20013","2"<endrec>
"71241000","937197781","20001","2"<endrec>
"71242000","937197781","20003","2"<endrec>
"71256000","937197782","20020","2"<endrec>
"71257000","937197782","20039","2"<endrec>
"71262000","937197783","20039","2"<endrec>
"71264000","937197787","20008","2"<endrec>
"71265000","937197787","20022","2"<endrec>
"71266000","937197787","20003","2"<endrec>
"71267000","937197787","20039","2"<endrec>
"71274000","937197804","20013","2"<endrec>
"71275000","937197804","20001","2"<endrec>
"71276000","937197804","20003","2"<endrec>
"71277000","937197804","20039","2"<endrec>
"71292000","937197809","20013","2"<endrec>
"71293000","937197809","20001","2"<endrec>
"71294000","937197809","20003","2"<endrec>
"71295000","937197809","20039","2"<endrec>
"71312000","937197810","20001","2"<endrec>
"71313000","937197810","20003","2"<endrec>
"71314000","937197810","20039","2"<endrec>
"71327000","937197818","20001","2"<endrec>
"71328000","937197818","20039","2"<endrec>
"71332000","937197827","20001","2"<endrec>
"71333000","937197827","20039","2"<endrec>
"72187000","937198567","21502","2"<endrec>
"73187000","937203541","21505","2"<endrec>
"73189000","937203567","21505","2"<endrec>
"73190000","937203567","20006","2"<endrec>
"73191000","937203567","20001","2"<endrec>
"73192000","937203567","20003","2"<endrec>
"73193000","937203567","20027","2"<endrec>
"74187000","937210646","21598","2"<endrec>
"74188000","937210646","20039","2"<endrec>
"74192000","937210744","21598","2"<endrec>
"75187000","937214654","5730","3"<endrec>
"75189000","937214656","5730","3"<endrec>
"75191000","937214659","5730","3"<endrec>
"76187000","937215550","20006","2"<endrec>
"76189000","937215554","20006","2"<endrec>
"76191000","937215556","20006","2"<endrec>
"76193000","937215558","20006","2"<endrec>
"76195000","937215561","20006","2"<endrec>
"76197000","937215563","20006","2"<endrec>
"76199000","937215565","20006","2"<endrec>
"76201000","937215566","20006","2"<endrec>
"76206000","937215645","20003","2"<endrec>
"76207000","937215645","20039","2"<endrec>
"76210000","937215646","21598","2"<endrec>
"76211000","937215646","20022","2"<endrec>
"76212000","937215646","20003","2"<endrec>
"76213000","937215646","20039","2"<endrec>
"76220000","937215655","20022","2"<endrec>
"76221000","937215655","20003","2"<endrec>
"76222000","937215655","20039","2"<endrec>
"76226000","937215656","21598","2"<endrec>
"76227000","937215656","20001","2"<endrec>
"76228000","937215656","20022","2"<endrec>
"76229000","937215656","20003","2"<endrec>
"76230000","937215656","20039","2"<endrec>
"76238000","937215657","21505","2"<endrec>
"76239000","937215657","20008","2"<endrec>
"76242000","937215658","21598","2"<endrec>
"76243000","937215658","20001","2"<endrec>
"76244000","937215658","20022","2"<endrec>
"76245000","937215658","20003","2"<endrec>
"76246000","937215658","20039","2"<endrec>
"76254000","937215659","21598","2"<endrec>
"76255000","937215659","20001","2"<endrec>
"76256000","937215659","20022","2"<endrec>
"76257000","937215659","20003","2"<endrec>
"76258000","937215659","20039","2"<endrec>
"76267000","937215698","21505","2"<endrec>
"76268000","937215698","20008","2"<endrec>
"76269000","937215698","20020","2"<endrec>
"77187000","937217572","20001","2"<endrec>
"77189000","937217611","20046","2"<endrec>
"77190000","937217611","20020","2"<endrec>
"77194000","937217618","20046","2"<endrec>
"77195000","937217618","21698","2"<endrec>
"77196000","937217618","21798","2"<endrec>
"77197000","937217618","20020","2"<endrec>
"77203000","937217620","20046","2"<endrec>
"77204000","937217620","21898","2"<endrec>
"77207000","937217624","21798","2"<endrec>
"77209000","937217626","21798","2"<endrec>
"77211000","937217645","20051","2"<endrec>
"77212000","937217645","21805","2"<endrec>
"77214000","937217657","21799","2"<endrec>
"77215000","937217657","20001","2"<endrec>
"77218000","937217658","20048","2"<endrec>
"77219000","937217658","20001","2"<endrec>
"77222000","937217659","20048","2"<endrec>
"77223000","937217659","21799","2"<endrec>
"77224000","937217659","20001","2"<endrec>
"77227000","937217660","21799","2"<endrec>
"77228000","937217660","20001","2"<endrec>
"77231000","937217661","21799","2"<endrec>
"77232000","937217661","20001","2"<endrec>
