MAPPING_CATEGORY,MAPPING_DIRECTION,MAPPING_ID,MODIFY_FLAG,MSG_TYPE,SOURCE_TYPE,SOURCE_VALUE,TARGET_TYPE,TARGET_VALUE                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    <endrec>
"02","02","113","1","","01","AG45033","01","ER0005"<endrec>
"02","02","115","1","","01","AG45022","01","ER0001"<endrec>
"02","02","116","1","","01","TP30025","01","ER0010"<endrec>
"02","02","117","1","","01","TS28009","01","ER0025"<endrec>
"02","02","119","1","","01","TP30031","01","ER0001"<endrec>
"04","02","12001","1","","01","IC19503","01","E1"<endrec>
"04","02","12002","1","","01","TP30002","01","E0"<endrec>
"04","02","12003","1","","01","TP30003","01","E0"<endrec>
"04","02","12004","1","","01","TP30004","01","E0"<endrec>
"04","02","12005","1","","01","TP30006","01","E0"<endrec>
"04","02","12006","1","","01","TP30008","01","E0"<endrec>
"04","02","12007","1","","01","TP30011","01","E0"<endrec>
"04","02","12008","1","","01","TP30012","01","E0"<endrec>
"04","02","12009","1","","01","TP30013","01","E1"<endrec>
"04","02","12010","1","","01","TP30014","01","E0"<endrec>
"04","02","12011","1","","01","TP30015","01","E1"<endrec>
"04","02","12012","1","","01","TP30016","01","E1"<endrec>
"04","02","12013","1","","01","TP30017","01","E0"<endrec>
"04","02","12014","1","","01","TP30018","01","E0"<endrec>
"04","02","12015","1","","01","TP30019","01","E1"<endrec>
"04","02","12016","1","","01","TP30020","01","E1"<endrec>
"04","02","12017","1","","01","TP30021","01","E0"<endrec>
"04","02","12018","1","","01","TP30022","01","E0"<endrec>
"04","02","12019","1","","01","TP30023","01","E0"<endrec>
"04","02","12020","1","","01","TP30024","01","E1"<endrec>
"04","02","12021","1","","01","TP30025","01","E1"<endrec>
"04","02","12022","1","","01","TP30027","01","E1"<endrec>
"04","02","12023","1","","01","TP30028","01","E0"<endrec>
"04","02","12024","1","","01","TP30029","01","E0"<endrec>
"04","02","12025","1","","01","TP30031","01","E0"<endrec>
"04","02","12026","1","","01","TP30032","01","E0"<endrec>
"04","02","12027","1","","01","TP30033","01","E1"<endrec>
"04","02","12028","1","","01","TP30034","01","E2"<endrec>
"04","02","12029","1","","01","TP30035","01","E2"<endrec>
"04","02","12030","1","","01","TP30036","01","E0"<endrec>
"04","02","12031","1","","01","TP30037","01","E2"<endrec>
"04","02","12032","1","","01","TP30044","01","E0"<endrec>
"04","02","12033","1","","01","TP30045","01","E1"<endrec>
"04","02","12034","1","","01","TP30048","01","E1"<endrec>
"04","02","12035","1","","01","TP30049","01","E1"<endrec>
"04","02","12036","1","","01","TP30051","01","E1"<endrec>
"04","02","12037","1","","01","TP30052","01","E1"<endrec>
"04","02","12038","1","","01","TP30083","01","E0"<endrec>
"04","02","12039","1","","01","TP30092","01","E1"<endrec>
"04","02","12040","1","","01","TP30093","01","E1"<endrec>
"04","02","12041","1","","01","TP30095","01","E1"<endrec>
"04","02","12042","1","","01","TP30140","01","E1"<endrec>
"04","02","12043","1","","01","TP30160","01","E4"<endrec>
"04","02","12044","1","","01","TP30230","01","E1"<endrec>
"04","02","12045","1","","01","TP30450","01","E4"<endrec>
"04","02","12046","1","","01","TP30455","01","E0"<endrec>
"04","02","12047","1","","01","TP36503","01","E1"<endrec>
"04","02","12048","1","","01","TP35010","01","E1"<endrec>
"04","02","12049","1","","01","TP35011","01","E1"<endrec>
"04","02","12050","1","","01","TP36500","01","E1"<endrec>
"04","02","12051","1","","01","TP36501","01","E0"<endrec>
"04","02","12052","1","","01","TP36503","01","E1"<endrec>
"04","02","12053","1","","01","TP36504","01","E1"<endrec>
"04","02","12054","1","","01","TP36506","01","E1"<endrec>
"04","02","12055","1","","01","TP36512","01","E1"<endrec>
"04","02","12056","1","","01","TP36513","01","E1"<endrec>
"04","02","12057","1","","01","TP36514","01","E1"<endrec>
"04","02","12058","1","","01","TP36515","01","E1"<endrec>
"04","02","12059","1","","01","TP36516","01","E1"<endrec>
"04","02","12060","1","","01","TP36521","01","E1"<endrec>
"04","02","12061","1","","01","TP36523","01","E4"<endrec>
"04","02","12062","1","","01","TP39003","01","E5"<endrec>
"04","02","12063","1","","01","TP39041","01","E1"<endrec>
"04","02","12064","1","","01","TP39042","01","E1"<endrec>
"04","02","12065","1","","01","TP39051","01","E4"<endrec>
"04","02","12066","1","","01","TP39998","01","E4"<endrec>
"04","02","12067","1","","01","TS20001","01","E1"<endrec>
"04","02","12068","1","","01","TS20002","01","E1"<endrec>
"04","02","12069","1","","01","TS20004","01","E1"<endrec>
"04","02","12070","1","","01","TS20005","01","E1"<endrec>
"04","02","12071","1","","01","TS24003","01","E0"<endrec>
"04","02","12072","1","","01","TS24004","01","E1"<endrec>
"04","02","12073","1","","01","TS24005","01","E1"<endrec>
"04","02","12074","1","","01","TS28008","01","E1"<endrec>
"04","02","12075","1","","01","TS28009","01","E1"<endrec>
"04","02","12076","1","","01","TS28010","01","E1"<endrec>
"04","02","12077","1","","01","TS28011","01","E1"<endrec>
"04","02","12078","1","","01","TS28012","01","E1"<endrec>
"04","02","12079","1","","01","TP40059","01","E1"<endrec>
"04","02","12080","1","","01","TP40060","01","E0"<endrec>
"04","02","12081","1","","01","TP40061","01","E1"<endrec>
"04","02","12082","1","","01","TP40062","01","E1"<endrec>
"04","02","12083","1","","01","TP40199","01","E1"<endrec>
"04","02","12084","1","","01","TP40203","01","E0"<endrec>
"04","02","12085","1","","01","TC30075","01","E2"<endrec>
"04","02","12086","1","","01","TC30077","01","E1"<endrec>
"04","02","12087","1","","01","TC30091","01","E1"<endrec>
"04","02","12088","1","","01","TC30105","01","E4"<endrec>
"04","02","12089","1","","01","TC30150","01","E1"<endrec>
"04","02","12090","1","","01","TC30153","01","E0"<endrec>
"04","02","12091","1","","01","TC30154","01","E0"<endrec>
"04","02","12092","1","","01","TC30155","01","E0"<endrec>
"04","02","12093","1","","01","TC30156","01","E0"<endrec>
"04","02","12094","1","","01","TC30191","01","E0"<endrec>
"04","02","12095","1","","01","TC30192","01","E0"<endrec>
"04","02","12096","1","","01","TC30238","01","E1"<endrec>
"04","02","12097","1","","01","TC30239","01","E0"<endrec>
"04","02","12098","1","","01","TC30240","01","E0"<endrec>
"04","02","12099","1","","01","TC30241","01","E0"<endrec>
"04","02","12100","1","","01","TC30242","01","E0"<endrec>
"04","02","12101","1","","01","TC30243","01","E0"<endrec>
"04","02","12102","1","","01","TC30244","01","E0"<endrec>
"04","02","12103","1","","01","TC30245","01","E0"<endrec>
"04","02","12104","1","","01","TC30246","01","E0"<endrec>
"04","02","12105","1","","01","TC30247","01","E0"<endrec>
"04","02","12106","1","","01","TC30248","01","E0"<endrec>
"04","02","12107","1","","01","TC30249","01","E0"<endrec>
"04","02","12108","1","","01","TC30250","01","E0"<endrec>
"04","02","12109","1","","01","TC30251","01","E0"<endrec>
"04","02","12110","1","","01","TC30252","01","E0"<endrec>
"04","02","12111","1","","01","TC30253","01","E0"<endrec>
"04","02","12112","1","","01","TC30254","01","E0"<endrec>
"04","02","12113","1","","01","TC30255","01","E0"<endrec>
"04","02","12114","1","","01","TC30256","01","E0"<endrec>
"04","02","12115","1","","01","TC30257","01","E0"<endrec>
"04","02","12116","1","","01","TC30258","01","E0"<endrec>
"04","02","12117","1","","01","TC30259","01","E0"<endrec>
"04","02","12118","1","","01","TC30260","01","E0"<endrec>
"04","02","12119","1","","01","TC30261","01","E0"<endrec>
"04","02","12120","1","","01","TC30262","01","E0"<endrec>
"04","02","12121","1","","01","TC30263","01","E0"<endrec>
"04","02","12122","1","","01","TC30264","01","E1"<endrec>
"04","02","12123","1","","01","TC30265","01","E1"<endrec>
"04","02","12124","1","","01","TC30266","01","E1"<endrec>
"04","02","12125","1","","01","TC30267","01","E1"<endrec>
"04","02","12126","1","","01","TC30268","01","E1"<endrec>
"04","02","12127","1","","01","TC30269","01","E1"<endrec>
"04","02","12128","1","","01","TC30270","01","E5"<endrec>
"04","02","12129","1","","01","TC30271","01","E5"<endrec>
"04","02","12130","1","","01","TC30272","01","E5"<endrec>
"04","02","12131","1","","01","TC30273","01","E5"<endrec>
"04","02","12132","1","","01","TC30274","01","E1"<endrec>
"04","02","12133","1","","01","TC30275","01","E1"<endrec>
"04","02","12134","1","","01","TC30276","01","E1"<endrec>
"04","02","12135","1","","01","TC30277","01","E4"<endrec>
"04","02","12136","1","","01","TC30278","01","E4"<endrec>
"04","02","12137","1","","01","TC30279","01","E1"<endrec>
"04","02","12138","1","","01","TC30280","01","E1"<endrec>
"04","02","12139","1","","01","TC30281","01","E1"<endrec>
"04","02","12140","1","","01","TC30282","01","E4"<endrec>
"04","02","12141","1","","01","TC30283","01","E4"<endrec>
"04","02","12142","1","","01","TC30284","01","E4"<endrec>
"04","02","12143","1","","01","TC30285","01","E1"<endrec>
"04","02","12144","1","","01","TC30286","01","E5"<endrec>
"04","02","12145","1","","01","TC30287","01","E0"<endrec>
"04","02","12146","1","","01","TC30288","01","E1"<endrec>
"04","02","12147","1","","01","TC30316","01","E0"<endrec>
"04","02","12148","1","","01","TC30317","01","E0"<endrec>
"04","02","12149","1","","01","TC30318","01","E0"<endrec>
"04","02","12150","1","","01","TC30319","01","E0"<endrec>
"04","02","12151","1","","01","TC30320","01","E0"<endrec>
"04","02","12152","1","","01","TC30321","01","E0"<endrec>
"04","02","12153","1","","01","TC30322","01","E0"<endrec>
"04","02","12154","1","","01","TC30323","01","E0"<endrec>
"04","02","12155","1","","01","TC30324","01","E0"<endrec>
"04","02","12156","1","","01","TC30325","01","E0"<endrec>
"04","02","12157","1","","01","TC30326","01","E0"<endrec>
"04","02","12158","1","","01","TC30327","01","E0"<endrec>
"04","02","12159","1","","01","TC30328","01","E0"<endrec>
"04","02","12160","1","","01","TC30329","01","E0"<endrec>
"04","02","12161","1","","01","TC30330","01","E0"<endrec>
"04","02","12162","1","","01","TC30331","01","E0"<endrec>
"04","02","12163","1","","01","TC30332","01","E0"<endrec>
"04","02","12164","1","","01","TC30333","01","E0"<endrec>
"04","02","12165","1","","01","TC30334","01","E0"<endrec>
"04","02","12166","1","","01","TC30335","01","E0"<endrec>
"04","02","12167","1","","01","TC30352","01","E4"<endrec>
"02","02","125","1","","01","TP30045","01","ER0021"<endrec>
"02","02","126","1","","01","AG45023","01","ER0002"<endrec>
"02","02","128","1","","01","AG45028","01","ER0014"<endrec>
"02","02","129","1","","01","AG45303","01","ER0002"<endrec>
"02","02","130","1","","01","TC30202","01","ER0018"<endrec>
"02","02","131","1","","01","TC30205","01","ER0017"<endrec>
"02","02","132","1","","01","TC30198","01","ER0010"<endrec>
"02","02","133","1","","01","TC30193","01","ER0010"<endrec>
"02","02","134","1","","01","TC30207","01","ER0017"<endrec>
"02","02","135","1","","01","TC30204","01","ER0002"<endrec>
"02","02","136","1","","01","TC30194","01","ER0013"<endrec>
"02","02","137","1","","01","TC30203","01","ER0034"<endrec>
"02","02","138","1","","01","TC30213","01","ER0017"<endrec>
"02","02","139","1","","01","TP30022","01","ER0011"<endrec>
"02","02","140","1","","01","TC30211","01","ER0002"<endrec>
"02","02","141","1","","01","TC30200","01","ER0042"<endrec>
"02","02","142","1","","01","TP40017","01","ER0042"<endrec>
"02","02","143","1","","01","TC30201","01","ER0002"<endrec>
"02","02","144","1","","01","TC30206","01","ER0003"<endrec>
"02","02","145","1","","01","TC30192","01","ER0002"<endrec>
"02","02","146","1","","01","TC30217","01","ER0024"<endrec>
"02","02","147","1","","01","TC30218","01","ER0025"<endrec>
"02","02","148","1","","01","TC30219","01","ER0010"<endrec>
"02","02","149","1","","01","TC30220","01","ER0001"<endrec>
"02","02","150","1","","01","TC30191","01","ER0011"<endrec>
"04","02","15001","1","","01","TP40069","01","E1"<endrec>
"04","02","15002","1","","01","TP40070","01","E1"<endrec>
"04","02","15003","1","","01","TP40072","01","E1"<endrec>
"04","02","15004","1","","01","TP40073","01","E1"<endrec>
"04","02","15005","1","","01","TP40074","01","E1"<endrec>
"04","02","15006","1","","01","TP40075","01","E1"<endrec>
"04","02","15007","1","","01","TP40076","01","E1"<endrec>
"04","02","15008","1","","01","TP40077","01","E1"<endrec>
"04","02","15009","1","","01","TP40078","01","E1"<endrec>
"04","02","15010","1","","01","TP40079","01","E0"<endrec>
"04","02","15011","1","","01","TP40080","01","E0"<endrec>
"04","02","15012","1","","01","TP40081","01","E1"<endrec>
"04","02","15013","1","","01","TP40082","01","E1"<endrec>
"04","02","15014","1","","01","TP40083","01","E1"<endrec>
"04","02","15015","1","","01","TP40084","01","E1"<endrec>
"04","02","15016","1","","01","TP40085","01","E1"<endrec>
"04","02","15017","1","","01","TP40086","01","E1"<endrec>
"04","02","15018","1","","01","TP40088","01","E1"<endrec>
"04","02","15019","1","","01","TP40092","01","E2"<endrec>
"04","02","15020","1","","01","TP40093","01","E1"<endrec>
"04","02","15021","1","","01","TP40094","01","E1"<endrec>
"04","02","15022","1","","01","TP40095","01","E1"<endrec>
"04","02","15023","1","","01","TP40119","01","E1"<endrec>
"04","02","15024","1","","01","TP40120","01","E1"<endrec>
"04","02","15025","1","","01","TP40121","01","E1"<endrec>
"04","02","15026","1","","01","TP40122","01","E1"<endrec>
"04","02","15027","1","","01","TP40123","01","E1"<endrec>
"04","02","15028","1","","01","TP40124","01","E1"<endrec>
"04","02","15029","1","","01","TP40125","01","E0"<endrec>
"04","02","15030","1","","01","TP40126","01","E1"<endrec>
"04","02","15031","1","","01","TP40127","01","E1"<endrec>
"04","02","15032","1","","01","TP40128","01","E1"<endrec>
"04","02","15033","1","","01","TP40129","01","E0"<endrec>
"04","02","15034","1","","01","TP40130","01","E0"<endrec>
"04","02","15035","1","","01","TP40131","01","E0"<endrec>
"04","02","15036","1","","01","TP40132","01","E1"<endrec>
"04","02","15037","1","","01","TP40133","01","E2"<endrec>
"04","02","15038","1","","01","TP40134","01","E1"<endrec>
"04","02","15039","1","","01","TP40135","01","E1"<endrec>
"04","02","15040","1","","01","TP40136","01","E1"<endrec>
"04","02","15041","1","","01","TP40137","01","E1"<endrec>
"04","02","15042","1","","01","TP40138","01","E1"<endrec>
"04","02","15043","1","","01","TP40139","01","E1"<endrec>
"04","02","15044","1","","01","TP40140","01","E1"<endrec>
"04","02","15045","1","","01","TP40141","01","E1"<endrec>
"04","02","15046","1","","01","TP40142","01","E1"<endrec>
"04","02","15047","1","","01","TP40143","01","E1"<endrec>
"04","02","15048","1","","01","TP40144","01","E1"<endrec>
"04","02","15049","1","","01","TP40145","01","E1"<endrec>
"04","02","15050","1","","01","TP40146","01","E1"<endrec>
"04","02","15051","1","","01","TP40152","01","E0"<endrec>
"04","02","15052","1","","01","TP40153","01","E0"<endrec>
"04","02","15053","1","","01","TP40192","01","E1"<endrec>
"04","02","15054","1","","01","TP40193","01","E0"<endrec>
"04","02","15055","1","","01","TP40194","01","E1"<endrec>
"04","02","15056","1","","01","TP40206","01","E4"<endrec>
"04","02","15057","1","","01","TP40207","01","E4"<endrec>
"04","02","15058","1","","01","TP40208","01","E4"<endrec>
"04","02","15059","1","","01","TP40209","01","E4"<endrec>
"04","02","15060","1","","01","TP40210","01","E1"<endrec>
"04","02","15061","1","","01","TP40211","01","E4"<endrec>
"04","02","15062","1","","01","TP40213","01","E1"<endrec>
"04","02","15063","1","","01","TP40214","01","E1"<endrec>
"04","02","15064","1","","01","TP40215","01","E1"<endrec>
"04","02","15065","1","","01","TP40216","01","E1"<endrec>
"04","02","15066","1","","01","TP40217","01","E1"<endrec>
"04","02","15067","1","","01","TP40223","01","E1"<endrec>
"04","02","15068","1","","01","TP40224","01","E1"<endrec>
"04","02","15069","1","","01","TP40225","01","E1"<endrec>
"04","02","15070","1","","01","TP40229","01","E1"<endrec>
"04","02","15071","1","","01","TP40261","01","E4"<endrec>
"04","02","15072","1","","01","TP40262","01","E4"<endrec>
"04","02","15073","1","","01","TP40263","01","E1"<endrec>
"04","02","15074","1","","01","TP40267","01","E1"<endrec>
"04","02","15075","1","","01","TP40268","01","E1"<endrec>
"04","02","15076","1","","01","TP40269","01","E1"<endrec>
"04","02","15077","1","","01","TP40270","01","E1"<endrec>
"04","02","15078","1","","01","TP40271","01","E1"<endrec>
"04","02","15079","1","","01","TP40289","01","E1"<endrec>
"04","02","15080","1","","01","TP40290","01","E1"<endrec>
"04","02","15081","1","","01","TP40291","01","E1"<endrec>
"04","02","15082","1","","01","TP40292","01","E1"<endrec>
"04","02","15083","1","","01","TP40293","01","E1"<endrec>
"04","02","15084","1","","01","TP40294","01","E1"<endrec>
"04","02","15085","1","","01","TP40295","01","E1"<endrec>
"04","02","15086","1","","01","TP40296","01","E1"<endrec>
"04","02","15087","1","","01","TP40297","01","E1"<endrec>
"04","02","15088","1","","01","IC40004","01","E1"<endrec>
"04","02","15089","1","","01","IC40036","01","E0"<endrec>
"04","02","15090","1","","01","IC40037","01","E1"<endrec>
"04","02","15091","1","","01","IC40038","01","E1"<endrec>
"04","02","15092","1","","01","IC40039","01","E1"<endrec>
"04","02","15093","1","","01","IC40040","01","E1"<endrec>
"04","02","15094","1","","01","IC40041","01","E1"<endrec>
"04","02","15095","1","","01","IC40042","01","E1"<endrec>
"04","02","15096","1","","01","IC40043","01","E1"<endrec>
"04","02","15097","1","","01","IC40044","01","E1"<endrec>
"04","02","15098","1","","01","IC40045","01","E1"<endrec>
"04","02","15099","1","","01","IC40046","01","E1"<endrec>
"02","02","151","1","","01","TC30221","01","ER0010"<endrec>
"04","02","15100","1","","01","IC40049","01","E0"<endrec>
"04","02","15101","1","","01","IC40050","01","E0"<endrec>
"04","02","15102","1","","01","IC40051","01","E0"<endrec>
"04","02","15103","1","","01","IC40052","01","E1"<endrec>
"04","02","15104","1","","01","IC40053","01","E1"<endrec>
"04","02","15105","1","","01","IC40054","01","E1"<endrec>
"04","02","15106","1","","01","IC40055","01","E1"<endrec>
"04","02","15107","1","","01","IC40056","01","E1"<endrec>
"04","02","15108","1","","01","IC40057","01","E1"<endrec>
"04","02","15109","1","","01","IC40058","01","E1"<endrec>
"04","02","15110","1","","01","IC40059","01","E1"<endrec>
"04","02","15111","1","","01","IC40060","01","E0"<endrec>
"04","02","15112","1","","01","IC40061","01","E1"<endrec>
"04","02","15113","1","","01","IC40062","01","E1"<endrec>
"04","02","15114","1","","01","IC40063","01","E1"<endrec>
"04","02","15115","1","","01","IC40064","01","E1"<endrec>
"04","02","15116","1","","01","IC40065","01","E1"<endrec>
"04","02","15117","1","","01","IC40066","01","E1"<endrec>
"04","02","15118","1","","01","IC40067","01","E1"<endrec>
"04","02","15119","1","","01","IC40068","01","E1"<endrec>
"04","02","15120","1","","01","IC40069","01","E1"<endrec>
"04","02","15121","1","","01","IC40070","01","E1"<endrec>
"04","02","15122","1","","01","IC40071","01","E1"<endrec>
"04","02","15123","1","","01","IC40072","01","E1"<endrec>
"04","02","15124","1","","01","IC40073","01","E0"<endrec>
"04","02","15125","1","","01","IC40074","01","E1"<endrec>
"04","02","15126","1","","01","IC40075","01","E1"<endrec>
"04","02","15127","1","","01","IC40076","01","E1"<endrec>
"04","02","15128","1","","01","IC40080","01","E1"<endrec>
"04","02","15129","1","","01","IC40081","01","E0"<endrec>
"04","02","15130","1","","01","IC40086","01","E0"<endrec>
"04","02","15131","1","","01","IC40087","01","E0"<endrec>
"04","02","15132","1","","01","IC40088","01","E1"<endrec>
"04","02","15133","1","","01","IC40091","01","E1"<endrec>
"04","02","15134","1","","01","IC40092","01","E0"<endrec>
"04","02","15135","1","","01","IC40097","01","E1"<endrec>
"04","02","15136","1","","01","IC40109","01","E1"<endrec>
"04","02","15137","1","","01","IC40112","01","E1"<endrec>
"04","02","15138","1","","01","IC40113","01","E1"<endrec>
"04","02","15139","1","","01","IC40116","01","E1"<endrec>
