AUTO_WF_SWITCH,CREATE_OPER_ID,CREATE_OPER_TIME,END_TIME,INTERVAL_TYPE,INTERVAL_VALUE,LAST_OPER_ID,LAST_OPER_TIME,LOAD_DATA_TS,MANUAL_WF_SWITCH,NOTIFICATION_ORG_ROLE,NOTIFICATION_SP_ROLE,NOTIFICATION_TYPE,PERIODIC_SWITCH,SETTLEMENT_PROFILE_DESC,SETTLEMENT_PROFILE_ID,SETTLEMENT_PROFILE_NAME,SP_NOTIFICATION_TYPE,START_TIME,STATUS,UNIQUE_ID                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      <endrec>
"0","203000000000013012","2016-04-28 10:52:15.994000","","5","3","203000000000013012","2016-04-28 11:07:43.736000","","0","500000000000010102","404000000000010001","107000000000062034","0","IBM Parent to child profile Trigger Balance","129","IBM Parent to child profile Manual - 1","107000000000062034","","50","937197749"<endrec>
"0","203000000000011310","2016-04-28 11:01:40.555000","","5","1","203000000000011310","2016-04-28 11:42:48.817000","","1","500000000000010102","500000000000010004","107000000000062034","0","IBM Child to Parent profile Trigger Balance","128","IBM Child to Parent profile Trigger Balance","107000000000062034","","50","937197751"<endrec>
"0","203000000000013012","2016-04-28 11:07:17.264000","","5","3","203000000000013012","2016-04-28 12:13:55.658000","","0","500000000000010102","404000000000010001","107000000000062034","1","IBM Parent to child profile Trigger Balance","129","IBM Parent to child profile Manual - 1","107000000000062034","","50","937197752"<endrec>
"0","203000000000011310","2016-04-28 11:42:33.038000","","5","1","203000000000011310","2016-04-28 13:41:03.383000","","1","500000000000010102","500000000000010004","107000000000062034","0","IBM Child to Parent profile Trigger Balance","128","IBM Child to Parent profile Trigger Balance","107000000000062034","","50","937197753"<endrec>
"0","203000000000013012","2016-04-28 12:13:44.855000","","5","3","203000000000013012","2016-04-28 12:50:35.412000","","1","500000000000010102","404000000000010001","107000000000062034","0","IBM Parent to child profile Trigger Balance","129","IBM Parent to child profile Manual - 1","107000000000062034","","50","937197754"<endrec>
"0","203000000000012204","2016-04-28 12:22:43.092000","","5","3","203000000000012204","2016-04-28 13:34:57.962000","","0","500000000000010102","500000000000010004","107000000000062034","1","IBM Parent to child profile Automatic","126","IBM Parent to child profile Automatic","107000000000062034","","50","937197755"<endrec>
"0","203000000000013012","2016-04-28 12:50:04.372000","","5","3","203000000000013012","2016-04-28 13:25:46.438000","","0","500000000000010102","404000000000010001","107000000000062034","0","IBM Parent to child profile Trigger Balance","129","IBM Parent to child profile Manual - 1","107000000000062034","","50","937197756"<endrec>
"0","203000000000013012","2016-04-28 13:25:37.399000","","5","3","203000000000013012","2016-04-28 13:52:04.916000","","1","500000000000010102","404000000000010001","107000000000062034","0","IBM Parent to child profile Trigger Balance","129","IBM Parent to child profile Manual - 1","107000000000062034","","50","937197757"<endrec>
"0","203000000000012204","2016-04-28 13:34:45.740000","","5","3","203000000000014911","2018-01-25 09:30:54.961000","","0","500000000000010102","500000000000010004","107000000000062034","0","IBM Parent to child profile Automatic","126","IBM Parent to child profile Automatic","107000000000062034","","50","937197758"<endrec>
"0","203000000000011310","2016-04-28 13:40:45.574000","","5","1","203000000000010806","2018-01-25 09:15:53.430000","","1","500000000000010102","500000000000010004","107000000000062034","0","IBM Child to Parent profile Trigger Balance","128","IBM Child to Parent profile Trigger Balance","107000000000062034","","50","937197759"<endrec>
"0","203000000000013012","2016-04-28 13:51:55.882000","","5","3","203000000000013012","2016-04-28 13:56:16.415000","","1","500000000000010102","404000000000010001","107000000000062034","1","IBM Parent to child profile Trigger Balance","129","IBM Parent to child profile Manual - 1","107000000000062034","","50","937197760"<endrec>
"1","203000000000013012","2016-04-28 13:56:07.025000","","5","3","203000000000013012","2016-04-29 08:31:08.148000","","0","500000000000010102","404000000000010001","107000000000062034","1","IBM Parent to child profile Trigger Balance","129","IBM Parent to child profile Manual - 1","107000000000062034","","50","937197761"<endrec>
"0","203000000000013012","2016-04-28 14:45:19.118000","","","","203000000000013012","2016-05-19 10:05:05.628000","","0","500000000000010102","500000000000010004","107000000000062034","0","IBM Auto Sweep from Organisation Bank profile","130","IBM Auto Sweep from Organisation Bank profile","107000000000062034","","50","937197763"<endrec>
"0","203000000000013012","2016-04-29 08:30:51.328000","","5","3","203000000000013012","2016-04-29 10:32:40.355000","","0","500000000000010102","404000000000010001","107000000000062034","0","IBM Parent to child profile Trigger Balance","129","IBM Parent to child profile Manual - 1","107000000000062034","","50","937197771"<endrec>
"0","203000000000013012","2016-04-29 10:32:29.378000","","5","3","203000000000013012","2016-04-29 12:15:27.475000","","0","500000000000010102","500000000000010004","107000000000062034","0","IBM Parent to child profile Trigger Balance","129","IBM Parent to child profile Manual - 1","107000000000062034","","50","937197779"<endrec>
"0","203000000000013012","2016-04-29 12:15:12.259000","","5","3","203000000000013012","2016-04-29 13:25:32.839000","","0","500000000000010102","500000000000010004","107000000000062034","1","IBM Parent to child profile Trigger Balance","129","IBM Parent to child profile Manual - 1","107000000000062034","","50","937197789"<endrec>
"0","203000000000011311","2016-04-29 12:27:19.250000","","5","3","203000000000013012","2016-05-03 07:19:32.355000","","0","500000000000010102","500000000000010004","107000000000062034","0","IBM Child to Parent profile Manual","127","IBM Child to Parent profile Manual","107000000000062034","","50","937197790"<endrec>
"0","203000000000013012","2016-04-29 13:25:23.320000","","5","3","203000000000013012","2016-05-02 11:54:38.797000","","0","500000000000010102","500000000000010004","107000000000062034","0","IBM Parent to child profile Trigger Balance","129","IBM Parent to child profile Manual - 1","107000000000062034","","50","937197794"<endrec>
"0","203000000000010806","2016-05-02 08:17:52.542000","","","","203000000000010806","2016-05-02 14:25:57.407000","","0","500000000000010102","500000000000010004","107000000000062034","0","IBM Parent to child profile Manual","125","IBM Parent to child profile Manual","107000000000062034","","50","937197803"<endrec>
"0","203000000000013012","2016-05-02 11:54:25.569000","","5","3","203000000000012204","2016-05-02 14:19:45.483000","","0","500000000000010102","500000000000010004","107000000000062034","0","IBM Parent to child profile Trigger Balance","129","IBM Parent to child profile Manual - 1","107000000000062034","","50","937197806"<endrec>
"0","203000000000012204","2016-05-02 14:19:29.932000","","5","3","203000000000012204","2016-05-03 11:00:12.663000","","0","500000000000010102","500000000000010004","107000000000062034","0","IBM Parent to child profile Trigger Balance","129","IBM Parent to child profile Manual - 1","107000000000062034","","50","937197819"<endrec>
"0","203000000000010806","2016-05-02 14:25:35.785000","","","","203000000000011311","2016-05-03 11:35:02.039000","","0","500000000000010102","500000000000010004","107000000000062034","0","IBM Parent to child profile Manual","125","IBM Parent to child profile Manual","107000000000062034","","50","937197821"<endrec>
"0","203000000000013012","2016-05-03 07:19:19.115000","","5","3","203000000000013022","2016-05-03 08:38:42.085000","","0","500000000000010102","500000000000010004","107000000000062034","1","IBM Child to Parent profile Manual","127","IBM Child to Parent profile Manual","107000000000062034","","50","937197824"<endrec>
"0","203000000000013022","2016-05-03 08:37:49.869000","","5","3","203000000000013012","2016-05-03 10:35:32.277000","","0","500000000000011602","500000000000010004","107000000000062034","0","IBM Child to Parent profile Manual","127","IBM Child to Parent profile Manual","107000000000062034","","50","937197826"<endrec>
"0","203000000000013012","2016-05-03 10:35:16.219000","","5","3","203000000000013012","2016-05-03 10:56:48.248000","","0","500000000000011602","500000000000010004","107000000000062034","0","IBM Child to Parent profile Manual","127","IBM Child to Parent profile Manual","107000000000062034","","50","937197828"<endrec>
"0","203000000000013012","2016-05-03 10:56:36.907000","","5","3","203000000000013012","2016-05-23 08:21:19.729000","","0","500000000000011602","500000000000010004","107000000000062034","0","IBM Child to Parent profile Manual","127","IBM Child to Parent profile Manual","107000000000062034","","50","937197829"<endrec>
"1","203000000000012204","2016-05-03 11:00:03.594000","","5","3","203000000000012204","2016-05-03 11:08:03.645000","","1","500000000000010102","500000000000010004","107000000000062034","1","IBM Parent to child profile Trigger Balance","129","IBM Parent to child profile Manual - 1","107000000000062034","","50","937197830"<endrec>
"1","203000000000012204","2016-05-03 11:07:37.924000","","5","3","203000000000012204","2016-05-03 12:08:55.626000","","0","500000000000010102","500000000000010004","107000000000062034","1","IBM Parent to child profile Trigger Balance","129","IBM Parent to child profile Manual - 1","107000000000062034","","50","937197831"<endrec>
"0","203000000000011311","2016-05-03 11:34:47.570000","","","","203000000000011311","2016-05-03 12:17:45.670000","","0","500000000000010102","500000000000010004","107000000000062034","0","IBM Parent to child profile Manual","125","IBM Parent to child profile Manual","107000000000062034","","50","937197834"<endrec>
"0","203000000000012204","2016-05-03 12:08:27.895000","","5","3","203000000000012204","2016-05-03 14:01:41.637000","","0","500000000000010102","500000000000010004","107000000000062034","0","IBM Parent to child profile Trigger Balance","129","IBM Parent to child profile Manual - 1","107000000000062034","","50","937197836"<endrec>
"0","203000000000011311","2016-05-03 12:17:34.586000","","","","203000000000011311","2016-05-03 12:20:06.560000","","0","500000000000010102","500000000000010004","107000000000062034","0","IBM Parent to child profile Manual","125","IBM Parent to child profile Manual","107000000000062034","","50","937197837"<endrec>
"0","203000000000011311","2016-05-03 12:19:55.182000","","","","203000000000013012","2016-05-03 12:37:15.170000","","0","500000000000010102","500000000000010004","107000000000062034","0","IBM Parent to child profile Manual","125","IBM Parent to child profile Manual","107000000000062034","","50","937197838"<endrec>
"0","203000000000013012","2016-05-03 12:37:04.832000","","","","203000000000013012","2016-05-03 12:53:58.892000","","0","500000000000010102","500000000000010004","107000000000062034","0","IBM Parent to child profile Manual","125","IBM Parent to child profile Manual","107000000000062034","","50","937197839"<endrec>
"0","203000000000013012","2016-05-03 12:53:48.645000","","","","203000000000013012","2016-05-03 13:28:21.435000","","0","500000000000010102","500000000000010004","107000000000062034","0","IBM Parent to child profile Manual","125","IBM Parent to child profile Manual","107000000000062034","","50","937197842"<endrec>
"0","203000000000013012","2016-05-03 13:27:49.619000","","","","203000000000013012","2016-05-03 13:42:52.243000","","0","500000000000010102","500000000000010004","107000000000062034","0","IBM Parent to child profile Manual","125","IBM Parent to child profile Manual","107000000000062034","","50","937197845"<endrec>
"0","203000000000013012","2016-05-03 13:42:39.174000","","","","203000000000011311","2016-05-03 14:32:11.145000","","0","500000000000010102","500000000000010004","107000000000062034","0","IBM Parent to child profile Manual","125","IBM Parent to child profile Manual","107000000000062034","","50","937197846"<endrec>
"1","203000000000012204","2016-05-03 14:01:00.566000","","5","3","203000000000014911","2018-06-05 11:23:51.942000","","0","500000000000010102","500000000000010004","107000000000062034","1","IBM Parent to child profile Trigger Balance","129","IBM Parent to child profile Manual - 1","107000000000062034","","50","937197847"<endrec>
"0","203000000000011311","2016-05-03 14:31:45.953000","","","","203000000000014911","2016-10-27 18:51:08.990000","","0","500000000000010102","500000000000010004","107000000000062034","0","IBM Parent to child profile Manual","125","IBM Parent to child profile Manual","107000000000062034","","50","937197848"<endrec>
"1","203000000000013202","2016-05-05 04:44:26.144000","","","","203000000000013202","2016-05-05 04:48:54.255000","","1","500000000000011502","0","107000000000028033","0","OrgBank","131","OrgBank","0","","50","937197868"<endrec>
"1","203000000000013202","2016-05-05 04:48:03.147000","","","","203000000000016349","2018-01-24 11:31:17.377000","","1","500000000000011502","0","107000000000028033","0","Parent or child","132","Parent or child","0","","50","937197869"<endrec>
"1","203000000000013202","2016-05-05 04:48:47.108000","","","","203000000000013012","2016-05-30 14:32:19.887000","","1","500000000000011502","0","107000000000028033","0","OrgBank","131","OrgBank","0","","50","937197870"<endrec>
"0","203000000000013012","2016-05-19 10:04:53.191000","","","","203000000000011311","2016-05-20 08:17:47.474000","","0","500000000000010102","500000000000010004","107000000000062034","0","IBM Auto Sweep from Organisation Bank profile","130","IBM Auto Sweep from Organisation Bank profile","107000000000062034","","50","937203539"<endrec>
"0","203000000000011311","2016-05-20 08:17:32.722000","","5","5","203000000000013012","2016-05-20 10:25:28.744000","","0","500000000000010102","500000000000010004","107000000000062034","1","IBM Auto Sweep from Organisation Bank profile","130","IBM Auto Sweep from Organisation Bank profile","107000000000062034","","50","937203564"<endrec>
"0","203000000000013012","2016-05-20 10:25:20.108000","","5","5","203000000000013012","2016-05-23 08:40:52.927000","","0","500000000000010102","500000000000010004","107000000000062034","0","IBM Auto Sweep from Organisation Bank profile","130","IBM Auto Sweep from Organisation Bank profile","107000000000062034","","50","937203566"<endrec>
"0","203000000000013012","2016-05-23 08:21:05.469000","","5","3","203000000000013012","2016-05-23 08:26:03.947000","","0","500000000000011602","500000000000010004","107000000000062034","0","IBM Child to Parent profile Manual","127","IBM Child to Parent profile Manual","107000000000062034","","50","937205530"<endrec>
"0","203000000000013012","2016-05-23 08:25:38.292000","","5","3","203000000000015725","2017-05-12 07:26:35.856000","","0","500000000000011602","500000000000010004","107000000000062034","0","IBM Child to Parent profile Manual","127","IBM Child to Parent profile Manual","107000000000062034","","50","937205533"<endrec>
"0","203000000000013012","2016-05-23 08:40:30.857000","","5","5","203000000000013012","2016-06-02 12:38:13.748000","","0","500000000000010102","500000000000010004","107000000000062034","0","IBM Auto Sweep from Organisation Bank profile","130","IBM Auto Sweep from Organisation Bank profile","107000000000062034","","50","937205537"<endrec>
"0","203000000000013012","2016-05-30 14:32:10.372000","","","","203000000000010806","2016-08-30 11:29:27.737000","","0","500000000000011502","0","107000000000028033","0","OrgBank","131","OrgBank","0","","50","937205720"<endrec>
"0","203000000000013012","2016-06-02 12:38:05.684000","","5","5","203000000000011311","2016-06-17 20:37:48.284000","","0","500000000000010102","500000000000010004","107000000000062034","0","IBM Auto Sweep from Organisation Bank profile","130","IBM Auto Sweep from Organisation Bank profile","107000000000062034","","50","937208575"<endrec>
"0","203000000000011311","2016-06-17 20:37:38.880000","","5","5","203000000000018910","2017-11-01 10:25:40.548000","","1","500000000000010102","500000000000010004","107000000000062034","0","IBM Auto Sweep from Organisation Bank profile","130","IBM Auto Sweep from Organisation Bank profile","107000000000062034","","50","937212553"<endrec>
"1","203000000000010806","2016-08-30 11:29:20.210000","","","","203000000000014908","2016-10-20 08:34:21.708000","","1","500000000000011502","0","107000000000028033","0","OrgBank","131","OrgBank","0","","50","937219386"<endrec>
"0","203000000000015423","2016-09-01 13:55:45.203000","","","","203000000000015423","2016-09-02 13:07:11.835000","","1","500000000000010102","500000000000010004","107000000000031032","0","M-Shwari Settlement","119","M-Shwari Settlement","107000000000031032","","50","937220547"<endrec>
"1","203000000000015423","2016-09-02 13:06:54.333000","","1","1","203000000000012704","2018-12-26 14:17:52.381000","","1","500000000000010102","500000000000010004","107000000000031032","1","M-Shwari Settlement","119","M-Shwari Settlement","107000000000031032","","50","937220594"<endrec>
"0","203000000000014908","2016-10-20 08:34:09.783000","","","","203000000000014908","2016-10-20 08:34:21.713000","","0","500000000000011502","0","107000000000028033","0","OrgBank","131","OrgBank","0","","30","937230563"<endrec>
"0","203000000000014911","2016-10-27 18:50:56.844000","","","","203000000000014911","2016-10-27 18:53:51.133000","","0","500000000000010102","500000000000010004","107000000000062034","0","IBM Parent to child profile Manual","125","IBM Parent to child profile Manual","107000000000062034","","50","937232557"<endrec>
"0","203000000000014911","2016-10-27 18:53:41.163000","","","","203000000000014906","2016-11-28 14:27:50.743000","","0","500000000000010102","500000000000010004","107000000000062034","0","IBM Parent to child profile Manual","125","IBM Parent to child profile Manual","107000000000062034","","50","937232558"<endrec>
"0","203000000000014906","2016-11-28 14:27:28.485000","","","","203000000000010811","2016-11-29 07:24:04.142000","","1","500000000000010102","500000000000010004","107000000000062034","0","IBM Parent to child profile Manual","125","IBM Parent to child profile Manual","107000000000062034","","50","937243677"<endrec>
"0","203000000000010811","2016-11-29 07:23:53.250000","","","","203000000000010806","2016-11-29 08:01:58.215000","","1","500000000000010102","500000000000010004","107000000000062034","0","IBM Parent to child profile Manual","125","IBM Parent to child profile Manual","107000000000062034","","50","937243682"<endrec>
"0","203000000000010806","2016-11-29 08:01:35.548000","","","","203000000000010811","2017-05-11 11:39:33.790000","","1","500000000000010102","500000000000010004","107000000000062034","0","IBM Parent to child profile Manual","125","IBM Parent to child profile Manual","107000000000062034","","50","937243683"<endrec>
"0","203000000000010811","2017-05-11 11:39:21.054000","","","","203000000000010811","2017-05-11 11:41:01.883000","","0","500000000000010102","500000000000010004","107000000000062034","0","IBM Parent to child profile Manual","125","IBM Parent to child profile Manual","107000000000062034","","50","937337879"<endrec>
"0","203000000000010811","2017-05-11 11:40:50.674000","","","","203000000000010811","2017-05-11 11:48:30.585000","","1","500000000000010102","500000000000010004","107000000000062034","0","IBM Parent to child profile Manual","125","IBM Parent to child profile Manual","107000000000062034","","50","937337880"<endrec>
"0","203000000000010811","2017-05-11 11:48:08.470000","","","","203000000000018910","2017-06-27 10:21:33.752000","","1","500000000000010102","500000000000010004","107000000000062034","0","IBM Parent to child profile Manual","125","IBM Parent to child profile Manual","107000000000062034","","50","937337881"<endrec>
"0","203000000000018910","2017-06-27 10:21:15.453000","","","","203000000000018910","2017-06-27 10:36:20.963000","","1","500000000000010102","500000000000010004","107000000000062034","0","IBM Parent to child profile Manual","125","IBM Parent to child profile Manual","107000000000062034","","50","937337882"<endrec>
"0","203000000000015725","2017-05-12 07:26:21.903000","","5","3","203000000000015725","2017-05-12 08:01:57.855000","","1","500000000000011602","500000000000010004","107000000000062034","0","IBM Child to Parent profile Manual","127","IBM Child to Parent profile Manual","107000000000062034","","50","937337884"<endrec>
"0","203000000000015725","2017-05-12 08:01:42.092000","","5","3","203000000000015728","2018-01-25 08:47:42.605000","","1","500000000000011602","500000000000010004","107000000000062034","0","IBM Child to Parent profile Manual","127","IBM Child to Parent profile Manual","107000000000062034","","50","937338882"<endrec>
"0","203000000000018910","2017-06-27 10:36:01.829000","","","","203000000000015423","2018-01-24 11:45:11.193000","","1","500000000000010102","500000000000010004","107000000000062034","0","IBM Parent to child profile Manual","125","IBM Parent to child profile Manual","107000000000062034","","50","937365205"<endrec>
"0","203000000000014911","2017-08-04 13:41:24.212000","","1","1","203000000000014911","2017-08-04 13:41:35.079000","","0","500000000000010102","0","107000000000028033","1","Daily Settlement - Airtime","134","Daily Settlement - Airtime","0","2017-08-04 00:00:00.000000","30","937381553"<endrec>
"0","203000000000014911","2017-08-16 14:42:55.789000","","1","1","203000000000014911","2017-08-16 14:43:05.600000","","0","500000000000010102","0","107000000000028033","1","Daily Settlement - Service Purchase","136","Daily Settlement - Service Purchase","0","2017-08-04 00:00:00.000000","30","937391586"<endrec>
"0","203000000000018910","2017-11-01 10:25:23.938000","","5","5","203000000000018910","2017-11-01 10:52:34.728000","","1","500000000000010102","500000000000010004","107000000000062034","0","IBM Auto Sweep from Organisation Bank profile","130","IBM Auto Sweep from Organisation Bank profile","107000000000062034","","50","937421172"<endrec>
"0","203000000000018910","2017-11-01 10:52:00.351000","","5","5","203000000000018910","2017-11-01 12:44:08.627000","","1","500000000000010102","500000000000010004","107000000000062034","0","IBM Auto Sweep from Organisation Bank profile","130","IBM Auto Sweep from Organisation Bank profile","107000000000062034","","50","937421173"<endrec>
"0","203000000000018910","2017-11-01 12:43:56.466000","","5","5","203000000000010806","2017-11-03 08:33:55.565000","","1","500000000000010102","500000000000010004","107000000000062034","0","IBM Auto Sweep from Organisation Bank profile","130","IBM Auto Sweep from Organisation Bank profile","107000000000062034","","50","937421178"<endrec>
"0","203000000000010806","2017-11-03 08:33:41.015000","","5","5","203000000000016350","2017-11-20 07:38:59.240000","","1","500000000000010102","500000000000010004","107000000000062034","0","IBM Auto Sweep from Organisation Bank profile","130","IBM Auto Sweep from Organisation Bank profile","107000000000062034","","50","937422155"<endrec>
"0","203000000000016350","2017-11-20 07:38:34.320000","","5","5","203000000000018910","2017-11-20 10:01:36.520000","","0","500000000000010102","500000000000010004","107000000000062034","0","IBM Auto Sweep from Organisation Bank profile","130","IBM Auto Sweep from Organisation Bank profile","107000000000062034","","50","937430147"<endrec>
"0","203000000000018910","2017-11-20 10:01:21.843000","","5","5","203000000000014912","2017-11-20 11:26:31.133000","","1","500000000000010102","500000000000010004","107000000000062034","0","IBM Auto Sweep from Organisation Bank profile","130","IBM Auto Sweep from Organisation Bank profile","107000000000062034","","50","937430174"<endrec>
"0","203000000000014912","2017-11-20 11:26:08.606000","2017-11-20 17:00:24.000000","5","2","203000000000016350","2017-11-20 12:22:30.630000","","0","500000000000010102","500000000000010004","107000000000062034","1","IBM Auto Sweep from Organisation Bank profile","130","IBM Auto Sweep from Organisation Bank profile","107000000000062034","2017-11-20 11:30:00.000000","50","937430177"<endrec>
"1","203000000000016350","2017-11-20 12:22:12.956000","2017-11-20 17:00:24.000000","5","2","203000000000014912","2017-11-20 12:27:46.458000","","0","500000000000010102","500000000000010004","107000000000062034","1","IBM Auto Sweep from Organisation Bank profile","130","IBM Auto Sweep from Organisation Bank profile","107000000000062034","2017-11-20 11:30:00.000000","50","937430184"<endrec>
"1","203000000000014912","2017-11-20 12:27:29.099000","2017-11-20 18:00:24.000000","5","1","203000000000014912","2017-11-20 12:54:02.393000","","0","500000000000010102","500000000000010004","107000000000062034","1","IBM Auto Sweep from Organisation Bank profile","130","IBM Auto Sweep from Organisation Bank profile","107000000000062034","2017-11-20 12:30:00.000000","50","937430185"<endrec>
"0","203000000000014912","2017-11-20 12:53:48.650000","2017-11-20 18:00:24.000000","5","1","203000000000014912","2017-11-21 05:34:00.775000","","0","500000000000010102","500000000000010004","107000000000062034","1","IBM Auto Sweep from Organisation Bank profile","130","IBM Auto Sweep from Organisation Bank profile","107000000000062034","2017-11-20 12:30:00.000000","50","937430186"<endrec>
"0","203000000000016350","2017-11-20 12:55:21.819000","","","","203000000000010806","2017-11-20 13:43:47.938000","","0","500000000000010102","500000000000010004","107000000000062034","0","IBM Auto Sweep from Organisation Bank profile_Min","138","IBM Auto Sweep from Organisation Bank profile_Min","107000000000062034","","50","937430187"<endrec>
"0","203000000000010806","2017-11-20 13:43:34.849000","","","","203000000000016350","2017-11-21 09:03:02.774000","","1","500000000000010102","500000000000010004","107000000000062034","0","IBM Auto Sweep from Organisation Bank profile_Min","138","IBM Auto Sweep from Organisation Bank profile_Min","107000000000062034","","50","937430193"<endrec>
"0","203000000000014912","2017-11-21 05:33:49.507000","2017-11-21 18:00:24.000000","5","1","203000000000014912","2017-11-21 06:32:08.550000","","0","500000000000010102","500000000000010004","107000000000062034","1","IBM Auto Sweep from Organisation Bank profile","130","IBM Auto Sweep from Organisation Bank profile","107000000000062034","2017-11-21 05:40:00.000000","50","937430200"<endrec>
"1","203000000000014912","2017-11-21 06:31:52.959000","2017-11-21 18:00:24.000000","5","1","203000000000014911","2018-01-25 06:31:49.255000","","0","500000000000010102","500000000000010004","107000000000062034","1","IBM Auto Sweep from Organisation Bank profile","130","IBM Auto Sweep from Organisation Bank profile","107000000000062034","2017-11-21 05:40:00.000000","50","937430202"<endrec>
"0","203000000000016350","2017-11-21 09:01:14.372000","","","","203000000000016350","2017-11-21 09:03:02.781000","","0","500000000000010102","500000000000010004","107000000000062034","0","IBM Auto Sweep from Organisation Bank profile_Min","138","IBM Auto Sweep from Organisation Bank profile_Min","107000000000062034","","30","937430208"<endrec>
"0","203000000000016350","2017-11-21 09:23:04.279000","","","","203000000000016349","2018-06-26 10:53:27.888000","","1","500000000000010102","500000000000010004","107000000000062034","0","IBM Auto Sweep from Organisation Bank profile_Manual","139","IBM Auto Sweep from Organisation Bank profile_Manual","107000000000062034","","50","937430210"<endrec>
"0","203000000000016349","2018-01-24 11:31:07.399000","","","","203000000000016349","2018-01-24 11:31:17.384000","","1","500000000000011602","500000000000010004","107000000000062034","0","Parent or child","132","Parent or child","107000000000062034","","30","937459365"<endrec>
"0","203000000000015423","2018-01-24 11:44:57.774000","","","","203000000000015423","2018-01-24 12:11:27.269000","","1","500000000000010102","500000000000010004","107000000000062034","0","IBM Parent to child profile Manual","125","IBM Parent to child profile Manual","107000000000062034","","50","937459366"<endrec>
"0","203000000000015423","2018-01-24 12:10:53.508000","","","","203000000000015423","2018-01-24 12:36:04.184000","","1","500000000000010102","500000000000010004","107000000000062034","0","IBM Parent to child profile Manual","125","IBM Parent to child profile Manual","107000000000062034","","50","937459367"<endrec>
"0","203000000000015423","2018-01-24 12:35:48.392000","","","","203000000000016349","2018-01-25 13:15:12.978000","","1","500000000000010102","500000000000010004","107000000000062034","0","IBM Parent to child profile Manual","125","IBM Parent to child profile Manual","107000000000062034","","50","937459369"<endrec>
"1","203000000000014911","2018-01-25 06:31:37.079000","","","","203000000000014911","2018-01-25 06:33:40.337000","","0","500000000000010102","500000000000010004","107000000000062034","0","IBM Auto Sweep from Organisation Bank profile","130","IBM Auto Sweep from Organisation Bank profile","107000000000062034","","50","937459372"<endrec>
"1","203000000000014911","2018-01-25 06:33:27.608000","","","","203000000000014911","2018-01-25 06:42:53.891000","","0","500000000000010102","500000000000010004","107000000000062034","0","IBM Auto Sweep from Organisation Bank profile","130","IBM Auto Sweep from Organisation Bank profile","107000000000062034","","50","937459373"<endrec>
"0","203000000000014911","2018-01-25 06:42:42.646000","","","","203000000000014911","2018-01-25 07:19:59.754000","","1","500000000000010102","500000000000010004","107000000000062034","0","IBM Auto Sweep from Organisation Bank profile","130","IBM Auto Sweep from Organisation Bank profile","107000000000062034","","50","937459374"<endrec>
"0","203000000000014911","2018-01-25 07:19:48.100000","","","","203000000000010811","2018-01-25 07:46:02.528000","","1","500000000000010102","500000000000010004","107000000000062034","0","IBM Auto Sweep from Organisation Bank profile","130","IBM Auto Sweep from Organisation Bank profile","107000000000062034","","50","937459377"<endrec>
"0","203000000000010811","2018-01-25 07:45:45.737000","","","","203000000000014911","2018-01-25 08:02:02.903000","","1","500000000000010102","500000000000010004","107000000000062034","0","IBM Auto Sweep from Organisation Bank profile","130","IBM Auto Sweep from Organisation Bank profile","107000000000062034","","50","937459378"<endrec>
"0","203000000000014911","2018-01-25 08:01:49.916000","","","","203000000000026821","2018-06-06 07:14:50.852000","","1","500000000000010102","500000000000010004","107000000000062034","0","IBM Auto Sweep from Organisation Bank profile","130","IBM Auto Sweep from Organisation Bank profile","107000000000062034","","50","937459379"<endrec>
"0","203000000000015728","2018-01-25 08:47:34.178000","","5","3","203000000000014911","2018-12-06 07:15:41.855000","","1","500000000000011602","500000000000010004","107000000000062034","0","IBM Child to Parent profile Manual","127","IBM Child to Parent profile Manual","107000000000062034","","50","937459380"<endrec>
"0","203000000000010806","2018-01-25 09:15:46.633000","","5","1","203000000000016349","2018-01-25 10:17:58.505000","","1","500000000000010102","500000000000010004","107000000000062034","0","IBM Child to Parent profile Trigger Balance","128","IBM Child to Parent profile Trigger Balance","107000000000062034","","50","937459381"<endrec>
"0","203000000000014911","2018-01-25 09:30:39.545000","","5","3","203000000000016350","2018-06-26 07:43:06.599000","","0","500000000000010102","500000000000010004","107000000000062034","1","IBM Parent to child profile Automatic","126","IBM Parent to child profile Automatic","107000000000062034","2018-01-25 00:00:00.000000","50","937459383"<endrec>
"0","203000000000016349","2018-01-25 10:17:47.836000","","5","1","203000000000016349","2018-01-25 10:17:58.517000","","1","500000000000010102","500000000000010004","107000000000062034","0","IBM Child to Parent profile Trigger Balance","128","IBM Child to Parent profile Trigger Balance","107000000000062034","","30","937459385"<endrec>
"0","203000000000016349","2018-01-25 13:15:00.681000","","","","203000000000017402","2018-01-30 06:31:00.334000","","1","500000000000010102","500000000000010004","107000000000062034","0","IBM Parent to child profile Manual","125","IBM Parent to child profile Manual","107000000000062034","","50","937459402"<endrec>
"0","203000000000026821","2018-01-29 12:18:48.584000","","","","203000000000026821","2018-01-29 12:19:17.601000","","0","500000000000011602","500000000000010004","107000000000062034","0","","141","Parent and child","107000000000062034","","30","937460348"<endrec>
"0","203000000000017402","2018-01-30 06:30:32.926000","","","","203000000000017402","2018-01-30 06:54:15.430000","","1","500000000000010102","500000000000010004","107000000000062034","0","IBM Parent to child profile Manual","125","IBM Parent to child profile Manual","107000000000062034","","50","937460357"<endrec>
