IS_DEFAULT_REASON,LOAD_DATA_TS,REASON_INDEX,SERVICE_UNIQUE_ID                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           <endrec>
"false","","10000095","937495629"<endrec>
"true","2019-08-08 08:00:21.000000","10000095","937619762"<endrec>
"false","","10000097","20308"<endrec>
"false","","10000097","30004027"<endrec>
"false","","10000097","937164236"<endrec>
"false","","10000097","937164246"<endrec>
"false","","10000097","937164252"<endrec>
"false","","10000097","937166482"<endrec>
"false","","10000097","937167380"<endrec>
"false","","10000097","937175385"<endrec>
"false","","10000097","937175392"<endrec>
"false","","10000097","937178432"<endrec>
"false","","10000097","937178481"<endrec>
"false","","10000097","937195570"<endrec>
"false","","10000097","937195571"<endrec>
"false","","10000097","937244757"<endrec>
"false","","10000097","937244758"<endrec>
"false","","10000097","937286823"<endrec>
"false","","10000097","937298832"<endrec>
"false","","10000097","937302855"<endrec>
"false","","10000097","937308934"<endrec>
"false","","10000097","937313859"<endrec>
"false","","10000097","937325892"<endrec>
"false","","10000097","937325898"<endrec>
"false","","10000097","937327894"<endrec>
"false","","10000097","937329896"<endrec>
"false","","10000097","937329909"<endrec>
"false","","10000097","937329911"<endrec>
"false","","10000097","937329912"<endrec>
"false","","10000097","937329915"<endrec>
"false","","10000097","937330926"<endrec>
"false","","10000097","937330928"<endrec>
"false","","10000097","937331892"<endrec>
"false","","10000097","937356952"<endrec>
"false","","10000097","937356956"<endrec>
"false","","10000097","937359104"<endrec>
"false","","10000097","937371570"<endrec>
"false","","10000097","937376595"<endrec>
"false","","10000097","937388580"<endrec>
"false","","10000097","937389570"<endrec>
"false","","10000097","937392636"<endrec>
"false","","10000097","937392637"<endrec>
"false","","10000097","937392670"<endrec>
"false","","10000097","937392858"<endrec>
"false","","10000097","937410035"<endrec>
"false","","10000097","937410037"<endrec>
"false","","10000097","937413053"<endrec>
"false","","10000097","937414067"<endrec>
"false","","10000097","937414072"<endrec>
"false","","10000097","937414089"<endrec>
"false","","10000097","937417101"<endrec>
"false","","10000097","937418116"<endrec>
"false","","10000097","937419086"<endrec>
"false","","10000097","937419101"<endrec>
"false","","10000097","937423154"<endrec>
"false","","10000097","937423164"<endrec>
"false","","10000097","937425142"<endrec>
"false","","10000097","937429144"<endrec>
"false","","10000097","937429171"<endrec>
"false","","10000097","937429172"<endrec>
"false","","10000097","937455341"<endrec>
"false","","10000097","937456305"<endrec>
"false","","10000097","937461450"<endrec>
"false","","10000097","937461451"<endrec>
"false","","10000097","937462518"<endrec>
"false","","10000097","937462526"<endrec>
"false","","10000097","937465475"<endrec>
"false","","10000097","937465477"<endrec>
"false","","10000097","937465482"<endrec>
"false","","10000097","937465499"<endrec>
"false","","10000097","937465504"<endrec>
"false","","10000097","937466590"<endrec>
"false","","10000097","937466591"<endrec>
"false","","10000097","937468653"<endrec>
"false","","10000097","937474575"<endrec>
"false","","10000097","937474612"<endrec>
"false","","10000097","937474615"<endrec>
"false","","10000097","937475559"<endrec>
"false","","10000097","937475561"<endrec>
"false","","10000097","937475565"<endrec>
"false","","10000097","937475572"<endrec>
"false","","10000097","937475600"<endrec>
"false","","10000097","937475601"<endrec>
"false","","10000097","937475602"<endrec>
"false","","10000097","937475604"<endrec>
"false","","10000097","937498801"<endrec>
"false","","10000097","937510379"<endrec>
"false","","10000097","937510445"<endrec>
"false","","10000097","937510448"<endrec>
"false","","10000097","937515753"<endrec>
"false","2018-09-14 10:15:57.000000","10000097","937529739"<endrec>
"false","2018-09-14 14:59:32.000000","10000097","937529757"<endrec>
"false","2018-09-26 12:14:23.000000","10000097","937533731"<endrec>
"false","2018-10-25 14:05:20.000000","10000097","937539853"<endrec>
"false","2018-11-02 09:17:25.000000","10000097","937539947"<endrec>
"false","2018-11-29 07:26:46.000000","10000097","937548824"<endrec>
"false","2018-11-29 07:39:24.000000","10000097","937548825"<endrec>
"false","2018-12-07 07:47:33.000000","10000097","937552758"<endrec>
"false","2018-12-07 07:52:57.000000","10000097","937552759"<endrec>
"false","2019-03-06 07:56:09.000000","10000097","937583892"<endrec>
"false","2019-03-06 09:08:39.000000","10000097","937583910"<endrec>
"false","2019-03-06 10:05:04.000000","10000097","937583915"<endrec>
"false","2019-03-12 12:12:40.000000","10000097","937585792"<endrec>
"false","2019-03-19 06:21:47.000000","10000097","937586773"<endrec>
"false","2019-03-19 07:34:26.000000","10000097","937586775"<endrec>
"false","2019-03-19 07:42:45.000000","10000097","937586776"<endrec>
"false","2019-05-17 11:33:15.000000","10000097","937607761"<endrec>
"false","2019-05-17 14:44:51.000000","10000097","937607764"<endrec>
"false","2019-07-10 11:12:36.000000","10000097","937612855"<endrec>
"true","","10000101","20323"<endrec>
"false","","10000102","20326"<endrec>
"false","","10000102","30114895"<endrec>
"false","","10000102","937167318"<endrec>
"false","","10000102","937168332"<endrec>
"false","","10000102","937309880"<endrec>
"false","","10000102","937509825"<endrec>
"false","","10000102","937509828"<endrec>
"false","","10000104","20348"<endrec>
"false","","10000104","937244728"<endrec>
"false","","10000104","937244797"<endrec>
"false","","10000107","20308"<endrec>
"false","","10000107","30004027"<endrec>
"false","","10000107","937164236"<endrec>
"false","","10000107","937164246"<endrec>
"false","","10000107","937164252"<endrec>
"false","","10000107","937166482"<endrec>
"false","","10000107","937167380"<endrec>
"false","","10000107","937175385"<endrec>
"false","","10000107","937175392"<endrec>
"false","","10000107","937178432"<endrec>
"false","","10000107","937178481"<endrec>
"false","","10000107","937195570"<endrec>
"false","","10000107","937195571"<endrec>
"false","","10000107","937244758"<endrec>
"false","","10000107","937286823"<endrec>
"false","","10000107","937298832"<endrec>
"false","","10000107","937302855"<endrec>
"false","","10000107","937308934"<endrec>
"false","","10000107","937313859"<endrec>
"false","","10000107","937325892"<endrec>
"false","","10000107","937325898"<endrec>
"false","","10000107","937327894"<endrec>
"false","","10000107","937328873"<endrec>
"false","","10000107","937329896"<endrec>
"false","","10000107","937329909"<endrec>
"false","","10000107","937329912"<endrec>
"false","","10000107","937330926"<endrec>
"false","","10000107","937330928"<endrec>
"false","","10000107","937331892"<endrec>
"false","","10000107","937332891"<endrec>
"false","","10000107","937336879"<endrec>
"false","","10000107","937356946"<endrec>
"false","","10000107","937356952"<endrec>
"false","","10000107","937356956"<endrec>
