ALIAS,BUSINESS_SCOPE,CREATE_OPER_ID,CREATE_OPER_TIME,DESCRIPTION,LAST_OPER_ID,LAST_OPER_TIME,LOAD_DATA_TS,REASON_SELECTION_MODE,RECEIVER_TYPES,SERVICE_INDEX,SERVICE_NAME,STATUS,TXN_INDEX,UNIQUE_ID                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    <endrec>
"PromotionPayment","2","203000000000032902","2018-03-15 08:44:38.619000","Promotion Payment To Customer","203000000000032902","2018-03-15 08:44:52.115000","","0","","10052","Promotion Payment To Customer","30","20004","937469542"<endrec>
"SalaryPaymentWithWithdrawalChargePaid","2","203000000000032902","2018-03-15 08:55:08.990000","Salary Payment To Customer Withdrawal Charge Paid","203000000000014911","2018-10-16 08:27:33.913000","","0","","10051","Salary Payment To Customer Withdrawal Charge Paid","50","20004","937469543"<endrec>
"Reversal By CCH","2","203000000000032902","2018-03-19 09:03:54.453000","Reversal By CCH","203000000000032902","2018-03-19 09:40:59.693000","","0","","10074","Reversal By CCH","50","20027","937469638"<endrec>
"Reversal By CCH","2","203000000000032902","2018-03-19 09:40:43.738000","Reversal By CCH","203000000000014909","2018-05-10 15:35:50.763000","","0","","10074","Reversal By CCH","50","20027","937469642"<endrec>
"BuyGoodsWithRedeemVoucher","2","203000000000032902","2018-03-19 10:13:46.427000","","203000000000032902","2018-03-21 04:42:46.543000","","0","","11376","Organization Redeem Buy Goods Voucher","50","22498","937469645"<endrec>
"SP Apply Issue Voucher","3","203000000000014911","2018-03-20 12:04:12.888000","SP Apply Issue Voucher","203000000000014911","2018-06-01 08:28:54.551000","","0","","10519","SP Apply Issue Voucher","50","6642","937470581"<endrec>
"Query Transaction Via Receipt No","3","203000000000010811","2018-03-20 13:11:47.193000","","203000000000010811","2018-03-20 13:12:10.464000","","0","","11046","Query Transaction Via Receipt No","30","5442","937470587"<endrec>
"Redeem Buy Goods Voucher","2","203000000000032902","2018-03-21 04:42:32.264000","","203000000000032902","2018-03-21 07:01:15.915000","","0","","11376","Organization Redeem Buy Goods Voucher","50","22498","937470598"<endrec>
"BuyGoodsWithRedeemVoucher2","2","203000000000032902","2018-03-21 04:44:37.513000","","203000000000032902","2018-03-21 04:44:52.752000","","0","","11386","BuyGoodsWithRedeemVoucher","30","26198","937470599"<endrec>
"BuyGoodsWithRedeemVoucher","2","203000000000032902","2018-03-21 07:00:56.380000","","203000000000032902","2018-03-21 07:01:15.919000","","0","","11376","Organization Redeem Buy Goods Voucher","30","22498","937470608"<endrec>
"2001","2","203000000000020211","2018-03-21 12:13:40.826000","Agent Store Customer Deposit","203000000000014911","2018-03-28 08:12:20.090000","","0","","10022","Agent Store Customer Deposit","50","20006","937470648"<endrec>
"Reversal by Customer","2","203000000000010811","2018-03-21 13:24:51.691000","Reversal by Customer","203000000000010811","2018-05-30 09:23:57.869000","","0","","10371","Reversal by Customer","50","20027","937470657"<endrec>
"Group Buy Goods with voucher","2","203000000000032902","2018-03-22 03:37:12.219000","Group Buy Goods with voucher","203000000000032902","2018-03-22 04:02:48.365000","","0","","10438","Group Buy Goods with voucher","50","21504","937470660"<endrec>
"Group Buy Goods with Voucher","2","203000000000032902","2018-03-22 04:02:37.883000","Group Buy Goods with voucher","203000000000035915","2019-06-05 08:15:23.379000","","0","","10438","Group Buy Goods with voucher","50","21504","937470662"<endrec>
"2004","2","203000000000020211","2018-03-22 07:27:43.674000","Business Deposit","203000000000026608","2018-05-10 11:00:20.868000","","1","","11126","Business Deposit","50","20070","937470678"<endrec>
"Redeem Voucher","2","203000000000032902","2018-03-22 08:52:04.361000","organization Redeem Voucher","203000000000032902","2018-03-22 09:11:37.299000","","0","","10495","Redeem Voucher","50","21806","937470694"<endrec>
"Redeem Voucher","2","203000000000032902","2018-03-22 09:10:35.467000","organization Redeem Voucher","203000000000019121","2018-03-22 10:56:48.046000","","0","","10495","Redeem Voucher","50","21806","937470698"<endrec>
"Redeem Voucher","2","203000000000019121","2018-03-22 10:56:38.732000","organization Redeem Voucher","203000000000010806","2018-03-22 11:00:07.263000","","0","","10495","Redeem Voucher","50","21806","937470707"<endrec>
"Redeem Voucher","2","203000000000010806","2018-03-22 10:59:56.432000","organization Redeem Voucher","203000000000010806","2018-03-22 11:08:03.086000","","0","","10495","Redeem Voucher","50","21806","937470709"<endrec>
"Redeem Voucher","2","203000000000010806","2018-03-22 11:07:53.027000","organization Redeem Voucher","203000000000032902","2018-03-22 12:47:42.378000","","0","","10495","Redeem Voucher","50","21806","937470711"<endrec>
"Redeem Voucher","2","203000000000032902","2018-03-22 12:47:24.367000","organization Redeem Voucher","203000000000032902","2018-03-22 12:56:06.306000","","0","","10495","Redeem Voucher","50","21806","937470718"<endrec>
"Redeem Voucher","2","203000000000032902","2018-03-22 12:55:55.285000","organization Redeem Voucher","203000000000024440","2018-04-04 08:37:46.138000","","0","","10495","Redeem Voucher","50","21806","937470720"<endrec>
"PayBillOTC","2","203000000000032902","2018-03-23 08:29:53.089000","Pay Bill OTC","203000000000019121","2018-03-27 11:21:42.733000","","0","","10204","Pay Bill OTC","50","20698","937470739"<endrec>
"SP2C Bulk Payment","2","203000000000032902","2018-03-23 09:56:25.895000","","203000000000032902","2018-03-23 09:56:34.205000","","0","","11387","SP2C Bulk Payment","30","21398","937470744"<endrec>
"SP2O Bulk Payment","2","203000000000032902","2018-03-23 10:18:52.860000","","203000000000032902","2018-03-23 10:19:09.231000","","0","","11388","SP2O Bulk Payment","30","21398","937470750"<endrec>
"Create Standing Order Schedule","3","203000000000024612","2018-03-26 10:22:40.802000","Create Standing Order Schedule","203000000000024612","2018-03-26 12:37:41.633000","","0","","11147","Create Standing Order Schedule","50","27","937470779"<endrec>
"Emoney Deposit From Bank API","2","203000000000020211","2018-03-26 10:35:57.715000","Transfer from M-Pesa to Bank","203000000000010811","2018-04-09 12:02:24.408000","","0","","10666","Transfer from M-Pesa to Bank","50","22799","937470786"<endrec>
"1002","3","203000000000020211","2018-03-26 11:06:41.891000","Customer MiniStatement","203000000000010806","2018-03-29 11:37:22.276000","","0","","10068","Customer MiniStatement","50","20","937470789"<endrec>
"Create Standing Order Schedule","3","203000000000024612","2018-03-26 12:37:29.536000","Create Standing Order Schedule","203000000000024612","2018-03-26 12:37:41.640000","","0","","11147","Create Standing Order Schedule","30","27","937470799"<endrec>
"Bulk Transfer from Bank to M-Pesa","2","203000000000024612","2018-03-26 14:14:16.358000","Bulk Transfer from Bank to M-Pesa","203000000000014909","2018-05-15 08:56:28.703000","","0","","11356","Bulk Transfer from Bank to M-Pesa","50","25998","937470804"<endrec>
"Bulk Bank to CPS","2","203000000000024612","2018-03-26 14:30:01.313000","","203000000000010811","2018-05-15 09:06:30.715000","","0","","11389","Bulk Bank to CPS","50","25998","937470806"<endrec>
"PayBillOTC","2","203000000000019121","2018-03-27 11:21:33.076000","Pay Bill OTC","203000000000019121","2018-03-27 11:23:53.117000","","1","","10204","Pay Bill OTC","50","20698","937470860"<endrec>
"PayBillOTC","2","203000000000019121","2018-03-27 11:23:44.162000","Pay Bill OTC","203000000000036504","2019-05-22 12:48:02.110000","","0","","10204","Pay Bill OTC","50","20698","937470861"<endrec>
"Organisation buy airtime for other in Bulk","2","203000000000025034","2018-03-27 11:43:30.839000","Organisation buy airtime for other in Bulk","203000000000025034","2018-03-27 11:52:10.900000","","1","","10411","Organisation buy airtime for other in Bulk","50","21499","937470864"<endrec>
"Organisation buy airtime for other in Bulk","2","203000000000025034","2018-03-27 11:52:03.252000","Organisation buy airtime for other in Bulk","203000000000025034","2018-03-27 12:03:35.124000","","0","","10411","Organisation buy airtime for other in Bulk","50","21499","937470865"<endrec>
"Organisation buy airtime for other in Bulk","2","203000000000025034","2018-03-27 12:03:25.628000","Organisation buy airtime for other in Bulk","203000000000025034","2018-03-27 12:03:35.128000","","0","","10411","Organisation buy airtime for other in Bulk","30","21499","937470866"<endrec>
"Organization Funds Management - Business Deposit","2","203000000000024612","2018-03-27 12:05:52.700000","Organization Funds Management - Business Deposit","203000000000024612","2018-03-27 12:09:18.872000","","0","","10025","Organization Funds Management - Business Deposit","50","20003","937470868"<endrec>
"Organization Funds Management - Business Deposit","2","203000000000024612","2018-03-27 12:09:11.138000","Organization Funds Management - Business Deposit","203000000000024612","2018-03-27 12:16:39.272000","","0","","10025","Organization Funds Management - Business Deposit","50","20003","937470869"<endrec>
"Organization Funds Management - Business Deposit","2","203000000000024612","2018-03-27 12:16:30.804000","Organization Funds Management - Business Deposit","203000000000024612","2018-03-29 11:24:15.065000","","0","","10025","Organization Funds Management - Business Deposit","50","20003","937470872"<endrec>
"OTC Buy AirTime Via Voucher","2","203000000000032902","2018-03-28 05:54:15.640000","","203000000000032902","2018-03-28 05:54:31.526000","","0","","11396","OTC Buy AirTime Via Voucher","30","21806","937471539"<endrec>
"2001","2","203000000000014911","2018-03-28 08:12:10.765000","Agent Store Customer Deposit","203000000000036803","2018-11-15 08:29:27.768000","","0","","10022","Agent Store Customer Deposit","50","20006","937471545"<endrec>
"Organization Funds Management - Business Deposit2","2","203000000000032902","2018-03-28 09:25:15.128000","","203000000000024612","2018-03-29 11:35:10.194000","","0","","11397","Organization Funds Management - Business Deposit2","60","20070","937471558"<endrec>
"Organization Funds Management - Business Deposit","2","203000000000024612","2018-03-29 11:24:04.918000","Organization Funds Management - Business Deposit","203000000000024612","2018-03-29 11:39:21.801000","","0","","10025","Organization Funds Management - Business Deposit","50","20003","937472544"<endrec>
"QueryMiniStatements","3","203000000000010806","2018-03-29 11:37:13.099000","Customer MiniStatement","203000000000032902","2018-03-29 13:16:58.397000","","0","","10068","Customer MiniStatement","50","20","937472546"<endrec>
"Organization Funds Management - Business Deposit","2","203000000000024612","2018-03-29 11:39:11.464000","Organization Funds Management - Business Deposit","203000000000032902","2018-03-29 12:21:31.221000","","0","","10025","Organization Funds Management - Business Deposit","50","20003","937472548"<endrec>
"Organization Funds Management - Business Deposit","2","203000000000032902","2018-03-29 12:20:56.184000","Organization Funds Management - Business Deposit","203000000000010811","2018-05-10 15:52:12.043000","","0","","10025","Organization Funds Management - Business Deposit","50","20003","937472553"<endrec>
"QueryMiniStatements","3","203000000000032902","2018-03-29 13:16:48.753000","Customer MiniStatement","203000000000010811","2018-05-11 09:41:39.574000","","0","","10068","Customer MiniStatement","50","20","937472556"<endrec>
"Group Buy Goods receive loyalty2","2","203000000000014911","2018-03-30 12:47:45.558000","Group Buy Goods with Loyalty Receive wj","203000000000014911","2018-03-30 12:48:01.726000","","0","","11156","Group Buy Goods receive loyalty2","30","21504","937472581"<endrec>
"OrganizationWithdrawalFromM-PESA","2","203000000000024612","2018-04-03 05:04:04.357000","Organization Withdrawal From M-PESA","203000000000024612","2018-04-03 05:04:23.275000","","0","","10043","Organization Withdrawal From M-PESA","30","20013","937473578"<endrec>
"Redeem Issued Voucher","2","203000000000024440","2018-04-04 08:37:38.151000","organization Redeem Voucher","203000000000024612","2018-04-08 10:12:51.822000","","0","","10495","Redeem Voucher","50","21806","937474543"<endrec>
"ServiceAlias937","2","203000000000031307","2018-04-04 11:03:29.143000","","203000000000031307","2018-04-04 11:03:58.939000","","0","","11406","OTCService242","30","22199","937474550"<endrec>
"BusinessPayBill","2","203000000000010806","2018-04-06 09:42:05.106000","Business Pay Bill","203000000000034103","2018-05-28 10:37:32.213000","","0","","10136","Business Pay Bill","50","20003","937474570"<endrec>
"Send Money","2","203000000000010811","2018-04-06 12:03:55.415000","Send Money","203000000000024612","2018-04-10 10:01:38.354000","","0","","10010","Send Money","50","20020","937474575"<endrec>
"API View Reminder Schedules","3","203000000000024440","2018-04-08 04:29:55.172000","View Customer Reminder Schedule Details","203000000000032902","2018-04-26 09:13:14.733000","","0","","10291","View Customer Reminder Schedule Details","50","27","937474577"<endrec>
"Redeem Voucher","2","203000000000024612","2018-04-08 10:12:40.485000","Redeem Voucher","203000000000026102","2018-07-26 09:06:05.931000","","0","","10495","Redeem Voucher","50","21806","937474583"<endrec>
"Transfer from M-Pesa to Bank","2","203000000000010811","2018-04-09 12:02:08.205000","Transfer from M-Pesa to Bank","203000000000010811","2018-04-09 12:02:24.417000","","0","","10666","Transfer from M-Pesa to Bank","30","22799","937474596"<endrec>
"Send Money 2","2","203000000000024612","2018-04-10 09:46:59.510000","","203000000000024612","2018-04-10 10:01:06.596000","","0","","11407","Send Money 2","50","20020","937474612"<endrec>
"Send Money 2","2","203000000000024612","2018-04-10 10:00:54.969000","","203000000000010811","2019-09-04 17:20:51.408000","","0","","11407","Send Money 2","60","20020","937474614"<endrec>
"Send Money","2","203000000000024612","2018-04-10 10:01:27.420000","Send Money","203000000000010806","2018-04-11 09:00:58.904000","","0","","10010","Send Money","50","20020","937474615"<endrec>
"Send Money","2","203000000000010806","2018-04-11 09:00:41.694000","Send Money","203000000000016350","2018-04-11 09:09:55.494000","","0","","10010","Send Money","50","20020","937475559"<endrec>
"Send Money","2","203000000000016350","2018-04-11 09:09:38.600000","Send Money","203000000000016350","2018-04-11 09:13:54.454000","","0","","10010","Send Money","50","20020","937475561"<endrec>
"Send Money","2","203000000000016350","2018-04-11 09:13:40.333000","Send Money","203000000000010806","2018-04-11 10:44:49.608000","","0","","10010","Send Money","50","20020","937475565"<endrec>
"FSI_Active_Mshwari","3","203000000000025005","2018-04-11 09:55:46.153000","FSI Activate For M-Shwari","203000000000025005","2018-04-11 09:56:09.836000","","0","","10111","FSI Activate For M-Shwari","30","27","937475568"<endrec>
"QueryOrganizationBalance","3","203000000000024612","2018-04-11 10:42:33.809000","QueryOrganizationBalance","203000000000024612","2018-04-11 10:49:12.531000","","0","","10144","Organization Account Balance","50","21","937475571"<endrec>
"Send Money","2","203000000000010806","2018-04-11 10:44:32.142000","Send Money","203000000000010806","2018-06-05 11:33:27.843000","","0","","10010","Send Money","50","20020","937475572"<endrec>
"1100","3","203000000000024612","2018-04-11 10:48:56.701000","Organization Account Balance","203000000000040411","2019-04-16 17:55:20.431000","","0","","10144","Organization Account Balance","50","21","937475573"<endrec>
"QueryOrganizationBalance2","3","203000000000024612","2018-04-11 10:58:42.820000","","203000000000040411","2019-03-22 00:34:33.854000","","0","","11416","QueryOrganizationBalance2","50","21","937475575"<endrec>
"Send Money with auto reference","2","203000000000026102","2018-04-11 12:27:02.927000","Send Money with auto reference","203000000000026102","2018-04-11 12:27:13.928000","","0","","10388","Send Money with auto reference","30","20020","937475584"<endrec>
"Send Money with auto reference2","2","203000000000026102","2018-04-11 14:11:14.438000","Send Money with auto reference2","203000000000026102","2018-04-11 14:11:22.553000","","0","","11417","Send Money with auto reference2","30","26398","937475595"<endrec>
"Send Money with user input reference","2","203000000000026102","2018-04-11 14:33:28.850000","Send Money with user input reference","203000000000026102","2018-04-11 14:36:32.897000","","0","","10387","Send Money with user input reference","50","20020","937475599"<endrec>
"Send Money with user input reference","2","203000000000026102","2018-04-11 14:36:24.825000","Send Money with user input reference","203000000000026102","2018-04-11 14:37:24.914000","","0","","10387","Send Money with user input reference","50","20020","937475600"<endrec>
"Send Money with user input reference","2","203000000000026102","2018-04-11 14:37:17.217000","Send Money with user input reference","203000000000026102","2018-04-11 14:38:26.078000","","0","","10387","Send Money with user input reference","50","20020","937475601"<endrec>
"Send Money with user input reference","2","203000000000026102","2018-04-11 14:38:18.681000","Send Money with user input reference","203000000000026102","2018-04-11 14:39:45.504000","","0","","10387","Send Money with user input reference","50","20020","937475602"<endrec>
"Send Money with user input reference","2","203000000000026102","2018-04-11 14:39:37.058000","Send Money with user input reference","203000000000026102","2018-04-11 14:40:43.945000","","0","","10387","Send Money with user input reference","50","20020","937475603"<endrec>
"Send Money with user input reference","2","203000000000026102","2018-04-11 14:40:33.368000","Send Money with user input reference","203000000000026102","2018-04-11 14:40:43.949000","","0","","10387","Send Money with user input reference","30","20020","937475604"<endrec>
"Query Group Mini Statement","3","203000000000014912","2018-04-17 11:50:18.971000","Query Group Mini Statement","203000000000014912","2018-04-17 12:18:08.961000","","0","","10526","Query Group Mini Statement","50","5731","937476547"<endrec>
"Query Group Mini Statement","3","203000000000014912","2018-04-17 12:17:58.833000","Query Group Mini Statement","203000000000010806","2018-08-01 12:52:44.105000","","0","","10526","Query Group Mini Statement","50","5731","937476552"<endrec>
"Organization Intra-Account Transfer For Org float to Working Account","2","203000000000032902","2018-04-23 09:40:37.133000","Organization Intra-Account Transfer For Org float to Working Account","203000000000032902","2018-04-23 09:40:48.989000","","0","","10254","Organization Intra-Account Transfer For Org float to Working Account","30","20001","937481538"<endrec>
"Cancel Standing Order Schedule by group","3","203000000000024612","2018-04-25 08:51:31.648000","Cancel Group Reminder Schedule","203000000000024612","2018-04-25 08:51:41.701000","","0","","10645","Cancel Group Reminder Schedule","30","27","937481623"<endrec>
"Customer Pay Bill","2","203000000000014912","2018-04-25 10:38:07.981000","Customer Pay Bill","203000000000014912","2018-04-25 11:29:07.280000","","0","","10013","Customer Pay Bill","50","20009","937481641"<endrec>
"Customer Pay Bill","2","203000000000014912","2018-04-25 11:28:55.331000","Customer Pay Bill","203000000000010806","2018-04-26 13:07:23.466000","","0","","10013","Customer Pay Bill","50","20009","937481647"<endrec>
"Customer Care Handset - Manage Identity","3","203000000000010811","2018-04-25 11:48:23.929000","Customer Care Handset - Manage Identity","203000000000034206","2018-06-15 09:38:01.144000","","1","","10061","Customer Care Handset - Manage Identity","50","27","937481652"<endrec>
"Add Customer Beneficiary","3","203000000000014911","2018-04-26 07:50:36.059000","Add Customer Beneficiary","203000000000034103","2018-08-03 05:35:29.460000","","0","","10194","Add Customer Beneficiary","30","27","937482549"<endrec>
"View Customer Reminder Schedule Details","3","203000000000032902","2018-04-26 08:24:15.220000","View Customer Reminder Schedule Details","203000000000032902","2018-04-26 11:23:28.879000","","0","","10291","View Customer Reminder Schedule Details","50","27","937482554"<endrec>
"View Customer Reminder Schedule Details","3","203000000000032902","2018-04-26 11:23:16.878000","View Customer Reminder Schedule Details","203000000000032902","2018-04-26 11:23:28.884000","","0","","10291","View Customer Reminder Schedule Details","30","27","937483545"<endrec>
"Customer Pay Bill","2","203000000000010806","2018-04-26 13:07:11.346000","Customer Pay Bill","203000000000015728","2019-02-28 07:34:54.998000","","0","","10013","Customer Pay Bill","50","20009","937483565"<endrec>
"PayBill_VDF_Demo","2","203000000000024612","2018-04-27 09:02:51.530000","PayBill_VDF_Demo","203000000000036803","2018-11-06 11:33:03.246000","","0","","11159","PayBill_VDF_Demo","50","24699","937484589"<endrec>
"Group ATM Withdrawal With Voucher","2","203000000000015728","2018-05-01 13:42:17.465000","Group ATM Withdrawal With Voucher","203000000000015728","2018-05-01 13:42:28.756000","","0","","10586","Group ATM Withdrawal With Voucher","30","20008","937486627"<endrec>
"Group ATM Deposit via Voucher","2","203000000000015728","2018-05-01 13:45:15.250000","","203000000000015728","2018-05-01 13:45:28.677000","","0","","10537","Group ATM Deposit via Voucher","30","20006","937486628"<endrec>
"2550","2","203000000000015728","2018-05-02 10:28:13.645000","ATM Deposit Reversal","203000000000015728","2018-05-02 10:28:37.242000","","0","","10424","ATM Deposit Reversal","30","20027","937486660"<endrec>
"WithATMRevFull","2","203000000000015728","2018-05-02 10:50:54.846000","Withdrawal at ATM Reversal - Full","203000000000016350","2018-05-02 11:38:32.798000","","0","","10076","Withdrawal at ATM Reversal - Full","50","20027","937486664"<endrec>
"WithATMRevFull","2","203000000000016350","2018-05-02 11:36:39.686000","Withdrawal at ATM Reversal - Full","203000000000016350","2018-05-02 11:38:32.800000","","0","","10076","Withdrawal at ATM Reversal - Full","30","20027","937486671"<endrec>
"Organization Issue Organization Voucher","3","203000000000034103","2018-05-10 03:56:45.189000","Organization Issue Organization Voucher","203000000000034103","2018-05-15 04:19:29.364000","","0","","10574","Organization Issue Organization Voucher","50","6642","937487599"<endrec>
"2004","2","203000000000026608","2018-05-10 11:00:04.465000","Business Deposit","203000000000026608","2018-05-10 11:00:20.879000","","1","","11126","Business Deposit","30","20070","937487615"<endrec>
"Bulk CPS to Bank","2","203000000000010811","2018-05-10 12:59:06.488000","","203000000000010811","2018-05-14 11:06:22.624000","","0","","11426","Bulk CPS to Bank","50","26698","937487632"<endrec>
"Customer Care Handset - Manage Identity for Free","3","203000000000010806","2018-05-10 14:53:00.258000","Customer Care Handset - Manage Identity for Free","203000000000032902","2018-05-14 04:20:48.061000","","0","","10143","Customer Care Handset - Manage Identity for Free","50","27","937487653"<endrec>
"Reversal By CCH","2","203000000000014909","2018-05-10 15:35:39.636000","Reversal By CCH","203000000000014909","2018-05-10 15:35:50.786000","","0","","10074","Reversal By CCH","30","20027","937487663"<endrec>
"BusinessToBusinessTransfer","2","203000000000014909","2018-05-10 15:48:38.349000","Business To Business Transfer","203000000000014909","2018-05-10 16:04:02.723000","","0","","10152","Business To Business Transfer","50","20003","937487665"<endrec>
"Organization Funds Management - Business Deposit","2","203000000000010811","2018-05-10 15:51:45.751000","Organization Funds Management - Business Deposit","203000000000014911","2018-05-31 10:30:17.986000","","0","","10025","Organization Funds Management - Business Deposit","50","20003","937487666"<endrec>
"BusinessToBusinessTransfer","2","203000000000014909","2018-05-10 16:03:31.104000","Business To Business Transfer","203000000000014909","2018-05-10 16:04:02.733000","","0","","10152","Business To Business Transfer","30","20003","937487668"<endrec>
"Customer MiniStatement","3","203000000000010811","2018-05-11 09:41:30.683000","Customer MiniStatement","203000000000014912","2018-07-04 12:35:58.277000","","0","","10068","Customer MiniStatement","50","20","937488592"<endrec>
"Customer Care Handset - Manage Identity for Free","3","203000000000032902","2018-05-14 04:20:20.872000","Customer Care Handset - Manage Identity for Free","203000000000010811","2018-09-04 11:03:14.926000","","0","","10143","Customer Care Handset - Manage Identity for Free","50","27","937489584"<endrec>
"ServiceAlias869","2","203000000000031306","2018-05-14 09:12:29.311000","","203000000000031306","2018-05-14 09:13:44.006000","","0","","11436","OTCService497","30","20801","937489600"<endrec>
"Bulk CPS to Bank","2","203000000000010811","2018-05-14 11:06:13.604000","","203000000000010811","2018-05-14 11:06:22.632000","","0","","11426","Bulk CPS to Bank","30","26698","937489605"<endrec>
"CreateAdditioanlAccountInstanceForCustomer918","3","203000000000031306","2018-05-14 11:34:45.088000","","203000000000031306","2018-05-14 11:35:40.050000","","0","","11437","CreateAdditioanlAccountInstanceForCustomer918","30","27","937489607"<endrec>
"SalaryPayment","2","203000000000010806","2018-05-14 12:33:58.230000","Salary Payment To Customer","203000000000010806","2018-06-13 10:31:45.067000","","0","","10049","Salary Payment To Customer","50","20004","937489615"<endrec>
"Organization Issue Organization Voucher","3","203000000000034103","2018-05-15 04:19:07.492000","Organization Issue Organization Voucher","203000000000034103","2018-05-15 04:29:42.865000","","0","","10574","Organization Issue Organization Voucher","50","6642","937490584"<endrec>
"Organization Issue Organization Voucher","3","203000000000034103","2018-05-15 04:29:09.650000","Organization Issue Organization Voucher","203000000000034103","2018-05-15 04:36:55.922000","","0","","10574","Organization Issue Organization Voucher","50","6642","937490586"<endrec>
"Organization Issue Organization Voucher","3","203000000000034103","2018-05-15 04:36:36.763000","Organization Issue Organization Voucher","203000000000034103","2018-05-15 12:24:23.032000","","0","","10574","Organization Issue Organization Voucher","50","6642","937490588"<endrec>
"FSI_Req_Bal_Mshwari","3","203000000000026102","2018-05-15 08:53:51.228000","FSI Request Balance For M-Shwari","203000000000026102","2018-05-15 08:54:47.755000","","0","","10113","FSI Request Balance For M-Shwari","50","28","937490610"<endrec>
"1013","3","203000000000026102","2018-05-15 08:54:33.900000","FSI Request Balance For M-Shwari","203000000000026102","2018-05-15 08:54:47.765000","","0","","10113","FSI Request Balance For M-Shwari","30","28","937490611"<endrec>
"Bulk Transfer from Bank to M-Pesa","2","203000000000014909","2018-05-15 08:56:08.502000","Bulk Transfer from Bank to M-Pesa","203000000000014911","2018-12-26 08:37:49.812000","","1","","11356","Bulk Transfer from Bank to M-Pesa","50","25998","937490612"<endrec>
"Bulk Bank to CPS","2","203000000000010811","2018-05-15 09:06:15.816000","","203000000000010811","2018-05-15 09:08:53.690000","","0","","11389","Bulk Bank to CPS","50","25998","937490614"<endrec>
"Bulk Bank to CPS","2","203000000000010811","2018-05-15 09:08:46.013000","","203000000000010811","2018-05-15 09:10:49.112000","","1","","11389","Bulk Bank to CPS","50","25998","937490615"<endrec>
"Bulk Bank to CPS","2","203000000000010811","2018-05-15 09:10:40.748000","","203000000000010806","2018-05-30 08:50:13.766000","","0","","11389","Bulk Bank to CPS","50","25998","937490616"<endrec>
"Organization Issue Organization Voucher","3","203000000000034103","2018-05-15 12:24:06.808000","Organization Issue Organization Voucher","203000000000035915","2019-02-26 07:33:11.195000","","0","","10574","Organization Issue Organization Voucher","50","6642","937490636"<endrec>
"Bulk business to business payment via web","2","203000000000018910","2018-05-15 13:20:05.648000","Bulk business to business payment via web","203000000000018910","2018-05-15 13:21:37.141000","","0","","11186","Bulk business to business payment via web","30","24998","937490640"<endrec>
"KT BusinessPayBill","2","203000000000034718","2018-05-15 15:23:41.513000","KT Business Pay Bill","203000000000034718","2018-05-15 15:23:55.457000","","0","","11446","KT Business Pay Bill","30","20003","937490644"<endrec>
"Organisation redeems Voucher Coupon or Ticket2","2","203000000000032902","2018-05-16 09:19:15.344000","","203000000000032902","2018-05-16 09:20:22.168000","","0","","11456","Organisation redeems Voucher Coupon or Ticket2","30","21806","937491586"<endrec>
"Send Money_USSD Push POC","2","203000000000014909","2018-05-16 10:55:16.625000","Send Money_USSD Push POC","203000000000014909","2018-05-16 12:13:14.559000","","0","","11457","Send Money_USSD Push POC","50","20020","937491606"<endrec>
"Send Money_USSD Push POC","2","203000000000014909","2018-05-16 12:10:36.042000","Send Money_USSD Push POC","203000000000014909","2018-05-17 13:47:17.990000","","0","","11457","Send Money_USSD Push POC","50","20020","937491612"<endrec>
"ServiceAlias417","2","203000000000017402","2018-05-16 12:52:36.115000","","203000000000017402","2018-05-16 12:54:29.766000","","0","","11458","OTCService777","30","22199","937491619"<endrec>
"InitTrans_2003","2","203000000000014909","2018-05-17 13:47:03.741000","Send Money_USSD Push POC","203000000000014909","2018-05-17 13:49:32.656000","","0","","11457","Send Money_USSD Push POC","50","20020","937492657"<endrec>
"2003","2","203000000000014909","2018-05-17 13:49:25.016000","Send Money_USSD Push POC","203000000000024612","2018-05-21 13:34:48.280000","","0","","11457","Send Money_USSD Push POC","50","20020","937492658"<endrec>
"CreateAdditioanlAccountInstanceForCustomer549","3","203000000000034713","2018-05-18 06:21:51.461000","","203000000000034713","2018-05-18 06:23:08.449000","","0","","11466","CreateAdditioanlAccountInstanceForCustomer549","30","27","937494592"<endrec>
"CreateAdditioanlAccountInstanceForCustomer874","3","203000000000034713","2018-05-18 06:46:09.872000","","203000000000034713","2018-05-18 06:46:34.548000","","0","","11467","CreateAdditioanlAccountInstanceForCustomer874","30","27","937494593"<endrec>
"CreateAdditioanlAccountInstanceForCustomer848","3","203000000000034713","2018-05-18 06:52:13.657000","","203000000000034713","2018-05-18 06:52:39.189000","","0","","11468","CreateAdditioanlAccountInstanceForCustomer848","30","27","937494594"<endrec>
"CreateAdditioanlAccountInstanceForCustomer832","3","203000000000034713","2018-05-18 06:56:37.132000","","203000000000034713","2018-05-18 06:57:00.542000","","0","","11469","CreateAdditioanlAccountInstanceForCustomer832","30","27","937494595"<endrec>
"FSI_Req_Mini_Staement_Mshwari","3","203000000000034103","2018-05-18 08:53:07.729000","FSI Request Mini Statement For M-Shwari","203000000000010806","2018-08-23 13:02:29.124000","","0","","10107","FSI Request Mini Statement For M-Shwari","50","29","937494610"<endrec>
"CustomerPay3rdBill_VDF_Demo","2","203000000000034206","2018-05-18 09:00:11.695000","","203000000000034206","2018-05-18 09:00:26.273000","","0","","11470","CustomerPay3rdBill_VDF_Demo","30","20009","937494612"<endrec>
