ALIAS,BUSINESS_SCOPE,CREATE_OPER_ID,CREATE_OPER_TIME,DESCRIPTION,LAST_OPER_ID,LAST_OPER_TIME,LOAD_DATA_TS,REASON_SELECTION_MODE,RECEIVER_TYPES,SERVICE_INDEX,SERVICE_NAME,STATUS,TXN_INDEX,UNIQUE_ID                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    <endrec>
"SP Issue School Dinner Voucher (6)","3","203000000000013818","2016-05-19 20:02:39.439000","SP Issue School Dinner Voucher (6)","203000000000013818","2016-05-23 19:31:47.012000","","0","","10461","SP Issue School Dinner Voucher (6)","50","6642","937203559"<endrec>
"ReversalRequest","3","203000000000014908","2016-05-23 08:56:01.805000","ReversalRequest","203000000000014908","2016-06-23 04:39:33.896000","","0","","10445","Reversal Request","50","5760","937205539"<endrec>
"Org Issue Coupon","3","203000000000013818","2016-05-23 18:26:09.042000","Org Issue Coupon","203000000000013818","2016-05-23 19:33:16.006000","","0","","10464","Org Issue Coupon","50","6642","937205554"<endrec>
"SP Issue SP Voucher","3","203000000000013818","2016-05-23 19:23:28.358000","SP Issue SP Voucher","203000000000014908","2016-05-25 04:42:31.010000","","0","","10465","SP Issue SP Voucher","50","6642","937205555"<endrec>
"SP Issue School Dinner Voucher (6)","3","203000000000013818","2016-05-23 19:31:11.939000","SP Issue School Dinner Voucher (6)","203000000000013818","2016-05-23 19:31:47.021000","","0","","10461","SP Issue School Dinner Voucher (6)","30","6642","937205558"<endrec>
"Org Issue Coupon","3","203000000000013818","2016-05-23 19:32:05.096000","Org Issue Coupon","203000000000013022","2016-06-03 08:24:24.623000","","0","","10464","Org Issue Coupon","50","6642","937205559"<endrec>
"Org Issue School Dinner Voucher (1)","3","203000000000013818","2016-05-23 19:32:19.574000","Org Issue School Dinner Voucher (1)","203000000000013818","2016-08-12 17:30:07.665000","","0","","10457","Org Issue School Dinner Voucher (1)","50","6642","937205560"<endrec>
"Org Issue School Dinner Voucher (4)","3","203000000000013818","2016-05-23 19:32:33.598000","Org Issue School Dinner Voucher (4)","203000000000013818","2016-05-23 19:33:47.810000","","0","","10458","Org Issue School Dinner Voucher (4)","30","6642","937205561"<endrec>
"Org Issue School Dinner Voucher (5)","3","203000000000013818","2016-05-23 19:32:46.991000","Org Issue School Dinner Voucher (5)","203000000000013818","2016-05-23 19:34:08.606000","","0","","10459","Org Issue School Dinner Voucher (5)","30","6642","937205562"<endrec>
"Org Issue School Dinner Voucher (6)","3","203000000000013818","2016-05-23 19:33:02.140000","Org Issue School Dinner Voucher (6)","203000000000013818","2016-05-23 19:37:57.584000","","0","","10460","Org Issue School Dinner Voucher (6)","30","6642","937205563"<endrec>
"Delete Beneficiary","3","203000000000013818","2016-05-24 18:30:39.201000","Delete Beneficiary","203000000000013818","2016-05-24 18:34:27.553000","","0","","10196","Delete Beneficiary","30","27","937205584"<endrec>
"Add Group Beneficiary","3","203000000000013818","2016-05-24 18:31:53.549000","Add Group Beneficiary","203000000000013818","2016-05-24 18:34:35.053000","","0","","10466","Add Group Beneficiary","30","27","937205585"<endrec>
"Create Group","3","203000000000013818","2016-05-24 18:46:26.495000","Create Group","203000000000014908","2016-06-02 08:30:00.151000","","0","","10467","Create Group","50","27","937205588"<endrec>
"Change Group Member Role","3","203000000000013818","2016-05-24 18:56:38.859000","Change Group Member Role","203000000000014908","2016-06-02 09:05:45.808000","","0","","10468","Change Group Member Role","50","27","937205591"<endrec>
"Remove Group Member","3","203000000000013818","2016-05-24 18:57:57.082000","Remove Group Member","203000000000014908","2016-06-02 08:47:31.797000","","0","","10469","Remove Group Member","50","27","937205592"<endrec>
"SP Issue SP Voucher","3","203000000000014908","2016-05-25 04:42:11.830000","SP Issue SP Voucher","203000000000013818","2016-08-01 15:59:09.443000","","0","","10465","SP Issue SP Voucher","50","6642","937205596"<endrec>
"Issue School Dinner Voucher (3)","3","203000000000013022","2016-05-25 15:28:50.377000","Issue School Dinner Voucher (3)","203000000000013022","2016-05-25 15:29:04.920000","","0","","10448","Issue School Dinner Voucher (3)","30","6642","937205615"<endrec>
"Group G2G Transfer by Customer_PreValidation","2","203000000000014908","2016-05-26 05:28:05.962000","Group G2G Transfer by Customer_PreValidation","203000000000014911","2017-10-20 11:49:10.400000","","0","","10470","Group G2G Transfer by Customer_PreValidation","50","21598","937205619"<endrec>
"Transfer of funds from a business organization to Group","2","203000000000014908","2016-05-26 09:56:50.563000","Transfer of funds from a business organization to Group","203000000000014908","2016-05-26 09:58:33.611000","","0","","10471","Transfer of funds from a business organization to Group","30","21698","937205632"<endrec>
"Group P2G Transfer","2","203000000000014908","2016-05-27 08:09:47.599000","Group P2G Transfer","203000000000013022","2016-06-12 17:40:44.618000","","0","","10472","Group P2G Transfer","50","21700","937205661"<endrec>
"Customer Initiate reversal request","3","203000000000014908","2016-05-27 09:30:38.483000","Customer Initiate reversal request","203000000000014908","2016-05-27 09:31:16.380000","","0","","10370","Customer Initiate reversal request","30","5760","937205668"<endrec>
"Customer request ATM Withdrawal Voucher (value)","3","203000000000013818","2016-05-27 15:16:12.424000","Customer request ATM Withdrawal Voucher (value)","203000000000020211","2018-03-14 08:38:35.202000","","0","","10473","Customer request ATM Withdrawal Voucher (value)","50","8","937205680"<endrec>
"Unreg user Pay Bill OTC with voucher","2","203000000000013818","2016-05-27 18:23:12.161000","Unreg user Pay Bill OTC with voucher","203000000000013818","2016-05-27 18:24:27.362000","","0","","10474","Unreg user Pay Bill OTC with voucher","30","20698","937205688"<endrec>
"Org Issue OTC voucher","3","203000000000013818","2016-05-27 18:24:07.050000","Org Issue OTC voucher","203000000000013818","2016-05-27 18:24:19.730000","","0","","10475","Org Issue OTC voucher","30","6642","937205689"<endrec>
"Cancel Issued Voucher","3","203000000000013818","2016-05-27 19:28:50.983000","Cancel Issued Voucher","203000000000013818","2016-05-27 19:32:10.173000","","0","","10476","Cancel Issued Voucher","30","27","937205694"<endrec>
"Organisation redeems Voucher Coupon or Ticket","3","203000000000013818","2016-05-27 19:58:19.371000","Organisation redeems Voucher Coupon or Ticket","203000000000013818","2016-05-27 19:58:27.154000","","0","","10477","Organisation redeems Voucher Coupon or Ticket","30","27","937205696"<endrec>
"PayBillOTC","2","203000000000011505","2016-05-28 05:00:59.449000","","203000000000010806","2016-08-10 12:20:51.609000","","1","","10204","Pay Bill OTC","50","20698","937205697"<endrec>
"Group request ATM Deposit Voucher (Valueless)","3","203000000000013022","2016-05-28 10:16:58.526000","Group request ATM Deposit Voucher (Valueless)","203000000000013022","2016-05-28 10:18:19.139000","","0","","10478","Group request ATM Deposit Voucher (Valueless)","30","8","937205703"<endrec>
"Group Request ATM Withdrawal Voucher (Value)","3","203000000000013022","2016-05-28 10:18:11.164000","Group Request ATM Withdrawal Voucher (Value)","203000000000032902","2018-07-27 05:25:21.761000","","0","","10479","Group Request ATM Withdrawal Voucher (Value)","50","8","937205704"<endrec>
"Group ATM Deposit via Voucher Two Messages","2","203000000000013022","2016-05-30 08:29:25.893000","","203000000000013022","2016-05-30 08:29:35.351000","","0","","10480","Group ATM Deposit via Voucher Two Messages","30","20006","937205710"<endrec>
"Add Group Member Service","3","203000000000014908","2016-05-30 10:23:22.834000","Add Group Member Service","203000000000034103","2018-07-30 04:13:24.448000","","0","","10454","Add Group Member Service","50","27","937205716"<endrec>
"Apply Issue Voucher","3","203000000000014908","2016-05-31 08:18:09.488000","Apply Issue Voucher","203000000000014908","2016-06-05 20:36:08.851000","","0","","10484","Apply Issue Voucher","50","6642","937206534"<endrec>
"2550","2","203000000000013022","2016-06-01 05:37:13.633000","ATM Deposit Reversal","203000000000014908","2016-06-29 08:03:54.858000","","0","","10424","ATM Deposit Reversal","50","20027","937208540"<endrec>
"Create Group","3","203000000000014908","2016-06-02 08:29:45.448000","Create Group","203000000000022402","2017-06-29 13:22:34.352000","","0","","10467","Create Group","50","27","937208545"<endrec>
"Remove Group Member","3","203000000000014908","2016-06-02 08:47:07.615000","Remove Group Member","203000000000013818","2016-07-06 19:25:33.455000","","0","","10469","Remove Group Member","50","27","937208553"<endrec>
"Change Group Member Role","3","203000000000014908","2016-06-02 09:05:30.683000","Change Group Member Role","203000000000020211","2018-02-05 10:51:18.717000","","0","","10468","Change Group Member Role","50","27","937208559"<endrec>
"B2C payment with Code","2","203000000000014908","2016-06-03 05:07:50.354000","B2C payment with Code","203000000000013818","2016-08-19 22:52:07.978000","","0","","10494","B2C payment with Code","50","20004","937208586"<endrec>
"Apply Coupon Voucher","3","203000000000013022","2016-06-03 08:23:47.764000","Org Issue Coupon","203000000000014908","2016-06-05 20:29:25.978000","","0","","10464","Org Issue Coupon","50","6642","937208592"<endrec>
"Redeem Voucher","2","203000000000014908","2016-06-03 10:43:09.699000","Redeem Voucher","203000000000024612","2017-11-24 09:35:55.915000","","0","","10495","Redeem Voucher","50","21806","937208596"<endrec>
"Apply OTC Voucher","3","203000000000014908","2016-06-05 18:39:54.762000","Apply OTC Voucher","203000000000014908","2016-06-05 18:41:56.868000","","0","","10504","Apply OTC Voucher","30","6642","937210542"<endrec>
"Apply Ticket Voucher","3","203000000000014908","2016-06-05 18:52:35.893000","Apply Ticket Voucher","203000000000014908","2016-06-05 19:08:42.801000","","0","","10505","Apply Ticket Voucher","50","8","937210547"<endrec>
"Apply Ticket Voucher","3","203000000000014908","2016-06-05 19:08:22.487000","Apply Ticket Voucher","203000000000010811","2018-10-16 15:22:29.225000","","0","","10505","Apply Ticket Voucher","50","8","937210551"<endrec>
"SP Issue Coupon to Others","3","203000000000014908","2016-06-05 20:08:18.456000","SP Issue Coupon to Others","203000000000036503","2018-11-09 09:12:47.204000","","0","","10506","SP Issue Coupon to Others","50","6642","937210564"<endrec>
"Apply Coupon Voucher","3","203000000000014908","2016-06-05 20:28:58.073000","Org Issue Coupon","203000000000013818","2016-08-12 18:19:15.427000","","0","","10464","Org Issue Coupon","50","6642","937210568"<endrec>
"Apply Issue Voucher","3","203000000000014908","2016-06-05 20:35:49.301000","Apply Issue Voucher","203000000000013818","2016-06-09 01:32:51.857000","","0","","10484","Apply Issue Voucher","50","6642","937210571"<endrec>
"FSI Activate For Group","3","203000000000013818","2016-06-07 22:39:23.137000","FSI Activate For Group","203000000000013022","2016-08-24 05:39:23.109000","","0","","10507","FSI Activate For Group","50","27","937210632"<endrec>
"Group Send to Savings","2","203000000000013818","2016-06-08 01:34:58.543000","Group Send to Savings","203000000000013818","2016-06-08 22:35:35.061000","","0","","10508","Group Send to Savings","30","20020","937210634"<endrec>
"FSI Withdraw For Group","2","203000000000013818","2016-06-08 02:26:12.994000","FSI Withdraw For Group","203000000000014912","2019-08-08 10:40:48.875000","","0","","10509","FSI Withdraw For Group","50","21805","937210635"<endrec>
"FSI Group Balance Request","3","203000000000013818","2016-06-08 02:29:55.952000","FSI Group Balance Request","203000000000013818","2016-06-08 22:33:51.378000","","0","","10510","FSI Group Balance Request","30","28","937210636"<endrec>
"FSI Group Request Credit Limit","3","203000000000013818","2016-06-08 02:32:29.575000","FSI Group Request Credit Limit","203000000000013818","2016-06-08 22:35:07.742000","","0","","10511","FSI Group Request Credit Limit","30","30","937210637"<endrec>
"FSI Group Request Loan Statement","3","203000000000013818","2016-06-08 02:50:01.991000","FSI Group Request Loan Statement","203000000000013818","2016-06-08 22:35:14.996000","","0","","10512","FSI Group Request Loan Statement","30","29","937210638"<endrec>
"FSI Group Request Savings Statement","3","203000000000013818","2016-06-08 03:06:42.295000","FSI Group Request Savings Statement","203000000000013818","2016-06-08 22:35:21.656000","","0","","10513","FSI Group Request Savings Statement","30","29","937210640"<endrec>
"FSI Deposit For Group","2","203000000000013818","2016-06-08 03:08:58.140000","FSI Deposit For Group","203000000000013022","2016-06-27 10:50:55.166000","","0","","10514","FSI Deposit For Group","50","21798","937210641"<endrec>
"FSI Group Loan Disbursement","2","203000000000013818","2016-06-08 03:13:51.181000","FSI Group Loan Disbursement","203000000000013818","2016-07-05 11:25:51.866000","","0","","10515","FSI Group Loan Disbursement","50","21799","937210642"<endrec>
"FSI Group Loan Repayment","2","203000000000013818","2016-06-08 03:16:26.632000","FSI Group Loan Repayment","203000000000013818","2016-06-30 21:39:40.809000","","0","","10516","FSI Group Loan Repayment","50","21800","937210643"<endrec>
"FSI Group Loan Request","2","203000000000013818","2016-06-08 03:18:52.009000","FSI Group Loan Request","203000000000013818","2016-07-05 11:20:34.960000","","0","","10517","FSI Group Loan Request","50","21799","937210644"<endrec>
"FSI Group Loan Repayment from Savings","2","203000000000013818","2016-06-08 03:20:37.367000","FSI Group Loan Repayment from Savings","203000000000013818","2016-06-30 21:36:45.782000","","0","","10518","FSI Group Loan Repayment from Savings","50","21801","937210645"<endrec>
"SP Apply Issue Voucher","3","203000000000013818","2016-06-09 01:30:18.823000","SP Apply Issue Voucher","203000000000014911","2018-03-20 12:04:24.740000","","0","","10519","SP Apply Issue Voucher","50","6642","937210655"<endrec>
"Apply Issue Voucher","3","203000000000013818","2016-06-09 01:32:17.786000","Apply Issue Voucher","203000000000014908","2016-06-30 08:12:58.722000","","0","","10484","Apply Issue Voucher","50","6642","937210656"<endrec>
"Group P2G Transfer","2","203000000000013022","2016-06-12 17:40:18.977000","Group P2G Transfer","203000000000013022","2016-06-12 17:40:44.624000","","0","","10472","Group P2G Transfer","30","21700","937210671"<endrec>
"Sp Apply Voucher for group","3","203000000000014908","2016-06-12 18:57:29.258000","Sp Apply Voucher for group","203000000000014908","2016-06-12 18:57:45.144000","","0","","10520","Sp Apply Voucher for group","30","8","937210673"<endrec>
"Sp Apply Voucher to group","3","203000000000014908","2016-06-12 19:11:37.425000","Sp Apply Voucher to group","203000000000014908","2016-06-12 19:11:56.251000","","0","","10521","Sp Apply Voucher to group","30","6642","937210676"<endrec>
"Group Organization Transfer","2","203000000000014908","2016-06-13 11:34:28.668000","Group Organization Transfer","203000000000014908","2016-06-13 12:46:34.689000","","0","","10522","Group Organization Transfer","50","21898","937210684"<endrec>
"Group Organization Transfer","2","203000000000014908","2016-06-13 12:43:36.614000","Group Organization Transfer","203000000000014908","2016-06-13 13:24:27.683000","","0","","10522","Group Organization Transfer","50","21898","937210694"<endrec>
"Group Organization Transfer","2","203000000000014908","2016-06-13 13:24:03.933000","Group Organization Transfer","203000000000014908","2016-06-13 13:28:02.273000","","0","","10522","Group Organization Transfer","50","21898","937210697"<endrec>
"Buy Goods from the Group Account","2","203000000000014908","2016-06-13 13:27:05.512000","Buy Goods from the Group Account","203000000000014908","2016-06-13 16:20:04.296000","","0","","10523","Buy Goods from the Group Account","50","21898","937210698"<endrec>
"Group Organization Transfer","2","203000000000014908","2016-06-13 13:27:43.798000","Group Organization Transfer","203000000000014908","2016-07-11 08:07:22.306000","","0","","10522","Group Organization Transfer","50","21898","937210699"<endrec>
"Transfer funds to Group Account","2","203000000000014908","2016-06-13 13:28:46.185000","Transfer funds to Group Account","203000000000014908","2016-06-13 16:23:57.932000","","0","","10524","Transfer funds to Group Account","50","21898","937210700"<endrec>
"GroupDepositWithVoucher","2","203000000000014908","2016-06-13 16:15:20.442000","Group Deposit With Voucher","203000000000014908","2016-08-26 05:12:00.569000","","0","","10436","Group Deposit With Voucher","50","20006","937210710"<endrec>
"Buy Goods from the Group Account","2","203000000000014908","2016-06-13 16:19:48.603000","Buy Goods from the Group Account","203000000000014908","2016-06-13 16:20:04.301000","","0","","10523","Buy Goods from the Group Account","30","21898","937210712"<endrec>
"Transfer funds to Group Account","2","203000000000014908","2016-06-13 16:23:29.794000","Transfer funds to Group Account","203000000000013022","2016-06-15 21:02:38.116000","","0","","10524","Transfer funds to Group Account","50","21898","937210713"<endrec>
"Query Group Account Balance","3","203000000000014908","2016-06-13 16:53:49.733000","Query Group Account Balance","203000000000014908","2016-08-04 10:53:14.502000","","0","","10525","Query Group Account Balance","50","5730","937210724"<endrec>
"Query Group Mini Statement","3","203000000000014908","2016-06-13 17:11:33.145000","Query Group Mini Statement","203000000000013022","2016-09-05 05:18:00.544000","","0","","10526","Query Group Mini Statement","50","5731","937210733"<endrec>
"Query Group List","3","203000000000014908","2016-06-13 17:44:25.810000","Query Group List","203000000000024610","2017-08-16 05:03:18.857000","","0","","10527","Query Group List","50","27","937210739"<endrec>
"Transaction Reversal Group","2","203000000000013022","2016-06-15 16:17:20.599000","Transaction Reversal Group","203000000000013022","2016-06-15 16:24:32.218000","","0","","10528","Transaction Reversal Group","30","20027","937210774"<endrec>
"Transfer funds to Group Account","2","203000000000013022","2016-06-15 21:01:19.731000","Transfer funds to Group Account","203000000000013022","2016-06-15 21:02:38.123000","","0","","10524","Transfer funds to Group Account","30","21898","937210783"<endrec>
"Group G2G Transfer Service","2","203000000000013022","2016-06-16 12:00:26.700000","Group G2G Transfer Service","203000000000013022","2016-06-20 05:28:23.697000","","0","","10529","Group G2G Transfer Service","50","21698","937210789"<endrec>
"Group G2G Transfer Service","2","203000000000013022","2016-06-17 18:44:42.509000","Group G2G Transfer Service","203000000000010806","2017-10-09 15:27:35.050000","","0","","10529","Group G2G Transfer Service","50","21698","937212549"<endrec>
"Group Approve","3","203000000000014908","2016-06-20 04:20:55.222000","Group Approve","203000000000013022","2016-08-11 05:43:29.729000","","0","","10534","Group Approve","50","27","937213542"<endrec>
"Group Approval by Operator","3","203000000000014908","2016-06-20 08:22:43.813000","Group Approval by Operator","203000000000014908","2016-06-20 08:23:07.988000","","0","","10535","Group Approval by Operator","30","27","937213552"<endrec>
"Group Buy Goods with Voucher Initiated by Operator","2","203000000000014908","2016-06-21 04:26:37.374000","Group Buy Goods with Voucher Initiated by Operator","203000000000014911","2017-07-27 07:12:20.721000","","0","","10536","Group Buy Goods with Voucher Initiated by Operator","50","21504","937213584"<endrec>
"Group ATM Deposit via Voucher","2","203000000000013022","2016-06-21 12:49:01.614000","","203000000000015728","2018-05-01 13:45:28.670000","","0","","10537","Group ATM Deposit via Voucher","50","20006","937213616"<endrec>
"ReversalRequest","3","203000000000014908","2016-06-23 04:39:14.330000","ReversalRequest","203000000000014908","2016-06-28 12:22:12.450000","","0","","10445","Reversal Request","50","5760","937214568"<endrec>
"FSI Deposit For Group","2","203000000000013022","2016-06-27 10:50:31.314000","FSI Deposit For Group","203000000000013022","2016-06-27 11:10:54.781000","","0","","10514","FSI Deposit For Group","50","21798","937214624"<endrec>
"FSI Deposit For Group","2","203000000000013022","2016-06-27 11:10:36.724000","FSI Deposit For Group","203000000000026608","2018-06-25 06:40:11.718000","","0","","10514","FSI Deposit For Group","50","21798","937214627"<endrec>
"Group ATM Withdraw via Voucher","2","203000000000013022","2016-06-28 09:09:14.940000","Group Withdrawal With Voucher","203000000000014908","2016-07-27 09:55:20.977000","","0","","10435","Group Withdrawal With Voucher","50","20008","937214638"<endrec>
"ReversalRequest","3","203000000000014908","2016-06-28 12:21:52.260000","ReversalRequest","203000000000014908","2016-06-28 12:29:15.263000","","0","","10445","Reversal Request","50","5760","937214649"<endrec>
"ReversalRequest","3","203000000000014908","2016-06-28 12:28:54.733000","ReversalRequest","203000000000014908","2016-06-28 12:29:15.268000","","0","","10445","Reversal Request","30","5760","937214651"<endrec>
"CustomerTransactionReversal","2","203000000000014908","2016-06-29 03:43:57.541000","CustomerTransactionReversal","203000000000014908","2016-06-29 04:37:19.982000","","0","","10544","CustomerTransactionReversal","50","20027","937214661"<endrec>
"9977","2","203000000000014908","2016-06-29 04:36:59.989000","CustomerTransactionReversal","203000000000014908","2016-07-27 07:57:45.890000","","0","","10544","CustomerTransactionReversal","50","20027","937214664"<endrec>
"2550","2","203000000000014908","2016-06-29 08:03:33.519000","ATM Deposit Reversal","203000000000014908","2016-07-28 08:00:39.874000","","0","","10424","ATM Deposit Reversal","50","20027","937214665"<endrec>
"Test Service","2","203000000000015725","2016-06-29 14:31:57.424000","Use for testing expired services don't effect the bundle","203000000000010811","2017-08-28 12:51:16.228000","","0","","10545","Test Service","30","20020","937214681"<endrec>
"Apply Issue Voucher","3","203000000000014908","2016-06-30 08:12:42.128000","Apply Issue Voucher","203000000000014908","2016-06-30 08:57:04.188000","","0","","10484","Apply Issue Voucher","50","6642","937215553"<endrec>
"9527","3","203000000000014908","2016-06-30 08:56:49.055000","Apply Issue Voucher","203000000000013022","2016-07-19 15:07:24.022000","","0","","10484","Apply Issue Voucher","50","6642","937215568"<endrec>
"Activate Customer","3","203000000000016121","2016-06-30 11:37:00.113000","Activate Customer","203000000000017202","2016-12-02 02:19:19.475000","","0","","10008","Activate Customer","50","27","937215576"<endrec>
"FSI Group Loan Repayment from Savings","2","203000000000013818","2016-06-30 21:36:27.467000","FSI Group Loan Repayment from Savings","203000000000013818","2016-06-30 21:36:45.787000","","0","","10518","FSI Group Loan Repayment from Savings","30","21801","937215584"<endrec>
"FSI Group Loan Repayment","2","203000000000013818","2016-06-30 21:39:15.308000","FSI Group Loan Repayment","203000000000013818","2016-06-30 21:39:40.814000","","0","","10516","FSI Group Loan Repayment","30","21800","937215585"<endrec>
"FSI Group Request Insurance","2","203000000000013818","2016-06-30 22:16:30.793000","FSI Group Request Insurance","203000000000013818","2016-07-05 11:24:25.292000","","0","","10554","FSI Group Request Insurance","50","21804","937215586"<endrec>
"FSI Payout to Group","2","203000000000013818","2016-06-30 22:49:30.687000","FSI Payout to Group","203000000000013818","2016-08-12 12:14:31.482000","","0","","10555","FSI Payout to Group","50","21802","937215587"<endrec>
"Sp send money to Group","2","203000000000014908","2016-07-04 04:40:40.454000","Sp send money to Group","203000000000014908","2016-07-04 04:41:04.931000","","0","","10556","Sp send money to Group","30","22100","937215602"<endrec>
"FSI Group Loan Request","2","203000000000013818","2016-07-05 11:20:18.050000","FSI Group Loan Request","203000000000014909","2016-07-14 13:29:55.589000","","0","","10517","FSI Group Loan Request","50","21799","937215635"<endrec>
"FSI Group Request Insurance","2","203000000000013818","2016-07-05 11:23:59.171000","FSI Group Request Insurance","203000000000013818","2016-07-05 11:24:25.308000","","0","","10554","FSI Group Request Insurance","30","21804","937215636"<endrec>
"FSI Group Loan Disbursement","2","203000000000013818","2016-07-05 11:25:34.141000","FSI Group Loan Disbursement","203000000000013818","2016-07-05 11:25:51.872000","","0","","10515","FSI Group Loan Disbursement","30","21799","937215637"<endrec>
"Remove Group Member","3","203000000000013818","2016-07-06 19:25:10.423000","Remove Group Member","203000000000019121","2017-11-28 12:57:47.955000","","0","","10469","Remove Group Member","50","27","937215672"<endrec>
"Customer Transfer 2 Factors","2","203000000000014908","2016-07-07 05:42:34.343000","Customer Transfer 2 Factors","203000000000014908","2016-07-07 05:42:43.120000","","0","","10557","Customer Transfer 2 Factors","30","20020","937215677"<endrec>
"2106","2","203000000000014908","2016-07-11 06:10:59.163000","Buy Airtime","203000000000010806","2016-07-25 10:24:32.814000","","0","","10558","Buy Airtime","50","21499","937215703"<endrec>
"Group Organization Transfer","2","203000000000014908","2016-07-11 08:07:02.542000","Group Organization Transfer","203000000000014911","2017-07-03 11:44:27.232000","","0","","10522","Group Organization Transfer","50","21898","937215714"<endrec>
"Business PayBill for Bulk","2","203000000000014908","2016-07-13 09:01:11.147000","Business PayBill for Bulk","203000000000013022","2017-06-28 10:18:26.206000","","0","","10564","Business PayBill for Bulk","50","22198","937216550"<endrec>
"Organisation Initiate reversal request","3","203000000000014908","2016-07-14 03:50:18.246000","Organisation Initiate reversal request","203000000000014908","2016-07-14 03:50:36.195000","","0","","10369","Organisation Initiate reversal request","30","5760","937216560"<endrec>
"FSI Group Loan Request","2","203000000000014909","2016-07-14 13:26:47.166000","FSI Group Loan Request","203000000000015423","2017-01-26 07:02:56.911000","","0","","10517","FSI Group Loan Request","50","21799","937216574"<endrec>
"Apply Issue Voucher","3","203000000000013022","2016-07-19 15:06:44.733000","Apply Issue Voucher","203000000000013022","2016-07-19 15:17:28.108000","","0","","10484","Apply Issue Voucher","50","6642","937216659"<endrec>
"Apply Issue Voucher","3","203000000000013022","2016-07-19 15:13:56.275000","Apply Issue Voucher","203000000000014908","2016-07-26 10:18:40.128000","","0","","10484","Apply Issue Voucher","50","6642","937216660"<endrec>
"Customer request ATM deposit for group (non member)","3","203000000000013818","2016-07-19 16:53:45.602000","Customer request ATM deposit for group (non member)","203000000000013818","2016-07-19 16:56:38.843000","","0","","10565","Customer request ATM deposit for group (non member)","30","8","937216668"<endrec>
"Customer deposit to group (non member) via ATM voucher","2","203000000000013818","2016-07-19 17:29:16.749000","Customer deposit to group (non member) via ATM voucher","203000000000013818","2016-07-19 17:33:19.068000","","0","","10566","Customer deposit to group (non member) via ATM voucher","30","20006","937216669"<endrec>
"2106","2","203000000000010806","2016-07-25 10:24:11.638000","Buy Airtime","203000000000014908","2016-08-10 10:41:37.224000","","1","","10558","Buy Airtime","50","21499","937217588"<endrec>
"Apply Issue Voucher","3","203000000000014908","2016-07-26 10:18:19.470000","Apply Issue Voucher","203000000000014908","2016-07-27 04:15:17.413000","","0","","10484","Apply Issue Voucher","50","6642","937217614"<endrec>
"Apply Issue Voucher","3","203000000000014908","2016-07-27 04:11:46.948000","Apply Issue Voucher","203000000000014908","2016-07-27 10:15:04.065000","","0","","10484","Apply Issue Voucher","50","6642","937217632"<endrec>
"9977","2","203000000000014908","2016-07-27 07:57:22.570000","CustomerTransactionReversal","203000000000014908","2016-07-27 07:57:45.895000","","0","","10544","CustomerTransactionReversal","30","20027","937217642"<endrec>
"Group Withdrawal With Voucher","2","203000000000014908","2016-07-27 09:54:58.650000","Group Withdrawal With Voucher","203000000000014908","2016-08-01 11:37:21.584000","","0","","10435","Group Withdrawal With Voucher","50","20008","937217646"<endrec>
"Apply Issue Voucher","3","203000000000014908","2016-07-27 10:14:33.943000","Apply Issue Voucher","203000000000014908","2016-08-04 05:43:45.638000","","0","","10484","Apply Issue Voucher","50","6642","937217648"<endrec>
"Organization Issue Organization Voucher","3","203000000000014908","2016-07-27 14:00:53.355000","Organization Issue Organization Voucher","203000000000020211","2017-06-02 12:58:12.108000","","0","","10574","Organization Issue Organization Voucher","50","6642","937217671"<endrec>
"Org Apply ATM Deposit Voucher","3","203000000000014908","2016-07-28 05:02:33.591000","Org Apply ATM Deposit Voucher","203000000000010811","2017-08-08 08:55:17.171000","","1","","10345","Org Apply ATM Deposit Voucher","50","8","937217683"<endrec>
"Org Apply ATM Withdrawal Voucher","3","203000000000014908","2016-07-28 05:23:14.527000","Org Apply ATM Withdrawal Voucher","203000000000024612","2017-06-22 10:02:23.362000","","1","","10365","Org Apply ATM Withdrawal Voucher","50","8","937217686"<endrec>
"2550","2","203000000000014908","2016-07-28 08:00:19.484000","ATM Deposit Reversal","203000000000015728","2018-05-02 10:28:37.232000","","0","","10424","ATM Deposit Reversal","50","20027","937217691"<endrec>
"Customer Apply Voucher for Group","3","203000000000014908","2016-07-29 07:19:57.370000","Customer Apply Voucher for Group","203000000000014908","2016-07-29 07:21:03.652000","","0","","10575","Customer Apply Voucher for Group","30","8","937217729"<endrec>
"Sp Apply Voucher for Customer","3","203000000000014908","2016-07-29 08:42:12.092000","Sp Apply Voucher for Customer","203000000000014908","2016-07-29 08:42:28.777000","","0","","10576","Sp Apply Voucher for Customer","30","6642","937217735"<endrec>
"Deposit With Voucher Redeem","2","203000000000014908","2016-07-29 10:36:27.658000","Deposit With Voucher Redeem","203000000000014908","2016-07-29 10:36:36.599000","","0","","10577","Deposit With Voucher Redeem","30","22298","937217751"<endrec>
"Apply Issue Voucher","3","203000000000014908","2016-08-01 10:41:50.341000","Apply Issue Voucher","203000000000013022","2016-08-22 09:00:44.035000","","0","","10484","Apply Issue Voucher","50","6642","937217784"<endrec>
