ANSWER_CASE_SENSITIVE,ANSWER_CASE_SENSITIVE_UPDTIME,ANSWER_MIN_LENGTH,ANSWER_SPECIAL_CHARACTERS,FORGET_QUESTION_NUMBER,ID,MAXIMUM_ATTEMPT_TIMES,QUESTION_NUMBER,SAME_ANSWER_FLAG,SUSPEND_MINUTES                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        <endrec>
"Y","2019-08-13 17:45:16.364000","2","","3","1","5","3","1","3"<endrec>
