BLACKLIST_DEFINITION,BLACKLIST_ID,BLACKLIST_NAME,BLACKLIST_TYPE,DESCRIPTION,IDENTITY_TYPE                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               <endrec>
"######,888888,888889","70007","Organization","1","","2"<endrec>
