DUMMY_KEY,I_DATE_FORMAT,I_DATE_TIME_FORMAT,I_LONG_TIME_FORMAT,I_SHORT_TIME_FORMAT,O_AM_SYMBOL,O_DATE_FORMAT,O_DATE_TIME_FORMAT,O_LONG_TIME_FORMAT,O_PM_SYMBOL,O_SHORT_TIME_FORMAT                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       <endrec>
"1","ddMMyyyy","1","HH:mm:ss","HH:mm","AM","dd-MM-yyyy","1","H:mm:ss","PM","HH:mm"<endrec>
