CREATE_OPER_ID,CREATE_TIME,CRITERIA                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     <endrec>
"203000000000011002","2015-07-17 23:11:11.000000","********"<endrec>
