CREATE_OPER_ID,CREATE_OPER_TIME,DESCRIPTION,LAST_OPER_ID,LAST_OPER_TIME,LIMIT_ACCU_CONDITION_FLAG,LIMIT_EXPRESSION_ID,LIMIT_PATTERN,LIMIT_TYPE_ID,LIMIT_TYPE_NAME,STATUS,THRESHOLD_TYPE,TRANSACTION_ROLE_TYPE,UNIQUE_ID                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 <endrec>
"203000000000010164","2014-11-28 12:51:10.582000","Maximum Withdrawal Account Transfer Value","203000000000016121","2016-08-15 15:01:44.003000","","","0","18019000","Maximum Withdrawal Account Transfer Value","50","0","D","30132111"<endrec>
"203000000000010164","2014-11-28 12:51:44.763000","Minimum Withdrawal Account Transfer Value","203000000000010164","2014-11-28 13:25:31.177000","","","1","18020000","Minimum Withdrawal Account Transfer Value","30","0","D","30132112"<endrec>
"203000000000010164","2014-11-28 12:52:47.884000","Maximum Withdrawal Account Daily Transfer","203000000000010164","2014-11-28 17:15:23.657000","","","0","18021000","Maximum Withdrawal Account Daily Transfer","50","0","D","30132113"<endrec>
"203000000000010164","2014-11-28 12:53:54.204000","Maximum Financial Services Account Balance","203000000000010164","2014-11-28 13:23:49.526000","","","0","18022000","Maximum Financial Services Account Balance","30","1","C","30132114"<endrec>
"203000000000010164","2014-11-28 12:54:11.334000","Minimum Financial Services Account Balance","203000000000010164","2014-11-28 13:24:52.488000","","","1","18023000","Minimum Financial Services Account Balance","30","1","D","30132115"<endrec>
"203000000000010164","2014-11-28 13:14:17.719000","Maximum Financial Services Transfer Value","203000000000010164","2014-11-28 13:23:57.341000","","","0","18024000","Maximum Financial Services Transfer Value","30","0","D","30132116"<endrec>
"203000000000010164","2014-11-28 13:14:35.458000","Minimum Financial Services Transfer Value","203000000000010164","2014-11-28 13:24:56.542000","","","1","18025000","Minimum Financial Services Transfer Value","30","0","D","30132117"<endrec>
"203000000000010164","2014-11-28 13:14:58.917000","Maximum Financial Services Account Daily Transfer","203000000000010164","2014-11-28 13:23:53.458000","","","0","18026000","Maximum Financial Services Account Daily Transfer","30","2","D","30132118"<endrec>
"203000000000010164","2014-11-28 13:15:37.113000","Maximum Loan Disbursement Account Balance","203000000000010164","2014-11-28 13:24:12.203000","","","0","18027000","Maximum Loan Disbursement Account Balance","30","1","C","30132119"<endrec>
"203000000000010164","2014-11-28 13:15:54.554000","Minimum Loan Disbursement Account Balance","203000000000010164","2014-11-28 13:25:07.446000","","","1","18028000","Minimum Loan Disbursement Account Balance","30","1","D","30132120"<endrec>
"203000000000010164","2014-11-28 13:16:26.404000","Maximum Loan Disbursement Account Transfer Value","203000000000010164","2014-11-28 13:24:19.698000","","","0","18029000","Maximum Loan Disbursement Account Transfer Value","30","0","D","30132121"<endrec>
"203000000000010164","2014-11-28 13:16:43.895000","Minimum Loan Disbursement Account Transfer Value","203000000000010164","2014-11-28 13:25:12.078000","","","1","18030000","Minimum Loan Disbursement Account Transfer Value","30","0","D","30132122"<endrec>
"203000000000010164","2014-11-28 13:17:23.993000","Maximum Loan Disbursement Account Daily Transfer","203000000000010164","2014-11-28 13:24:15.707000","","","0","18031000","Maximum Loan Disbursement Account Daily Transfer","30","2","D","30132123"<endrec>
"203000000000010164","2014-11-28 13:18:01.966000","Maximum Loan Repayment Account Balance","203000000000010164","2014-11-28 13:24:23.526000","","","0","18032000","Maximum Loan Repayment Account Balance","30","1","C","30132124"<endrec>
"203000000000010164","2014-11-28 13:18:25.275000","Minimum Loan Repayment Account Balance","203000000000010164","2014-11-28 13:25:16.163000","","","1","18033000","Minimum Loan Repayment Account Balance","30","1","D","30132125"<endrec>
"203000000000010164","2014-11-28 13:18:54.898000","Maximum Loan Repayment Account Transfer Value","203000000000010164","2014-11-28 13:24:30.820000","","","0","18034000","Maximum Loan Repayment Account Transfer Value","30","0","D","30132126"<endrec>
"203000000000010164","2014-11-28 13:19:17.603000","Minimum Loan Repayment Account Transfer Value","203000000000010164","2014-11-28 13:25:19.417000","","","1","18035000","Minimum Loan Repayment Account Transfer Value","30","0","D","30132127"<endrec>
"203000000000010164","2014-11-28 13:19:40.040000","Maximum Loan Repayment Account Daily Transfer","203000000000010164","2014-11-28 13:24:27.106000","","","0","18036000","Maximum Loan Repayment Account Daily Transfer","30","2","D","30132128"<endrec>
"203000000000010164","2014-11-28 13:20:04.692000","Maximum Final Payout Account Balance","203000000000010164","2014-11-28 13:23:39.060000","","","0","18037000","Maximum Final Payout Account Balance","30","1","C","30132129"<endrec>
"203000000000010164","2014-11-28 13:20:36.083000","Minimum Final Payout Account Balance","203000000000010164","2014-11-28 13:24:45.302000","","","1","18038000","Minimum Final Payout Account Balance","30","1","D","30132130"<endrec>
"203000000000010164","2014-11-28 13:21:16.981000","Maximum Final Payout Account Transfer Value","203000000000010164","2014-11-28 13:23:46.103000","","","0","18039000","Maximum Final Payout Account Transfer Value","30","0","D","30132131"<endrec>
"203000000000010164","2014-11-28 13:21:32.585000","Minimum Final Payout Account Transfer Value","203000000000010164","2014-11-28 13:24:49.064000","","","1","18040000","Minimum Final Payout Account Transfer Value","30","0","D","30132132"<endrec>
"203000000000010164","2014-11-28 13:21:47.819000","Maximum Final Payout Account Daily Transfer","203000000000010164","2014-11-28 13:23:42.237000","","","0","18041000","Maximum Final Payout Account Daily Transfer","30","2","D","30132133"<endrec>
"203000000000010164","2014-11-28 13:22:04.160000","Maximum FSI MMF Account Balance","203000000000010164","2014-11-28 13:24:00.685000","","","0","18042000","Maximum FSI MMF Account Balance","30","1","C","30132134"<endrec>
"203000000000010164","2014-11-28 13:22:19.677000","Minimum FSI MMF Account Balance","203000000000010164","2014-11-28 13:24:59.731000","","","1","18043000","Minimum FSI MMF Account Balance","30","1","D","30132135"<endrec>
"203000000000010164","2014-11-28 13:22:43.109000","Maximum FSI MMF Account Transfer Value","203000000000010164","2014-11-28 13:24:09.140000","","","0","18044000","Maximum FSI MMF Account Transfer Value","30","0","D","30132136"<endrec>
"203000000000010164","2014-11-28 13:23:03.448000","Minimum FSI MMF Account Transfer Value","203000000000010164","2014-11-28 13:25:03.600000","","","1","18045000","Minimum FSI MMF Account Transfer Value","30","0","D","30132137"<endrec>
"203000000000010164","2014-11-28 13:23:18.468000","Maximum FSI MMF Account Daily Transfer","203000000000010164","2014-11-28 13:24:05.589000","","","0","18046000","Maximum FSI MMF Account Daily Transfer","30","2","D","30132138"<endrec>
"203000000000010164","2014-11-28 17:15:18.257000","Maximum Withdrawal Account Daily Transfer","203000000000016121","2016-08-08 07:49:11.926000","","","0","18021000","Maximum Withdrawal Account Daily Transfer","50","2","D","30132165"<endrec>
"203000000000010240","2014-12-16 18:48:45.719000","Maximum FSI Withdrawal","203000000000010240","2014-12-16 18:48:50.236000","","","0","19012000","Maximum FSI Withdrawal","30","0","C","30141081"<endrec>
"203000000000010164","2014-12-22 15:38:58.045000","Minimum FSI Credit Request","203000000000010164","2014-12-22 15:39:02.885000","","","1","20012000","Minimum FSI Credit Request","30","0","C","30143115"<endrec>
"203000000000010164","2014-12-22 15:45:02.339000","Maximum MMF Account For Customer Balance Check for FSI Credit Request","203000000000010164","2014-12-22 15:45:14.239000","","","0","20013000","Maximum MMF Account For Customer Balance Check for FSI Credit Request","30","1","C","30143116"<endrec>
"203000000000010809","2015-08-14 12:19:09.921000","","203000000000010809","2015-08-14 12:19:18.334000","","","0","20015000","Maximum Daily Deposit at Agent","30","2","D","937150122"<endrec>
"203000000000010809","2015-08-24 19:29:39.739000","Minimum Customer Deposit Value","203000000000010809","2015-08-24 19:29:47.372000","","","1","30000","Minimum Customer Deposit Value","30","0","D","937152123"<endrec>
"203000000000010809","2015-09-02 14:32:20.780000","","203000000000010809","2015-09-18 17:58:18.244000","","","0","21015000","Max OTC Pay Bill","50","0","R","937154184"<endrec>
"203000000000011204","2015-09-10 08:41:30.723000","","203000000000011204","2015-09-10 08:46:34.580000","","","0","22015000","test1","30","5","C","937159184"<endrec>
"203000000000010809","2015-09-18 17:58:10.185000","","203000000000010809","2015-09-18 17:58:18.260000","","","0","21015000","Max OTC Pay Bill","30","0","D","937162189"<endrec>
"203000000000010809","2015-09-18 18:02:25.087000","","203000000000010809","2015-12-04 17:39:29.404000","","","1","23015000","Min OTC Bill Payment","50","0","D","937162191"<endrec>
"203000000000011204","2015-09-22 10:56:57.005000","Maximum Yearly Money In","203000000000011204","2015-09-22 10:59:59.094000","","","0","17000","Maximum Yearly Money In","50","2","D","937163201"<endrec>
"203000000000011204","2015-09-22 10:59:48.363000","Maximum Yearly Money In","203000000000014911","2016-12-16 11:07:21.633000","","","0","17000","Maximum Yearly Money In","50","2","C","937163202"<endrec>
"203000000000010806","2015-10-14 11:54:40.740000","Minimum Float Instance transfer_Organisation","203000000000010806","2015-10-23 14:50:50.417000","","","1","24015000","Minimum Float Instance transfer_Organisation","50","0","D","937166305"<endrec>
"203000000000012602","2015-10-21 14:55:49.913000","","203000000000012602","2015-10-21 15:12:43.707000","","","1","24016000","IBM IMT Abroad","60","0","D","937166467"<endrec>
"203000000000012602","2015-10-21 15:13:18.355000","","203000000000010806","2016-01-13 11:37:13.522000","","","0","24017000","IBM IMT Maximum Daily Transfer","50","2","D","937166469"<endrec>
"203000000000010806","2015-10-23 14:03:05.171000","","203000000000010806","2015-10-23 14:09:53.380000","","","0","25015000","IMT abroad Max Transfer","50","0","C","937167348"<endrec>
"203000000000010806","2015-10-23 14:09:47.226000","","203000000000010806","2015-10-23 14:09:53.387000","","","0","25015000","IMT abroad Max Transfer","30","0","D","937167351"<endrec>
"203000000000010806","2015-10-23 14:50:39.964000","Minimum Float Instance transfer_Organisation","203000000000010806","2015-10-23 14:50:50.427000","","","0","24015000","Minimum Float Instance transfer_Organisation","30","0","D","937167352"<endrec>
"203000000000010806","2015-10-27 07:41:39.192000","","203000000000010806","2015-10-27 07:41:56.642000","","","1","25016000","IBM Minimum Transfer_IMT Abroad","30","0","D","937167382"<endrec>
"203000000000010806","2015-11-02 08:11:21.063000","","203000000000010806","2015-11-02 08:11:51.427000","","","0","26015000","Max Multiple Account Customer Transfer","30","2","D","937168311"<endrec>
"203000000000010809","2015-12-03 16:28:21.553000","","203000000000010809","2015-12-03 16:28:43.883000","","","0","27015000","Max Monthly Limit in","30","2","C","937174360"<endrec>
"203000000000010809","2015-12-04 17:39:13.628000","","203000000000010809","2015-12-04 17:39:29.431000","","","1","23015000","Min OTC Bill Payment","30","0","R","937174370"<endrec>
"203000000000010809","2015-12-04 17:42:44.537000","","203000000000010809","2015-12-04 17:42:52.739000","","","0","27016000","OTC Daily Limit","30","2","R","937174371"<endrec>
"203000000000010806","2015-12-31 10:21:12.851000","","203000000000010806","2015-12-31 10:21:19.276000","","","0","28015000","Max Monthly Limit Debit","30","2","D","937178539"<endrec>
"203000000000010806","2016-01-13 11:37:06.690000","Test","203000000000010806","2017-01-04 15:38:58.370000","","","0","24017000","IBM IMT Maximum Daily Transfer","50","2","R","937178690"<endrec>
"203000000000010809","2016-01-15 12:25:48.214000","","203000000000010809","2016-01-15 12:25:57.046000","","","0","29015000","Weekly Money In","30","2","C","937179397"<endrec>
"203000000000010806","2016-01-18 10:02:54.580000","Maximum Daily Transfer","203000000000016126","2016-08-22 06:24:34.248000","","","0","29016000","Maximum Daily Transfer","50","2","D","937179401"<endrec>
"203000000000010806","2016-01-18 10:41:06.451000","Max Daily Limit in","203000000000010806","2016-01-18 10:41:18.560000","","","0","29017000","Max Daily Limit in","30","2","C","937179404"<endrec>
"203000000000010806","2016-01-19 07:35:44.724000","","203000000000010806","2016-01-19 07:35:50.323000","","","0","29018000","Weekly Money out","30","2","D","937179411"<endrec>
"203000000000010811","2016-06-21 13:20:33.924000","Maximum Group 2 Group  Transfer Value","203000000000010811","2016-06-21 13:20:50.195000","","","0","30015000","Maximum Group 2 Group Transfer Value","30","0","D","937213621"<endrec>
"203000000000010811","2016-06-21 14:19:16.595000","","203000000000010811","2016-06-21 14:19:29.317000","","","1","30016000","Group 2 group minimum","30","0","D","937213628"<endrec>
"203000000000010811","2016-06-22 08:22:15.103000","","203000000000010811","2016-06-22 08:22:28.670000","","","0","31015000","G2G Maximum Limit","30","1","C","937214543"<endrec>
"203000000000013818","2016-06-28 14:25:25.978000","To apply to the group","203000000000013818","2016-06-28 14:27:30.442000","","","0","31016000","Max group query balance","30","4","NA","937214652"<endrec>
"203000000000013818","2016-06-28 14:26:25.722000","Individual group member limit on balance requests","203000000000013818","2016-06-28 14:27:19.978000","","","0","31017000","Group Member Max Query Group Balance","30","4","NA","937214653"<endrec>
"203000000000010806","2016-06-30 08:02:10.157000","ATM Deposit Transaction value","203000000000014911","2018-01-29 06:45:30.648000","","0","0","32015000","ATM Deposit Transaction value","50","2","C","937215549"<endrec>
"203000000000010806","2016-06-30 08:40:56.956000","ATM Deposit Transaction Value Org","203000000000010806","2016-06-30 08:41:10.072000","","","0","32016000","ATM Deposit Transaction Value Org","30","2","D","937215560"<endrec>
"203000000000015423","2016-07-11 16:22:56.707000","","203000000000015719","2017-03-29 09:14:24.988000","","","0","32017000","Limit Type 01","30","4","NA","937215730"<endrec>
"203000000000015423","2016-07-12 10:53:05.164000","","203000000000016349","2017-01-26 09:30:52.414000","","","0","33015000","Maximum Request Number per Day","30","4","NA","937216540"<endrec>
"203000000000010806","2016-07-26 12:43:17.112000","IBM_Transfer from M-Pesa to Savings Account","203000000000010806","2016-07-26 12:43:28.217000","","","1","34015000","IBM_Transfer from M-Pesa to Savings Account","30","0","D","937217623"<endrec>
"203000000000014910","2016-07-27 13:57:02.667000","","203000000000014910","2016-07-27 13:58:04.765000","","","1","34016000","Minimum atm deposit","30","0","D","937217670"<endrec>
"203000000000014910","2016-07-27 15:46:53.972000","","203000000000014910","2016-07-27 15:46:53.972000","","","1","34016000","Minimum atm deposit","10","0","C","937217680"<endrec>
"203000000000010811","2016-08-01 11:55:02.880000","Group Mini Statement","203000000000010811","2016-08-01 11:55:12.864000","","","0","34017000","Group Mini Statement","30","4","NA","937217796"<endrec>
"203000000000016126","2016-08-03 09:29:22.457000","","203000000000016126","2016-08-03 09:29:44.418000","","","0","35015000","maximum daily transfer from savings account to withdrawal account","30","0","D","937218554"<endrec>
"203000000000016126","2016-08-04 05:53:28.384000","Minimum Deposit Account Balance","203000000000016126","2016-08-04 06:17:48.170000","","","1","18013000","Minimum Deposit Account Balance","50","1","D","937218578"<endrec>
"203000000000016126","2016-08-04 06:15:15.573000","","203000000000016126","2016-08-04 06:18:09.108000","","","1","35016000","minimum deposit account balance","60","1","D","937218579"<endrec>
"203000000000016126","2016-08-04 06:17:32.244000","Minimum Deposit Account Balance","203000000000016126","2016-08-04 06:17:48.198000","","","1","18013000","Minimum Deposit Account Balance","30","1","D","937218580"<endrec>
"203000000000016121","2016-08-08 07:49:01.648000","Maximum Withdrawal Account Daily Transfer","203000000000016121","2016-08-08 07:49:11.936000","","","0","18021000","Maximum Withdrawal Account Daily Transfer","30","2","C","937218619"<endrec>
"203000000000014909","2016-08-08 13:05:59.752000","ATM Deposit Transaction Value daily","203000000000014909","2016-08-08 13:06:09.875000","","","0","35017000","ATM Deposit Transaction Value daily","30","2","C","937218656"<endrec>
"203000000000016121","2016-08-09 17:25:55.552000","Customer Min Mpesa Balance check","203000000000014909","2016-12-29 11:24:00.482000","","","1","35019000","Customer Min Mpesa Balance check","50","0","C","937218721"<endrec>
"203000000000016121","2016-08-10 12:59:50.422000","Maximum Deposit Account Transfer Value","203000000000014909","2016-12-07 14:23:14.795000","","","0","18014000","Maximum Deposit Account Transfer Value","50","0","C","937218753"<endrec>
"203000000000015719","2016-08-11 06:13:29.395000","Test","203000000000015719","2016-08-11 06:13:29.395000","","","0","35020000","Test","10","4","NA","937218781"<endrec>
"203000000000016126","2016-08-11 08:03:48.601000","","203000000000016126","2016-08-11 08:42:54.135000","","","0","35021000","Maximum Value Customer Deposit At ATM","50","0","C","937218793"<endrec>
"203000000000016126","2016-08-11 08:42:46.447000","","203000000000016126","2016-08-11 09:05:16.864000","","","0","35021000","Maximum Value Customer Deposit At ATM","50","0","D","937218795"<endrec>
"203000000000016126","2016-08-11 09:05:09.589000","","203000000000016126","2016-08-11 09:30:28.739000","","","0","35021000","Maximum Value Customer Deposit At ATM","50","0","C","937218801"<endrec>
"203000000000016126","2016-08-11 09:30:20.055000","","203000000000016126","2016-08-11 09:38:01.818000","","","0","35021000","Maximum Value Customer Deposit At ATM","50","2","C","937218805"<endrec>
"203000000000016126","2016-08-11 09:37:52.518000","","203000000000016126","2016-08-11 09:38:01.826000","","","0","35021000","Maximum Value Customer Deposit At ATM","30","0","C","937218807"<endrec>
"203000000000015423","2016-08-15 08:39:47.100000","Maximum MMF Account For Group Balance Check","203000000000015423","2016-08-15 08:39:58.557000","","","0","35022000","Maximum MMF Account For Group Balance Check","30","1","C","937218918"<endrec>
"203000000000015423","2016-08-15 09:36:23.940000","Maximum Transaction Query Count","203000000000015423","2016-08-15 09:38:39.199000","","","0","35023000","Maximum Transaction Query Count","30","4","NA","937218929"<endrec>
"203000000000015423","2016-08-15 12:04:11.051000","Minimum FSI Loan Request","203000000000015423","2016-08-15 12:04:23.198000","","","1","35024000","Minimum FSI Loan Request","30","0","C","937218936"<endrec>
"203000000000015423","2016-08-15 13:32:41.079000","Group Max Mpesa Balance check","203000000000015423","2016-08-15 13:32:49.884000","","","0","35025000","Group Max Mpesa Balance check","30","1","C","937218942"<endrec>
"203000000000015423","2016-08-15 14:13:08.063000","Maximum group to savings transfer value","203000000000015423","2016-08-15 14:13:26.236000","","","0","35026000","Maximum group to savings transfer value","30","0","C","937218949"<endrec>
"203000000000016121","2016-08-15 15:01:35.040000","Maximum Withdrawal Account Transfer Value","203000000000014911","2018-01-30 06:47:34.926000","","0","0","18019000","Maximum Withdrawal Account Transfer Value","50","0","C","937218956"<endrec>
"203000000000016121","2016-08-16 08:47:30.418000","Minimum MMF Account For Group Balance Check","203000000000016121","2016-08-16 08:47:36.093000","","","1","35027000","Minimum MMF Account For Group Balance Check","30","1","D","937218965"<endrec>
"203000000000010811","2016-08-16 09:00:45.565000","","203000000000010811","2016-08-16 09:03:42.402000","","","0","35028000","Maximum ATM Deposit Transaction Value","50","0","D","937218968"<endrec>
"203000000000010811","2016-08-16 09:03:23.886000","Maximum ATM Deposit Transaction Value org","203000000000010811","2016-08-16 09:03:42.410000","","","0","35028000","Maximum ATM Deposit Transaction Value","30","0","D","937218969"<endrec>
"203000000000015423","2016-08-16 12:05:32.709000","Minimum Withdrawal Account Balance Check","203000000000015423","2016-08-16 12:05:44.152000","","","1","35029000","Minimum Withdrawal Account Balance Check","30","1","D","937218987"<endrec>
"203000000000016126","2016-08-16 13:37:35.262000","","203000000000016126","2016-08-16 13:37:41.735000","","","1","35030000","Minimum ATM Deposit","30","0","C","937218996"<endrec>
"203000000000010806","2016-08-17 10:15:29.372000","IBM_Minimum ATM Deposit per Transaction Value","203000000000010806","2016-08-17 10:16:30.463000","","","1","35031000","IBM_Minimum ATM Deposit per Transaction Value","30","0","D","937219027"<endrec>
"203000000000014911","2016-08-18 17:38:30.653000","Query Group Transaction","203000000000014911","2016-08-18 17:39:10.031000","","","0","35032000","Query Group Transaction","30","4","NA","937219097"<endrec>
"203000000000016126","2016-08-22 06:04:22.916000","ATM Deposit Transaction Value weekly","203000000000016126","2016-08-22 06:04:31.757000","","","0","35033000","ATM Deposit Transaction Value weekly","30","0","C","937219154"<endrec>
"203000000000016126","2016-08-22 06:24:24.629000","Maximum Daily Transfer","203000000000016126","2016-08-23 08:37:57.971000","","","0","29016000","Maximum Daily Transfer","50","2","C","937219159"<endrec>
"203000000000016126","2016-08-23 08:14:32.862000","ATM Deposit Transaction Value Org daily","203000000000016126","2016-08-23 08:14:40.685000","","","0","35034000","ATM Deposit Transaction Value Org daily","30","2","D","937219212"<endrec>
"203000000000016126","2016-08-23 08:32:56.201000","Max Daily Debit","203000000000014910","2016-12-07 13:14:24.382000","","","0","35035000","Max Daily Debit","50","2","D","937219217"<endrec>
"203000000000016126","2016-08-23 08:37:48.042000","Maximum Daily Transfer","203000000000036413","2018-10-05 10:48:59.599000","","0","0","29016000","Maximum Daily Transfer","50","2","D","937219218"<endrec>
"203000000000016126","2016-08-23 10:01:19.991000","","203000000000016126","2016-08-23 10:01:30.508000","","","0","35036000","Max Monthly Money Debit","30","2","D","937219225"<endrec>
"203000000000014910","2016-08-24 12:35:47.816000","","203000000000014910","2016-08-24 12:39:29.776000","","","1","35037000","Min Debit per ATM Withdrawal Transaction","30","0","D","937219271"<endrec>
"203000000000014910","2016-08-25 09:49:08.743000","Maximum Debit Organization Withdrawal At ATM","203000000000014910","2016-08-25 09:49:18.775000","","","0","35038000","Maximum Debit Organization Withdrawal At ATM","30","0","D","937219316"<endrec>
"203000000000015717","2016-09-02 09:44:40.226000","Maximum Yearly Money Out","203000000000015717","2016-09-02 09:44:55.467000","","","0","36015000","Maximum Yearly Money Out","30","2","D","937220577"<endrec>
"203000000000016121","2016-09-07 14:20:52.750000","Maximum FSI loan request","203000000000016121","2016-09-07 14:23:45.953000","","","0","36016000","Maximum FSI loan request","50","3","C","937220705"<endrec>
"203000000000016121","2016-09-07 14:23:37.248000","Maximum FSI loan request","203000000000016121","2016-09-07 14:23:45.961000","","","0","36016000","Maximum FSI loan request","30","0","C","937220706"<endrec>
"203000000000010806","2016-09-19 08:51:21.141000","","203000000000010806","2016-09-19 08:51:35.514000","","","0","36017000","CCH Unlock Pin","30","4","NA","937220781"<endrec>
"203000000000014908","2016-09-19 09:23:45.621000","","203000000000014908","2016-09-19 09:23:55.449000","","","1","36018000","Group Savings Loan Disbursement minmun limit","30","0","C","937220784"<endrec>
"203000000000010811","2016-12-07 08:36:48.899000","Maximum Value Customer Withdrawal At Agent","203000000000010811","2016-12-07 08:36:57.611000","","","0","6000","Maximum Value Customer Withdrawal At Agent","30","0","C","937244847"<endrec>
"203000000000014910","2016-12-07 13:07:46.991000","Max Daily Debit","203000000000014910","2016-12-07 13:14:24.388000","","","0","35035000","Max Daily Debit","30","2","D","937245669"<endrec>
"203000000000014909","2016-12-07 13:13:17.290000","Minimum Deposit Account Transfer Value","203000000000014909","2016-12-07 13:13:41.073000","","","1","18015000","Minimum Deposit Account Transfer Value","30","0","C","937245673"<endrec>
"203000000000014909","2016-12-07 14:23:07.283000","Maximum Deposit Account Transfer Value","203000000000014909","2016-12-07 14:23:14.798000","","","0","18014000","Maximum Deposit Account Transfer Value","30","0","D","937245683"<endrec>
"203000000000010811","2016-12-12 05:55:27.210000","Minimum Agent deposit","203000000000014909","2016-12-15 10:36:17.777000","","","1","37015000","Minimum Agent deposit","50","0","D","937246662"<endrec>
"203000000000010806","2016-12-14 08:53:47.622000","Maximum Agent Store Business Withdrawal Value","203000000000014909","2016-12-15 11:39:13.770000","","","0","38015000","Maximum Agent Store Business Withdrawal Value","50","0","D","937248691"<endrec>
"203000000000010811","2016-12-14 10:08:15.226000","Minimum Agent MMF to float transfer","203000000000010811","2016-12-14 10:08:44.409000","","","1","38016000","Minimum Agent MMF to float transfer","30","0","C","937248699"<endrec>
"203000000000010806","2016-12-14 12:15:04.863000","Minimum Agent float to MMF Transfer","203000000000010806","2016-12-14 12:15:17.978000","","","1","38017000","Minimum Agent float to MMF Transfer","30","0","D","937248715"<endrec>
"203000000000014909","2016-12-15 09:18:27.899000","Maximum Customer Pay Utility Transaction Value","203000000000014909","2016-12-15 09:18:40.123000","","","0","1014000","Maximum Customer Pay Utility Transaction Value","30","0","D","937249710"<endrec>
"203000000000014909","2016-12-15 09:37:49.656000","Minimum Customer Pay Utility Transaction Value","203000000000014909","2016-12-15 09:37:56.809000","","","1","1015000","Minimum Customer Pay Utility Transaction Value","30","0","D","937249714"<endrec>
"203000000000014909","2016-12-15 10:36:09.821000","Minimum Agent deposit","203000000000014909","2016-12-15 10:36:17.779000","","","1","37015000","Minimum Agent deposit","30","0","C","937249725"<endrec>
"203000000000014909","2016-12-15 11:34:18.101000","Maximum Agent Store Business Withdrawal Value","203000000000014909","2016-12-15 11:39:13.773000","","","0","38015000","Maximum Agent Store Business Withdrawal Value","30","0","C","937249736"<endrec>
"203000000000010806","2016-12-16 06:56:33.725000","Maximum Agent MMF to float transfer total amount","203000000000010806","2016-12-16 06:56:53.699000","","","0","39015000","Maximum Agent MMF to float transfer total amount","30","2","D","937249761"<endrec>
"203000000000010806","2016-12-16 07:11:23.072000","Maximum cumulative daily MMF Account limit","203000000000010806","2016-12-16 07:11:30.771000","","","0","39016000","Maximum cumulative daily MMF Account limit","30","2","D","937249767"<endrec>
"203000000000010811","2016-12-16 07:32:58.883000","Maximum cumulative Monthly MMF Account limit","203000000000010811","2016-12-16 07:33:11.340000","","","0","39017000","Maximum cumulative Monthly MMF Account limit","30","2","D","937249770"<endrec>
"203000000000010806","2016-12-16 08:30:09.356000","Maximum Business Customer Utility weekly Transfer","203000000000010806","2016-12-16 08:30:17.258000","","","0","39018000","Maximum Business Customer Utility weekly Transfer","30","2","D","937249782"<endrec>
"203000000000010806","2016-12-16 08:42:13.362000","Maximum Business Customer Utility monthly Transfer","203000000000010806","2016-12-16 08:42:24.746000","","","0","39019000","Maximum Business Customer Utility monthly Transfer","30","2","D","937249787"<endrec>
"203000000000010811","2016-12-16 09:12:55.174000","Maximum cumulative Business Customer Daily","203000000000010811","2016-12-16 09:20:16.119000","","","0","39020000","Maximum cumulative Business Customer Daily","50","2","C","937249797"<endrec>
"203000000000010811","2016-12-16 09:19:59.132000","Maximum cumulative Business Customer Daily","203000000000010811","2016-12-16 09:20:16.123000","","","0","39020000","Maximum cumulative Business Customer Daily","30","2","D","937249800"<endrec>
"203000000000010806","2016-12-16 09:43:56.001000","Maximum C2B Utility Daily Credit","203000000000010806","2016-12-16 09:44:06.877000","","","0","39021000","Maximum C2B Utility Daily Credit","30","2","C","937249802"<endrec>
"203000000000010806","2016-12-16 09:49:06.631000","Maximum C2B Utility weekly Credit","203000000000010806","2016-12-16 09:49:20.501000","","","0","39022000","Maximum C2B Utility weekly Credit","30","2","C","937249806"<endrec>
"203000000000010806","2016-12-16 09:54:31.128000","Maximum C2B Utility monthly Credit","203000000000010806","2016-12-16 09:54:52.206000","","","0","39023000","Maximum C2B Utility monthly Credit","30","2","C","937249809"<endrec>
"203000000000014911","2016-12-16 11:07:14.429000","Maximum Yearly Money In","203000000000014911","2016-12-16 11:11:49.829000","","","0","17000","Maximum Yearly Money In","50","2","D","937249822"<endrec>
"203000000000014911","2016-12-16 11:10:30.009000","Maximum Yearly Money In","203000000000014911","2016-12-16 11:11:49.833000","","","0","17000","Maximum Yearly Money In","30","2","C","937249823"<endrec>
"203000000000014911","2016-12-28 09:36:00.887000","Minimum Airtime Purchase Account Balance","203000000000014911","2016-12-28 09:36:17.225000","","","1","40015000","Minimum Airtime Purchase Account Balance","30","1","D","937253752"<endrec>
"203000000000014911","2016-12-28 10:10:04.216000","Maximum Airtime Purchase Account Balance","203000000000014911","2016-12-28 10:10:17.811000","","","0","40016000","Maximum Airtime Purchase Account Balance","30","1","C","937253757"<endrec>
"203000000000014909","2016-12-29 10:28:50.877000","Customer Min Mpesa Balance check","203000000000014909","2017-02-06 14:19:14.066000","","","1","35019000","Customer Min Mpesa Balance check","50","0","D","937253787"<endrec>
"203000000000016350","2017-01-02 10:14:10.120000","","203000000000016350","2017-01-02 10:30:31.850000","","","0","41015000","Maximum Retry Limit - Airtime Purchase","50","3","R","937254716"<endrec>
"203000000000017402","2017-01-02 10:20:39.901000","Max accumulated Yearly Balance for customer","203000000000017402","2017-01-02 10:20:51.654000","","","0","41016000","Max accumulated Yearly Balance for customer","30","1","C","937254717"<endrec>
