AGGREGATED_CHILD_INV_OPTION,AUTO_GENERATE_AFTER_ROLLUP,AUTO_GENERATE_AFTER_SETTLE,COMMI_HELD_AC_INV_OPTION,DETAILED_BREAKDOWN,DUMMY_KEY,GENERATION_MODE,INV_CANCEL_RECEIVER_N,INV_CANCEL_SENDER_N,INV_GENERATE_RECEIVER_N,INV_GENERATE_SENDER_N,SUMMARY_BREAKDOWN,TAX_CODE                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              <endrec>
"1","0","","0","1","1","0","208000000000028241","208000000000028241","208000000000028240","208000000000028240","1",""<endrec>
