ACCOUNT_TYPE,CURRENCY,FIXED_AMOUNT,FUNDING_SOURCE,LIABILITY_ORDER,LOAD_DATA_TS,MAX_MIN_BALANCE_TRIGGER,REASON_INDEX,SETTLEMENT_ACCOUNT_TYPE,SETTLEMENT_ACCOUNT_TYPE_ORDER,SETTLEMENT_DETAIL_ID,SETTLEMENT_PROFILE_UNIQUE_ID,SETTLEMENT_TRIGGER_BALANCE,SETTLEMENT_TYPE,TARGET_BALANCE,TRIGGER_SWITCH,TXN_INDEX                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          <endrec>
"10011","TZS","","1","","","0","10000230","10089","1","403","937197670","","3","0","0","20039"<endrec>
"10011","TZS","","1","","","0","10000232","10089","1","404","937197670","","4","0","0","20039"<endrec>
"10015","TZS","","1","","","0","10000226","10089","1","405","937197670","0","1","0","0","20039"<endrec>
"10022","TZS","","1","","","0","10000227","10089","1","406","937197670","0","1","0","0","20039"<endrec>
"10016","TZS","","1","1","","0","10000229","10089","1","407","937197670","0","2","0","0","20039"<endrec>
"10011","TZS","","1","","","0","10000230","10089","1","412","937197671","","3","0","0","20039"<endrec>
"10011","TZS","","1","","","0","10000232","10089","1","413","937197671","","4","0","0","20039"<endrec>
"10017","TZS","","1","","","0","10000322","10089","1","414","937197671","2000000000","1","1000000000","1","20039"<endrec>
"10016","TZS","","1","1","","0","10000229","10089","1","415","937197671","0","2","0","0","20039"<endrec>
"10011","TZS","","1","","","0","10000230","10089","1","416","937197672","","3","-9000000000","0","20039"<endrec>
"10011","TZS","","1","","","0","10000232","10089","1","417","937197672","","4","-9000000000","0","20039"<endrec>
"10136","TZS","","1","","","0","10000318","10089","1","418","937197672","0","1","500000000","0","20039"<endrec>
"10139","TZS","","1","","","0","10000319","10089","1","419","937197672","0","1","5000000","0","20039"<endrec>
"10138","TZS","","1","1","","0","10000321","10089","1","420","937197672","500000000","2","1500000000","1","20039"<endrec>
"10140","TZS","","1","2","","0","10000320","10089","1","421","937197672","2000000000","2","2500000000","1","20039"<endrec>
"10011","TZS","","1","","","0","10000230","10089","1","422","937197673","","3","0","0","20039"<endrec>
"10011","TZS","","1","","","0","10000232","10089","1","423","937197673","","4","0","0","20039"<endrec>
"10022","TZS","","1","","","0","10000227","10089","1","424","937197673","0","1","1000000000","0","20039"<endrec>
"10016","TZS","","1","1","","0","10000229","10089","1","425","937197673","0","2","0","0","20039"<endrec>
"10011","TZS","","1","","","0","10000230","10089","1","426","937197674","","3","0","0","20039"<endrec>
"10011","TZS","","1","","","0","10000232","10089","1","427","937197674","","4","0","0","20039"<endrec>
"10022","TZS","","1","","","0","10000227","10089","1","428","937197674","1000000000","1","0","1","20039"<endrec>
"10016","TZS","","1","1","","0","10000229","10089","1","429","937197674","0","2","0","0","20039"<endrec>
"10011","TZS","","3","1","","0","10002613","10089","1","430","937197680","","2","10000","0","20039"<endrec>
"10011","TZS","","3","1","","0","10002613","10089","1","431","937197684","","2","10000","0","20039"<endrec>
"10011","TZS","","3","1","","0","10002613","10089","1","432","937197686","","2","10100","0","20039"<endrec>
"10011","TZS","","3","1","","0","10002613","10089","1","433","937197690","","2","10200","0","20039"<endrec>
"10011","TZS","","3","1","","0","10002613","10089","1","434","937197691","","2","11000","0","20039"<endrec>
"10011","TZS","","3","1","","0","10002613","10089","1","435","937197694","","2","150100","0","20039"<endrec>
"10015","TZS","","3","","","0","10002607","10089","1","436","937197698","0","1","990000","0","20039"<endrec>
"10089","TZS","","3","","","0","10002613","10011","1","437","937197700","958000000","1","980000","1","20039"<endrec>
"10089","TZS","","3","1","","0","10002607","10015","1","438","937197701","0","2","100000","0","20039"<endrec>
"10089","TZS","","3","","","0","10002613","10011","1","439","937197702","1020000","1","1010000","1","20039"<endrec>
"10015","TZS","","3","","","0","10002607","10089","1","440","937197704","600000","1","300000","1","20039"<endrec>
"10011","TZS","","3","1","","0","10002613","10089","1","441","937197705","","2","11000","0","20039"<endrec>
"10089","TZS","","3","1","","0","10002607","10015","1","442","937197707","300000","2","600000","1","20039"<endrec>
"10015","TZS","","3","","","0","10002607","10089","1","443","937197710","60000","1","30000","1","20039"<endrec>
"10015","TZS","","3","","","0","10002607","10089","1","444","937197711","0","1","980000","0","20039"<endrec>
"10011","TZS","","3","1","","0","10002613","10089","1","446","937197714","30000","2","60000","1","20039"<endrec>
"10011","TZS","","3","1","","0","10002613","10089","1","447","937197715","5000","2","10000","1","20039"<endrec>
"10015","TZS","","3","","","0","10002607","10089","1","448","937197717","","1","30000","0","20039"<endrec>
"10011","TZS","","3","","","0","10002612","10089","1","449","937197719","","1","10000","0","20039"<endrec>
"10011","TZS","","3","1","","0","10002613","10089","1","450","937197723","0","2","20000","0","20039"<endrec>
"10089","TZS","","3","1","","0","10002607","10015","1","451","937197724","","2","1020000","0","20039"<endrec>
"10089","TZS","","3","","","0","10002613","10011","1","452","937197725","","1","1010000","0","20039"<endrec>
"10089","TZS","","3","1","","0","10002612","10011","1","453","937197727","0","2","120000","0","20039"<endrec>
"10011","TZS","","3","","","0","10002612","10089","1","454","937197728","0","1","120000","0","20039"<endrec>
"10089","TZS","","3","","","0","10002613","10011","1","455","937197730","","1","1010000","0","20039"<endrec>
"10089","TZS","","3","1","","0","10002607","10015","1","456","937197735","0","2","2200000","0","20039"<endrec>
"10089","TZS","","3","1","","0","10002607","10015","1","457","937197736","0","2","2200000","0","20039"<endrec>
"10089","TZS","","3","1","","0","10002607","10015","1","458","937197737","2000000","2","2200000","1","20039"<endrec>
"10015","TZS","","3","","","0","10002607","10089","1","459","937197738","0","1","100000","0","20039"<endrec>
"10089","TZS","","3","1","","0","10002607","10015","1","460","937197739","","2","1100000","0","20039"<endrec>
"10015","TZS","","3","","","0","10002607","10089","1","461","937197740","0","1","100000","0","20039"<endrec>
"10011","TZS","","3","","","0","10002612","10089","1","462","937197746","0","1","89290223100","0","20039"<endrec>
"10011","TZS","","3","","","0","10002612","10089","1","463","937197748","0","1","89290223100","0","20039"<endrec>
"10015","TZS","","3","","","0","10002607","10089","1","464","937197749","0","1","900000","0","20039"<endrec>
"10011","TZS","","3","","","0","10002612","10089","1","465","937197751","0","1","89290223100","0","20039"<endrec>
"10015","TZS","","3","","","0","10002607","10089","1","466","937197752","0","1","900000","0","20039"<endrec>
"10089","TZS","","3","1","","0","10002612","10011","1","467","937197753","400000","2","600000","1","20039"<endrec>
"10015","TZS","","3","","","0","10002607","10089","1","468","937197754","0","1","800000","0","20039"<endrec>
"10015","TZS","","3","","","0","10002607","10089","1","469","937197755","0","1","100000","0","20039"<endrec>
"10015","TZS","","3","","","0","10002607","10089","1","470","937197756","800000","1","790000","1","20039"<endrec>
"10015","TZS","","3","","","0","10002607","10089","1","471","937197757","","1","780000","0","20039"<endrec>
"10089","TZS","","3","1","","0","10002607","10015","1","472","937197758","0","2","100000","0","20039"<endrec>
"10089","TZS","","3","1","","0","10002612","10011","1","473","937197759","","2","400000","0","20039"<endrec>
"10015","TZS","","3","","","0","10002607","10089","1","474","937197760","","1","780000","0","20039"<endrec>
"10015","TZS","","3","","","0","10002607","10089","1","475","937197761","","1","780000","0","20039"<endrec>
"10011","TZS","","2","1","","0","10002621","10001","1","476","937197763","0","2","1000000","0","20070"<endrec>
"10089","TZS","","3","1","","0","10002607","10015","1","477","937197771","0","2","1300000","0","20039"<endrec>
"10089","TZS","","3","1","","0","10002612","10011","1","478","937197779","0","2","2000000","0","20039"<endrec>
"10089","TZS","","3","1","","0","10002612","10011","1","479","937197789","0","2","2000000","0","20039"<endrec>
"10015","TZS","","3","","","0","10002607","10089","1","480","937197790","0","1","3000000","0","20039"<endrec>
"10089","TZS","","3","1","","0","10002612","10011","1","481","937197794","2000000","2","2010000","1","20039"<endrec>
"10011","TZS","","3","1","","1","10002613","10089","1","482","937197803","0","2","1500000","0","20039"<endrec>
"10015","TZS","","3","","","1","10002607","10089","1","483","937197806","0","1","700000","0","20039"<endrec>
"10011","TZS","","3","1","","1","10002613","10089","1","484","937197819","0","2","100000","0","20039"<endrec>
"10011","TZS","","3","","","0","10002612","10089","1","485","937197821","0","1","300000","0","20039"<endrec>
"10015","TZS","","3","","","0","10002607","10089","1","486","937197824","0","1","700000","0","20039"<endrec>
"10089","TZS","","3","1","","0","10002607","10015","1","488","937197826","0","2","2500000","0","20039"<endrec>
"10011","TZS","","3","","","0","10002612","10089","1","489","937197828","0","1","2000000","0","20039"<endrec>
"10011","TZS","","3","","","0","10002612","10089","1","490","937197829","6100000","1","2000000","1","20039"<endrec>
"10011","TZS","","3","","","0","10002612","10089","1","491","937197830","0","1","100000","0","20039"<endrec>
"10011","TZS","","3","","","0","10002612","10089","1","492","937197831","0","1","100000","0","20039"<endrec>
"10089","TZS","","3","1","","0","10002612","10011","1","493","937197834","0","2","300000","0","20039"<endrec>
"10015","TZS","","3","","","0","10002607","10089","1","494","937197836","0","1","100000","0","20039"<endrec>
"10089","TZS","","3","1","","0","10002612","10011","1","495","937197837","200000","2","300000","1","20039"<endrec>
"10089","TZS","","3","1","","0","10002612","10011","1","496","937197838","6100000","2","6200000","1","20039"<endrec>
"10089","TZS","","3","1","","0","10002612","10011","1","497","937197839","0","2","100000","1","20039"<endrec>
"10089","TZS","","3","1","","0","10002612","10011","1","498","937197842","20000","2","100000","1","20039"<endrec>
"10089","TZS","","3","1","","0","10002612","10011","1","499","937197845","","2","6100000","0","20039"<endrec>
"10089","TZS","","3","1","","0","10002612","10011","1","500","937197846","6000000","2","6100000","1","20039"<endrec>
"10011","TZS","","3","1","","0","10002613","10089","1","501","937197847","0","2","10000","0","20039"<endrec>
"10011","TZS","","3","","","0","10002612","10089","1","502","937197848","0","1","300000","0","20039"<endrec>
"10013","TZS","","2","1","","0","10002626","10001","1","503","937197868","10000","2","100000","1","21505"<endrec>
"10015","TZS","","3","","","1","10002628","10089","1","504","937197869","120000","1","10000","1","21505"<endrec>
"10011","TZS","","3","1","","1","10002627","10089","1","505","937197869","20000","2","120000","1","21505"<endrec>
"10013","TZS","","2","1","","1","10002626","10001","1","506","937197870","10000","2","100000","1","21505"<endrec>
"10013","TZS","","2","1","","0","10002626","10001","1","507","937203539","80000","2","100000","1","21505"<endrec>
"10013","TZS","","2","1","","0","10002626","10001","1","508","937203564","","2","100000","0","21505"<endrec>
"10013","TZS","","2","1","","0","10002626","10001","1","509","937203566","900000","2","1100000","1","21505"<endrec>
"10011","TZS","","3","","","0","10002612","10089","1","510","937205530","","1","100000","0","20039"<endrec>
"10089","TZS","","3","1","","0","10002612","10011","1","511","937205533","0","2","100000","0","20039"<endrec>
"10013","TZS","","2","1","","0","10002626","10001","1","514","937205537","","2","200000","0","21505"<endrec>
"10089","TZS","","3","1","","0","10002612","10011","2","515","937205537","0","2","50000","0","20039"<endrec>
"10013","TZS","","2","1","","0","10002626","10001","1","516","937205720","","2","100000","0","21505"<endrec>
"10013","TZS","","2","1","","0","10002626","10001","1","518","937208575","","2","200000","0","21505"<endrec>
"10013","TZS","","2","1","","1","10002626","10001","1","519","937212553","","2","1200000","0","21505"<endrec>
"10013","TZS","","2","1","","0","10002626","10001","1","520","937219386","","2","100000","0","21505"<endrec>
"10011","TZS","","1","","","0","10000230","10089","1","521","937220547","","3","10000","0","20039"<endrec>
"10011","TZS","","1","","","0","10000232","10089","1","522","937220547","","4","10000","0","20039"<endrec>
"10136","TZS","","1","","","1","10000318","10089","1","523","937220547","11000","1","10000","1","20039"<endrec>
"10139","TZS","","1","","","0","10000319","10089","1","524","937220547","0","1","5000000","0","20039"<endrec>
"10138","TZS","","1","1","","0","10000321","10089","1","525","937220547","500000000","2","1500000000","1","20039"<endrec>
"10140","TZS","","1","2","","0","10000320","10089","1","526","937220547","2000000000","2","2500000000","1","20039"<endrec>
"10011","TZS","","1","","","0","10000230","10089","1","527","937220594","","3","10000","0","20039"<endrec>
"10011","TZS","","1","","","0","10000232","10089","1","528","937220594","","4","10000","0","20039"<endrec>
"10136","TZS","","1","","","1","10000318","10089","1","529","937220594","11000","1","10000","1","20039"<endrec>
"10139","TZS","","1","","","0","10000319","10089","1","530","937220594","0","1","5000000","0","20039"<endrec>
"10138","TZS","","1","1","","0","10000321","10089","1","531","937220594","500000000","2","1500000000","1","20039"<endrec>
"10140","TZS","","1","2","","0","10000320","10089","1","532","937220594","2000000000","2","2500000000","1","20039"<endrec>
"10013","TZS","","2","1","","0","10002626","10001","1","533","937230563","","2","100000","0","21505"<endrec>
"10089","TZS","","3","1","","0","10002612","10011","1","534","937232557","","2","10000","0","20039"<endrec>
"10011","TZS","","3","1","","0","10002613","10089","1","535","937232558","","2","10000","0","20039"<endrec>
"10011","TZS","","3","1","","0","10002613","10089","1","537","937243677","422745700","2","422756700","1","20039"<endrec>
"10011","TZS","","3","1","","0","10002613","10089","1","538","937243682","422745700","2","422756700","1","20039"<endrec>
"10011","TZS","","3","1","","0","10002613","10089","1","539","937243683","637745600","2","637770000","1","20039"<endrec>
"10011","TZS","","3","1","","0","10002613","10089","1","541","937337879","637745600","2","637770000","1","20039"<endrec>
"10011","TZS","","3","1","","0","10002613","10089","1","542","937337880","637745600","2","637770000","1","20039"<endrec>
"10011","TZS","","3","1","","0","10002613","10089","1","543","937337881","1840000","2","1850000","1","20039"<endrec>
"10015","TZS","","3","","","0","10002607","10089","1","547","937337884","0","1","100000","0","20039"<endrec>
"10015","TZS","","3","","","0","10002607","10089","1","548","937338882","0","1","150000","0","20039"<endrec>
"10011","TZS","","3","1","","0","10002613","10089","1","550","937337882","","2","1860000","0","20039"<endrec>
"10011","TZS","","3","1","","0","10002613","10089","1","551","937365205","","2","10400000","0","20039"<endrec>
"10011","TZS","","1","","","0","10000230","10089","1","553","937381553","","3","0","0","20039"<endrec>
"10011","TZS","","1","","","0","10000232","10089","1","554","937381553","","4","0","0","20039"<endrec>
"10027","TZS","","1","","","0","10003649","10089","1","555","937381553","0","1","0","0","20039"<endrec>
"10016","TZS","","1","1","","0","10000229","10089","1","556","937381553","","2","0","0","20039"<endrec>
"10011","TZS","","1","","","0","10000230","10089","1","558","937391586","","3","0","0","20039"<endrec>
"10011","TZS","","1","","","0","10000232","10089","1","559","937391586","","4","0","0","20039"<endrec>
"10015","TZS","","1","","","0","10000226","10089","1","560","937391586","0","1","0","0","20039"<endrec>
"10016","TZS","","1","1","","0","10000229","10089","1","561","937391586","","2","0","0","20039"<endrec>
"10013","TZS","","2","1","","1","10002626","10001","1","563","937421172","","2","1200000","0","21505"<endrec>
"10089","TZS","","3","1","","0","10002612","10011","2","564","937421172","0","2","50000","0","20039"<endrec>
"10013","TZS","","2","1","","1","10002626","10001","1","565","937421173","","2","1200000","0","21505"<endrec>
"10011","TZS","","3","1","","0","10002613","10089","2","566","937421173","0","2","1700000","0","20039"<endrec>
"10013","TZS","","2","1","","1","10002626","10001","1","567","937421178","","2","1200000","0","21505"<endrec>
"10013","TZS","","2","1","","1","10002626","10001","1","568","937422155","720000","2","1200000","1","21505"<endrec>
"10013","TZS","","2","1","","1","10002626","10001","1","570","937430147","720000","2","1200000","1","21505"<endrec>
"10013","TZS","","2","1","","1","10002626","10001","1","571","937430174","720000","2","1200000","1","21505"<endrec>
"10013","TZS","","2","1","","1","10002626","10001","1","572","937430177","720000","2","1200000","1","21505"<endrec>
"10013","TZS","","2","1","","1","10002626","10001","1","573","937430184","720000","2","1200000","1","21505"<endrec>
"10013","TZS","","2","1","","1","10002626","10001","1","574","937430185","720000","2","1200000","1","21505"<endrec>
"10013","TZS","","2","1","","1","10002626","10001","1","575","937430186","720000","2","1200000","1","21505"<endrec>
"10013","TZS","","2","1","","1","10002626","10001","1","576","937430187","720000","2","1200000","1","21505"<endrec>
"10013","TZS","","2","1","","1","10002626","10001","1","577","937430193","720000","2","1200000","1","21505"<endrec>
"10013","TZS","","2","1","","1","10002626","10001","1","578","937430200","720000","2","1200000","1","21505"<endrec>
"10013","TZS","","2","1","","1","10002626","10001","1","579","937430202","720000","2","1200000","1","21505"<endrec>
"10013","TZS","","2","1","","1","10002626","10001","1","580","937430208","720000","2","1200000","1","21505"<endrec>
"10013","TZS","","2","1","","1","10002626","10001","1","581","937430210","720000","2","1200000","1","21505"<endrec>
"10015","TZS","","3","","","0","10002607","10089","1","583","937459365","0","1","150000","0","20039"<endrec>
"10015","TZS","","3","","","0","10002607","10089","1","584","937459366","0","1","100000","0","20039"<endrec>
"10011","TZS","","3","1","","0","10002613","10089","1","585","937459366","","2","10400000","0","20039"<endrec>
"10015","TZS","","3","","","0","10002607","10089","1","586","937459367","0","1","100000","0","20039"<endrec>
"10011","TZS","","3","1","","0","10002613","10089","1","587","937459367","","2","200000","0","20039"<endrec>
"10011","TZS","","3","1","","0","10002613","10089","1","588","937459369","","2","10400000","0","20039"<endrec>
"10013","TZS","","2","1","","1","10002626","10001","1","589","937459372","720000","2","1200000","1","21505"<endrec>
"10013","TZS","","2","1","","1","10002626","10001","1","590","937459373","720000","2","1200000","1","21505"<endrec>
"10089","TZS","","3","1","","0","10002612","10011","2","591","937459373","0","2","50000","0","20039"<endrec>
"10013","TZS","","2","1","","1","10002626","10001","1","592","937459374","720000","2","1200000","1","21505"<endrec>
"10089","TZS","","3","1","","0","10002612","10011","2","593","937459374","0","2","50000","0","20039"<endrec>
"10013","TZS","","2","1","","1","10002626","10001","1","594","937459377","720000","2","1200000","1","21505"<endrec>
"10011","TZS","","3","1","","0","10002613","10089","2","595","937459377","0","2","50000","0","20039"<endrec>
"10013","TZS","","2","1","","1","10002626","10001","1","596","937459378","720000","2","1200000","1","21505"<endrec>
"10011","TZS","","3","1","","0","10002613","10089","2","597","937459378","20000","2","50000","1","20039"<endrec>
"10013","TZS","","2","1","","1","10002626","10001","1","598","937459379","720000","2","1200000","1","21505"<endrec>
"10015","TZS","","3","","","1","10002607","10089","1","599","937459380","","1","150000","0","20039"<endrec>
"10089","TZS","","3","1","","0","10002612","10011","1","600","937459381","750000","2","1000000","1","20039"<endrec>
"10011","TZS","","3","1","","0","10002613","10089","1","601","937459383","0","2","11000","0","20039"<endrec>
"10015","TZS","","3","","","0","10002607","10089","1","602","937459385","","1","1200000","0","20039"<endrec>
"10011","TZS","","3","1","","1","10002613","10089","1","603","937459402","","2","10400000","0","20039"<endrec>
"10011","TZS","","1","","","0","10002613","10089","1","604","937460348","","3","100000","0","20039"<endrec>
"10011","TZS","","1","","","0","10002612","10089","1","605","937460348","","4","100000","0","20039"<endrec>
"10015","TZS","","1","","","0","10002607","10089","1","606","937460348","0","1","100000","0","20039"<endrec>
"10011","TZS","","1","1","","0","10002613","10089","1","607","937460348","0","2","100000","0","20039"<endrec>
"10015","TZS","","3","","","0","10002607","10089","1","608","937460357","0","1","100000","0","20039"<endrec>
"10011","TZS","","3","1","","1","10002613","10089","1","609","937460357","","2","10400000","0","20039"<endrec>
"10015","TZS","","3","","","0","10002607","10089","1","612","937460367","0","1","100000","0","20039"<endrec>
"10011","TZS","","3","1","","1","10002613","10089","1","613","937460367","","2","200000","0","20039"<endrec>
"10015","TZS","","3","","","0","10002607","10089","1","614","937462563","0","1","100000","0","20039"<endrec>
"10011","TZS","","3","1","","0","10002613","10089","1","615","937462563","740000","2","800000","1","20039"<endrec>
"10011","TZS","","3","1","","0","10002613","10089","1","617","937498799","2210000","2","100000000","1","20039"<endrec>
"10013","TZS","","2","1","","1","10002626","10001","1","618","937498828","720000","2","1200000","1","21505"<endrec>
"10089","TZS","","3","1","","0","10002612","10011","2","619","937498828","0","2","50000","0","20039"<endrec>
"10011","TZS","","3","1","","0","10002613","10089","1","620","937510228","740000","2","800000","1","20039"<endrec>
"10015","TZS","","3","","","1","10002607","10089","1","621","937510235","0","1","500000","0","20039"<endrec>
"10011","TZS","","3","1","","0","10002613","10089","1","622","937510235","740000","2","800000","1","20039"<endrec>
"10011","TZS","","3","1","","0","10002613","10089","1","623","937510237","740000","2","800000","1","20039"<endrec>
"10015","TZS","","3","","","1","10002607","10089","1","624","937510238","0","1","500000","0","20039"<endrec>
"10011","TZS","","3","1","","0","10002613","10089","1","625","937510238","2210000","2","100000000","1","20039"<endrec>
"10011","TZS","","3","1","","0","10002613","10089","1","626","937510394","2210000","2","100000000","1","20039"<endrec>
"10011","TZS","","3","1","","0","10002613","10089","1","627","937460360","0","2","11000","0","20039"<endrec>
"10013","TZS","","2","1","","1","10002626","10001","1","628","937510429","720000","2","1200000","1","21505"<endrec>
"10089","TZS","","3","1","","0","10002612","10011","2","629","937510429","0","2","50000","0","20039"<endrec>
"10013","TZS","","2","1","","1","10002626","10001","1","630","937510433","720000","2","1200000","1","21505"<endrec>
"10011","TZS","","3","1","","0","10002613","10089","2","631","937510433","0","2","1100000","0","20039"<endrec>
"10013","TZS","","2","1","","1","10002626","10001","1","632","937510440","720000","2","1200000","1","21505"<endrec>
"10015","TZS","","3","","","0","10002607","10089","2","633","937510440","0","1","50000","0","20039"<endrec>
"10013","TZS","","2","1","","1","10002626","10001","1","634","937510447","720000","2","1200000","1","21505"<endrec>
"10015","TZS","","3","","","0","10002607","10089","2","635","937510447","0","1","50000","0","20039"<endrec>
"10011","TZS","","3","1","","0","10002613","10089","1","636","937539880","0","2","11000","0","20039"<endrec>
"10015","TZS","","3","","","0","10002607","10089","1","637","937539895","0","1","100000","0","20039"<endrec>
"10011","TZS","","3","1","","0","10002613","10089","1","638","937539895","","2","200000","0","20039"<endrec>
"10011","TZS","","3","1","","0","10002613","10089","1","639","937539911","","2","200000","0","20039"<endrec>
"10013","TZS","","2","1","","1","10002626","10001","1","640","937547762","720000","2","1200000","1","21505"<endrec>
"10011","TZS","","3","1","","0","10002613","10089","2","641","937547762","0","2","1100000","0","20039"<endrec>
"10013","TZS","","2","1","","1","10002626","10001","1","642","937547767","720000","2","1200000","1","21505"<endrec>
"10015","TZS","","3","","","0","10002607","10089","2","643","937547767","0","1","150000","0","20039"<endrec>
"10013","TZS","","2","1","","1","10002626","10001","1","644","937547791","720000","2","1200000","1","21505"<endrec>
"10013","TZS","","2","1","","1","10002626","10001","1","645","937547803","720000","2","1200000","1","21505"<endrec>
"10011","TZS","","3","1","","1","10002613","10089","2","646","937547803","720000","2","1000000","1","20039"<endrec>
"10011","TZS","","3","1","","0","10002613","10089","1","647","937549797","0","2","11000","0","20039"<endrec>
"10015","TZS","","3","","","1","10002607","10089","1","648","937551753","","1","150000","0","20039"<endrec>
"10013","TZS","","2","1","","1","10002626","10001","2","649","937551753","720000","2","1200000","1","21505"<endrec>
"10015","TZS","","3","","","1","10002607","10089","1","650","937551780","","1","150000","0","20039"<endrec>
"10011","TZS","","3","1","","0","10002613","10089","1","651","937551781","","2","200000","0","20039"<endrec>
"10013","TZS","","2","1","","0","10002626","10001","2","652","937551781","0","2","1200000","0","21505"<endrec>
"10011","TZS","","3","1","","0","10002613","10089","1","653","937551786","","2","200000","0","20039"<endrec>
"10011","TZS","","1","","","0","10000230","10089","1","654","937565735","","3","10000","0","20039"<endrec>
"10011","TZS","","1","","","0","10000232","10089","1","655","937565735","","4","10000","0","20039"<endrec>
"10136","TZS","","1","","","1","10000318","10089","1","656","937565735","11000","1","10000","1","20039"<endrec>
"10139","TZS","","1","","","0","10000319","10089","1","657","937565735","0","1","5000000","0","20039"<endrec>
"10016","TZS","","1","2","","0","10000229","10089","1","658","937565735","","2","60000","0","20039"<endrec>
"10011","TZS","","1","","","0","10000230","10089","1","659","937566752","","3","10000","0","20039"<endrec>
"10011","TZS","","1","","","0","10000232","10089","1","660","937566752","","4","10000","0","20039"<endrec>
"10136","TZS","","1","","","1","10000318","10089","1","661","937566752","11000","1","10000","1","20039"<endrec>
"10139","TZS","","1","","","0","10000319","10089","1","662","937566752","0","1","5000000","0","20039"<endrec>
"10140","TZS","","1","2","","0","10000320","10089","1","663","937566752","","2","60000","0","20039"<endrec>
"10015","TZS","","3","","","1","10002607","10089","1","664","937566782","","1","150000","0","20039"<endrec>
"10013","TZS","","2","1","","1","10002626","10001","2","665","937566782","720000","2","1200000","1","21505"<endrec>
"10011","TZS","","3","1","","1","10002613","10089","1","718","937664869","","2","200000","0","20039"<endrec>
