ENTITY_ID,ENTITY_TYPE,LOAD_DATA_TS,UNIQUE_ID,VERSION_NUMBER                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             <endrec>
"10016","ACCOUNT_TYPE","","20036","4"<endrec>
"20004","TRANSACTION_TYPE","","20037","14"<endrec>
"10000005","CHARGE_TYPE","","20038","1"<endrec>
"10011","ACCOUNT_TYPE","","20051","32"<endrec>
"20005","TRANSACTION_TYPE","","20083","4"<endrec>
"10017","ACCOUNT_TYPE","","20088","1"<endrec>
"10000015","CHARGE_TYPE","","20092","3"<endrec>
"10000016","CHARGE_TYPE","","20093","1"<endrec>
"10000017","CHARGE_TYPE","","20094","4"<endrec>
"10000018","CHARGE_TYPE","","20095","1"<endrec>
"20006","TRANSACTION_TYPE","","20101","4"<endrec>
"10000020","CHARGE_TYPE","","20102","1"<endrec>
"10018","ACCOUNT_TYPE","","20106","1"<endrec>
"10019","ACCOUNT_TYPE","","20107","1"<endrec>
"10020","ACCOUNT_TYPE","","20114","1"<endrec>
"20007","TRANSACTION_TYPE","","20117","3"<endrec>
"10022","ACCOUNT_TYPE","","20121","3"<endrec>
"20008","TRANSACTION_TYPE","","20123","1"<endrec>
"20009","TRANSACTION_TYPE","","20124","4"<endrec>
"10000022","CHARGE_TYPE","","20126","1"<endrec>
"20010","TRANSACTION_TYPE","","20128","1"<endrec>
"10000023","CHARGE_TYPE","","20129","1"<endrec>
"10000024","CHARGE_TYPE","","20130","1"<endrec>
"10023","ACCOUNT_TYPE","","20135","1"<endrec>
"20003","TRANSACTION_TYPE","","20139","7"<endrec>
"10024","ACCOUNT_TYPE","","20141","1"<endrec>
"10025","ACCOUNT_TYPE","","20143","3"<endrec>
"20013","TRANSACTION_TYPE","","20149","1"<endrec>
"10026","ACCOUNT_TYPE","","20150","1"<endrec>
"20014","TRANSACTION_TYPE","","20154","4"<endrec>
"20015","TRANSACTION_TYPE","","20156","6"<endrec>
"10019","ACCOUNT_TYPE","","20160","7"<endrec>
"10025","ACCOUNT_TYPE","","20161","2"<endrec>
"20001","TAX_CHARGE_TYPE","","20162","1"<endrec>
"20001","TAX_CODE","","20163","1"<endrec>
"10000020","CHARGE_TYPE","","20164","2"<endrec>
"10019","ACCOUNT_TYPE","","20166","3"<endrec>
"10000025","CHARGE_TYPE","","20170","1"<endrec>
"10000026","CHARGE_TYPE","","20171","2"<endrec>
"20017","TRANSACTION_TYPE","","20181","3"<endrec>
"10000025","CHARGE_TYPE","","20185","2"<endrec>
"10000026","CHARGE_TYPE","","20186","1"<endrec>
"10027","ACCOUNT_TYPE","","20192","5"<endrec>
"20018","TRANSACTION_TYPE","","20200","1"<endrec>
"10000027","CHARGE_TYPE","","20205","1"<endrec>
"20001","CHARGE_DISTRIBUTION_MODEL","","20215","1"<endrec>
"20002","CHARGE_DISTRIBUTION_MODEL","","20216","1"<endrec>
"20003","CHARGE_DISTRIBUTION_MODEL","","20217","1"<endrec>
"20019","TRANSACTION_TYPE","","20218","1"<endrec>
"20020","TRANSACTION_TYPE","","20220","23"<endrec>
"20003","TRANSACTION_TYPE","","20229","3"<endrec>
"20001","TRANSACTION_TYPE","","20230","3"<endrec>
"20022","TRANSACTION_TYPE","","20233","1"<endrec>
"10000029","CHARGE_TYPE","","20237","1"<endrec>
"10029","ACCOUNT_TYPE","","20248","1"<endrec>
"10030","ACCOUNT_TYPE","","20249","1"<endrec>
"20023","TRANSACTION_TYPE","","20250","1"<endrec>
"10031","ACCOUNT_TYPE","","20268","1"<endrec>
"10032","ACCOUNT_TYPE","","20269","1"<endrec>
"10033","ACCOUNT_TYPE","","20270","1"<endrec>
"10000125","REASON_TYPE","","20271","1"<endrec>
"10000001","VOUCHER_TYPE","","20278","1"<endrec>
"10000031","CHARGE_TYPE","","20280","1"<endrec>
"10000032","CHARGE_TYPE","","20281","1"<endrec>
"10014","ACCOUNT_TYPE","","20282","7"<endrec>
"10000033","CHARGE_TYPE","","20284","3"<endrec>
"10000036","CHARGE_TYPE","","20289","3"<endrec>
"10000036","CHARGE_TYPE","","20290","2"<endrec>
"10034","ACCOUNT_TYPE","","20292","1"<endrec>
"10000037","CHARGE_TYPE","","20297","1"<endrec>
"10000036","CHARGE_TYPE","","20300","1"<endrec>
"10007","SERVICE","","20301","1"<endrec>
"10008","SERVICE","","20302","9"<endrec>
"10010","SERVICE","","20308","99"<endrec>
"10000038","CHARGE_TYPE","","20309","1"<endrec>
"10000096","REASON_TYPE","","20310","1"<endrec>
"10000039","CHARGE_TYPE","","20311","1"<endrec>
"10011","SERVICE","","20312","18"<endrec>
"10012","SERVICE","","20314","6"<endrec>
"10013","SERVICE","","20315","25"<endrec>
"10014","SERVICE","","20316","5"<endrec>
"10015","SERVICE","","20317","1"<endrec>
"10016","SERVICE","","20318","10"<endrec>
"10017","SERVICE","","20319","1"<endrec>
"10018","SERVICE","","20320","4"<endrec>
"10019","SERVICE","","20321","1"<endrec>
"10020","SERVICE","","20322","5"<endrec>
"10021","SERVICE","","20323","1"<endrec>
"10022","SERVICE","","20324","11"<endrec>
"10023","SERVICE","","20326","1"<endrec>
"10024","SERVICE","","20327","1"<endrec>
"10025","SERVICE","","20328","1"<endrec>
"10026","SERVICE","","20329","1"<endrec>
"10031","SERVICE","","20337","24"<endrec>
"10028","ACCOUNT_TYPE","","20339","2"<endrec>
"10034","SERVICE","","20341","1"<endrec>
"10038","SERVICE","","20345","1"<endrec>
"10039","SERVICE","","20346","1"<endrec>
"10040","SERVICE","","20347","1"<endrec>
"10041","SERVICE","","20348","1"<endrec>
"10042","SERVICE","","20350","3"<endrec>
"10016","ACCOUNT_TYPE","","20354","2"<endrec>
"10043","SERVICE","","20355","1"<endrec>
"20001","TAX_CHARGE_TYPE","","20356","2"<endrec>
"20001","TAX_CHARGE_TYPE","","20357","3"<endrec>
"10001","ACCOUNT_TYPE","","20358","2"<endrec>
"10024","ACCOUNT_TYPE","","20359","2"<endrec>
"10023","ACCOUNT_TYPE","","20360","2"<endrec>
"10034","ACCOUNT_TYPE","","20361","2"<endrec>
"20027","TRANSACTION_TYPE","","20362","1"<endrec>
"20003","TRANSACTION_TYPE","","20363","4"<endrec>
"20001","TRANSACTION_TYPE","","20364","4"<endrec>
"20014","TRANSACTION_TYPE","","20367","2"<endrec>
"20017","TRANSACTION_TYPE","","20369","2"<endrec>
"10000146","REASON_TYPE","","20371","6"<endrec>
"10044","SERVICE","","20374","1"<endrec>
"10045","SERVICE","","20375","6"<endrec>
"10046","SERVICE","","20376","1"<endrec>
"10000016","CHARGE_TYPE","","20378","2"<endrec>
"10000015","CHARGE_TYPE","","20379","2"<endrec>
"10047","SERVICE","","20380","1"<endrec>
"107000000000000208","NOTIFICATION_TYPE","","20722","1"<endrec>
"107000000000000207","NOTIFICATION_TYPE","","20723","1"<endrec>
"107000000000000206","NOTIFICATION_TYPE","","20725","1"<endrec>
"107000000000000205","NOTIFICATION_TYPE","","20726","1"<endrec>
"107000000000000201","NOTIFICATION_TYPE","","20732","1"<endrec>
"107000000000000202","NOTIFICATION_TYPE","","20733","1"<endrec>
"107000000000000204","NOTIFICATION_TYPE","","20744","1"<endrec>
"107000000000000203","NOTIFICATION_TYPE","","20745","1"<endrec>
"107000000000000209","NOTIFICATION_TYPE","","20746","1"<endrec>
"404000000000010001","ROLE_TYPE","","29999999","1"<endrec>
"107000000000001211","NOTIFICATION_TYPE","","30000012","1"<endrec>
"10032","ACCOUNT_TYPE","","30002000","2"<endrec>
"10031","SERVICE","","30003000","2"<endrec>
"10031","SERVICE","","30003009","3"<endrec>
"20022","TRANSACTION_TYPE","","30003021","2"<endrec>
"10000037","REASON_TYPE","","30003041","1"<endrec>
"10049","SERVICE","","30003043","1"<endrec>
"10050","SERVICE","","30003045","1"<endrec>
"10000045","REASON_TYPE","","30003046","1"<endrec>
"10000046","REASON_TYPE","","30003047","1"<endrec>
"10000053","REASON_TYPE","","30003049","1"<endrec>
"10051","SERVICE","","30003051","1"<endrec>
"10052","SERVICE","","30003053","1"<endrec>
"10053","SERVICE","","30003054","1"<endrec>
"10054","SERVICE","","30003055","1"<endrec>
"2","PRODUCT","","30003059","1"<endrec>
"10055","SERVICE","","30003074","1"<endrec>
"10056","SERVICE","","30003077","1"<endrec>
"10057","SERVICE","","30003080","1"<endrec>
"10058","SERVICE","","30003083","1"<endrec>
"10059","SERVICE","","30003084","1"<endrec>
"10060","SERVICE","","30003086","1"<endrec>
"3","PRODUCT","","30003090","1"<endrec>
"4","PRODUCT","","30003100","1"<endrec>
"5","PRODUCT","","30003109","1"<endrec>
"6","PRODUCT","","30003139","1"<endrec>
"7","PRODUCT","","30003147","1"<endrec>
"8","PRODUCT","","30003150","1"<endrec>
"10000122","REASON_TYPE","","30003153","1"<endrec>
"10000127","REASON_TYPE","","30003166","1"<endrec>
"10","PRODUCT","","30003167","1"<endrec>
"11","PRODUCT","","30003172","1"<endrec>
"12","PRODUCT","","30003178","1"<endrec>
"13","PRODUCT","","30003188","1"<endrec>
"2000","LIMIT_TYPE","","30003195","1"<endrec>
"2","LIMIT_RULE","","30003196","1"<endrec>
"3000","LIMIT_TYPE","","30003197","1"<endrec>
"3","LIMIT_RULE","","30003198","1"<endrec>
"4000","LIMIT_TYPE","","30003199","1"<endrec>
"4","LIMIT_RULE","","30003200","1"<endrec>
"5000","LIMIT_TYPE","","30003201","1"<endrec>
"5","LIMIT_RULE","","30003202","1"<endrec>
"6000","LIMIT_TYPE","","30003203","1"<endrec>
"6","LIMIT_RULE","","30003204","1"<endrec>
"7000","LIMIT_TYPE","","30003205","1"<endrec>
"7","LIMIT_RULE","","30003206","1"<endrec>
"8000","LIMIT_TYPE","","30003207","1"<endrec>
"8","LIMIT_RULE","","30003208","1"<endrec>
"9000","LIMIT_TYPE","","30003209","1"<endrec>
"9","LIMIT_RULE","","30003210","1"<endrec>
"10000","LIMIT_TYPE","","30003211","1"<endrec>
"10","LIMIT_RULE","","30003212","1"<endrec>
"11000","LIMIT_TYPE","","30003213","1"<endrec>
"11","LIMIT_RULE","","30003214","1"<endrec>
"12","RULE_PROFILE","","30003215","1"<endrec>
"12000","LIMIT_TYPE","","30003216","1"<endrec>
