ACCOUNT_TYPE,ACCUMULATING_SUBJECT,ACCUMULATING_TYPE,ACCUMULATOR_ID,ADDITIONAL_CONDITION,APPLYDATE,CREATE_OPER_ID,CREATE_OPER_TIME,CURRENCY,CYCLES_OF_VALUE_STORAGE,CYCLE_TYPE,DAYS_OF_VALUE_STORAGE,DESCRIPTION,EXPIREDATE,FAILURE_ACTION,IDENTITY_TYPE,LAST_OPER_ID,LAST_OPER_TIME,LOCK_RETRY_INTERVAL_1,LOCK_RETRY_INTERVAL_2,LOCK_RETRY_TIMES_1,LOCK_RETRY_TIMES_2,LOCK_TYPE,NAME,SATURATION_ACTION,SATURATION_AMOUNT,SATURATION_COUNT,STATUS,SUPPORT_ROLLBACK,UNIQUE_ID                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             <endrec>
"-1","11","2","15301","","2018-05-17 00:00:00.000000","203000000000031306","2018-05-17 15:41:28.000000","TZS","1","1","-1","","2019-01-09 00:00:00.000000","1","1000","203000000000031306","2018-05-17 15:42:20.869000","","","","","0","Aacc588","1","","","30","1","937494585"<endrec>
"-1","11","2","15401","","2018-06-05 00:00:00.000000","203000000000013020","2018-06-05 12:09:07.000000","TZS","1","1","-1","","2018-06-15 00:00:00.000000","1","1000","203000000000013020","2018-06-05 12:12:41.149000","","","","","0","AutoSendMoneyAcc","1","","","60","0","937498803"<endrec>
"-1","11","2","15402","","2018-06-05 00:00:00.000000","203000000000013020","2018-06-05 12:18:15.000000","TZS","1","1","-1","","2018-06-15 00:00:00.000000","1","1000","203000000000013020","2018-06-05 12:18:49.243000","","","","","0","AccumSendMoney","1","","","30","0","937498804"<endrec>
"-1","11","2","14602","","2018-06-18 00:00:00.000000","203000000000016349","2018-06-18 08:18:43.000000","TZS","1","1","-1","AAccumulator_Count_Roshi","2018-10-02 00:00:00.000000","","1000","203000000000026608","2018-10-02 08:11:30.089000","","","","","0","AAccumulator_Count_Roshi","1","","","50","1","937509964"<endrec>
"-1","11","1","10901","","2018-06-18 00:00:00.000000","203000000000016349","2018-06-18 09:04:26.000000","TZS","1","1","-1","Accumulator_Amount","2035-08-01 00:00:00.000000","","1000","203000000000016349","2018-06-18 09:05:23.120000","","","","","0","Accumulator_Amount","1","","","30","1","937509968"<endrec>
"-1","11","1","11104","","2018-06-19 00:00:00.000000","203000000000019121","2018-06-19 08:19:07.000000","TZS","1","1","-1","Accumulator_Value","2018-06-25 00:00:00.000000","","5000","203000000000019121","2018-06-25 08:36:01.548000","","","","","0","Accumulator_Value","1","","","50","1","937510020"<endrec>
"-1","11","1","15501","","2018-06-19 00:00:00.000000","203000000000026611","2018-06-19 10:49:13.000000","TZS","1","1","-1","","2021-06-19 00:00:00.000000","1","1000","203000000000026611","2018-06-19 12:45:59.085000","","","","","0","Kalindu_volume","1","","","60","1","937510047"<endrec>
"-1","11","2","12201","","2018-06-19 00:00:00.000000","203000000000019121","2018-06-19 11:41:52.000000","TZS","1","1","-1","Aux_conut","2018-09-27 00:00:00.000000","","1000","203000000000014912","2018-09-27 13:53:47.545000","","","","","0","Aux_conut","1","","","50","1","937510063"<endrec>
"-1","11","2","15502","","2018-06-20 00:00:00.000000","203000000000019121","2018-06-20 08:38:57.000000","TZS","1","1","-1","","2018-06-20 00:00:00.000000","","5000","203000000000019121","2018-06-20 08:47:53.621000","","","","","0","Org_count_udeni","1","","","50","1","937510110"<endrec>
"-1","11","2","15502","","2018-06-20 00:00:00.000000","203000000000019121","2018-06-20 08:47:44.000000","TZS","1","1","-1","","2018-12-17 00:00:00.000000","","5000","203000000000015728","2018-12-17 09:50:33.169000","","","","","0","Org_count_udeni","1","","","50","1","937510113"<endrec>
"-1","11","2","15503","","2018-06-21 00:00:00.000000","203000000000026611","2018-06-21 08:12:02.000000","TZS","1","1","-1","OrgBuyAirTimeForCustomer","2018-10-03 00:00:00.000000","1","5000","203000000000014911","2018-10-03 12:13:40.467000","","","","","0","OrgBuyAirTimeForCustomer","1","","","50","1","937510172"<endrec>
"-1","11","2","15504","","2018-06-21 00:00:00.000000","203000000000026611","2018-06-21 09:37:01.000000","TZS","1","1","-1","Org_count","2020-06-21 00:00:00.000000","1","5000","203000000000026611","2018-06-21 09:39:51.100000","","","","","0","Org_Buy_Air","1","","","30","1","937510182"<endrec>
"-1","11","1","15505","","2018-06-25 00:00:00.000000","203000000000026611","2018-06-25 06:55:14.000000","TZS","1","1","-1","Acumulator_Value","2018-07-30 00:00:00.000000","1","1000","203000000000026611","2018-06-25 06:56:10.533000","","","","","0","A_Acumulator_Value","1","","","30","1","937510299"<endrec>
"-1","11","1","15102","","2018-06-25 00:00:00.000000","203000000000019121","2018-06-25 08:07:14.000000","TZS","1","1","-1","AAccumulator_Value_Roshi","2019-08-20 00:00:00.000000","","1000","203000000000019121","2019-08-20 09:17:58.580000","","","","","0","AAccumulator_Value_Roshi","1","","","50","1","937510309"<endrec>
"-1","11","1","11104","","2018-06-25 00:00:00.000000","203000000000019121","2018-06-25 08:35:50.000000","TZS","1","1","-1","Accumulator_Value","2032-08-18 00:00:00.000000","","5000","203000000000019121","2018-06-25 08:36:01.558000","","","","","0","Accumulator_Value","1","","","30","1","937510316"<endrec>
"-1","11","1","15506","","2018-06-26 00:00:00.000000","203000000000019121","2018-06-26 10:41:09.000000","TZS","1","1","-1","Accumulator_Value","2018-06-26 00:00:00.000000","","5000","203000000000019121","2018-06-26 11:16:56.448000","","","","","0","Accumulator_Value_u","1","","","50","1","937510426"<endrec>
"-1","11","1","15506","","2018-06-26 00:00:00.000000","203000000000019121","2018-06-26 11:16:48.000000","TZS","1","1","-1","Accumulator_Value","2032-08-19 00:00:00.000000","","5000","203000000000019121","2018-06-26 11:16:56.455000","","","","","0","Accumulator_Value_u","1","","","30","1","937510435"<endrec>
"-1","22","3","15601","","2018-07-02 00:00:00.000000","203000000000026608","2018-07-02 05:41:42.000000","-1","1","1","-1","","2020-03-10 00:00:00.000000","1","7000","203000000000026608","2018-07-02 05:42:07.131000","","","","","0","Group_Add_Member","1","","","30","1","937513725"<endrec>
"-1","11","2","15701","","2018-07-11 00:00:00.000000","203000000000026611","2018-07-11 12:18:12.000000","TZS","1","1","-1","CustomerBuyAirtime","2018-07-11 00:00:00.000000","1","1000","203000000000026611","2018-07-11 13:27:30.882000","","","","","0","AAAA","1","","","50","1","937514761"<endrec>
"-1","11","2","15701","","2018-07-11 00:00:00.000000","203000000000026611","2018-07-11 13:27:09.000000","TZS","1","1","-1","CustomerBuyAirtime","2018-07-31 00:00:00.000000","1","1000","203000000000026611","2018-07-11 13:27:30.890000","","","","","0","AAAA","1","","","30","1","937514767"<endrec>
"-1","11","2","15702","","2018-07-11 00:00:00.000000","203000000000026611","2018-07-11 13:38:48.000000","TZS","1","1","-1","SP buy airtime","2018-07-25 00:00:00.000000","1","5000","203000000000026611","2018-07-11 13:39:15.265000","","","","","0","AAAOrg","1","","","30","1","937514769"<endrec>
"-1","11","2","15703","","2018-07-12 00:00:00.000000","203000000000014912","2018-07-12 10:12:21.000000","TZS","1","1","-1","SP buy airtime","2018-07-20 00:00:00.000000","1","8000","203000000000014912","2018-07-12 10:12:38.975000","","","","","0","SP_BA1207","1","","","30","1","937514777"<endrec>
"-1","11","2","15704","","2018-07-12 00:00:00.000000","203000000000014912","2018-07-12 10:16:37.000000","TZS","1","1","-1","Acc_SP_BA1207","2018-07-20 00:00:00.000000","1","5000","203000000000014912","2018-07-12 10:16:54.322000","","","","","0","Acc_SP_BA1207","1","","","30","1","937514778"<endrec>
"-1","11","1","15801","","2018-08-07 00:00:00.000000","203000000000010806","2018-08-07 15:40:02.000000","TZS","1","3","-1","","2018-08-14 00:00:00.000000","1","1000","203000000000010806","2018-08-07 15:40:13.651000","","","","","0","Test100","1","","","30","1","937515911"<endrec>
"-1","21","3","15802","","2018-08-08 00:00:00.000000","203000000000010809","2018-08-08 14:19:16.000000","-1","10","1","-1","","2018-12-06 00:00:00.000000","1","1000","203000000000014912","2018-12-06 11:01:21.748000","","","","","0","Balance_Inquiry","1","","","50","0","937515924"<endrec>
"-1","11","1","15901","","2018-08-21 00:00:00.000000","203000000000014912","2018-08-21 12:10:01.000000","TZS","1","1","-1","Accu_Value1","2018-10-01 00:00:00.000000","1","1000","203000000000014912","2018-08-21 12:10:16.147000","","","","","0","Accu_Value1","1","","","30","1","937516754"<endrec>
"-1","11","1","15902","","2018-08-21 00:00:00.000000","203000000000014912","2018-08-21 13:16:37.000000","TZS","1","1","-1","Accu_Value2","2018-10-01 00:00:00.000000","1","1000","203000000000014912","2018-08-21 13:16:53.075000","","","","","0","Accu_Value2","1","","","30","1","937516757"<endrec>
"-1","11","1","15903","","2018-08-21 00:00:00.000000","203000000000014912","2018-08-21 14:06:26.000000","TZS","1","1","-1","Accu_Value3","2018-10-01 00:00:00.000000","1","1000","203000000000014912","2018-08-21 14:06:43.852000","","","","","0","Accu_Value3","1","","","30","1","937516759"<endrec>
"-1","11","1","16001","","2018-09-19 00:00:00.000000","203000000000014911","2018-09-19 17:18:18.000000","TZS","1","1","-1","","2018-12-17 00:00:00.000000","1","5000","203000000000015728","2018-12-17 10:35:06.965000","","","","","0","B2C_Value","1","","","50","1","937531771"<endrec>
"-1","11","2","16101","","2018-09-27 00:00:00.000000","203000000000026608","2018-09-27 07:51:07.000000","TZS","1","1","-1","","2025-12-31 00:00:00.000000","","5000","203000000000026608","2018-09-27 07:51:33.018000","","","","","0","Org_count_kalani","1","","","30","1","937533747"<endrec>
"-1","11","1","16102","","2018-09-27 00:00:00.000000","203000000000014911","2018-09-27 08:39:27.000000","TZS","1","1","-1","Accu_Value","2018-09-27 00:00:00.000000","1","1000","203000000000014911","2018-09-27 09:33:42.211000","","","","","0","Accu_Value","1","","","50","0","937533753"<endrec>
"-1","11","1","16102","","2018-09-27 00:00:00.000000","203000000000014911","2018-09-27 09:33:30.000000","TZS","1","1","-1","Accu_Value","2019-09-27 00:00:00.000000","1","1000","203000000000014911","2018-09-27 11:43:56.282000","","","","","0","Accu_Value","1","","","60","0","937533759"<endrec>
"-1","11","1","16103","","2018-09-27 00:00:00.000000","203000000000014911","2018-09-27 11:43:31.000000","TZS","1","1","-1","Accu_Value_Airtime","2019-09-27 00:00:00.000000","1","1000","203000000000014911","2018-09-27 11:43:41.631000","","","","","0","Accu_Value_Airtime","1","","","30","0","937533775"<endrec>
"-1","11","2","16104","","2036-02-05 00:00:00.000000","203000000000031306","2018-09-27 12:18:08.000000","TZS","1","1","-1","","2058-01-15 00:00:00.000000","1","1000","203000000000031306","2018-09-27 12:19:32.672000","","","","","0","Aacc985","1","","","30","1","937533780"<endrec>
"-1","11","1","16105","","2018-09-27 00:00:00.000000","203000000000014911","2018-09-27 12:23:07.000000","TZS","1","1","-1","Accu_Value_PayBill","2019-09-27 00:00:00.000000","1","1000","203000000000014911","2018-09-27 12:23:18.394000","","","","","0","Accu_Value_PayBill","1","","","30","0","937533781"<endrec>
"-1","11","1","16106","","2018-09-27 00:00:00.000000","203000000000014911","2018-09-27 12:54:38.000000","TZS","1","1","-1","Accu_Value_Cash_In","2019-09-27 00:00:00.000000","1","5000","203000000000014911","2018-09-27 12:54:49.390000","","","","","0","Accu_Value_Cash_In","1","","","30","0","937533796"<endrec>
"-1","11","2","16107","","2018-09-27 00:00:00.000000","203000000000014912","2018-09-27 13:41:08.000000","TZS","1","1","-1","Aux_set_volume_charge","2018-09-28 00:00:00.000000","","1000","203000000000014912","2018-09-28 07:35:17.100000","","","","","0","Aux_set_volume_charge","1","","","50","1","937533809"<endrec>
"-1","11","2","12201","","2018-09-27 00:00:00.000000","203000000000014912","2018-09-27 13:53:38.000000","TZS","1","1","-1","Aux_conut","2059-06-11 00:00:00.000000","","1000","203000000000014912","2018-09-27 13:53:47.577000","","","","","0","Aux_conut","1","","","30","1","937533811"<endrec>
"-1","11","2","16108","","2018-09-27 00:00:00.000000","203000000000014911","2018-09-27 14:52:07.000000","TZS","1","1","-1","Accu_Volume","2019-09-30 00:00:00.000000","","5000","203000000000014911","2018-09-27 14:52:49.273000","","","","","0","Accu_Volume","1","","","30","0","937533817"<endrec>
"-1","11","2","16107","","2018-09-28 00:00:00.000000","203000000000014912","2018-09-28 07:35:05.000000","TZS","1","1","-1","Aux_set_volume_charge","2018-09-30 00:00:00.000000","","1000","203000000000014912","2018-09-28 07:35:17.108000","","","","","0","Aux_set_volume_charge","1","","","30","1","937533837"<endrec>
"-1","11","2","16109","","2018-09-28 00:00:00.000000","203000000000014912","2018-09-28 07:43:20.000000","TZS","1","1","-1","Aux_set_volume_charge28","2018-09-30 00:00:00.000000","","1000","203000000000014912","2018-09-28 07:43:32.644000","","","","","0","Aux_set_volume_charge28","1","","","30","1","937533841"<endrec>
"-1","11","2","16110","","2018-09-28 00:00:00.000000","203000000000014912","2018-09-28 09:11:14.000000","TZS","1","1","-1","Accu_B2C_Volume28","2019-03-27 00:00:00.000000","","5000","203000000000014911","2019-03-11 14:19:44.617000","","","","","0","Accu_B2C_Volume28","1","","","30","0","937533856"<endrec>
"-1","11","2","16201","","2018-09-28 00:00:00.000000","203000000000014912","2018-09-28 13:55:15.000000","TZS","1","1","-1","Accu_B2C_VolumeDinu","2019-03-20 00:00:00.000000","","5000","203000000000010806","2019-03-20 13:40:51.345000","","","","","0","Accu_B2C_VolumeDinu","1","","","50","0","937534727"<endrec>
"-1","11","2","16301","","2018-10-01 00:00:00.000000","203000000000014912","2018-10-01 06:24:45.000000","TZS","1","1","-1","AccumulatorSendMoney","2018-10-16 00:00:00.000000","1","1000","203000000000014912","2018-10-01 06:25:20.860000","","","","","0","AccumulatorSendMoney","1","","","30","0","937535735"<endrec>
"-1","11","2","16302","","2018-10-01 00:00:00.000000","203000000000014911","2018-10-01 08:44:07.000000","TZS","1","1","-1","Accu_Vol_Send","2018-10-03 00:00:00.000000","","1000","203000000000014911","2018-10-03 07:40:04.523000","","","","","0","Accu_Vol_Send","1","","","50","1","937535742"<endrec>
"-1","11","1","16303","","2018-10-01 00:00:00.000000","203000000000014912","2018-10-01 08:52:50.000000","TZS","30","1","-1","","2020-05-31 00:00:00.000000","","1000","203000000000014912","2018-10-01 08:53:19.938000","","","","","0","DynamicSendMoney_1001","1","","","30","1","937535744"<endrec>
"-1","11","2","16304","","2018-10-01 00:00:00.000000","203000000000014912","2018-10-01 11:13:26.000000","TZS","1","1","-1","Accu_Vol_SendMoney","2050-08-03 00:00:00.000000","","1000","203000000000014912","2018-10-01 11:13:52.516000","","","","","0","Accu_Vol_SendMoney","1","","","30","1","937535751"<endrec>
"-1","11","2","16305","","2018-10-01 00:00:00.000000","203000000000014912","2018-10-01 11:46:27.000000","TZS","1","1","-1","Aux_set_volume_charge1001","2018-10-31 00:00:00.000000","","1000","203000000000014912","2018-10-01 11:47:39.228000","","","","","0","Aux_set_volume_charge1001","1","","","30","1","937535755"<endrec>
"-1","11","1","16306","","2018-10-01 00:00:00.000000","203000000000014912","2018-10-01 12:26:42.000000","TZS","1","1","-1","DynamicSendMoney_Dinu","2020-05-31 00:00:00.000000","","1000","203000000000014912","2018-10-01 12:27:10.366000","","","","","0","DynamicSendMoney_Dinu","1","","","30","1","937535759"<endrec>
"-1","11","2","16307","","2018-10-01 00:00:00.000000","203000000000014912","2018-10-01 13:31:59.000000","TZS","1","1","-1","Aux_conutDinu","2020-06-01 00:00:00.000000","","1000","203000000000014912","2018-10-01 13:32:21.645000","","","","","0","Aux_conutDinu","1","","","30","1","937535764"<endrec>
"-1","11","2","14602","","2018-10-02 00:00:00.000000","203000000000026608","2018-10-02 08:11:13.000000","TZS","1","1","-1","AAccumulator_Count_Roshi","2019-10-09 00:00:00.000000","","1000","203000000000019121","2019-10-09 09:47:43.011000","","","","","0","AAccumulator_Count_Roshi","1","","","50","1","937535782"<endrec>
"-1","11","2","16308","","2018-10-02 00:00:00.000000","203000000000026608","2018-10-02 12:30:06.000000","TZS","1","1","-1","AAccumulator_Count_Roshi","2018-12-24 00:00:00.000000","","1000","203000000000036504","2018-12-24 08:13:17.611000","","","","","0","AAccumulator_Count_kalani","1","","","50","1","937535806"<endrec>
"-1","11","2","16302","","2018-10-03 00:00:00.000000","203000000000014911","2018-10-03 07:39:56.000000","TZS","1","1","-1","Accu_Vol_Send","2050-08-03 00:00:00.000000","","1000","203000000000014911","2018-10-03 07:40:04.548000","","","","","0","Accu_Vol_Send","1","","","30","1","937535825"<endrec>
"-1","11","2","15503","","2018-10-03 00:00:00.000000","203000000000014911","2018-10-03 12:11:58.000000","TZS","1","1","-1","OrgBuyAirTimeForCustomer","2019-06-21 00:00:00.000000","1","5000","203000000000014911","2018-10-03 12:13:40.479000","","","","","0","OrgBuyAirTimeForCustomer","1","","","30","1","937535838"<endrec>
"-1","11","2","16401","","2018-10-11 00:00:00.000000","203000000000031306","2018-10-11 09:20:41.000000","TZS","1","1","-1","","2025-12-31 00:00:00.000000","","5000","203000000000031306","2018-10-11 09:21:43.148000","","","","","0","Org_count_offshore","1","","","30","1","937536767"<endrec>
"-1","11","2","16402","","2018-10-11 00:00:00.000000","203000000000010806","2018-10-11 09:20:56.000000","TZS","1","0","30","","2018-10-17 00:00:00.000000","1","1000","203000000000010806","2018-10-11 09:21:11.304000","","","","","0","GHTesting","1","","","30","1","937536768"<endrec>
"-1","13","2","16501","304704","2018-10-17 00:00:00.000000","203000000000036503","2018-10-17 11:07:56.000000","TZS","12","1","-1","","2018-10-18 00:00:00.000000","1","1000","203000000000036503","2018-10-17 11:08:36.571000","","","","","0","smaccum100","1","","","30","1","937538736"<endrec>
"-1","11","2","16502","304704","2018-10-17 00:00:00.000000","203000000000036503","2018-10-17 11:17:47.000000","TZS","12","1","-1","","2018-10-17 00:00:00.000000","1","1000","203000000000036503","2018-10-17 11:37:49.573000","","","","","0","smaccum2100","1","","","50","1","937538737"<endrec>
"-1","11","2","16502","304706","2018-10-17 00:00:00.000000","203000000000036503","2018-10-17 11:37:39.000000","TZS","12","1","-1","","2018-10-17 00:00:00.000000","1","1000","203000000000036503","2018-10-17 12:02:50.675000","","","","","0","smaccum2100","1","","","50","1","937538739"<endrec>
"-1","11","2","16502","304707","2018-10-17 00:00:00.000000","203000000000036503","2018-10-17 12:02:41.000000","TZS","12","1","-1","","2018-10-18 00:00:00.000000","1","1000","203000000000036503","2018-10-19 08:47:52.790000","","","","","0","smaccum2100","1","","","60","0","937538740"<endrec>
"-1","11","2","16601","304707","2018-10-19 00:00:00.000000","203000000000036503","2018-10-19 08:50:38.000000","TZS","12","1","-1","","2018-10-20 00:00:00.000000","1","1000","203000000000036503","2018-10-19 08:50:49.893000","","","","","0","smaccum3100","1","","","30","0","937539759"<endrec>
"-1","11","2","16602","304721","2018-10-19 00:00:00.000000","203000000000036503","2018-10-19 09:37:58.000000","TZS","12","1","-1","AccumulatorSendMoney01","2018-10-23 00:00:00.000000","1","1000","203000000000036503","2018-10-19 09:38:15.357000","","","","","0","AccumulatorSendMoney01","1","","","30","0","937539765"<endrec>
"-1","11","2","16603","","2018-10-19 00:00:00.000000","203000000000019121","2018-10-19 10:37:03.000000","TZS","1","1","-1","Sendmoney_offshore","2059-06-12 00:00:00.000000","","1000","203000000000019121","2018-10-19 10:37:50.612000","","","","","0","Sendmoney_offshore","1","","","30","1","937539770"<endrec>
"-1","11","2","16604","","2018-10-19 00:00:00.000000","203000000000036504","2018-10-19 13:59:26.000000","TZS","1","1","-1","AAccumulator_Count_sithumina","2050-08-19 00:00:00.000000","","1000","203000000000036504","2018-10-19 13:59:57.180000","","","","","0","AAccumulator_Count_sithumina","1","","","30","1","937539788"<endrec>
"-1","11","1","16605","","2018-10-25 00:00:00.000000","203000000000026608","2018-10-25 12:27:51.000000","TZS","1","1","-1","","2018-10-31 00:00:00.000000","1","1000","203000000000026608","2018-10-25 12:28:00.107000","","","","","0","Send_money_kalani","1","","","30","1","937539842"<endrec>
"-1","11","1","16606","","2018-10-26 00:00:00.000000","203000000000014911","2018-10-26 07:39:42.000000","TZS","1","1","-1","Accu_Value_Maheshi","2019-09-27 00:00:00.000000","1","1000","203000000000014911","2018-10-26 07:39:52.777000","","","","","0","Accu_Value_Maheshi","1","","","30","0","937539863"<endrec>
"-1","11","1","16607","","2018-10-30 00:00:00.000000","203000000000019602","2018-10-30 12:30:44.000000","TZS","1","1","-1","","2019-10-30 00:00:00.000000","1","1000","203000000000019602","2018-10-30 12:31:05.413000","","","","","0","Automation1","1","","","30","1","937539896"<endrec>
"-1","11","2","16608","","2018-11-05 00:00:00.000000","203000000000026608","2018-11-05 05:53:38.000000","TZS","1","1","-1","","2020-11-30 00:00:00.000000","1","1000","203000000000026608","2018-11-05 05:53:46.800000","","","","","0","Send_money_kalani2","1","","","30","1","937539952"<endrec>
"-1","11","1","16701","","2018-11-28 00:00:00.000000","203000000000014912","2018-11-28 06:50:55.000000","TZS","1","1","-1","Accu_Value_Dtest","2019-03-11 00:00:00.000000","1","1000","203000000000014911","2019-03-11 11:33:11.863000","","","","","0","Accu_Value_Dtest","1","","","50","0","937548776"<endrec>
"10011","12","2","16801","","2018-12-06 00:00:00.000000","203000000000016349","2018-12-06 06:47:05.000000","TZS","2","3","-1","","2018-12-06 00:00:00.000000","","1000","203000000000016349","2018-12-06 07:40:23.441000","","","","","0","SendMoneyCountTest","1","","","50","1","937551752"<endrec>
"10011","12","2","16801","","2018-12-06 00:00:00.000000","203000000000016349","2018-12-06 07:23:07.000000","TZS","2","3","-1","","2018-12-06 00:00:00.000000","","1000","203000000000016349","2018-12-06 11:11:42.463000","","","","","0","SendMoneyCountTest","1","","","50","0","937551754"<endrec>
"-1","21","3","15802","","2018-12-06 00:00:00.000000","203000000000014912","2018-12-06 11:01:13.000000","-1","1","1","-1","","2019-08-01 00:00:00.000000","1","1000","203000000000014912","2018-12-06 11:01:21.769000","","","","","0","Balance_Inquiry","1","","","30","0","937551771"<endrec>
"10011","12","2","16801","","2018-12-06 00:00:00.000000","203000000000016349","2018-12-06 11:10:34.000000","TZS","2","3","-1","","2066-10-12 00:00:00.000000","","1000","203000000000016349","2018-12-06 11:11:42.472000","","","","","0","SendMoneyCountTest","1","","","30","0","937551774"<endrec>
"-1","22","3","16901","","2018-12-07 00:00:00.000000","203000000000014911","2018-12-07 07:03:38.000000","-1","1","1","-1","","2018-12-27 00:00:00.000000","1","7000","203000000000014911","2018-12-07 07:03:45.867000","","","","","0","Group_Balance_query","1","","","30","1","937552740"<endrec>
"-1","11","1","16902","","2018-12-07 00:00:00.000000","203000000000014911","2018-12-07 07:44:59.000000","TZS","1","1","-1","","2018-12-14 00:00:00.000000","1","7000","203000000000014911","2018-12-07 07:45:09.516000","","","","","0","Accu_P2G","1","","","30","1","937552745"<endrec>
"-1","11","2","15502","","2018-12-17 00:00:00.000000","203000000000015728","2018-12-17 09:50:17.000000","TZS","1","1","-1","","2025-12-30 00:00:00.000000","","5000","203000000000015728","2018-12-17 09:50:33.179000","","","","","0","Org_count_udeni","1","","","30","1","937554729"<endrec>
"-1","11","1","16001","","2018-12-17 00:00:00.000000","203000000000015728","2018-12-17 10:34:54.000000","TZS","1","1","-1","","2018-12-17 00:00:00.000000","1","5000","203000000000015728","2018-12-17 10:48:03.016000","","","","","0","B2C_Value","1","","","50","1","937554731"<endrec>
"-1","11","1","16001","","2018-12-17 00:00:00.000000","203000000000015728","2018-12-17 10:47:53.000000","TZS","1","1","-1","","2018-12-17 00:00:00.000000","1","5000","203000000000015728","2018-12-17 11:07:02.601000","","","","","0","B2C_Value","1","","","50","1","937554734"<endrec>
"-1","11","1","16001","","2018-12-17 00:00:00.000000","203000000000015728","2018-12-17 11:06:48.000000","TZS","1","1","-1","","2019-09-19 00:00:00.000000","1","5000","203000000000015728","2018-12-17 11:07:02.611000","","","","","0","B2C_Value","1","","","30","1","937554736"<endrec>
"-1","11","1","15005","","2018-12-17 00:00:00.000000","203000000000015728","2018-12-17 11:28:49.000000","TZS","1","1","-1","Accumulator_V","2049-08-01 00:00:00.000000","","1000","203000000000015728","2018-12-17 11:29:03.675000","","","","","0","Acc_Value_Udeni","1","","","30","1","937554739"<endrec>
"-1","11","1","17001","","2018-12-21 00:00:00.000000","203000000000031306","2018-12-21 12:53:53.000000","TZS","1","1","-1","","2083-08-02 00:00:00.000000","","5000","203000000000031306","2018-12-21 12:54:48.232000","","","","","0","SPBuyAirTime","1","","","30","1","937558736"<endrec>
"-1","11","1","17002","","2018-12-21 00:00:00.000000","203000000000031306","2018-12-21 14:08:13.000000","TZS","1","1","-1","Orgbuyairtime_Value","2049-08-01 00:00:00.000000","","5000","203000000000031306","2018-12-21 14:10:03.058000","","","","","0","Orgbuyairtime_Value","1","","","30","1","937558740"<endrec>
"-1","11","2","16308","","2018-12-24 00:00:00.000000","203000000000036504","2018-12-24 08:13:03.000000","TZS","1","1","-1","AAccumulator_Count_Roshi","2019-11-30 00:00:00.000000","","1000","203000000000035851","2019-03-08 07:37:10.300000","","","","","0","AAccumulator_Count_kalani","1","","","30","1","937560727"<endrec>
"-1","11","2","17101","","2018-12-24 00:00:00.000000","203000000000036505","2018-12-24 10:13:37.000000","TZS","1","1","-1","SP buy airtime","2035-12-31 00:00:00.000000","1","5000","203000000000036505","2018-12-24 10:14:03.220000","","","","","0","AAAOrgOFFSHORE","1","","","30","1","937561727"<endrec>
"-1","21","3","17201","","2018-12-31 00:00:00.000000","203000000000016349","2018-12-31 10:07:14.000000","-1","2","3","-1","test","2027-12-22 00:00:00.000000","1","1000","203000000000016349","2018-12-31 10:07:36.237000","","","","","0","actioncount","1","","1","30","1","937566766"<endrec>
"-1","22","3","17202","","2019-01-01 00:00:00.000000","203000000000016349","2019-01-01 09:49:36.000000","-1","1","1","-1","","2019-12-27 00:00:00.000000","1","7000","203000000000016349","2019-01-01 09:49:52.414000","","","","","0","Group_Balance_query1","1","","","30","1","937566779"<endrec>
"-1","11","1","17203","","2019-01-07 00:00:00.000000","203000000000035915","2019-01-07 06:58:53.000000","TZS","1","1","-1","AccuValue_PayBill","2019-01-31 00:00:00.000000","1","1000","203000000000035915","2019-01-07 06:59:39.512000","","","","","0","AccuValue_PayBill","1","","","30","0","937566851"<endrec>
"-1","11","1","17204","","2019-01-07 00:00:00.000000","203000000000035915","2019-01-07 08:33:58.000000","TZS","1","1","-1","Accu_Value_PayBill_2","2019-01-31 00:00:00.000000","1","1000","203000000000035915","2019-01-07 08:39:41.164000","","","","","0","Accu_Value_PayBill_2","1","","","30","1","937566858"<endrec>
"-1","11","2","17205","","2019-01-07 00:00:00.000000","203000000000035915","2019-01-07 09:17:52.000000","TZS","1","1","-1","Accu_Vol","2019-01-07 00:00:00.000000","2","1000","203000000000035915","2019-01-07 11:18:24.348000","","","","","0","Accu_Vol","1","","","50","1","937566860"<endrec>
"-1","11","2","17205","","2019-01-07 00:00:00.000000","203000000000035915","2019-01-07 11:18:01.000000","TZS","1","1","-1","Accu_Vol","2019-01-07 00:00:00.000000","2","1000","203000000000035915","2019-01-07 11:36:25.802000","","","","","0","Accu_Vol","1","","","50","1","937566872"<endrec>
"-1","11","2","17205","","2019-01-07 00:00:00.000000","203000000000035915","2019-01-07 11:36:14.000000","TZS","1","1","-1","Accu_Vol","2019-01-31 00:00:00.000000","1","1000","203000000000035915","2019-01-07 11:36:25.827000","","","","","0","Accu_Vol","1","","","30","1","937566875"<endrec>
"-1","11","1","17206","","2019-10-07 00:00:00.000000","203000000000014912","2019-01-07 13:31:21.000000","TZS","1","1","-1","","2019-10-31 00:00:00.000000","1","1000","203000000000014912","2019-01-07 13:31:21.000000","","","","","0","Send_money_ValueAccu","1","","","10","1","937566885"<endrec>
