IDENTITY_RULE_PROFILE_ID,SEGMENT_ID,TRUST_LEVEL_ID                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      <endrec>
"16049","510552","810031"<endrec>
