DISPLAY_ORDER,FIELDS_CONF_CATEGORY,FIELDS_CONF_ID,FIELDS_SOURCE_KEY,FIELDS_SOURCE_TYPE,IS_MANDATORY,MODIFY_FLAG                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         <endrec>
"0","01","2001","801","02","0","1"<endrec>
